category,subcategory,description,price_eu,compare,brand,supermercado
Despensa,"Desayuno, dulces y café",Chocolate con Leche y Almendras 250 Gr,3.9,"13,80 € / 1 Kg",Valor,CONSUM
Despensa,"Desayuno, dulces y café",Turrón Viena Pack de 6 6 x 30 Gr,1.5,"7,50 € / 1 Kg",Meivel,CONSUM
Despensa,"Desayuno, dulces y café",Galleta Chips Chocolate sin Azúcares 125 Gr,2.05,"12,40 € / 1 Kg",Gullon zero,CONSUM
Despensa,"Desayuno, dulces y café",Galletas Fibra sin Azúcares 170 Gr,2.05,"9,12 € / 1 Kg",Gullon zero,CONSUM
Despensa,"Desayuno, dulces y café",Café 100% Colombia Molido 250 Gr,4.05,"13,56 € / 1 Kg",Valiente,CONSUM
Despensa,"Desayuno, dulces y café",Galletas María Pack de 4 4 x 200 Gr,1.6,"1,94 € / 1 Kg",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Galletas Doradas Pack de 4 4 x 200 Gr,1.6,"1,94 € / 1 Kg",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Galleta Maria Integral 800 Gr,1.65,"2,00 € / 1 Kg",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Galleta María sin Azúcares 400 Gr,2.65,"5,38 € / 1 Kg",Gullon zero,CONSUM
Despensa,"Desayuno, dulces y café",Magdalenas Redondas 615 Gr,2.19,"3,41 € / 1 Kg",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Ensaimadas 6 Unidades 220 Gr,1.15,"4,32 € / 1 Kg",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Galletas Digestive 800 Gr,1.8,"2,19 € / 1 Kg",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Bizcochitos All Bran Cereales 6U 240 Gr,3.99,"16,63 € / 1 Kg",Kellogg's,CONSUM
Despensa,"Desayuno, dulces y café",Galletas Digestive Avena con Chocolate 425 Gr,2.19,"4,12 € / 1 Kg",Gullon,CONSUM
Despensa,"Desayuno, dulces y café",Galletas de Cacao Rellenas de Crema 154 Gr,1.45,"7,73 € / 1 Kg",Oreo,CONSUM
Despensa,"Desayuno, dulces y café",Chocolate Relleno Caramelo 100 Gr,1.55,"12,90 € / 1 Kg",Milka,CONSUM
Despensa,"Desayuno, dulces y café",Cacao Puro en Polvo sin Azúcar 250 Gr,4.29,"17,16 € / 1 Kg",Valor,CONSUM
Despensa,"Desayuno, dulces y café",Chocolate con Oreo 100 Gr,1.55,"12,90 € / 1 Kg",Milka,CONSUM
Despensa,"Desayuno, dulces y café",Mermelada Fresa de Temporada 350 Gr,2.99,"8,54 € / 1 Kg",Hero,CONSUM
Despensa,"Desayuno, dulces y café",Galleta Dinosaurus 329 Gr,2.89,"7,56 € / 1 Kg",Artiach,CONSUM
Despensa,"Desayuno, dulces y café",Mermelada de Higos De Temporada 350 Gr,2.99,"8,54 € / 1 Kg",Hero,CONSUM
Despensa,"Desayuno, dulces y café",Kinder Bueno 2 Unidades Pack 3 135 Gr,2.99,"22,15 € / 1 Kg",Kinder,CONSUM
Despensa,"Desayuno, dulces y café",Jengibre Con Limón 20 Bolsitas 20 U,2.5,"0,11 € / 1 U",Pompadour,CONSUM
Despensa,"Desayuno, dulces y café",Donuts Glace 4 Unidades 208 Gr,2.85,"13,70 € / 1 Kg",Donuts,CONSUM
Despensa,"Desayuno, dulces y café",Cereales Lion Caramelo y Chocolate 400 Gr,3.99,"8,48 € / 1 Kg",Nestle,CONSUM
Despensa,"Desayuno, dulces y café",Harina de Repostería Paquete 1 Kg,1.63,"1,35 € / 1 Kg",Gallo,CONSUM
Despensa,"Desayuno, dulces y café",Kinder Bueno White 2 Unidades Pack 3 117 Gr,2.99,"25,56 € / 1 Kg",Kinder,CONSUM
Despensa,"Desayuno, dulces y café","Kit Kat Pack de 9 Barritas 9 x 20,7 Gr",2.99,"12,29 € / 1 Kg",Nestle,CONSUM
Despensa,"Desayuno, dulces y café",Cereales Chocapic 500 Gr,3.59,"5,98 € / 1 Kg",Nestle,CONSUM
Despensa,"Desayuno, dulces y café",Chocolate Líquido a la Taza Brik 1 L,2.3,"2,20 € / 1 L",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Té Verde con Jengibre Sabor Naranja 20 U,2.5,"0,11 € / 1 U",Pompadour,CONSUM
Despensa,"Desayuno, dulces y café",Café Soluble Natural Vitalissimo 200 Gr,6.95,"29,45 € / 1 Kg",Nescafe,CONSUM
Despensa,"Desayuno, dulces y café",Chocolate con Leche Extrafino Pack 3 x 125 Gr,3.89,"7,97 € / 1 Kg",Nestle,CONSUM
Despensa,"Desayuno, dulces y café",Chocolate Extrafino Avellanas 123 Gr,1.69,"10,16 € / 1 Kg",Nestle,CONSUM
Despensa,"Desayuno, dulces y café",Chocolate Extrafino con Almendras 123 Gr,1.69,"10,16 € / 1 Kg",Nestle,CONSUM
Despensa,"Desayuno, dulces y café",Galleta Rellena de Crema Golden 154 Gr,1.55,"8,76 € / 1 Kg",Oreo,CONSUM
Despensa,"Desayuno, dulces y café",Galleta Dorada al Horno sin Azúcares 330 Gr,3.25,"8,33 € / 1 Kg",Gullon zero,CONSUM
Despensa,"Desayuno, dulces y café",Galletas de Cacao Rellenas de Crema 220 Gr,2.25,"8,59 € / 1 Kg",Oreo,CONSUM
Despensa,"Desayuno, dulces y café",Donuts Bombón 4 Unidades 220 Gr,2.95,"13,41 € / 1 Kg",Donuts,CONSUM
Despensa,"Desayuno, dulces y café",Galletas Digestive sin Azúcares 400 Gr,2.65,"4,98 € / 1 Kg",Gullon zero,CONSUM
Despensa,"Desayuno, dulces y café",Galletas Campurrianas Caja 466 Gr,2.99,"6,42 € / 1 Kg",Cuetara,CONSUM
Despensa,"Desayuno, dulces y café",Galleta de Cacao Rellena con Doble Crema 185 Gr,1.95,"8,92 € / 1 Kg",Oreo,CONSUM
Despensa,"Desayuno, dulces y café",Galleta Sandwich Chocolate sin Azúcares 250 Gr,2.05,"6,20 € / 1 Kg",Gullon zero,CONSUM
Despensa,"Desayuno, dulces y café",Galleta Animals Tostada 600 Gr,1.7,"2,66 € / 1 Kg",Consum kids,CONSUM
Despensa,"Desayuno, dulces y café",Medallones Queso Cabra 200 Gr,3.32,"14,90 € / 1 Kg",President,CONSUM
Despensa,"Desayuno, dulces y café","Cacao Instantáneo Caja 2,7 Kg",13.45,"4,44 € / 1 Kg",Nesquik,CONSUM
Despensa,"Desayuno, dulces y café",Harina de Fuerza Paquete 1 Kg,1.78,"1,49 € / 1 Kg",Gallo,CONSUM
Despensa,"Desayuno, dulces y café",Galletas Mini de Cacao Rellenas de Crema 160 Gr,1.99,"10,31 € / 1 Kg",Oreo,CONSUM
Despensa,"Desayuno, dulces y café",Cereales Krave Chocolate-Avellana 375 Gr,4.25,"8,76 € / 1 Kg",Kellogg's,CONSUM
Despensa,"Desayuno, dulces y café",Cereales Fitness Con Chocolate Negro 375 Gr,3.49,"7,60 € / 1 Kg",Nestle,CONSUM
Despensa,"Desayuno, dulces y café",Flakes de Avena 550 Gr,3.25,"5,91 € / 1 Kg",Oatibix,CONSUM
Despensa,"Desayuno, dulces y café",Mini Galletas Sin Gluten Hookies Sharkies 250 Gr,2.89,"9,40 € / 1 Kg",Gullon,CONSUM
Despensa,"Desayuno, dulces y café",Galleta Digestive Avena Naranja 425 Gr,2.19,"4,12 € / 1 Kg",Gullon,CONSUM
Despensa,"Desayuno, dulces y café",Crema de Cacao 0% Azúcar 180 Gr,2.85,"13,27 € / 1 Kg",Nocilla,CONSUM
Despensa,"Desayuno, dulces y café",Cereales Frosties 400 Gr,3.99,"8,48 € / 1 Kg",Kellogg's,CONSUM
Despensa,"Desayuno, dulces y café",Smacks Trigo Inflado 400 Gr,3.99,"8,48 € / 1 Kg",Kellogg's,CONSUM
Despensa,"Desayuno, dulces y café",Jengibre con Mango 20 Bolsitas 20 U,2.5,"0,11 € / 1 U",Pompadour,CONSUM
Despensa,"Desayuno, dulces y café",Preparado para hornear 5 Sobres 80 Gr,2.25,"24,88 € / 1 Kg",Royal,CONSUM
Despensa,"Desayuno, dulces y café",Cereales Estrellitas 270 Gr,2.69,"7,37 € / 1 Kg",Nestle,CONSUM
Despensa,"Desayuno, dulces y café",Café Blonde Espresso 10 Cápsulas 10 U,4.25,"0,43 € / 1 U",Starbucks,CONSUM
Despensa,"Desayuno, dulces y café",Café Pike Place Lungo 10 Cápsulas 10 U,4.25,"0,43 € / 1 U",Starbucks,CONSUM
Despensa,"Desayuno, dulces y café",Café Espresso Roast Descafeinado 10 U,4.25,"0,43 € / 1 U",Starbucks,CONSUM
Despensa,"Desayuno, dulces y café",Café Espresso Roast Dark 10 U,4.25,"0,43 € / 1 U",Starbucks,CONSUM
Despensa,"Desayuno, dulces y café","Cacao Soluble Caja Más Regalo 2,5 Kg",15.99,"6,00 € / 1 Kg",Cola cao,CONSUM
Despensa,"Desayuno, dulces y café",Donuts Fondant 4 Unidades 228 Gr,2.95,"12,94 € / 1 Kg",,CONSUM
Despensa,"Desayuno, dulces y café",Mermelada Melocotón de Temporada 350 Gr,2.99,"8,54 € / 1 Kg",Hero,CONSUM
Despensa,"Desayuno, dulces y café",Café Espreso Colombia 10 U,4.25,"0,43 € / 1 U",Starbucks,CONSUM
Despensa,"Desayuno, dulces y café",Cafe Espreso House Blend 10 U,4.25,"0,43 € / 1 U",Starbucks,CONSUM
Despensa,"Desayuno, dulces y café",Café Espreso Verona 10 U,4.25,"0,43 € / 1 U",Starbucks,CONSUM
Despensa,"Desayuno, dulces y café",Bizcochos Naranja sin az. añadidos y Sin Leche 500 Gr,2.99,"6,64 € / 1 Kg",Laly,CONSUM
Despensa,"Desayuno, dulces y café",Barquillo Sabor Vainilla sin Azúcares 180 Gr,2.05,"8,61 € / 1 Kg",Gullon zero,CONSUM
Despensa,"Desayuno, dulces y café",Barquillo Chocolate sin Azúcares 180 Gr,2.05,"8,61 € / 1 Kg",Gullon zero,CONSUM
Despensa,"Desayuno, dulces y café",Chocolate Blanco con Galleta Oreo 100 Gr,1.55,"12,90 € / 1 Kg",Milka,CONSUM
Despensa,"Desayuno, dulces y café",Crema Cacao Chocoleche 0% Azúcar 180 Gr,2.85,"13,27 € / 1 Kg",Nocilla,CONSUM
Despensa,"Desayuno, dulces y café",Manzanilla 20 Bolsitas 20 U,0.6,"0,03 € / 1 U",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Tortitas Panquecas 280 Gr,2.95,"8,90 € / 1 Kg",Pasquier,CONSUM
Despensa,"Desayuno, dulces y café",Infusión Digest 20 Bolsitas 20 U,1.1,"0,06 € / 1 U",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Cookies Nocilla Crema Leche 120 Gr,2.29,"16,25 € / 1 Kg",Nocilla,CONSUM
Despensa,"Desayuno, dulces y café",Cookies Nocilla Original 120 Gr,2.29,"16,25 € / 1 Kg",Nocilla,CONSUM
Despensa,"Desayuno, dulces y café",Copos Avena Integral Ecológicos 500 Gr,2.49,"4,50 € / 1 Kg",Consum eco,CONSUM
Despensa,"Desayuno, dulces y café",Jengibre con Cúrcuma 20 Bolsitas 20 U,2.5,"0,11 € / 1 U",Pompadour,CONSUM
Despensa,"Desayuno, dulces y café","Levadura Panadería 5 Unidades 27,5 Gr",2.15,"7,82 € / 100 Gr",Royal,CONSUM
Despensa,"Desayuno, dulces y café",Galletas Animals Kids 330 Gr,1.69,"4,97 € / 1 Kg",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Donettes Clásicos 8 Unidades 152 Gr,2.65,"17,43 € / 1 Kg",Donuts,CONSUM
Despensa,"Desayuno, dulces y café",Brownies de Chocolate 90 Calorías 150 Gr,3.15,"18,33 € / 1 Kg",Fibre one,CONSUM
Despensa,"Desayuno, dulces y café",Barrita Cereales Crunchy Avena y Miel Pack 5 210 Gr,2.59,"9,47 € / 1 Kg",Nat.valley,CONSUM
Despensa,"Desayuno, dulces y café",Barrita Cereales Crunchy Avena y Choco Negro P.5 210 Gr,2.59,"9,47 € / 1 Kg",Nat.valley,CONSUM
Despensa,"Desayuno, dulces y café",Barrita Cereales Protein Cacahuete y Chocolate 160 Gr,3.69,"20,31 € / 1 Kg",Nat.valley,CONSUM
Despensa,"Desayuno, dulces y café",Galletas Cookies con pepitas de chocolate 225gr,1.2,"5,11 € / 1 Kg",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Mini Magdalenas con Pepitas Chocolate 190 Gr,2.99,"15,74 € / 1 Kg",Bakery,CONSUM
Despensa,"Desayuno, dulces y café",Cereales Choco Krispies Chocos 420 Gr,3.99,"8,07 € / 1 Kg",Kellogg's,CONSUM
Despensa,"Desayuno, dulces y café",Trigo Integral Miel 375 Gr,2.25,"4,77 € / 1 Kg",Esgir,CONSUM
Despensa,"Desayuno, dulces y café",Crema Cacao Noir Vaso Cristal 180 Gr,2.85,"13,27 € / 1 Kg",Nocilla,CONSUM
Despensa,"Desayuno, dulces y café",Confitura Naranja Amarga de Temporada 365 Gr,2.99,"8,19 € / 1 Kg",Hero,CONSUM
Despensa,"Desayuno, dulces y café",Mermelada de Cereza de Temporada 350 Gr,2.99,"8,54 € / 1 Kg",Hero,CONSUM
Despensa,"Desayuno, dulces y café",Galleta Mini Cookies 110 Gr,1.99,"18,09 € / 1 Kg",Milka,CONSUM
Despensa,"Desayuno, dulces y café",Galleta Mini Crunchy Bites 110 Gr,1.99,"18,09 € / 1 Kg",Oreo,CONSUM
Despensa,"Desayuno, dulces y café",Cafe Molido Crema e Gusto 250 Gr,3.49,"10,36 € / 1 Kg",Lavazza,CONSUM
Despensa,"Desayuno, dulces y café",Café Grano Colombia 500 Gr,9.5,"15,98 € / 1 Kg",Bonka,CONSUM
Despensa,"Desayuno, dulces y café",Café Guatemala 10 Cápsulas 10 U,4.25,"0,43 € / 1 U",Starbucks,CONSUM
Despensa,"Desayuno, dulces y café",Jengibre Puro 20 Bolsitas 20 U,2.5,"0,11 € / 1 U",Pompadour,CONSUM
Despensa,"Desayuno, dulces y café",Galleta Cookies & Cream 120 Gr,2.29,"16,25 € / 1 Kg",Nocilla,CONSUM
Despensa,"Desayuno, dulces y café",Galleta de Cacao Rellena Frambuesa y Vainilla 157 Gr,1.49,"8,22 € / 1 Kg",Oreo remix,CONSUM
Despensa,"Desayuno, dulces y café",Crema Untar Cookies & Cream 180 Gr,2.85,"13,27 € / 1 Kg",Nocilla,CONSUM
Despensa,"Desayuno, dulces y café",Sandwich Chocolate sin Gluten 225 Gr,2.89,"12,84 € / 1 Kg",Gullon,CONSUM
Despensa,"Desayuno, dulces y café","Muffin Chocolate Sin GLuten, 5 Unidades 225 Gr",3.39,"12,85 € / 1 Kg",Schär,CONSUM
Despensa,"Desayuno, dulces y café",Crema de Cacao Original 620 Gr,5.45,"7,40 € / 1 Kg",Nocilla,CONSUM
Despensa,"Desayuno, dulces y café",Galleta Tosta Rica Oceanix 400 Gr,3.99,"7,50 € / 1 Kg",Cuetara,CONSUM
Despensa,"Desayuno, dulces y café",Infusión Curcuma Canela y Vainilla 20Bolsita 20 U,2.5,"0,11 € / 1 U",Pompadour,CONSUM
Despensa,"Desayuno, dulces y café",Cereales Choco Chips Sin Gluten 500 Gr,1.85,"3,18 € / 1 Kg",Ceridés,CONSUM
Despensa,"Desayuno, dulces y café",Cafe Intenso 20 Cápsulas 20 U,3.6,"0,18 € / 1 U",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Café Extra Intenso 20 Cápsulas 20 U,3.6,"0,18 € / 1 U",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Café Ristretto 20 cápsulas 20 U,3.6,"0,18 € / 1 U",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Café Colombia 20 Cápsulas 20 U,3.65,"0,18 € / 1 U",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Galleta Dinosaurus Chocolate Blanco 264 Gr,2.99,"11,33 € / 1 Kg",Artiach,CONSUM
Despensa,"Desayuno, dulces y café",Galleta Dinosaurus Chocolate con Leche 255 Gr,2.99,"11,73 € / 1 Kg",Artiach,CONSUM
Despensa,"Desayuno, dulces y café",Café Descafeinado 20 cápsulas 20 U,3.6,"0,18 € / 1 U",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Galleta Mini Wafers 110 Gr,1.95,"17,73 € / 1 Kg",Milka,CONSUM
Despensa,"Desayuno, dulces y café",Barrita de Cereales Chocolate con Leche 138 Gr,1.55,"9,35 € / 1 Kg",Joe's farm,CONSUM
Despensa,"Desayuno, dulces y café",Café Puro Arábica Espresso 10 Cápsulas 10 U,3.19,"0,32 € / 1 U",Marcilla,CONSUM
Despensa,"Desayuno, dulces y café",Café Puro Arábica Colombia 10 Cápsulas 10 U,3.19,"0,32 € / 1 U",Marcilla,CONSUM
Despensa,"Desayuno, dulces y café",Filipino Chocolate Blanco 128 Gr,1.4,"10,94 € / 1 Kg",Artiach,CONSUM
Despensa,"Desayuno, dulces y café",Filipino Chocolate Negro 128 Gr,1.4,"10,94 € / 1 Kg",Artiach,CONSUM
Despensa,"Desayuno, dulces y café",Cacao Instantáneo Bolsa 1 Kg,5.99,"5,99 € / 1 Kg",Nesquik,CONSUM
Despensa,"Desayuno, dulces y café",Café Express Molido Mezcla 250 Gr,3.99,"15,96 € / 1 Kg",Marcilla,CONSUM
Despensa,"Desayuno, dulces y café",Café Creme Express Molido Descafeinado 250 Gr,3.99,"15,96 € / 1 Kg",Marcilla,CONSUM
Despensa,"Desayuno, dulces y café",Chocolate en Polvo 250 Gr,1.15,"4,60 € / 1 Kg",Meivel,CONSUM
Despensa,"Desayuno, dulces y café",Café Molido Descafeinado 250 Gr,3.79,"15,16 € / 1 Kg",Bonka,CONSUM
Despensa,"Desayuno, dulces y café",Café Molido Natural 250 Gr,2.99,"11,96 € / 1 Kg",Bonka,CONSUM
Despensa,"Desayuno, dulces y café",Poleo Menta 25 Bolsitas 25 U,2.15,"0,09 € / 1 U",Pompadour,CONSUM
Despensa,"Desayuno, dulces y café",Manzanilla con Anis 25 Bolsitas 25 U,2.15,"0,09 € / 1 U",Pompadour,CONSUM
Despensa,"Desayuno, dulces y café",Tila 25 Bolsitas 25 U,2.15,"0,09 € / 1 U",Pompadour,CONSUM
Despensa,"Desayuno, dulces y café",Café Molido Mezcla 70/30 250 Gr,2.99,"11,96 € / 1 Kg",Bonka,CONSUM
Despensa,"Desayuno, dulces y café",Chocolate Puro 300 Gr,3.8,"12,67 € / 1 Kg",Valor,CONSUM
Despensa,"Desayuno, dulces y café",Bombones Caja Roja 400 Gr,11.49,"28,73 € / 1 Kg",Nestle,CONSUM
Despensa,"Desayuno, dulces y café",Cafe Soluble Natural Tarro 200 Gr,6.65,"33,25 € / 1 Kg",Nescafe,CONSUM
Despensa,"Desayuno, dulces y café",Café Descafeinado Soluble 200 Gr,6.65,"33,25 € / 1 Kg",Nescafe,CONSUM
Despensa,"Desayuno, dulces y café",Huevo Kinder Sorpresa Unidad 20 Gr,1.3,"6,50 € / 100 Gr",Kinder,CONSUM
Despensa,"Desayuno, dulces y café",Preparado de Cuajada 4 Sobres 48 Gr,1.45,"3,02 € / 100 Gr",Royal,CONSUM
Despensa,"Desayuno, dulces y café",Flan de Vainilla 8 Unidades 186 Gr,1.8,"9,68 € / 1 Kg",Royal,CONSUM
Despensa,"Desayuno, dulces y café",Café Descafeinado Soluble 20 Gr,1.3,"6,50 € / 100 Gr",Nescafe,CONSUM
Despensa,"Desayuno, dulces y café",Galletas la Buena Maria 800 Gr,3.3,"4,13 € / 1 Kg",Fontaneda,CONSUM
Despensa,"Desayuno, dulces y café",Chocolate Crujiente 100 Gr,1.69,"16,90 € / 1 Kg",Crunch,CONSUM
Despensa,"Desayuno, dulces y café",Manzanilla 25 Bolsitas 25 U,2.15,"0,09 € / 1 U",Pompadour,CONSUM
Despensa,"Desayuno, dulces y café",Huesitos Multipack 10 Unidades 10 x 20 Gr,2.45,"12,25 € / 1 Kg",Huesitos,CONSUM
Despensa,"Desayuno, dulces y café","Kit Kat Pack de 3 3 x 41,5 Gr",2.15,"17,27 € / 1 Kg",Nestle,CONSUM
Despensa,"Desayuno, dulces y café",Bombones Caja Roja 200 Gr,6.29,"31,45 € / 1 Kg",Nestle,CONSUM
Despensa,"Desayuno, dulces y café",Kinder Bueno 43 Gr,1.15,"2,67 € / 100 Gr",Kinder,CONSUM
Despensa,"Desayuno, dulces y café",Chocolate 70% Cacao Excellence 100 Gr,3.25,"32,50 € / 1 Kg",Lindt,CONSUM
Despensa,"Desayuno, dulces y café",Confitura Diet Arándano y Frambuesa 280 Gr,2.99,"10,68 € / 1 Kg",Hero,CONSUM
Despensa,"Desayuno, dulces y café",Gelatina Neutra 20 Gr,2.25,"11,25 € / 100 Gr",Royal,CONSUM
Despensa,"Desayuno, dulces y café",Caramelos con Palo Bolsa 10 Unidades 120 Gr,1.65,"13,75 € / 1 Kg",Chupa-chups,CONSUM
Despensa,"Desayuno, dulces y café",Caramelos Toffe 135 Gr,1.95,"14,44 € / 1 Kg",Werthers,CONSUM
Despensa,"Desayuno, dulces y café",Chocoswing Galleta 300 Gr,3.5,"11,67 € / 1 Kg",Milka,CONSUM
Despensa,"Desayuno, dulces y café",Cacao Soluble 6 Raciones Individuales 108 Gr,2.49,"23,06 € / 1 Kg",Cola cao,CONSUM
Despensa,"Desayuno, dulces y café",Hojas de Boldo 20 Bolsitas 20 U,2.5,"0,13 € / 1 U",Pompadour,CONSUM
Despensa,"Desayuno, dulces y café",Infusion de Hinojo 20 Bolsitas 20 U,2.5,"0,13 € / 1 U",Pompadour,CONSUM
Despensa,"Desayuno, dulces y café",Fartons Tradicionales Paquete 6 Unidades.120 Gr,1.3,"10,83 € / 1 Kg",Polo,CONSUM
Despensa,"Desayuno, dulces y café",Confitura Diet Melocotón 280 Gr,2.69,"9,61 € / 1 Kg",Hero,CONSUM
Despensa,"Desayuno, dulces y café",Malta Molida 500 Gr,1.75,"3,50 € / 1 Kg",Miguelete,CONSUM
Despensa,"Desayuno, dulces y café","Gasificante Especial Para Bollería 39,5 Gr",0.55,"1,39 € / 100 Gr",La bandera,CONSUM
Despensa,"Desayuno, dulces y café",Galletas Artinata 210 Gr,2.55,"12,14 € / 1 Kg",Artiach,CONSUM
Despensa,"Desayuno, dulces y café",Té Verde 25 Bolsitas 25 U,2.5,"0,10 € / 1 U",Pompadour,CONSUM
Despensa,"Desayuno, dulces y café",Chocolate 85% Cacao Excellence 100 Gr,3.25,"32,50 € / 1 Kg",Lindt,CONSUM
Despensa,"Desayuno, dulces y café","Chicles Stick Sabor Hierbabuena 13,5 Gr",0.95,"7,04 € / 100 Gr",Trident,CONSUM
Despensa,"Desayuno, dulces y café",Minibollycao Bolsa 6 Unidades 90 Gr,1.65,"18,33 € / 1 Kg",Bollycao,CONSUM
Despensa,"Desayuno, dulces y café",Galletas Mini con Gotas de Chocolate 160 Gr,1.99,"12,44 € / 1 Kg",Chips ahoy,CONSUM
Despensa,"Desayuno, dulces y café",Azúcar Blanco Paquete 1 Kg,1.45,"1,45 € / 1 Kg",Azucarera,CONSUM
Despensa,"Desayuno, dulces y café",Café Creme Express Molido 250 Gr,3.99,"15,96 € / 1 Kg",Marcilla,CONSUM
Despensa,"Desayuno, dulces y café",Muesli sin Azúcar 560 Gr,4.89,"8,73 € / 1 Kg",Alpen,CONSUM
Despensa,"Desayuno, dulces y café",Café Natural Molido Solidario 250 Gr,3.35,"13,40 € / 1 Kg",Oxfam,CONSUM
Despensa,"Desayuno, dulces y café",Galletas Fibra 185 Gr,1.95,"10,54 € / 1 Kg",Flora,CONSUM
Despensa,"Desayuno, dulces y café",Chocolate Extrafino Lacasitos 100 Gr,1.69,"16,90 € / 1 Kg",Lacasa,CONSUM
Despensa,"Desayuno, dulces y café",Galletas Integrales Marie Lu 520 Gr,3.35,"6,44 € / 1 Kg",Fontaneda,CONSUM
Despensa,"Desayuno, dulces y café",Special K con Frutas Rojas 300 Gr,4.19,"13,97 € / 1 Kg",Kellogg's,CONSUM
Despensa,"Desayuno, dulces y café",Rooibos con Vainilla 20 Bolsitas 20 U,2.75,"0,14 € / 1 U",Pompadour,CONSUM
Despensa,"Desayuno, dulces y café",Café Molido Express 250 Gr,4.15,"16,60 € / 1 Kg",Valiente,CONSUM
Despensa,"Desayuno, dulces y café",Café Molido Hogar 250 Gr,3.55,"14,20 € / 1 Kg",Valiente,CONSUM
Despensa,"Desayuno, dulces y café",Cereales Fitness Chocolate con Leche 375 Gr,3.49,"9,31 € / 1 Kg",Nestle,CONSUM
Despensa,"Desayuno, dulces y café",Confitura Tomate 345 Gr,2.49,"7,22 € / 1 Kg",Hero,CONSUM
Despensa,"Desayuno, dulces y café",Cafe Soluble Natural 10 Sobres 20 Gr,1.3,"6,50 € / 100 Gr",Nescafe,CONSUM
Despensa,"Desayuno, dulces y café",Infusión Digestive Plus 20 Bolsitas 20 U,2.75,"0,14 € / 1 U",Pompadour,CONSUM
Despensa,"Desayuno, dulces y café","Chicle Grageado Sabor Hierbabuena 14,5 Gr",0.95,"6,79 € / 100 Gr",Trident,CONSUM
Despensa,"Desayuno, dulces y café",Miel Milflores Frasco 1 Kg,4.7,"4,70 € / 1 Kg",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Miel Milflores Dosificador 500 Gr,3.3,"6,60 € / 1 Kg",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Galletas Tostadas Pack de 4 4 x 200 Gr,1.55,"1,94 € / 1 Kg",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Mega Sandwich Rellena Chocolate 500 Gr,1.2,"2,40 € / 1 Kg",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Té 25 Bolsitas 25 U,2.15,"0,09 € / 1 U",Pompadour,CONSUM
Despensa,"Desayuno, dulces y café",Membrillo 2 x 200 Gr,1.25,"3,13 € / 1 Kg",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Copos de Maiz 500 Gr,1.5,"3,00 € / 1 Kg",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Copos Arroz y Trigo 500 Gr,1.95,"3,90 € / 1 Kg",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Muesli Fruta y Fibra 500 Gr,1.95,"4,33 € / 1 Kg",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Muesli Crujiente Chocolate 500 Gr,2.1,"4,20 € / 1 Kg",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Cereales Rellenos Cacao 375 Gr,1.75,"4,67 € / 1 Kg",Consum kids,CONSUM
Despensa,"Desayuno, dulces y café",Café Molido Natural 250 Gr,1.75,"7,00 € / 1 Kg",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Café Molido Mezcla 250 Gr,1.65,"6,60 € / 1 Kg",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Café Descafeinado Molido Natural 250 Gr,1.7,"6,80 € / 1 Kg",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Chocolate Naranja Excellent 100 Gr,3.25,"32,50 € / 1 Kg",Lindt,CONSUM
Despensa,"Desayuno, dulces y café",Mermelada Fresa Frasco 410 Gr,1.55,"3,78 € / 1 Kg",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Mermelada Melocotón Frasco 410 Gr,1.4,"3,41 € / 1 Kg",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Chocolate con Leche 150 Gr,1.05,"7,00 € / 1 Kg",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Chocolate Blanco Extrafino 75 Gr,0.65,"8,67 € / 1 Kg",Consum,CONSUM
Despensa,"Desayuno, dulces y café",Chocolate con Leche con Almendras 150 Gr,1.15,"7,67 € / 1 Kg",Consum,CONSUM
