product~product_type~product_volume~product_price_per_unit~product_price~product_unit~product_category~product_subcategory~product_url~product_code~collected_timestamp
Refresco cola Pepsi Max zero~Botella~1,75 L~| 0,966 €/L~1.69~/ud.~Agua y refrescos >~Refresco de cola~https://tienda.mercadona.es/product/23898/refresco-cola-pepsi-max-zero-botella~23898~2023-03-11 22:16:34.597745
Refresco Coca-Cola Zero Zero~12 latas x 330 ml~| 2,304 €/L~Not available~9.12~/pack~Agua y refrescos >~Refresco de cola~https://tienda.mercadona.es/product/26997/refresco-coca-cola-zero-zero-pack-12~26997~2023-03-11 22:16:35.100186
Refresco Coca-Cola Zero Zero~Lata~330 ml~| 2,576 €/L~0.85~/ud.~Agua y refrescos >~Refresco de cola~https://tienda.mercadona.es/product/27559/refresco-coca-cola-zero-zero-lata~27559~2023-03-11 22:16:35.649243
Refresco Coca-Cola Zero Zero~2 botellas x 2 L~| 1,00 €/L~Not available~4.0~/pack~Agua y refrescos >~Refresco de cola~https://tienda.mercadona.es/product/28180/refresco-coca-cola-zero-zero-pack-2~28180~2023-03-11 22:16:36.157351
Refresco Coca-Cola Zero Zero~Botella~2 L~| 1,05 €/L~2.1~/ud.~Agua y refrescos >~Refresco de cola~https://tienda.mercadona.es/product/27462/refresco-coca-cola-zero-zero-botella~27462~2023-03-11 22:16:36.710060
Refresco Coca-Cola sin cafeína~Lata~330 ml~| 2,243 €/L~0.74~/ud.~Agua y refrescos >~Refresco de cola~https://tienda.mercadona.es/product/27424/refresco-coca-cola-sin-cafeina-lata~27424~2023-03-11 22:16:37.272579
Refresco Coca-Cola sin cafeína~Botella~2 L~| 1,235 €/L~2.47~/ud.~Agua y refrescos >~Refresco de cola~https://tienda.mercadona.es/product/27446/refresco-coca-cola-sin-cafeina-botella~27446~2023-03-11 22:16:37.844459
Refresco cola Hacendado Zero azúcar Zero cafeína~Botella~2 L~| 0,35 €/L~0.7~/ud.~Agua y refrescos >~Refresco de cola~https://tienda.mercadona.es/product/29074/refresco-cola-hacendado-zero-azucar-zero-cafeina-botella~29074~2023-03-11 22:16:38.407202
Refresco cola Hacendado Zero azúcar Zero cafeína~6 latas x 330 ml~| 0,97 €/L~Not available~1.92~/pack~Agua y refrescos >~Refresco de cola~https://tienda.mercadona.es/product/29035/refresco-cola-hacendado-zero-azucar-zero-cafeina-pack-6~29035~2023-03-11 22:16:38.949806
Refresco cola Hacendado Zero azúcar Zero cafeína~Lata~330 ml~| 0,97 €/L~0.32~/ud.~Agua y refrescos >~Refresco de cola~https://tienda.mercadona.es/product/29036/refresco-cola-hacendado-zero-azucar-zero-cafeina-lata~29036~2023-03-11 22:16:39.537617
Refresco Fanta limón~Botella~2 L~| 0,875 €/L~1.75~/ud.~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/27610/refresco-fanta-limon-botella~27610~2023-03-11 22:17:17.084584
Refresco Fanta limón~9 latas x 330 ml~| 2,031 €/L~Not available~6.03~/pack~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/13817/refresco-fanta-limon-pack-9~13817~2023-03-11 22:17:17.663886
Refresco Fanta limón~Lata~330 ml~| 2,122 €/L~0.7~/ud.~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/27602/refresco-fanta-limon-lata~27602~2023-03-11 22:17:18.195992
Refresco Fanta limón zero azúcares añadidos~Lata~330 ml~| 2,122 €/L~0.7~/ud.~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/27608/refresco-fanta-limon-zero-azucares-anadidos-lata~27608~2023-03-11 22:17:18.785709
Refresco de limón Hacendado fresh gas~Botella~2 L~| 0,475 €/L~0.95~/ud.~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/29077/refresco-limon-hacendado-fresh-gas-botella~29077~2023-03-11 22:17:19.318828
Refresco de limón Hacendado fresh gas~6 latas x 330 ml~| 0,97 €/L~Not available~1.92~/pack~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/29043/refresco-limon-hacendado-fresh-gas-pack-6~29043~2023-03-11 22:17:19.875977
Refresco de limón Hacendado fresh gas~Lata~330 ml~| 0,97 €/L~0.32~/ud.~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/29044/refresco-limon-hacendado-fresh-gas-lata~29044~2023-03-11 22:17:20.406270
Refresco de limón Hacendado zero azúcar fresh gas~Botella~2 L~| 0,435 €/L~0.87~/ud.~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/29078/refresco-limon-hacendado-zero-azucar-fresh-gas-botella~29078~2023-03-11 22:17:20.967585
Refresco de limón Hacendado zero azúcar fresh gas~6 latas x 330 ml~| 1,061 €/L~Not available~2.1~/pack~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/29045/refresco-limon-hacendado-zero-azucar-fresh-gas-pack-6~29045~2023-03-11 22:17:21.493901
Refresco de limón Hacendado zero azúcar fresh gas~Lata~330 ml~| 1,061 €/L~0.35~/ud.~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/29046/refresco-limon-hacendado-zero-azucar-fresh-gas-lata~29046~2023-03-11 22:17:22.034262
Refresco limón Schweppes original~8 latas x 330 ml~| 2,667 €/L~Not available~7.04~/pack~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/27761/refresco-limon-schweppes-original-pack-8~27761~2023-03-11 22:17:22.575238
Refresco limón Schweppes original~Lata~330 ml~| 2,697 €/L~0.89~/ud.~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/27762/refresco-limon-schweppes-original-lata~27762~2023-03-11 22:17:23.106782
Refresco lima limón Sprite~Botella~2 L~| 0,77 €/L~1.54~/ud.~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/26990/refresco-lima-limon-sprite-botella~26990~2023-03-11 22:17:23.655471
Refresco lima limón Sprite~8 latas x 330 ml~| 1,516 €/L~Not available~4.0~/pack~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/28176/refresco-lima-limon-sprite-pack-8~28176~2023-03-11 22:17:24.199945
Refresco lima limón Sprite~Lata~330 ml~| 1,607 €/L~0.53~/ud.~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/27845/refresco-lima-limon-sprite-lata~27845~2023-03-11 22:17:24.812846
Refresco lima limón 7 Up~Botella~2 L~| 0,775 €/L~1.55~/ud.~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/27763/refresco-lima-limon-7-up-botella~27763~2023-03-11 22:17:25.347692
Refresco lima limón 7 Up~9 latas x 330 ml~| 1,576 €/L~Not available~4.68~/pack~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/22112/refresco-lima-limon-7-up-pack-9~22112~2023-03-11 22:17:25.867528
Refresco lima limón 7 Up~Lata~330 ml~| 1,667 €/L~0.55~/ud.~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/27770/refresco-lima-limon-7-up-lata~27770~2023-03-11 22:17:26.404088
Refresco lima limón Hacendado fresh gas~Botella~2 L~| 0,475 €/L~0.95~/ud.~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/29079/refresco-lima-limon-hacendado-fresh-gas-botella~29079~2023-03-11 22:17:26.949617
Refresco lima limón Hacendado fresh gas~6 latas x 330 ml~| 1,061 €/L~Not available~2.1~/pack~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/29047/refresco-lima-limon-hacendado-fresh-gas-pack-6~29047~2023-03-11 22:17:27.470654
Refresco lima limón Hacendado fresh gas~Lata~330 ml~| 1,061 €/L~0.35~/ud.~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/29048/refresco-lima-limon-hacendado-fresh-gas-lata~29048~2023-03-11 22:17:28.029030
Refresco lima limón Hacendado zero azúcar fresh gas~Botella~2 L~| 0,435 €/L~0.87~/ud.~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/29064/refresco-lima-limon-hacendado-zero-azucar-fresh-gas-botella~29064~2023-03-11 22:17:28.581942
Refresco Fanta naranja~2 botellas x 2 L~| 0,73 €/L~Not available~2.92~/pack~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/27526/refresco-fanta-naranja-pack-2~27526~2023-03-11 22:17:29.136099
Refresco Fanta naranja~Botella~2 L~| 0,875 €/L~1.75~/ud.~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/27508/refresco-fanta-naranja-botella~27508~2023-03-11 22:17:29.684716
Refresco Fanta naranja~9 latas x 330 ml~| 2,031 €/L~Not available~6.03~/pack~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/27571/refresco-fanta-naranja-pack-9~27571~2023-03-11 22:17:30.217311
Refresco Fanta naranja~Lata~330 ml~| 2,122 €/L~0.7~/ud.~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/27502/refresco-fanta-naranja-lata~27502~2023-03-11 22:17:30.771518
Refresco Fanta naranja zero azúcares añadidos~Botella~2 L~| 0,75 €/L~1.5~/ud.~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/27545/refresco-fanta-naranja-zero-azucares-anadidos-botella~27545~2023-03-11 22:17:31.331520
Refresco Fanta naranja zero azúcares añadidos~Lata~330 ml~| 2,122 €/L~0.7~/ud.~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/27510/refresco-fanta-naranja-zero-azucares-anadidos-lata~27510~2023-03-11 22:17:31.903831
Refresco de naranja Hacendado fresh gas~Botella~2 L~| 0,475 €/L~0.95~/ud.~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/29075/refresco-naranja-hacendado-fresh-gas-botella~29075~2023-03-11 22:17:32.422605
Refresco de naranja Hacendado fresh gas~6 latas x 330 ml~| 0,97 €/L~Not available~1.92~/pack~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/29039/refresco-naranja-hacendado-fresh-gas-pack-6~29039~2023-03-11 22:17:32.963475
Refresco de naranja Hacendado fresh gas~Lata~330 ml~| 0,97 €/L~0.32~/ud.~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/29040/refresco-naranja-hacendado-fresh-gas-lata~29040~2023-03-11 22:17:33.527249
Refresco de naranja Hacendado zero fresh gas~Botella~2 L~| 0,435 €/L~0.87~/ud.~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/29076/refresco-naranja-hacendado-zero-fresh-gas-botella~29076~2023-03-11 22:17:34.097021
Refresco de naranja Hacendado zero fresh gas~6 latas x 330 ml~| 1,061 €/L~Not available~2.1~/pack~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/29041/refresco-naranja-hacendado-zero-fresh-gas-pack-6~29041~2023-03-11 22:17:34.627654
Refresco de naranja Hacendado zero fresh gas~Lata~330 ml~| 1,061 €/L~0.35~/ud.~Agua y refrescos >~Refresco de naranja y de limón~https://tienda.mercadona.es/product/29042/refresco-naranja-hacendado-zero-fresh-gas-lata~29042~2023-03-11 22:17:35.204797
Tónica original Schweppes~Not available~Not available~Not available~7.36~/pack~Not Available~Compartir~https://tienda.mercadona.es/product/27666/tonica-original-schweppes-pack-8~27666~2023-03-11 22:26:19.988238
Tónica original Schweppes~Not available~Not available~Not available~0.93~/ud.~Not Available~Compartir~https://tienda.mercadona.es/product/27667/tonica-original-schweppes-lata~27667~2023-03-11 22:26:20.420275
Tónica original Schweppes~Not available~Not available~Not available~1.97~/ud.~Not Available~Compartir~https://tienda.mercadona.es/product/29247/tonica-original-schweppes-botella~29247~2023-03-11 22:26:20.771899
Tónica original Schweppes~Not available~Not available~Not available~6.48~/pack~Not Available~Compartir~https://tienda.mercadona.es/product/86117/tonica-original-schweppes-pack-6~86117~2023-03-11 22:26:21.123912
Tónica original Schweppes~Not available~Not available~Not available~1.09~/ud.~Not Available~Compartir~https://tienda.mercadona.es/product/86118/tonica-original-schweppes-botellin~86118~2023-03-11 22:26:21.479246
Tónica Hacendado~Not available~Not available~Not available~0.92~/ud.~Not Available~Compartir~https://tienda.mercadona.es/product/27034/tonica-hacendado-botella~27034~2023-03-11 22:26:21.826039
Tónica Hacendado~Not available~Not available~Not available~2.28~/pack~Not Available~Compartir~https://tienda.mercadona.es/product/28034/tonica-hacendado-pack-6~28034~2023-03-11 22:26:22.169677
Tónica Hacendado~Not available~Not available~Not available~0.38~/ud.~Not Available~Compartir~https://tienda.mercadona.es/product/27980/tonica-hacendado-lata~27980~2023-03-11 22:26:22.521433
Tónica zero calorías Schweppes~Not available~Not available~Not available~7.04~/pack~Not Available~Compartir~https://tienda.mercadona.es/product/27487/tonica-zero-calorias-schweppes-pack-8~27487~2023-03-11 22:26:22.881437
Tónica zero calorías Schweppes~Not available~Not available~Not available~0.89~/ud.~Not Available~Compartir~https://tienda.mercadona.es/product/27488/tonica-zero-calorias-schweppes-lata~27488~2023-03-11 22:26:23.223902
Tónica Nordic Mist~Not available~Not available~Not available~4.72~/pack~Not Available~Compartir~https://tienda.mercadona.es/product/27234/tonica-nordic-mist-pack-8~27234~2023-03-11 22:26:23.584115
Tónica Nordic Mist~Not available~Not available~Not available~0.68~/ud.~Not Available~Compartir~https://tienda.mercadona.es/product/27017/tonica-nordic-mist-lata~27017~2023-03-11 22:26:23.933770
Ginger ale Schweppes~Not available~Not available~Not available~7.04~/pack~Not Available~Compartir~https://tienda.mercadona.es/product/27875/ginger-ale-schweppes-pack-8~27875~2023-03-11 22:26:24.274762
Ginger ale Schweppes~Lata~330 ml~| 2,697 €/L~0.89~/ud.~Agua y refrescos >~Tónica y bitter~https://tienda.mercadona.es/product/27876/ginger-ale-schweppes-lata~27876~2023-03-11 22:26:24.701207
Tónica pink Schweppes~Not available~Not available~Not available~7.04~/pack~Not Available~Compartir~https://tienda.mercadona.es/product/28922/tonica-pink-schweppes-pack-8~28922~2023-03-11 22:26:25.058734
Tónica pink Schweppes~Not available~Not available~Not available~0.89~/ud.~Not Available~Compartir~https://tienda.mercadona.es/product/28926/tonica-pink-schweppes-lata~28926~2023-03-11 22:26:25.423231
Bitter Kas sin alcohol~Not available~Not available~Not available~0.99~/ud.~Not Available~Compartir~https://tienda.mercadona.es/product/28435/bitter-kas-sin-alcohol-lata~28435~2023-03-11 22:26:25.771391
Bitter Kas sin alcohol~Not available~Not available~Not available~5.49~/pack~Not Available~Compartir~https://tienda.mercadona.es/product/28433/bitter-kas-sin-alcohol-pack-6~28433~2023-03-11 22:26:26.134653
Refresco al limón Nestea~8 latas x 330 ml~| 2,637 €/L~Not available~6.96~/pack~Agua y refrescos >~Refresco de té y sin gas~https://tienda.mercadona.es/product/28509/refresco-limon-nestea-pack-8~28509~2023-03-11 22:32:22.280534
Refresco al limón Nestea~Lata~330 ml~| 2,728 €/L~0.9~/ud.~Agua y refrescos >~Refresco de té y sin gas~https://tienda.mercadona.es/product/27801/refresco-limon-nestea-lata~27801~2023-03-11 22:32:22.827821
Refresco al limón Nestea~Botella~1,5 L~| 1,30 €/L~1.95~/ud.~Agua y refrescos >~Refresco de té y sin gas~https://tienda.mercadona.es/product/27903/refresco-limon-nestea-botella~27903~2023-03-11 22:32:23.343476
Refresco té verde Hacendado~Botella~1,5 L~| 0,70 €/L~1.05~/ud.~Agua y refrescos >~Refresco de té y sin gas~https://tienda.mercadona.es/product/27832/refresco-te-verde-hacendado-botella~27832~2023-03-11 22:32:23.847770
Refresco té sabor limón Hacendado cero~Botella~1,5 L~| 0,634 €/L~0.95~/ud.~Agua y refrescos >~Refresco de té y sin gas~https://tienda.mercadona.es/product/27805/refresco-te-sabor-limon-hacendado-cero-botella~27805~2023-03-11 22:32:24.359657
Refresco té sabor mango Hacendado cero~Botella~1,5 L~| 0,70 €/L~1.05~/ud.~Agua y refrescos >~Refresco de té y sin gas~https://tienda.mercadona.es/product/28154/refresco-te-sabor-mango-hacendado-cero-botella~28154~2023-03-11 22:32:24.882998
Refresco té sabor limón Hacendado~Botella~1,5 L~| 0,634 €/L~0.95~/ud.~Agua y refrescos >~Refresco de té y sin gas~https://tienda.mercadona.es/product/67938/refresco-te-sabor-limon-hacendado-botella~67938~2023-03-11 22:32:25.420032
Refresco ice tea sabor melocotón Hacendado zero~Botella~1,5 L~| 0,634 €/L~0.95~/ud.~Agua y refrescos >~Refresco de té y sin gas~https://tienda.mercadona.es/product/86137/refresco-ice-tea-sabor-melocoton-hacendado-zero-botella~86137~2023-03-11 22:32:25.926979
Refresco té con limón Hacendado para diluir sin azúcar~Caja~12 sobres (36 g)~| 3,612 €/100 g~1.3~/ud.~Agua y refrescos >~Refresco de té y sin gas~https://tienda.mercadona.es/product/11307/refresco-te-con-limon-hacendado-diluir-sin-azucar-caja~11307~2023-03-11 22:32:26.451257
Refresco té con melocotón Hacendado para diluir~Not available~Not available~Not available~1.3~/ud.~Not Available~Compartir~https://tienda.mercadona.es/product/11319/refresco-te-con-melocoton-hacendado-diluir-con-edulcorantes-caja~11319~2023-03-11 22:32:26.875202
Limonada Don Simón light sin gas~Botella~2 L~| 0,75 €/L~1.5~/ud.~Agua y refrescos >~Refresco de té y sin gas~https://tienda.mercadona.es/product/11319/refresco-te-con-melocoton-hacendado-diluir-con-edulcorantes-caja~11319~2023-03-11 22:32:27.424120
Refresco de naranja Simon Life sin gas~Botella~1,5 L~| 1,234 €/L~1.85~/ud.~Agua y refrescos >~Refresco de té y sin gas~https://tienda.mercadona.es/product/27951/refresco-naranja-simon-life-sin-gas-botella~27951~2023-03-11 22:32:27.916840
Refresco de naranja Gold Spring sin gas~Not available~Not available~Not available~1.3~/ud.~Not Available~Compartir~https://tienda.mercadona.es/product/28077/refresco-naranja-gold-spring-sin-gas-botella~28077~2023-03-11 22:32:28.346204
Refresco de naranja Gold Spring sin gas~4 botellas x 330 ml~| 1,137 €/L~Not available~1.5~/pack~Agua y refrescos >~Refresco de té y sin gas~https://tienda.mercadona.es/product/27842/refresco-naranja-gold-spring-sin-gas-pack-4~27842~2023-03-11 22:32:28.896630
Refresco fusión de frutas Gold Spring cero sin gas~Botella~2 L~| 0,65 €/L~1.3~/ud.~Agua y refrescos >~Refresco de té y sin gas~https://tienda.mercadona.es/product/28187/refresco-fusion-frutas-gold-spring-cero-sin-gas-botella~28187~2023-03-11 22:32:29.529121
Refresco de naranja Trina sin gas~Botella~1,5 L~| 1,10 €/L~1.65~/ud.~Agua y refrescos >~Refresco de té y sin gas~https://tienda.mercadona.es/product/27755/refresco-naranja-trina-sin-gas-botella~27755~2023-03-11 22:32:30.044897
Bebida Florida Sunny Delight~Botella~1,25 L~| 1,512 €/L~1.89~/ud.~Agua y refrescos >~Refresco de té y sin gas~https://tienda.mercadona.es/product/27759/bebida-florida-sunny-delight-botella~27759~2023-03-11 22:32:30.555600
Refresco de manzana sin gas~Botella~1,5 L~| 0,667 €/L~1.0~/ud.~Agua y refrescos >~Refresco de té y sin gas~https://tienda.mercadona.es/product/13606/refresco-manzana-sin-gas-botella~13606~2023-03-11 22:32:31.062847
Refresco piña-coco Gold Spring cero sin gas~Botella~2 L~| 0,65 €/L~1.3~/ud.~Agua y refrescos >~Refresco de té y sin gas~https://tienda.mercadona.es/product/28191/refresco-pina-coco-gold-spring-cero-sin-gas-botella~28191~2023-03-11 22:32:31.564663
Agua de coco Chaokoh 100% natural~Brick~1 L~| 2,60 €/L~2.6~/ud.~Agua y refrescos >~Agua~https://tienda.mercadona.es/product/28198/agua-coco-chaokoh-100-natural-brick~28198~2023-03-11 22:32:32.071633
Refresco sandía Gold Spring cero sin gas~Botella~2 L~| 0,65 €/L~1.3~/ud.~Agua y refrescos >~Refresco de té y sin gas~https://tienda.mercadona.es/product/28190/refresco-sandia-gold-spring-cero-sin-gas-botella~28190~2023-03-11 22:32:32.579728
Refresco Caribe Gold Spring cero sin gas~Botella~2 L~| 0,65 €/L~1.3~/ud.~Agua y refrescos >~Refresco de té y sin gas~https://tienda.mercadona.es/product/28193/refresco-caribe-gold-spring-cero-sin-gas-botella~28193~2023-03-11 22:32:33.104060
Limonada Hacendado light sin gas~4 botellas x 330 ml~| 1,137 €/L~Not available~1.5~/pack~Agua y refrescos >~Refresco de té y sin gas~https://tienda.mercadona.es/product/15988/limonada-hacendado-light-sin-gas-pack-4~15988~2023-03-11 22:32:33.618804
Aceitunas manzanilla rellenas de anchoa Hacendado~3 botes x 150 g~| 6,134 €/kg~Not available~2.76~/pack~Aperitivos >~Aceitunas y encurtidos~https://tienda.mercadona.es/product/22910/aceitunas-manzanilla-rellenas-anchoa-hacendado-pack-3~22910~2023-03-11 22:33:25.947123
Aceitunas manzanilla rellenas de anchoa Hacendado~3 botes x 50 g~| 10,00 €/kg~Not available~1.5~/pack~Aperitivos >~Aceitunas y encurtidos~https://tienda.mercadona.es/product/23217/aceitunas-manzanilla-rellenas-anchoa-hacendado-pack-3~23217~2023-03-11 22:33:26.526303
Aceitunas manzanilla rellenas de anchoa Hacendado~Bote~350 g (150 g escurrido)~| 2,045 €/kg~0.92~/ud.~Aperitivos >~Aceitunas y encurtidos~https://tienda.mercadona.es/product/22911/aceitunas-manzanilla-rellenas-anchoa-hacendado-bote~22911~2023-03-11 22:33:27.127065
Aceitunas manzanilla Hacendado sin hueso~Tarro~835 g (400 g escurrido)~| 5,25 €/kg~2.1~/ud.~Aperitivos >~Aceitunas y encurtidos~https://tienda.mercadona.es/product/33053/aceitunas-manzanilla-hacendado-sin-hueso-tarro~33053~2023-03-11 22:33:27.713796
Aceitunas manzanilla rellenas de anchoa Hacendado reducidas en sal~3 botes x 50 g~| 11,00 €/kg~Not available~1.65~/pack~Aperitivos >~Aceitunas y encurtidos~https://tienda.mercadona.es/product/33078/aceitunas-manzanilla-rellenas-anchoa-hacendado-reducidas-sal-pack-3~33078~2023-03-11 22:33:28.325223
Aceitunas chupadedos Huerta de Barros partidas aliñadas con hueso~Tarro~980 g (600 g escurrido)~| 5,334 €/kg~3.2~/ud.~Aperitivos >~Aceitunas y encurtidos~https://tienda.mercadona.es/product/33168/aceitunas-chupadedos-huerta-barros-partidas-alinadas-con-hueso-tarro~33168~2023-03-11 22:33:28.885612
Aceitunas gazpacha Hacendado con hueso~Tarro~835 g (500 g escurrido)~| 5,00 €/kg~2.5~/ud.~Aperitivos >~Aceitunas y encurtidos~https://tienda.mercadona.es/product/80177/aceitunas-gazpacha-hacendado-con-hueso-tarro~80177~2023-03-11 22:33:29.466008
Aceitunas rellenas de anchoa Hacendado selección~Bote~350 g (150 g escurrido)~| 9,667 €/kg~1.45~/ud.~Aperitivos >~Aceitunas y encurtidos~https://tienda.mercadona.es/product/23759/aceitunas-rellenas-anchoa-hacendado-seleccion-bote~23759~2023-03-11 22:33:30.070649
Aceitunas manzanilla Hacendado sin hueso~3 paquetes x 75 g~| 7,112 €/kg~Not available~1.6~/pack~Aperitivos >~Aceitunas y encurtidos~https://tienda.mercadona.es/product/33114/aceitunas-manzanilla-hacendado-sin-hueso-pack-3~33114~2023-03-11 22:33:30.678834
Aceitunas estilo caseras Hacendado aliñadas~Tarro~935 g (550 g escurrido)~| 5,182 €/kg~2.85~/ud.~Aperitivos >~Aceitunas y encurtidos~https://tienda.mercadona.es/product/13422/aceitunas-estilo-caseras-hacendado-alinadas-tarro~13422~2023-03-11 22:33:31.259254
Aceitunas manzanilla Hacendado con hueso~Tarro~835 g (500 g escurrido)~| 4,20 €/kg~2.1~/ud.~Aperitivos >~Aceitunas y encurtidos~https://tienda.mercadona.es/product/80016/aceitunas-manzanilla-hacendado-con-hueso-tarro~80016~2023-03-11 22:33:31.839610
Aceitunas rellenas de limón Hacendado~Bote~350 g (150 g escurrido)~| 10,00 €/kg~1.5~/ud.~Aperitivos >~Aceitunas y encurtidos~https://tienda.mercadona.es/product/33126/aceitunas-rellenas-limon-hacendado-bote~33126~2023-03-11 22:33:32.410918
Aceitunas manzanilla aliñadas Hacendado sin hueso~Tarro~420 g (200 g escurrido)~| 8,50 €/kg~1.7~/ud.~Aperitivos >~Aceitunas y encurtidos~https://tienda.mercadona.es/product/33121/aceitunas-manzanilla-alinadas-hacendado-sin-hueso-tarro~33121~2023-03-11 22:33:32.991743
Aceitunas chupadedos Huerta de Barros partidas aliñadas con hueso~Tarro~350 g (185 g escurrido)~| 9,19 €/kg~1.7~/ud.~Aperitivos >~Aceitunas y encurtidos~https://tienda.mercadona.es/product/60718/aceitunas-chupadedos-huerta-barros-partidas-alinadas-con-hueso-tarro~60718~2023-03-11 22:33:33.609290
Aceitunas rellenas de jalapeño Hacendado~Bote~350 g (150 g escurrido)~| 10,00 €/kg~1.5~/ud.~Aperitivos >~Aceitunas y encurtidos~https://tienda.mercadona.es/product/33178/aceitunas-rellenas-jalapeno-hacendado-bote~33178~2023-03-11 22:33:34.260428
Aceitunas aloreña Roldán partida con hueso~Bote~1,33 kg (830 g escurrido)~| 4,458 €/kg~3.7~/ud.~Aperitivos >~Aceitunas y encurtidos~https://tienda.mercadona.es/product/33059/aceitunas-alorena-roldan-partida-con-hueso-bote~33059~2023-03-11 22:33:34.879741
Aceitunas rellenas de pimiento asado Hacendado~Bote~350 g (150 g escurrido)~| 10,00 €/kg~1.5~/ud.~Aperitivos >~Aceitunas y encurtidos~https://tienda.mercadona.es/product/23708/aceitunas-rellenas-pimiento-asado-hacendado-bote~23708~2023-03-11 22:33:35.496053
Aceitunas manzanilla sabor anchoa Hacendado con hueso calibre grande~Tarro~935 g (530 g escurrido)~| 5,567 €/kg~2.95~/ud.~Aperitivos >~Aceitunas y encurtidos~https://tienda.mercadona.es/product/33120/aceitunas-manzanilla-sabor-anchoa-hacendado-con-hueso-calibre-grande-tarro~33120~2023-03-11 22:33:36.068817
Aceitunas manzanilla sabor anchoa Hacendado con hueso calibre pequeño~Tarro~430 g (250 g escurrido)~| 5,20 €/kg~1.3~/ud.~Aperitivos >~Aceitunas y encurtidos~https://tienda.mercadona.es/product/33205/aceitunas-manzanilla-sabor-anchoa-hacendado-con-hueso-calibre-pequeno-tarro~33205~2023-03-11 22:33:36.654945
Aceitunas aliñadas Hacendado sin hueso~Tarro~835 g (400 g escurrido)~| 7,75 €/kg~3.1~/ud.~Aperitivos >~Aceitunas y encurtidos~https://tienda.mercadona.es/product/33128/aceitunas-alinadas-hacendado-sin-hueso-tarro~33128~2023-03-11 22:33:37.235221
Aceitunas hojiblanca Dcoop partida con hueso~Bote~1,23 kg (700 g escurrido)~| 5,429 €/kg~3.8~/ud.~Aperitivos >~Aceitunas y encurtidos~https://tienda.mercadona.es/product/15575/aceitunas-hojiblanca-dcoop-partida-con-hueso-bote~15575~2023-03-11 22:33:37.832669
Aceitunas arbequina Hacendado con hueso~Tarro~370 g (210 g escurrido)~| 8,334 €/kg~1.75~/ud.~Aperitivos >~Aceitunas y encurtidos~https://tienda.mercadona.es/product/67915/aceitunas-arbequina-hacendado-con-hueso-tarro~67915~2023-03-11 22:33:38.419743
Aceitunas negras Hacendado sin hueso~Bote~350 g (150 g escurrido)~| 7,00 €/kg~1.05~/ud.~Aperitivos >~Aceitunas y encurtidos~https://tienda.mercadona.es/product/33249/aceitunas-negras-hacendado-sin-hueso-bote~33249~2023-03-11 22:33:38.974065
Aceitunas negras naturales de Aragón Hacendado~Tarro~250 g~| 8,40 €/kg~2.1~/ud.~Aperitivos >~Aceitunas y encurtidos~https://tienda.mercadona.es/product/22240/aceitunas-negras-naturales-aragon-hacendado-tarro~22240~2023-03-11 22:33:39.558404
