~product~units~price~order_number~fecha~product_code~price_per_unit
0~Tomate pera~2~0.6~13996475~2023-03-18~69912~0.3
1~Hummus de garbanzos Hacendado con pimiento del piquillo asado~1~1.45~13996475~2023-03-18~80862~1.45
2~Acondicionador Repara & Protege Pantene~1~3.8~13996475~2023-03-18~35615~3.8
3~Palitos de zanahoria~1~1.78~13996475~2023-03-18~69877~1.78
4~Fajitas pollo y verduras~3~11.97~13996475~2023-03-18~4284~3.99
5~Detergente ropa All in 1 Ariel Pods en cápsulas~1~8.8~13996475~2023-03-18~16806~8.8
6~Arándanos~1~2.78~13996475~2023-03-18~5501~2.78
7~Barquillos con crema de avellanas Hacendado~1~1.5~13996475~2023-03-18~14241~1.5
8~Pudding +Proteínas caramelo Hacendado 12 g proteínas~1~1.95~13996475~2023-03-18~60956~1.95
9~Espárrago verde grueso~1~3.26~13996475~2023-03-18~69643~3.26
10~Banana~3~0.75~13996475~2023-03-18~3824~0.25
11~Huevos grandes L~3~12.15~13996475~2023-03-18~31003~4.05
14~Aguacates~1~2.41~13996475~2023-03-18~3858~2.41
15~Salsa de tomate, albahaca y orégano Hacendado~1~1.2~13945376~2023-03-11~17283~1.2
16~Tomate pera~2~0.6~13945376~2023-03-11~69912~0.3
17~Atún en aceite de girasol Hacendado~2~13.6~13945376~2023-03-11~18086~6.8
18~Café molido natural Hacendado~1~3.2~13945376~2023-03-11~11178~3.2
19~Café molido natural Hacendado~1~3.2~13945376~2023-03-11~11172~3.2
20~Hummus de garbanzos Hacendado con pimiento del piquillo asado~1~1.45~13945376~2023-03-11~80862~1.45
21~Chili con carne Hacendado~1~2.6~13945376~2023-03-11~23137~2.6
22~Acondicionador Repara & Protege Pantene~1~3.8~13945376~2023-03-11~35615~3.8
23~Palitos de zanahoria~1~1.78~13945376~2023-03-11~69877~1.78
24~Fajitas pollo y verduras~2~7.98~13945376~2023-03-11~4284~3.99
25~Detergente ropa All in 1 Ariel Pods en cápsulas~1~8.8~13945376~2023-03-11~16806~8.8
26~Champú Anticaída Deliplus~1~1.95~13945376~2023-03-11~44356~1.95
27~Arándanos~1~2.78~13945376~2023-03-11~5501~2.78
28~Refresco Coca-Cola Zero Zero~1~9.12~13945376~2023-03-11~26997~9.12
32~Barquillos con crema de avellanas Hacendado~1~1.5~13945376~2023-03-11~14241~1.5
33~Pudding +Proteínas caramelo Hacendado 12 g proteínas~1~1.95~13945376~2023-03-11~60956~1.95
34~Espárrago verde grueso~1~3.26~13945376~2023-03-11~69643~3.26
35~Banana~3~0.79~13945376~2023-03-11~3824~0.26333333333333336
36~Huevos grandes L~1~4.05~13945376~2023-03-11~31003~4.05
39~Aguacates~1~3.08~13945376~2023-03-11~3858~3.08
40~Chili con carne Hacendado~1~2.6~13879881~2023-03-04~23137~2.6
41~Fajitas pollo y verduras~2~7.98~13879881~2023-03-04~4284~3.99
42~Maxi tortillas de trigo Hacendado~1~1.6~13879881~2023-03-04~80870~1.6
43~Desodorante invisible Black & White Nivea Men~1~2.75~13879881~2023-03-04~22124~2.75
44~Ambientador spray Ropa Limpia Bosque Verde~1~1.3~13879881~2023-03-04~72537~1.3
45~Hierbas provenzales Hacendado~1~1.1~13879881~2023-03-04~34131~1.1
46~Refresco Coca-Cola Zero Zero~1~9.12~13879881~2023-03-04~26997~9.12
50~Aceite de oliva virgen extra Hacendado~1~2.34~13879881~2023-03-04~4718~2.34
53~Edulcorante en sobres stevia Hacendado~1~2.0~13879881~2023-03-04~19825~2.0
54~Batata~2~1.91~13879881~2023-03-04~69239~0.955
55~Patatas~1~4.23~13879881~2023-03-04~69166~4.23
56~Patatas~1~4.23~13879881~2023-03-04~69099~4.23
57~Mantequilla con sal Hacendado~1~2.1~13879881~2023-03-04~20727~2.1
59~Salsa de tomate, albahaca y orégano Hacendado~1~1.2~13879881~2023-03-04~17283~1.2
60~Arroz largo Hacendado~1~1.3~13879881~2023-03-04~5063~1.3
61~Pan de molde 100% integral Hacendado~1~0.95~13879881~2023-03-04~82328~0.95
62~Bebida de almendras zero Hacendado~1~1.45~13879881~2023-03-04~23926~1.45
63~Dentífrico Protección Caries Colgate~1~1.85~13879881~2023-03-04~73979~1.85
64~Judía verde redonda~1~2.2~13879881~2023-03-04~69878~2.2
65~Barquillos con crema de avellanas Hacendado~1~1.5~13879881~2023-03-04~14241~1.5
66~Preparado de carne picada vacuno~1~7.45~13879881~2023-03-04~3454~7.45
68~Pudding +Proteínas caramelo Hacendado 12 g proteínas~1~1.95~13879881~2023-03-04~60956~1.95
69~Espárrago verde grueso~1~3.26~13879881~2023-03-04~69643~3.26
70~Banana~5~1.42~13879881~2023-03-04~3824~0.284
71~Ensalada mezcla brotes tiernos maxi~1~1.68~13879881~2023-03-04~69810~1.68
72~Huevos grandes L~2~8.1~13879881~2023-03-04~31003~4.05
75~Pechugas enteras de pollo~1~6.77~13879881~2023-03-04~3682~6.77
77~Medallones pechuga de pollo marinado~1~3.98~13879881~2023-03-04~2831~3.98
78~Aguacates~1~2.91~13879881~2023-03-04~3858~2.91
79~Salsa césar Hacendado~1~1.4~13821013~2023-02-25~17366~1.4
80~Mostaza clásica Hacendado~1~1.25~13821013~2023-02-25~23410~1.25
81~Toallitas limpiadoras desengrasantes de Cocina Bosque Verde~1~1.3~13821013~2023-02-25~43935~1.3
82~Servilleta papel Bosque Verde~1~1.4~13821013~2023-02-25~49544~1.4
83~Queso de cabra Président en medallones~1~3.32~13821013~2023-02-25~51149~3.32
84~Pan de molde 100% integral Hacendado~1~0.95~13821013~2023-02-25~82328~0.95
85~Jabón de manos Beauty Cream Bar Dove pastilla~1~2.6~13821013~2023-02-25~67908~2.6
86~Bebida de almendras zero Hacendado~1~1.45~13821013~2023-02-25~23926~1.45
87~Dentífrico Protección Caries Colgate~1~1.85~13821013~2023-02-25~73979~1.85
88~Salteado de setas Hacendado ultracongeladas~1~1.73~13821013~2023-02-25~61025~1.73
