product_code,description,category,subcategory
52837.0,Untable de pimiento de piquillo confitado Hacendado,"Azúcar, caramelos y chocolate",Mermelada y miel
22476.0,Mermelada de ciruela y kiwi Hacendado,"Azúcar, caramelos y chocolate",Mermelada y miel
86033.0,Mermelada de frambuesa Hacendado,"Azúcar, caramelos y chocolate",Mermelada y miel
15436.0,Miel de flores Hacendado,"Azúcar, caramelos y chocolate",Mermelada y miel
15430.0,Miel de flores Hacendado,"Azúcar, caramelos y chocolate",Mermelada y miel
15449.0,Miel de romero Hacendado,"Azúcar, caramelos y chocolate",Mermelada y miel
15448.0,Miel de naranjo Hacendado,"Azúcar, caramelos y chocolate",Mermelada y miel
15428.0,Miel de caña de azúcar Nuestra Señora del Carmen,"Azúcar, caramelos y chocolate",Mermelada y miel
15451.0,Miel de eucalipto Hacendado,"Azúcar, caramelos y chocolate",Mermelada y miel
52749.0,Cebolla caramelizada Hacendado,"Azúcar, caramelos y chocolate",Mermelada y miel
15093.0,Confitura de fresa Hacendado 0% azúcares añadidos,"Azúcar, caramelos y chocolate",Mermelada y miel
15094.0,Confitura de melocotón Hacendado 0% azúcares añadidos,"Azúcar, caramelos y chocolate",Mermelada y miel
15071.0,Confitura de ciruela Hacendado 0% azúcares añadidos,"Azúcar, caramelos y chocolate",Mermelada y miel
9265.0,Papilla crema de bechamel con lenguado Hero baby +8 meses,Bebé,Alimentación infantil
9280.0,Papilla verduritas con merluza Hero baby +6 meses,Bebé,Alimentación infantil
9058.0,Papilla verduritas con pollo y ternera Hero baby +6 meses,Bebé,Alimentación infantil
9247.0,Papilla arroz con pollo Hero baby +6 meses,Bebé,Alimentación infantil
9288.0,Papilla verduritas con pollo Hero baby buenas noches +6 meses,Bebé,Alimentación infantil
9246.0,Papilla verduritas con delicias de pavo Hero baby natur +6 meses,Bebé,Alimentación infantil
9242.0,Papilla zanahorias baby con ternera Hero baby +6 meses,Bebé,Alimentación infantil
9259.0,Papilla zanahorias con arroz en caldito de pollo Hero baby +6 meses,Bebé,Alimentación infantil
9298.0,Papilla lentejas con verduritas Hero baby recetas caseras +8 meses,Bebé,Alimentación infantil
9387.0,Papilla menestra de cordero a la crema Hero baby recetas caseras +6 meses,Bebé,Alimentación infantil
22180.0,Papilla fresa y plátano +8 meses Hacendado,Bebé,Alimentación infantil
22178.0,Papilla fruta variada +6 meses Hacendado,Bebé,Alimentación infantil
22179.0,Papilla plátano y manzana +6 meses Hacendado,Bebé,Alimentación infantil
22189.0,Papilla fruta variada +4 meses Hacendado,Bebé,Alimentación infantil
22191.0,Papilla cuatro frutas con avena +8 meses Hacendado,Bebé,Alimentación infantil
22186.0,"Papilla plátano, mandarina y pera +4 meses Hacendado",Bebé,Alimentación infantil
22194.0,Papilla pera y manzana +4 meses Hacendado,Bebé,Alimentación infantil
22182.0,"Papilla plátano, fresa, arándanos y avena +8 meses Hacendado",Bebé,Alimentación infantil
80490.0,Papilla piña y coco +8 meses Hacendado,Bebé,Alimentación infantil
35961.0,Papilla tres frutas con yogur +8 meses Hacendado,Bebé,Alimentación infantil
22442.0,Postre lácteo infantil de fresa y plátano Hacendado +8 meses,Bebé,Alimentación infantil
22443.0,Postre lácteo infantil de pera Hacendado +8 meses,Bebé,Alimentación infantil
9192.0,Postre lácteo infantil de fresa Yogolino +8 meses,Bebé,Alimentación infantil
9456.0,Yogur líquido infantil con cereales y miel Go-Lácteo +8 meses,Bebé,Alimentación infantil
9193.0,Postre lácteo infantil de plátano Yogolino +6 meses,Bebé,Alimentación infantil
35403.0,Postre lácteo infantil de natillas Yogolino +6 meses,Bebé,Alimentación infantil
60400.0,Postre lácteo infantil de galleta Hacendado +8 meses,Bebé,Alimentación infantil
9049.0,Preparado lácteo crecimiento Peques 3 Puleva,Bebé,Alimentación infantil
9040.0,Preparado lácteo crecimiento Peques 3 Puleva,Bebé,Alimentación infantil
9057.0,Preparado lácteo con cereales crecimiento Peques 3 Puleva,Bebé,Alimentación infantil
9034.0,Preparado lácteo con cereales crecimiento Peques 3 Puleva,Bebé,Alimentación infantil
9187.0,Preparado lácteo crecimiento +1 año Hacendado,Bebé,Alimentación infantil
9188.0,Preparado lácteo crecimiento +1 año Hacendado,Bebé,Alimentación infantil
9189.0,Preparado lácteo crecimiento +1 año Hacendado,Bebé,Alimentación infantil
9054.0,Preparado lácteo cereales al cacao Peques 3 Puleva,Bebé,Alimentación infantil
9190.0,Preparado lácteo con cacao y cereales crecimiento Hacendado +1 año,Bebé,Alimentación infantil
9398.0,Preparado lácteo con cereales crecimiento Hacendado +1 año,Bebé,Alimentación infantil
9397.0,Preparado lácteo con cereales crecimiento Hacendado +1 año,Bebé,Alimentación infantil
9421.0,Leche para lactantes en polvo 1 Nativa Nestlé,Bebé,Alimentación infantil
9407.0,Leche de continuación en polvo 2 Nativa Nestlé,Bebé,Alimentación infantil
9420.0,Leche para lactantes en polvo 1 Nidina Nestlé,Bebé,Alimentación infantil
9408.0,Leche de continuación en polvo 2 Nidina Nestlé,Bebé,Alimentación infantil
9406.0,Leche crecimiento en polvo 3 Nidina Nestlé,Bebé,Alimentación infantil
35599.0,Papilla 8 cereales Nestlé +6 meses,Bebé,Alimentación infantil
35602.0,Papilla 8 cereales con galleta María Nestlé +6 meses,Bebé,Alimentación infantil
35601.0,Papilla 8 cereales con miel Nestlé +6 meses,Bebé,Alimentación infantil
9581.0,Papilla 8 cereales con miel Hero baby +6 meses,Bebé,Alimentación infantil
9580.0,Papilla 8 cereales Hero baby +6 meses,Bebé,Alimentación infantil
9579.0,Papilla sin gluten crema de arroz Hero baby +4 meses,Bebé,Alimentación infantil
9582.0,Papilla 8 cereales con galleta Hero baby +6 meses,Bebé,Alimentación infantil
79715.0,Biberón 150 ml tetina silicona flujo lento +0 meses Deliplus,Bebé,Biberón y chupete
79470.0,Biberón 360 ml tetina silicona tres posiciones +1 mes Deliplus,Bebé,Biberón y chupete
79473.0,Tetina silicona tres posiciones +1 mes Deliplus,Bebé,Biberón y chupete
79476.0,Tetina silicona papillas espesas +4 meses Deliplus,Bebé,Biberón y chupete
79576.0,Cepillo limpiabiberón y tetina Deliplus,Bebé,Biberón y chupete
79501.0,Limpiador bebé para biberones y tetinas Deliplus,Bebé,Biberón y chupete
79663.0,Chupete silicona reversible +0 a 6 meses Deliplus,Bebé,Biberón y chupete
79493.0,Chupete silicona reversible +6 a 18 meses Deliplus luminiscente,Bebé,Biberón y chupete
79497.0,Chupete silicona reversible +18 meses Deliplus,Bebé,Biberón y chupete
46641.0,Gel corporal infantil Deliplus,Bebé,Higiene y cuidado
46643.0,Champú infantil Deliplus,Bebé,Higiene y cuidado
46978.0,Gel - champú bebé para pieles atópicas Deliplus,Bebé,Higiene y cuidado
79344.0,Pomada del pañal sin perfume Deliplus,Bebé,Higiene y cuidado
79600.0,Aceite corporal bebé con aloe vera Johnson's,Bebé,Higiene y cuidado
47106.0,Loción corporal infantil hidratante Deliplus,Bebé,Higiene y cuidado
52760.0,Bálsamo facial corporal infantil pieles atópicas Deliplus,Bebé,Higiene y cuidado
35516.0,Agua de colonia bebé Nenuco,Bebé,Higiene y cuidado
60857.0,Agua de colonia fresca infantil Deliplus con notas cítricas,Bebé,Higiene y cuidado
46559.0,Agua perfumada bebé con notas florales Deliplus,Bebé,Higiene y cuidado
79006.0,"Solución fisiológica salina 0,9 % Deliplus",Bebé,Higiene y cuidado
78132.0,Gasas para bebé no tejidas Deliplus,Bebé,Higiene y cuidado
47489.0,Esponja anatómica para bebés Deliplus,Bebé,Higiene y cuidado
47474.0,Babero desechable Deliplus,Bebé,Higiene y cuidado
79581.0,Aspirador nasal anatómico +0 meses Deliplus,Bebé,Higiene y cuidado
79582.0,Recambios recarga aspirador nasal anatómico Deliplus,Bebé,Higiene y cuidado
35595.0,Polvos de talco Deliplus,Bebé,Higiene y cuidado
52856.0,Bastoncillos algodón para bebés Deliplus,Bebé,Higiene y cuidado
79603.0,Toallitas bebé frescas & perfumadas Deliplus,Bebé,Toallitas y pañales
79427.0,Toallitas bebé frescas & perfumadas Deliplus,Bebé,Toallitas y pañales
79428.0,Toallitas bebé frescas & perfumadas Deliplus,Bebé,Toallitas y pañales
79429.0,Toallitas bebé cremosas Deliplus,Bebé,Toallitas y pañales
22931.0,Toallitas infantiles cara y manos Deliplus,Bebé,Toallitas y pañales
79433.0,Toallitas bebé pieles con tendencia atópica Deliplus,Bebé,Toallitas y pañales
35356.0,Toallitas bebé Aqua Deliplus,Bebé,Toallitas y pañales
13693.0,Pañales bebé talla 1 de 2-5 kg Dodot,Bebé,Toallitas y pañales
35472.0,Pañales bebé talla 1 de 2-4 kg Deliplus,Bebé,Toallitas y pañales
52868.0,Pañales bebé talla 2 de 3-6 kg Deliplus,Bebé,Toallitas y pañales
47287.0,Pañales bebé talla 2 de 4-8 kg Dodot,Bebé,Toallitas y pañales
52879.0,Pañales bebé talla 3 de 6-10 kg Dodot,Bebé,Toallitas y pañales
47598.0,Pañales bebé talla 3 de 4-10 kg Deliplus,Bebé,Toallitas y pañales
47597.0,Pañales bebé talla 3 de 4-10 kg Deliplus,Bebé,Toallitas y pañales
47600.0,Pañales bebé talla 4 de 9-15 kg Deliplus,Bebé,Toallitas y pañales
47599.0,Pañales bebé talla 4 de 9-15 kg Deliplus,Bebé,Toallitas y pañales
35390.0,Pañales bebé talla 4 de 9-14 kg Dodot,Bebé,Toallitas y pañales
47605.0,Pañales bebé talla 5 de 13-18 kg Deliplus,Bebé,Toallitas y pañales
47601.0,Pañales bebé talla 5 de 13-18 kg Deliplus,Bebé,Toallitas y pañales
35391.0,Pañales bebé talla 5 de 11-16 kg Dodot,Bebé,Toallitas y pañales
47623.0,Pañales bebé talla 6 de 17-28 kg Deliplus,Bebé,Toallitas y pañales
35392.0,Pañales bebé talla 6 de 13-19 kg Dodot,Bebé,Toallitas y pañales
35246.0,Pañal junior talla hasta 34 más de 25 kg Deliplus,Bebé,Toallitas y pañales
47475.0,Cambiador multiusos desechable Deliplus,Bebé,Toallitas y pañales
47038.0,Pañal bebé braguita talla L de 12-18 kg Deliplus,Bebé,Toallitas y pañales
47039.0,Pañal bebé braguita talla XL de 16-28 kg Deliplus,Bebé,Toallitas y pañales
47366.0,Pañal junior braguita noche infantil Deliplus de 17-30 kg,Bebé,Toallitas y pañales
47367.0,Pañal junior braguita noche infantil Deliplus de 27-57 kg,Bebé,Toallitas y pañales
66462.0,Cerveza Clásica Steinburg,Bodega,Cerveza
66463.0,Cerveza Clásica Steinburg,Bodega,Cerveza
27338.0,Cerveza Heineken,Bodega,Cerveza
27100.0,Cerveza Heineken,Bodega,Cerveza
28057.0,Cerveza doble malta Voll-Damm,Bodega,Cerveza
27137.0,Cerveza doble malta Voll-Damm,Bodega,Cerveza
66485.0,Cerveza Suave Steinburg,Bodega,Cerveza
66486.0,Cerveza Suave Steinburg,Bodega,Cerveza
66026.0,Cerveza especial San Miguel,Bodega,Cerveza
27103.0,Cerveza especial San Miguel,Bodega,Cerveza
66764.0,Cerveza Especial Steinburg,Bodega,Cerveza
66765.0,Cerveza Especial Steinburg,Bodega,Cerveza
66469.0,Cerveza Pils Krombacher,Bodega,Cerveza
66470.0,Cerveza Pils Krombacher,Bodega,Cerveza
66432.0,Cerveza doble malta,Bodega,Cerveza
66433.0,Cerveza doble malta,Bodega,Cerveza
22385.0,Cerveza sin gluten Steinburg,Bodega,Cerveza
66793.0,Cerveza sin gluten Steinburg,Bodega,Cerveza
66015.0,Cerveza Estrella Damm,Bodega,Cerveza
27134.0,Cerveza Estrella Damm,Bodega,Cerveza
23121.0,Cerveza 100% malta Moritz 7,Bodega,Cerveza
66342.0,Cerveza 100% malta Moritz 7,Bodega,Cerveza
27370.0,Cerveza Xibeca Damm,Bodega,Cerveza
27120.0,Cerveza Xibeca Damm,Bodega,Cerveza
86233.0,Cerveza negra Victoria Marengo,Bodega,Cerveza
86234.0,Cerveza negra Victoria Marengo,Bodega,Cerveza
66994.0,Cerveza Clásica Steinburg,Bodega,Cerveza
66482.0,Cerveza Clásica Steinburg,Bodega,Cerveza
66465.0,Cerveza Clásica Steinburg,Bodega,Cerveza
66466.0,Cerveza Clásica Steinburg,Bodega,Cerveza
22467.0,Cerveza Clásica Steinburg,Bodega,Cerveza
22489.0,Cerveza Clásica Steinburg,Bodega,Cerveza
27150.0,Cerveza reserva 1925 Alhambra,Bodega,Cerveza
66518.0,Cerveza reserva 1925 Alhambra,Bodega,Cerveza
60333.0,Cerveza suave Xibeca Damm,Bodega,Cerveza
27144.0,Cerveza suave Xibeca Damm,Bodega,Cerveza
27114.0,Cerveza Heineken,Bodega,Cerveza
70745.0,Cerveza Heineken,Bodega,Cerveza
67154.0,Cerveza tostada Turia,Bodega,Cerveza
67031.0,Cerveza tostada Turia,Bodega,Cerveza
13895.0,Cerveza El Águila sin filtrar,Bodega,Cerveza
27456.0,Cerveza El Águila sin filtrar,Bodega,Cerveza
66016.0,Cerveza Estrella Damm,Bodega,Cerveza
79318.0,Cerveza Estrella Damm,Bodega,Cerveza
29368.0,Cerveza Pilsen Cruzcampo,Bodega,Cerveza
29411.0,Cerveza Pilsen Cruzcampo,Bodega,Cerveza
66587.0,Cerveza especial Estrella Galicia,Bodega,Cerveza
15936.0,Cerveza especial Estrella Galicia,Bodega,Cerveza
66009.0,Cerveza extra 1906 reserva especial,Bodega,Cerveza
67092.0,Cerveza extra 1906 reserva especial,Bodega,Cerveza
86866.0,Cerveza especial mini Mahou,Bodega,Cerveza
86867.0,Cerveza especial mini Mahou,Bodega,Cerveza
60315.0,Cerveza especial 18/70 La Rubia,Bodega,Cerveza
60316.0,Cerveza especial 18/70 La Rubia,Bodega,Cerveza
5573.0,Cerveza sin gluten Daura Damm,Bodega,Cerveza
5574.0,Cerveza sin gluten Daura Damm,Bodega,Cerveza
52853.0,Cerveza de trigo Paulaner,Bodega,Cerveza
52854.0,Cerveza de trigo Paulaner,Bodega,Cerveza
52652.0,Cerveza Especial Steinburg,Bodega,Cerveza
52653.0,Cerveza Especial Steinburg,Bodega,Cerveza
66783.0,Cerveza Radler con zumo natural de limón Steinburg,Bodega,Cerveza
66554.0,Cerveza Radler con zumo natural de limón Steinburg,Bodega,Cerveza
66492.0,Cerveza Radler Steinburg con zumo natural de limón,Bodega,Cerveza
66481.0,Cerveza Radler Steinburg con zumo natural de limón,Bodega,Cerveza
22078.0,Bebida cider con gas Wild panther sabor a manzana,Bodega,Cerveza
67060.0,Bebida cider con gas Wild panther sabor manzana,Bodega,Cerveza
66172.0,Cerveza Corona,Bodega,Cerveza
27355.0,Cerveza Corona,Bodega,Cerveza
66770.0,Cerveza Shandy sabor limón Steinburg,Bodega,Cerveza
66771.0,Cerveza Shandy sabor limón Steinburg,Bodega,Cerveza
66499.0,Cerveza Shandy Steinburg sabor limón,Bodega,Cerveza
66493.0,Cerveza Shandy Steinburg sabor limón,Bodega,Cerveza
5396.0,Cerveza con sabor a tequila Desperados,Bodega,Cerveza
5397.0,Cerveza con sabor a tequila Desperados,Bodega,Cerveza
86552.0,Cerveza sin alcohol Falke,Bodega,Cerveza sin alcohol
86553.0,Cerveza sin alcohol Falke,Bodega,Cerveza sin alcohol
66394.0,"Cerveza 0,0% sin alcohol Falke",Bodega,Cerveza sin alcohol
15990.0,"Cerveza 0,0% sin alcohol Falke",Bodega,Cerveza sin alcohol
66558.0,"Cerveza 0,0% sin alcohol tostada Mahou",Bodega,Cerveza sin alcohol
67026.0,"Cerveza 0,0% sin alcohol tostada Mahou",Bodega,Cerveza sin alcohol
67623.0,"Cerveza 0,0% sin alcohol tostada Falke",Bodega,Cerveza sin alcohol
67624.0,"Cerveza 0,0% sin alcohol tostada Falke",Bodega,Cerveza sin alcohol
23694.0,Cerveza sin alcohol Falke,Bodega,Cerveza sin alcohol
23695.0,Cerveza sin alcohol Falke,Bodega,Cerveza sin alcohol
66392.0,"Cerveza 0,0% sin alcohol Falke",Bodega,Cerveza sin alcohol
66393.0,"Cerveza 0,0% sin alcohol Falke",Bodega,Cerveza sin alcohol
13417.0,"Cerveza 0,0% sin alcohol tostada Falke",Bodega,Cerveza sin alcohol
13418.0,"Cerveza 0,0% sin alcohol tostada Falke",Bodega,Cerveza sin alcohol
11270.0,"Cerveza Radler Amstel 0,0% sin alcohol",Bodega,Cerveza sin alcohol
11271.0,"Cerveza Radler Amstel 0,0% sin alcohol",Bodega,Cerveza sin alcohol
28520.0,Vermouth rojo Maronti reserva,Bodega,Licores
15846.0,Vermouth blanco Maronti,Bodega,Licores
28400.0,Vermouth bianco Martini,Bodega,Licores
28401.0,Vermouth rosso Martini,Bodega,Licores
28356.0,Aperitivo Aperol,Bodega,Licores
28408.0,Bitter Campari,Bodega,Licores
28837.0,Vermouth rojo Maronti,Bodega,Licores
28715.0,Ginebra London Dry Gin Larios,Bodega,Licores
28712.0,Ginebra London Dry Gin Beefeater,Bodega,Licores
28032.0,Ginebra Dry Gin Seagram's,Bodega,Licores
28775.0,Ginebra London Dry Gin Tanqueray,Bodega,Licores
28848.0,Ginebra strawberry Gin Glivery,Bodega,Licores
22316.0,Ginebra sweet Gin Exotic Glivery,Bodega,Licores
67632.0,Ginebra London Dry Gin Kingerly & Sons,Bodega,Licores
52745.0,Ginebra natural & soft 1185,Bodega,Licores
28246.0,Bebida espirituosa centenario Terry,Bodega,Licores
28213.0,Brandy imperial solera reserva Torres 5,Bodega,Licores
28527.0,Bebida espirituosa Convidado de Baco,Bodega,Licores
28525.0,Brandy de Jerez solera reserva Convidado de Baco,Bodega,Licores
28526.0,Brandy de Jerez solera gran reserva Convidado de Baco,Bodega,Licores
28631.0,Whisky escocés Cutty Sark,Bodega,Licores
28604.0,Whisky escocés Ballantine's,Bodega,Licores
28610.0,Whisky escocés Red Label Johnnie Walker,Bodega,Licores
28613.0,Whisky escocés J&B,Bodega,Licores
28662.0,Whisky escocés James Webb,Bodega,Licores
28630.0,Whisky escocés Black Label Johnnie Walker,Bodega,Licores
28731.0,Ron añejo Negrita,Bodega,Licores
35919.0,Ron blanco superior La Recompensa,Bodega,Licores
28757.0,Ron dominicano añejo Ron Barceló,Bodega,Licores
28373.0,Ron caribeño sabor coco Malibu,Bodega,Licores
86232.0,Ron añejo La Recompensa,Bodega,Licores
86707.0,Ron viejo La Recompensa,Bodega,Licores
28571.0,Licor crema Irlandesa Royal Swan,Bodega,Licores
22614.0,Licor crema de fresa Royal Swan,Bodega,Licores
28506.0,Licor crema Puente Pazos,Bodega,Licores
67930.0,Licor crema choco avellana Royal Swan,Bodega,Licores
52875.0,Licor crema Caramel Biscuit Royal Swan,Bodega,Licores
13493.0,Bebida espirituosa a base de vodka Knebep caramelo,Bodega,Licores
28822.0,Vodka Knebep,Bodega,Licores
28333.0,Licor dulce Anís del mono,Bodega,Licores
35969.0,Licor de anís dulce Dama Mayor,Bodega,Licores
28407.0,Licor de anís Ricard Pastis de Marseille,Bodega,Licores
28508.0,Licor de hierbas Puente Pazos,Bodega,Licores
28335.0,Licor de limoncello Franzini,Bodega,Licores
28724.0,Licor de hierbas Jägermeister,Bodega,Licores
28507.0,Aguardiente de orujo Puente Pazos,Bodega,Licores
28432.0,Licor dulce Amaretto Del Patriarca,Bodega,Licores
13370.0,Ponche Convidado de Baco,Bodega,Licores
23593.0,Tequila Gold Santa Concepción,Bodega,Licores
52471.0,Pacharán Oibar,Bodega,Licores
13610.0,Licor mora sin alcohol Pi.omka,Bodega,Licores
28515.0,Sidra asturiana El Mayu,Bodega,Sidra y cava
23863.0,Sidra asturiana El Mayu,Bodega,Sidra y cava
23862.0,Sidra asturiana El Mayu,Bodega,Sidra y cava
28898.0,Sidra natural Polían,Bodega,Sidra y cava
28921.0,Cava brut Cabré & Sabaté,Bodega,Sidra y cava
22977.0,Cava brut Cabré & Sabaté,Bodega,Sidra y cava
28908.0,Cava brut nature Jaume Serra,Bodega,Sidra y cava
28969.0,Cava brut Anna Codorníu,Bodega,Sidra y cava
28938.0,Cava brut nature reserva vintage Cabré & Sabaté,Bodega,Sidra y cava
28909.0,Cava brut nature Bach Extrísimo,Bodega,Sidra y cava
28005.0,Cava brut Freixenet,Bodega,Sidra y cava
28910.0,Cava brut nature Jaume Serra reserva,Bodega,Sidra y cava
28939.0,Cava semi seco Cabré & Sabaté,Bodega,Sidra y cava
22970.0,Cava semi seco Cabré & Sabaté,Bodega,Sidra y cava
28006.0,Cava semi seco Freixenet,Bodega,Sidra y cava
39702.0,Bebida zumo de frutas con gas Magic sin alcohol,Bodega,Sidra y cava
67150.0,Vino espumoso sin alcohol Viña secret,Bodega,Sidra y cava
28959.0,Cava semi seco Cabré & Sabaté Ice,Bodega,Sidra y cava
66922.0,Sangría Casón Histórico,Bodega,Tinto de verano y sangría
60748.0,Tinto de verano zero limón Casón Histórico,Bodega,Tinto de verano y sangría
66944.0,Sangría Don Simón,Bodega,Tinto de verano y sangría
67818.0,Tinto de verano sabor limón Casón Histórico,Bodega,Tinto de verano y sangría
67819.0,Tinto de verano classic Casón Histórico,Bodega,Tinto de verano y sangría
28059.0,Tinto de verano sabor limón La Casera,Bodega,Tinto de verano y sangría
27843.0,Tinto de verano sabor limón La Casera,Bodega,Tinto de verano y sangría
66127.0,Vino blanco Casón Histórico,Bodega,Vino blanco
66124.0,Vino blanco Don Simón chardonnay airén,Bodega,Vino blanco
66905.0,Bebida aromatizada a base de vino para cocinar Abuela Carola,Bodega,Vino blanco
66105.0,Vino blanco Don Simón,Bodega,Vino blanco
66823.0,Vino blanco turbio Teluro,Bodega,Vino blanco
37138.0,Vino blanco D.O La Mancha Fidencio,Bodega,Vino blanco
37111.0,Vino blanco Chardonnay Indómito,Bodega,Vino blanco
66324.0,Vino blanco D.O Rioja El Coto,Bodega,Vino blanco
37110.0,Vino blanco crianza D.O Valdepeñas Señorío de los Llanos,Bodega,Vino blanco
66523.0,Vino blanco seco D.O Catalunya Vinya del Mar Azul,Bodega,Vino blanco
66517.0,Vino blanco D.O Catalunya Perelada Blanc de Blancs,Bodega,Vino blanco
66532.0,Vino blanco D.O Catalunya Bodegas Torres Viña Sol,Bodega,Vino blanco
67125.0,Vino blanco albariño D.O Rías Baixas Pazo de Orantes,Bodega,Vino blanco
67123.0,Vino blanco D.O Valencia Finca La Malcriada dulce,Bodega,Vino blanco
67018.0,Vino blanco Gewürztraminer Mar de Uvas,Bodega,Vino blanco
66851.0,Vino verde Loureiro D.O Portugal Castelo de Moinhos,Bodega,Vino blanco
86547.0,Vino blanco viura y tempranillo D.O Rioja Ponce de Albayda,Bodega,Vino blanco
52687.0,Vino blanco Chardonnay Semiluna,Bodega,Vino blanco
37229.0,Vino blanco verdejo D.O Rueda Arribeño,Bodega,Vino blanco
66369.0,Vino blanco verdejo D.O Rueda Abadía Mantrús,Bodega,Vino blanco
37218.0,Vino blanco D.O Rueda Abadía Mantrús Sauvignon Blanc,Bodega,Vino blanco
23279.0,Vino blanco verdejo D.O Rueda Condado de Teón,Bodega,Vino blanco
66495.0,Vino blanco suave y afrutado El Pescaito,Bodega,Vino blanco
66352.0,Vino blanco semidulce Diamante D.O Rioja,Bodega,Vino blanco
66531.0,Vino blanco semidulce Bach D.O Catalunya,Bodega,Vino blanco
66519.0,Vino blanco semidulce Vinya del Mar Azul D.O Catalunya,Bodega,Vino blanco
67144.0,Vino blanco semidulce Allegretto Alba,Bodega,Vino blanco
66912.0,Vino dulce Pedro Ximénez Real Tesoro D.O Jerez de la frontera,Bodega,Vino blanco
23287.0,Mistela de moscatel Mig Segle D.O Valencia,Bodega,Vino blanco
39896.0,Mosto tinto Casón Histórico,Bodega,Vino blanco
66907.0,Vino fino Corredera D.O Montilla-Moriles,Bodega,Vino blanco
39488.0,Bebida refrescante aromatizada tinto sin alcohol light Castillo de Salobreña,Bodega,Vino blanco
52533.0,Lambrusco dell'Emilia rosado espumoso Piccolo Giovanni,Bodega,Vino lambrusco y espumoso
66673.0,Vino tinto dulce de aguja Sangue di Giuda Cueva peccato,Bodega,Vino lambrusco y espumoso
66332.0,Vino blanco espumoso verdejo DulZ.Ze frizzante,Bodega,Vino lambrusco y espumoso
15870.0,Lambrusco Dell'Emilia rojo espumoso Piccolo Giovanni,Bodega,Vino lambrusco y espumoso
66505.0,Vino blanco de aguja espumoso Blanc Pescador,Bodega,Vino lambrusco y espumoso
37212.0,Vino rosado afrutado espumoso Peñascal,Bodega,Vino lambrusco y espumoso
66675.0,Vino blanco dulce Moscato espumoso Cueva Peccato,Bodega,Vino lambrusco y espumoso
66580.0,Vino rosado Alicia en el país de las uvas suave y goloso,Bodega,Vino rosado
66126.0,Vino rosado Casón Histórico,Bodega,Vino rosado
37002.0,Vino rosado D.O Navarra Hypatia,Bodega,Vino rosado
67115.0,Vino rosado D.O Rioja Comportillo cosecha,Bodega,Vino rosado
37153.0,Vino rosado D.O La Mancha Fidencio,Bodega,Vino rosado
37806.0,Vino rosado Dominio de Borgia,Bodega,Vino rosado
67119.0,Vino rosado D.O Rioja Arteso Clarete,Bodega,Vino rosado
66427.0,Vino rosado D.O Cigales ValdeSalud,Bodega,Vino rosado
66211.0,Vino tinto Casón Histórico,Bodega,Vino tinto
66107.0,Vino tinto Don Simón,Bodega,Vino tinto
37808.0,Vino tinto Dominio de Borgia,Bodega,Vino tinto
37805.0,Vino tinto Dominio de Borgia,Bodega,Vino tinto
66320.0,Vino tinto D.O Rioja El Coto crianza,Bodega,Vino tinto
67112.0,Vino tinto D.O Rioja Comportillo cosecha,Bodega,Vino tinto
66314.0,Vino tinto D.O Rioja Cune crianza,Bodega,Vino tinto
67113.0,Vino tinto D.O Rioja Comportillo crianza,Bodega,Vino tinto
66325.0,Vino tinto D.O Rioja Comportillo reserva,Bodega,Vino tinto
66346.0,Vino tinto D.O Rioja Coto de Imaz reserva,Bodega,Vino tinto
67117.0,Vino tinto D.O Rioja Arteso crianza,Bodega,Vino tinto
37139.0,Vino tinto D.O La Mancha Fidencio,Bodega,Vino tinto
37134.0,Vino tinto D.O Valdepeñas Viña Albali crianza,Bodega,Vino tinto
13875.0,Vino tinto D.O Valdepeñas Pata Negra reserva,Bodega,Vino tinto
37114.0,Vino tinto D.O Valdepeñas Viña Albali reserva,Bodega,Vino tinto
35730.0,Vino tinto D.O Valdepeñas Señorío de los Llanos crianza,Bodega,Vino tinto
37160.0,Vino tinto D.O Valdepeñas Condado de Egara reserva tempranillo,Bodega,Vino tinto
37164.0,Vino tinto D.O La Mancha Fidencio crianza,Bodega,Vino tinto
37276.0,Vino tinto D.O Ribera del Duero Abadía Mantrús crianza,Bodega,Vino tinto
37262.0,Vino tinto D.O Ribera del Duero Arribeño roble,Bodega,Vino tinto
15526.0,Vino tinto D.O Ribera del Duero Arribeño roble,Bodega,Vino tinto
67024.0,Vino tinto D.O Campo de Borja Borsao barrica,Bodega,Vino tinto
66673.0,Vino tinto dulce de aguja Sangue di Giuda Cueva peccato,Bodega,Vino tinto
37156.0,Vino tinto tempranillo El Mandamás The Guv'Nor,Bodega,Vino tinto
37259.0,Vino tinto D.O Toro Conquero roble,Bodega,Vino tinto
37005.0,Vino tinto sin sulfitos añadidos Davida D.O. Navarra,Bodega,Vino tinto
66540.0,Vino tinto D.O Costers del Segre Raimat Abadía tempranillo,Bodega,Vino tinto
67936.0,Vino tinto D.O Montsant Racó del Convent,Bodega,Vino tinto
67901.0,Vino tinto Porto Tawny Almeida Dias,Bodega,Vino tinto
23677.0,Vino tinto Merlot Mar de Uvas,Bodega,Vino tinto
23676.0,Vino tinto Syrah Mar de Uvas,Bodega,Vino tinto
37263.0,Vino tinto D.O Toro Arribeño joven,Bodega,Vino tinto
67507.0,Vino tinto D.O Cariñena Sierra de Viento roble,Bodega,Vino tinto
13866.0,Vino tinto D.O Somontano Llanto de uva reserva,Bodega,Vino tinto
