categoria,subcategoria,descripcion,unidades,code,compare,price_eu,price_disc_eu,marca,format,quantity
Cereales y galletas,Cereales,Salvado de avena Hacendado,Paquete 500 g,16808.0," 3,30 €/kg",1.65,,Hacendado,Paquete,1 x 500 g
Cereales y galletas,Cereales,Cereales y semillas granola Hacendado con frutos secos,Paquete 400 g,9474.0," 6,00 €/kg",2.4,,Hacendado,Paquete,1 x 400 g
Cereales y galletas,Cereales,Cereales con salvado de trigo Fibra Sticks Hacendado,Caja 500 g,60236.0," 3,60 €/kg",1.8,,Hacendado,Caja,1 x 500 g
Cereales y galletas,Cereales,Muesli Hacendado con frutas,Paquete 1 kg,9491.0," 2,30 €/kg",2.3,,Hacendado,Paquete,1 x 1 kg
Cereales y galletas,Cereales,Muesli Hacendado 50% frutas y frutos secos,Paquete 500 g,9492.0," 3,90 €/kg",1.95,,Hacendado,Paquete,1 x 500 g
Cereales y galletas,Cereales,Salvado de trigo integral Hacendado,Paquete 250 g,29340.0," 5,40 €/kg",1.35,,Hacendado,Paquete,1 x 250 g
Cereales y galletas,Cereales,"Muesli Hacendado con quinoa, chía y chocolate negro",Paquete 400 g,9536.0," 5,625 €/kg",2.25,,Hacendado,Paquete,1 x 400 g
Cereales y galletas,Cereales,Cereales Cereal Mix Hacendado 0% azúcares añadidos,Paquete 375 g,9532.0," 6,40 €/kg",2.4,,Hacendado,Paquete,1 x 375 g
Cereales y galletas,Cereales,Cereales avena Crunchy Hacendado,Caja 400 g,15611.0," 4,75 €/kg",2.0,1.9,Hacendado,Caja,1 x 400 g
Cereales y galletas,Cereales,Copos crujientes de cereales Granola Hacendado con trozos de fresas,Paquete 400 g,70087.0," 6,00 €/kg",2.4,,Hacendado,Paquete,1 x 400 g
Cereales y galletas,Cereales,Barritas de cereales Hacendado chocolate con leche,Caja 6 barritas 120 g,9350.0," 11,667 €/kg",1.4,,Hacendado,Caja 6 barritas ,1 x 120 g
Cereales y galletas,Cereales,Barritas de cereales Hacendado con chocolate blanco,Caja 6 barritas 127 g,73249.0," 10,237 €/kg",1.3,,Hacendado,Caja 6 barritas ,1 x 127 g
Cereales y galletas,Cereales,Barritas de cereales muesli Hacendado con chocolate,Caja 6 barritas 138 g,9349.0," 10,145 €/kg",1.4,,Hacendado,Caja 6 barritas ,1 x 138 g
Cereales y galletas,Cereales,Barritas de cereales con frutos secos Hacendado,Caja 6 barritas 150 g,52493.0," 11,00 €/kg",1.65,,Hacendado,Caja 6 barritas ,1 x 150 g
Cereales y galletas,Cereales,Barritas Sustitutivo de comida Belladieta sabor avena y chocolate con leche,Caja 4 barritas 120 g,86259.0," 25,834 €/kg",3.1,,,Caja 4 barritas ,1 x 120 g
Cereales y galletas,Cereales,Barritas con proteínas Enervit Sport sabor coco y chocolate,Caja 3 barritas 120 g,9445.0," 22,917 €/kg",3.15,2.75,,Caja 3 barritas ,1 x 120 g
Cereales y galletas,Cereales,Barrita con proteínas Enervit Sport sabor chocolate negro,Caja 3 barritas 180 g,23670.0," 27,223 €/kg",4.9,,,Caja 3 barritas ,1 x 180 g
Cereales y galletas,Cereales,Barritas de espelta Hacendado sabor manzana,Caja 6 barritas 120 g,35917.0," 12,50 €/kg",1.5,,Hacendado,Caja 6 barritas ,1 x 120 g
Cereales y galletas,Cereales,Barritas de avena Hacendado con chocolate negro,Caja 6 paquetes 252 g,35916.0," 9,326 €/kg",2.35,,Hacendado,Caja 6 paquetes ,1 x 252 g
Cereales y galletas,Cereales,Barritas de galleta rellenas de arándanos Hacendado,Caja 5 barritas 125 g,52494.0," 12,00 €/kg",1.5,,Hacendado,Caja 5 barritas ,1 x 125 g
Cereales y galletas,Cereales,Barritas 100% fruta de manzana y plátano Hacendado,Caja 3 barritas 90 g,52495.0," 19,445 €/kg",1.75,,Hacendado,Caja 3 barritas ,1 x 90 g
Cereales y galletas,Cereales,Barritas de cereales Hacendado con cacahuetes sabor caramelo,Caja 4 barritas 138 g,52496.0," 12,319 €/kg",1.7,,Hacendado,Caja 4 barritas ,1 x 138 g
Cereales y galletas,Galletas,Galletas María dorada Hacendado,Paquete 4 ud 800 g,14132.0," 1,938 €/kg",1.6,1.55,Hacendado,Paquete 4 ud ,1 x 800 g
Cereales y galletas,Galletas,Galletas Divertidas con cereales Hacendado,Caja 10 paquetes 411 g,22688.0," 4,988 €/kg",2.15,2.05,Hacendado,Caja 10 paquetes ,1 x 411 g
Cereales y galletas,Galletas,Galletas tostadas Tosta Rica,Caja 3 paquetes 570 g,14087.0," 5,264 €/kg",3.0,,,Caja 3 paquetes ,1 x 570 g
Cereales y galletas,Galletas,Galletas tostadas Animadas Hacendado,Paquete 3 ud 600 g,14080.0," 2,667 €/kg",1.7,1.6,Hacendado,Paquete 3 ud ,1 x 600 g
Cereales y galletas,Galletas,Galletas tostadas Hacendado,Paquete 4 ud 800 g,14325.0," 1,938 €/kg",1.55,,Hacendado,Paquete 4 ud ,1 x 800 g
Cereales y galletas,Galletas,Galletas Relieve Hacendado,Paquete 3 ud 645 g,14197.0," 2,326 €/kg",1.5,,Hacendado,Paquete 3 ud ,1 x 645 g
Cereales y galletas,Galletas,Galletas María dorada Hacendado 0% azúcares añadidos,Caja 2 paquetes 400 g,13502.0," 3,875 €/kg",1.55,,Hacendado,Caja 2 paquetes ,1 x 400 g
Cereales y galletas,Galletas,Galletas María Fontaneda,Caja 4 paquetes 800 g,14010.0," 4,125 €/kg",3.3,,,Caja 4 paquetes ,1 x 800 g
Cereales y galletas,Galletas,Galletas María sin gluten y sin lactosa Hacendado,Paquete 205 g,14235.0," 7,561 €/kg",1.55,,Hacendado,Paquete,1 x 205 g
Cereales y galletas,Galletas,Galletas tradicionales Hacendado,Caja 2 paquetes 600 g,14423.0," 3,584 €/kg",2.2,2.15,Hacendado,Caja 2 paquetes ,1 x 600 g
Cereales y galletas,Galletas,Galletas María Hacendado,Paquete 4 ud 800 g,14102.0," 1,938 €/kg",1.6,1.55,Hacendado,Paquete 4 ud ,1 x 800 g
Cereales y galletas,Galletas,Galletas canela Hacendado,Caja 2 paquetes 500 g,14430.0," 3,20 €/kg",1.7,1.6,Hacendado,Caja 2 paquetes ,1 x 500 g
Cereales y galletas,Galletas,Galletas Digestive Hacendado,Paquete 2 ud 800 g,14214.0," 2,188 €/kg",1.8,1.75,Hacendado,Paquete 2 ud ,1 x 800 g
Cereales y galletas,Galletas,Galletas Digestive avena Hacendado,Paquete 425 g,14213.0," 2,706 €/kg",1.15,,Hacendado,Paquete,1 x 425 g
Cereales y galletas,Galletas,Galletas Digestive 0% azúcares añadidos Hacendado,Paquete 400 g,14200.0," 3,625 €/kg",1.45,,Hacendado,Paquete,1 x 400 g
Cereales y galletas,Galletas,Galletas Cereales & fibra Hacendado,Paquete 285 g,14198.0," 4,386 €/kg",1.25,,Hacendado,Paquete,1 x 285 g
Cereales y galletas,Galletas,Galletas de espelta Hacendado 0% azúcares añadidos,Paquete 200 g,14242.0," 6,25 €/kg",1.25,,Hacendado,Paquete,1 x 200 g
Cereales y galletas,Galletas,Galletas Digestive fibra 23% Hacendado,Paquete 400 g,14113.0," 4,25 €/kg",1.7,,Hacendado,Paquete,1 x 400 g
Cereales y galletas,Galletas,Galletas María Integral Hacendado,Paquete 4 ud 800 g,14006.0," 2,00 €/kg",1.65,1.6,Hacendado,Paquete 4 ud ,1 x 800 g
Cereales y galletas,Galletas,Galletas Digestive avena Hacendado,Caja 8 paquetes 384 g,14210.0," 4,818 €/kg",1.85,,Hacendado,Caja 8 paquetes ,1 x 384 g
Cereales y galletas,Galletas,Galletas Cookies Hacendado,Paquete 225 g,14212.0," 5,112 €/kg",1.2,1.15,Hacendado,Paquete,1 x 225 g
Cereales y galletas,Galletas,Galletas rebuenas Hacendado rellenas de chocolate,Paquete 500 g,14157.0," 2,40 €/kg",1.2,,Hacendado,Paquete,1 x 500 g
Cereales y galletas,Galletas,Galletas mini Oreo,Caja 4 paquetes 160 g,14030.0," 10,313 €/kg",1.95,1.65,,Caja 4 paquetes ,1 x 160 g
Cereales y galletas,Galletas,Galletas Chocominis sabor chocolate Hacendado,Caja 500 g,14159.0," 3,90 €/kg",2.05,1.95,Hacendado,Caja,1 x 500 g
Cereales y galletas,Galletas,Galletas Digestive chocolate con leche Hacendado,Paquete 300 g,14131.0," 3,50 €/kg",1.05,,Hacendado,Paquete,1 x 300 g
Cereales y galletas,Galletas,Galletas Roditas bañadas con chocolate blanco Hacendado,Caja 4 paquetes 300 g,13811.0," 5,834 €/kg",1.75,,Hacendado,Caja 4 paquetes ,1 x 300 g
Cereales y galletas,Galletas,Galletas mini caritas Hacendado con crema de cacao,Caja 8 paquetes 329 g,14085.0," 4,104 €/kg",1.35,,Hacendado,Caja 8 paquetes ,1 x 329 g
Cereales y galletas,Galletas,Galletas Caocream Hacendado rellenas de crema,Caja 10 paquetes 440 g,15597.0," 3,523 €/kg",1.6,1.55,Hacendado,Caja 10 paquetes ,1 x 440 g
Cereales y galletas,Galletas,Galletas Choco negro con chocolatina Hacendado,Caja 4 paquetes 150 g,14639.0," 8,334 €/kg",1.25,,Hacendado,Caja 4 paquetes ,1 x 150 g
Cereales y galletas,Galletas,Barritas de galleta bañadas en chocolate con leche Chips Ahoy,Caja 5 barritas 140 g,14133.0," 8,929 €/kg",1.25,,,Caja 5 barritas ,1 x 140 g
Cereales y galletas,Galletas,Galletas mini cookies Hacendado,Caja 4 paquetes 160 g,14161.0," 8,125 €/kg",1.3,,Hacendado,Caja 4 paquetes ,1 x 160 g
Cereales y galletas,Galletas,Galletas con chocolate y crema de leche Hacendado,Caja 8 paquetes 268 g,14038.0," 8,583 €/kg",2.3,,Hacendado,Caja 8 paquetes ,1 x 268 g
Cereales y galletas,Galletas,Galletas Caocream chocolate blanco Hacendado rellenas de crema,Caja 6 paquetes 252 g,14153.0," 5,358 €/kg",1.35,,Hacendado,Caja 6 paquetes ,1 x 252 g
Cereales y galletas,Galletas,Galletas rellenas de chocolate Hacendado 0% azúcares añadidos,Paquete 250 g,15844.0," 5,60 €/kg",1.4,,Hacendado,Paquete,1 x 250 g
Cereales y galletas,Galletas,Barquillos rellenos sabor nata Hacendado,Paquete 210 g,14576.0," 4,762 €/kg",1.0,,Hacendado,Paquete,1 x 210 g
Cereales y galletas,Galletas,Barquillos rellenos de chocolate Hacendado,Paquete 210 g,14135.0," 4,762 €/kg",1.0,,Hacendado,Paquete,1 x 210 g
Cereales y galletas,Galletas,Galletas con chocolate blanco Hacendado,"Caja 6 paquetes 235,8 g",14151.0," 5,297 €/kg",1.25,,Hacendado,Caja 6 paquetes ,"1 x 235,8 g"
Cereales y galletas,Galletas,Galletas Digestive avena chocolate con leche Hacendado,Paquete 280 g,52594.0," 4,643 €/kg",1.3,,Hacendado,Paquete,1 x 280 g
Cereales y galletas,Galletas,Barquillos rellenos de nata Hacendado 0% azúcares añadidos,Paquete 210 g,14136.0," 5,239 €/kg",1.1,,Hacendado,Paquete,1 x 210 g
Cereales y galletas,Galletas,Galletas cookies sin gluten y sin lactosa Hacendado,Paquete 200 g,14637.0," 9,75 €/kg",1.95,,Hacendado,Paquete,1 x 200 g
Cereales y galletas,Galletas,Galletas Choco leche con chocolatina Hacendado,Caja 4 paquetes 150 g,14641.0," 8,334 €/kg",1.25,,Hacendado,Caja 4 paquetes ,1 x 150 g
Cereales y galletas,Galletas,Galletas María choco Hacendado,Paquete 265 g,14203.0," 4,151 €/kg",1.1,,Hacendado,Paquete,1 x 265 g
Cereales y galletas,Galletas,Tartaletes con relleno de fresa Hacendado,Paquete 150 g,14173.0," 7,00 €/kg",1.1,1.05,Hacendado,Paquete,1 x 150 g
Cereales y galletas,Galletas,Barquillos con crema de avellanas Hacendado,Paquete 250 g,14241.0," 6,00 €/kg",1.5,,Hacendado,Paquete,1 x 250 g
Cereales y galletas,Galletas,Galletas Diverkao Hacendado,Caja 8 paquetes 312 g,13600.0," 4,968 €/kg",1.55,,Hacendado,Caja 8 paquetes ,1 x 312 g
Cereales y galletas,Galletas,Tubitos bañados chocolate negro Hacendado,Bote 150 g,14555.0," 14,00 €/kg",2.1,,Hacendado,Bote,1 x 150 g
Cereales y galletas,Galletas,Rosquillas de chocolate con leche y coco Hacendado,Caja 300 g,13656.0," 5,50 €/kg",1.65,,Hacendado,Caja,1 x 300 g
Cereales y galletas,Galletas,Galletas Crunchy Choc Hacendado,Caja 520 g,23064.0," 4,616 €/kg",2.4,,Hacendado,Caja,1 x 520 g
Cereales y galletas,Galletas,Galletas Divertidas chocolate con leche Hacendado,Caja 6 paquetes 251 g,52592.0," 7,57 €/kg",1.9,,Hacendado,Caja 6 paquetes ,1 x 251 g
Cereales y galletas,Galletas,Galletas Choco con relleno de crema de cacao Hacendado recubiertas de chocolate con leche,Paquete 145 g,52876.0," 11,035 €/kg",1.6,,Hacendado,Paquete,1 x 145 g
Cereales y galletas,Galletas,Galletas Cream Cookies Hacendado,Paquete 160 g,52877.0," 9,063 €/kg",1.45,,Hacendado,Paquete,1 x 160 g
Cereales y galletas,Galletas,Galletas caramelizadas Lotus Biscoff,Paquete 12 ud 186 g,14140.0," 8,022 €/kg",1.5,,,Paquete 12 ud ,1 x 186 g
Cereales y galletas,Galletas,Galletas con mantequilla Hacendado,Caja 125 g,14577.0," 8,40 €/kg",1.05,,Hacendado,Caja,1 x 125 g
Cereales y galletas,Galletas,Surtido de galletas y barquillos Hacendado,Paquete 500 g,14711.0," 4,00 €/kg",2.0,,Hacendado,Paquete,1 x 500 g
Cereales y galletas,Galletas,Galletas de mantequilla y chocolate Hacendado,Caja 340 g,13790.0," 8,383 €/kg",2.85,,Hacendado,Caja,1 x 340 g
Cereales y galletas,Galletas,Galletas de mantequilla Hacendado Belgas,Caja 6 paquetes 180 g,14581.0," 8,889 €/kg",1.6,,Hacendado,Caja 6 paquetes ,1 x 180 g
Cereales y galletas,Galletas,Surtido de pastas artesanas Hacendado,Caja 1 bandeja 500 g,14587.0," 4,60 €/kg",2.3,,Hacendado,Caja 1 bandeja ,1 x 500 g
Cereales y galletas,Galletas,Obleas redondas Hacendado,Paquete 24 ud 255 g,14645.0," 9,608 €/kg",2.45,,Hacendado,Paquete 24 ud ,1 x 255 g
Cereales y galletas,Galletas,Obleas para helado Hacendado,Paquete 24 ud 52 g,15953.0," 13,462 €/kg",0.7,,Hacendado,Paquete 24 ud ,1 x 52 g
Cereales y galletas,Galletas,Tubitos Hacendado,Bote 175 g,36205.0," 11,429 €/kg",2.0,,Hacendado,Bote,1 x 175 g
Cereales y galletas,Tortitas,Tortitas de maíz Hacendado,Paquete 4 packs 120 g,14158.0," 9,167 €/kg",1.1,,Hacendado,Paquete 4 packs ,1 x 120 g
Cereales y galletas,Tortitas,Tortitas de maíz con chocolate Hacendado,Paquete 4 packs 130 g,14015.0," 12,693 €/kg",1.65,,Hacendado,Paquete 4 packs ,1 x 130 g
Cereales y galletas,Tortitas,Tortitas de arroz con chocolate blanco sabor yogur Hacendado,Paquete 4 packs 120 g,14141.0," 13,75 €/kg",1.65,,Hacendado,Paquete 4 packs ,1 x 120 g
Cereales y galletas,Tortitas,Tortitas de arroz con chocolate con leche Hacendado,Paquete 4 packs 130 g,14142.0," 12,693 €/kg",1.65,,Hacendado,Paquete 4 packs ,1 x 130 g
Cereales y galletas,Tortitas,Tortitas de legumbres y arroz Hacendado,Paquete 4 packs 109 g,86483.0," 16,056 €/kg",1.75,,Hacendado,Paquete 4 packs ,1 x 109 g
Cereales y galletas,Tortitas,Tortitas de arroz integral Vitalday Gullón,"Paquete 4 packs 115,2 g",52873.0," 9,549 €/kg",1.1,,,Paquete 4 packs ,"1 x 115,2 g"
Charcutería y quesos,Aves y jamón cocido,Pechuga de pavo 92% Hacendado lonchas,Paquete 200 g,5710.0," 12,75 €/kg",2.55,,Hacendado,Paquete,1 x 200 g
Charcutería y quesos,Aves y jamón cocido,Pechuga de pavo bajo en sal Hacendado finas lonchas,2 paquetes x 200 g,86786.0," 8,425 €/kg",3.37,,Hacendado,paquetes,2 x 200 g
Charcutería y quesos,Aves y jamón cocido,Pechuga de pavo bajo en sal Hacendado finas lonchas,Paquete 225 g,60243.0," 9,867 €/kg",2.22,,Hacendado,Paquete,1 x 225 g
Charcutería y quesos,Aves y jamón cocido,Pechuga de pavo Hacendado finas lonchas,2 paquetes x 200 g,67972.0," 8,425 €/kg",3.37,,Hacendado,paquetes,2 x 200 g
Charcutería y quesos,Aves y jamón cocido,Pechuga de pavo finas lonchas Hacendado,Paquete 200 g,60244.0," 10,00 €/kg",2.07,2.0,Hacendado,Paquete,1 x 200 g
Charcutería y quesos,Aves y jamón cocido,Salchichón de pavo extra Hacendado lonchas,"4 paquetes x 37,5 g",59159.0," 15,867 €/kg",2.38,,Hacendado,paquetes,"4 x 37,5 g"
Charcutería y quesos,Aves y jamón cocido,Pechuga de pavo 0% m.g Hacendado al corte,Paquete 200 g,59230.0," 10,45 €/kg",2.09,,Hacendado,Paquete,1 x 200 g
Charcutería y quesos,Aves y jamón cocido,Lomo de pavo Hacendado lonchas,4 paquetes x 25 g,59138.0," 24,90 €/kg",2.49,,Hacendado,paquetes,4 x 25 g
Charcutería y quesos,Aves y jamón cocido,Longaniza de pavo extra Hacendado lonchas,"4 paquetes x 31,25 g",59165.0," 19,04 €/kg",2.38,,Hacendado,paquetes,"4 x 31,25 g"
Charcutería y quesos,Aves y jamón cocido,Tiras de pechuga pollo al horno Hacendado,Paquete 140 g,56652.0," 14,643 €/kg",2.05,,Hacendado,Paquete,1 x 140 g
Charcutería y quesos,Aves y jamón cocido,Jamón de pavo Hacendado finas lonchas,Paquete 225 g,56619.0," 7,378 €/kg",1.66,,Hacendado,Paquete,1 x 225 g
Charcutería y quesos,Aves y jamón cocido,Dados de pavo Hacendado,2 paquetes x 100 g,59222.0," 10,80 €/kg",2.16,,Hacendado,paquetes,2 x 100 g
Charcutería y quesos,Aves y jamón cocido,Tiras de pechuga de pollo al natural Hacendado,Paquete 140 g,56661.0," 14,643 €/kg",2.05,,Hacendado,Paquete,1 x 140 g
Charcutería y quesos,Aves y jamón cocido,Longaniza de pollo extra Hacendado sticks para picar,Paquete 50 g,59081.0," 22,00 €/kg",1.1,,Hacendado,Paquete,1 x 50 g
Charcutería y quesos,Aves y jamón cocido,Pechuga de pollo braseada Hacendado finas lonchas,Paquete 200 g,56169.0," 10,75 €/kg",2.15,,Hacendado,Paquete,1 x 200 g
Charcutería y quesos,Aves y jamón cocido,Mortadela de pavo Hacendado finas lonchas,Paquete 150 g,59336.0," 7,934 €/kg",1.19,,Hacendado,Paquete,1 x 150 g
Charcutería y quesos,Aves y jamón cocido,Pechuga de pavo al horno de leña Campofrío lonchas,Paquete 125 g,53140.0," 14,00 €/kg",1.75,,,Paquete,1 x 125 g
Charcutería y quesos,Aves y jamón cocido,Pechuga de pollo Hacendado finas lonchas,Paquete 200 g,56156.0," 10,55 €/kg",2.11,,Hacendado,Paquete,1 x 200 g
Charcutería y quesos,Aves y jamón cocido,Pechuga de pavo 0% m.g Hacendado,Pieza 500 g,59217.0," 6,50 €/kg",3.25,,Hacendado,Pieza,1 x 500 g
Charcutería y quesos,Aves y jamón cocido,Pechuga de pollo Hacendado al corte,Paquete 200 g,56162.0," 10,55 €/kg",2.11,,Hacendado,Paquete,1 x 200 g
Charcutería y quesos,Aves y jamón cocido,Pechuga de pavo Noel lonchas muy finas,Paquete 200 g,59283.0," 10,35 €/kg",2.07,,,Paquete,1 x 200 g
Charcutería y quesos,Aves y jamón cocido,Pollo relleno asado al horno La Carloteña lonchas,Paquete 150 g,56084.0," 15,00 €/kg",2.25,,,Paquete,1 x 150 g
Charcutería y quesos,Aves y jamón cocido,Jamón de pavo Hacendado,Pieza 500 g,59218.0," 4,92 €/kg",2.46,,Hacendado,Pieza,1 x 500 g
Charcutería y quesos,Aves y jamón cocido,Longaniza de pavo Imperial extra Hacendado,Pieza 235 g,55136.0," 16,00 €/kg",3.76,,Hacendado,Pieza,1 x 235 g
Charcutería y quesos,Aves y jamón cocido,Pechuga de pavo bajo en sal Hacendado,Pieza 500 g,59227.0," 7,24 €/kg",3.62,,Hacendado,Pieza,1 x 500 g
Charcutería y quesos,Aves y jamón cocido,Pollo relleno con trufa y pistachos La Carloteña lonchas,Paquete 125 g,56173.0," 17,20 €/kg",2.15,,,Paquete,1 x 125 g
Charcutería y quesos,Aves y jamón cocido,Cabeza de cerdo finas lonchas Hacendado,Paquete 150 g,59364.0," 12,00 €/kg",1.8,,Hacendado,Paquete,1 x 150 g
Charcutería y quesos,Aves y jamón cocido,Pechuguita de pollo asada La Carloteña lonchas,Paquete 125 g,22332.0," 20,80 €/kg",2.6,,,Paquete,1 x 125 g
Charcutería y quesos,Aves y jamón cocido,Maxi pavo Hacendado finas lonchas,Paquete 400 g,22430.0," 6,625 €/kg",2.75,2.65,Hacendado,Paquete,1 x 400 g
Charcutería y quesos,Aves y jamón cocido,Mortadela de pavo con aceitunas Hacendado finas lonchas,Paquete 150 g,40365.0," 8,334 €/kg",1.25,,Hacendado,Paquete,1 x 150 g
Charcutería y quesos,Aves y jamón cocido,Jamón cocido extra Hacendado finas lonchas,2 paquetes x 225 g,86074.0," 7,667 €/kg",3.45,,Hacendado,paquetes,2 x 225 g
Charcutería y quesos,Aves y jamón cocido,Jamón cocido extra Hacendado finas lonchas,Paquete 200 g,60329.0," 10,25 €/kg",2.17,2.05,Hacendado,Paquete,1 x 200 g
Charcutería y quesos,Aves y jamón cocido,Jamón cocido extra Hacendado lonchas,Paquete 200 g,59249.0," 10,20 €/kg",2.04,,Hacendado,Paquete,1 x 200 g
Charcutería y quesos,Aves y jamón cocido,Jamón cocido Hacendado lonchas,Paquete 200 g,59256.0," 12,05 €/kg",2.41,,Hacendado,Paquete,1 x 200 g
Charcutería y quesos,Aves y jamón cocido,Jamón cocido extra sándwich Hacendado lonchas,Paquete 250 g,59215.0," 8,44 €/kg",2.11,,Hacendado,Paquete,1 x 250 g
Charcutería y quesos,Aves y jamón cocido,Maxi york Hacendado finas lonchas,Paquete 500 g,56115.0," 4,76 €/kg",2.38,,Hacendado,Paquete,1 x 500 g
Charcutería y quesos,Aves y jamón cocido,Jamón cocido extra Noel lonchas,Paquete 200 g,59143.0," 11,45 €/kg",2.29,,,Paquete,1 x 200 g
Charcutería y quesos,Aves y jamón cocido,Jamón cocido jugoso Hacendado,Paquete 225 g,59233.0," 8,089 €/kg",1.82,,Hacendado,Paquete,1 x 225 g
Charcutería y quesos,Aves y jamón cocido,Jamón cocido braseado Noel lonchas,Paquete 200 g,59164.0," 11,20 €/kg",2.24,,,Paquete,1 x 200 g
Charcutería y quesos,Aves y jamón cocido,Jamón cocido Noel lonchas,Paquete 120 g,59167.0," 19,167 €/kg",2.39,2.3,,Paquete,1 x 120 g
Charcutería y quesos,Aves y jamón cocido,Fiambre magro sándwich Hacendado lonchas,Paquete 300 g,59253.0," 6,167 €/kg",1.85,,Hacendado,Paquete,1 x 300 g
Charcutería y quesos,Aves y jamón cocido,Jamón cocido bajo en sal Hacendado finas lonchas,Paquete 225 g,59212.0," 9,912 €/kg",2.23,,Hacendado,Paquete,1 x 225 g
Charcutería y quesos,Aves y jamón cocido,Lacón cortado a mano Noel,Paquete 250 g,86238.0," 13,96 €/kg",3.49,,,Paquete,1 x 250 g
Charcutería y quesos,Aves y jamón cocido,Magro de cerdo cocido Coren,Lata 240 g,52051.0," 11,209 €/kg",2.69,,,Lata,1 x 240 g
Charcutería y quesos,Aves y jamón cocido,Maxi york Hacendado,Pieza 2 kg,59223.0," 3,12 €/kg",6.24,,Hacendado,Pieza,1 x 2 kg
Charcutería y quesos,Aves y jamón cocido,Lacón al horno Noel lonchas,Paquete 200 g,59216.0," 10,95 €/kg",2.19,,,Paquete,1 x 200 g
Charcutería y quesos,Aves y jamón cocido,Maxi lomo Hacendado finas lonchas,Paquete 400 g,56128.0," 6,50 €/kg",2.6,,Hacendado,Paquete,1 x 400 g
Charcutería y quesos,Bacón y salchichas,Bacón Hacendado cintas,2 paquetes x 125 g,59066.0," 8,40 €/kg",2.1,,Hacendado,paquetes,2 x 125 g
Charcutería y quesos,Bacón y salchichas,Bacón Oscar Mayer lonchas,Paquete 150 g,53500.0," 15,267 €/kg",2.29,,,Paquete,1 x 150 g
Charcutería y quesos,Bacón y salchichas,Bacón ahumado Monells lonchas,Paquete 210 g,59169.0," 9,62 €/kg",2.02,,,Paquete,1 x 210 g
Charcutería y quesos,Bacón y salchichas,Bacón ahumado sin corteza Monells,Pieza 310 g ,59170.0," 9,10 €/kg",2.82,,,Pieza,1 x 310 g
Charcutería y quesos,Bacón y salchichas,Panceta salada ibérica La Hacienda del ibérico,Paquete 360 g ,58220.0," 7,50 €/kg",2.7,,,Paquete,1 x 360 g
Charcutería y quesos,Bacón y salchichas,Panceta curada sin corteza La Selva lonchas,Paquete 200 g,29606.0," 11,25 €/kg",2.25,,,Paquete,1 x 200 g
Charcutería y quesos,Bacón y salchichas,Salchichas cocidas estilo Frankfurt Hacendado de pollo y cerdo sabor ahumado,4 paquetes x 176 g,53141.0," 2,628 €/kg",1.85,,Hacendado,paquetes,4 x 176 g
Charcutería y quesos,Bacón y salchichas,Salchichas cocidas Hacendado de pollo y pavo sabor ahumado,2 paquetes x 200 g,53056.0," 3,25 €/kg",1.3,,Hacendado,paquetes,2 x 200 g
Charcutería y quesos,Bacón y salchichas,Salchichas cocidas Schara de cerdo ahumadas,2 paquetes x 170 g,53012.0," 11,618 €/kg",3.95,,,paquetes,2 x 170 g
Charcutería y quesos,Bacón y salchichas,Salchichas cocidas estilo Viena con queso Hacendado de pollo y cerdo sabor ahumado,2 paquetes x 200 g,53030.0," 3,50 €/kg",1.4,,Hacendado,paquetes,2 x 200 g
Charcutería y quesos,Bacón y salchichas,"Salchichas cocidas con leche Campofrío de pollo, cerdo y pavo",Paquete 170 g,52884.0," 6,177 €/kg",1.05,,,Paquete,1 x 170 g
Charcutería y quesos,Bacón y salchichas,Salchichas cocidas hot dog bocadillo Oscar Mayer Classic de pollo y cerdo sabor ahumado,Paquete 275 g,53015.0," 6,364 €/kg",1.75,,,Paquete,1 x 275 g
Charcutería y quesos,Bacón y salchichas,Salchichas cocidas estilo Frankfurt con queso Hacendado de pollo y cerdo sabor ahumado,4 paquetes x 160 g,53100.0," 2,891 €/kg",1.85,,Hacendado,paquetes,4 x 160 g
Charcutería y quesos,Bacón y salchichas,Salchichas cocidas bocata Hacendado de pollo y pavo sabor ahumado,2 paquetes x 200 g,53059.0," 4,55 €/kg",1.82,,Hacendado,paquetes,2 x 200 g
Charcutería y quesos,Bacón y salchichas,Salchichas cocidas bocata gourmet Hacendado de cerdo sabor ahumado,2 paquetes x 175 g,53143.0," 6,286 €/kg",2.2,,Hacendado,paquetes,2 x 175 g
Charcutería y quesos,Bacón y salchichas,Salchichas cocidas bocata estilo Bratwurst Hacendado,2 paquetes x 200 g,53058.0," 5,875 €/kg",2.35,,Hacendado,paquetes,2 x 200 g
Charcutería y quesos,Bacón y salchichas,Salchichas cocidas pikante Schara de cerdo ahumadas,Paquete 170 g,53127.0," 17,236 €/kg",2.93,,,Paquete,1 x 170 g
Charcutería y quesos,Bacón y salchichas,Salchichas cocidas bocata queso Hacendado,2 paquetes x 175 g,53048.0," 5,315 €/kg",1.86,,Hacendado,paquetes,2 x 175 g
Charcutería y quesos,Bacón y salchichas,Salchichas cocidas bocata Hacendado,2 paquetes x 175 g,53032.0," 4,629 €/kg",1.62,,Hacendado,paquetes,2 x 175 g
Charcutería y quesos,Bacón y salchichas,Salchichas cocidas Frankfurt La Selva,Tarro 460 g 280 g escurrido,53041.0," 8,036 €/kg",2.25,,,Tarro,1 x 280 g
