category,subcategory,description,price_eu,compare,brand
Bebé,Alimentación infantil,Papilla lentejas con verduritas Hero baby recetas caseras +8 meses 2 tarritos x 190 g,3.0," 7,895 €/kg",Hero baby
Bebé,Alimentación infantil,Papilla menestra de cordero a la crema Hero baby recetas caseras +6 meses 2 tarritos x 190 g,3.0," 7,895 €/kg",Hero baby
Bebé,Alimentación infantil,Papilla fresa y plátano +8 meses Hacendado 1 ud 120 g,0.9," 7,50 €/kg",Hacendado
Bebé,Alimentación infantil,Papilla fruta variada +6 meses Hacendado 1 ud 120 g,0.9," 7,50 €/kg",Hacendado
Bebé,Alimentación infantil,Papilla plátano y manzana +6 meses Hacendado 1 ud 120 g,0.9," 7,50 €/kg",Hacendado
Bebé,Alimentación infantil,Papilla fruta variada +4 meses Hacendado 4 tarritos x 130 g,2.65," 5,097 €/kg",Hacendado
Bebé,Alimentación infantil,Papilla cuatro frutas con avena +8 meses Hacendado 4 tarritos x 130 g,2.75," 5,289 €/kg",Hacendado
Bebé,Alimentación infantil,"Papilla plátano, mandarina y pera +4 meses Hacendado 4 tarritos x 130 g",2.65," 5,097 €/kg",Hacendado
Bebé,Alimentación infantil,Papilla pera y manzana +4 meses Hacendado 4 tarritos x 130 g,2.65," 5,097 €/kg",Hacendado
Bebé,Alimentación infantil,"Papilla plátano, fresa, arándanos y avena +8 meses Hacendado 1 ud 120 g",0.9," 7,50 €/kg",Hacendado
Bebé,Alimentación infantil,Papilla piña y coco +8 meses Hacendado 1 ud 120 g,0.9," 7,50 €/kg",Hacendado
Bebé,Alimentación infantil,Papilla tres frutas con yogur +8 meses Hacendado 4 tarritos x 130 g,2.75," 5,289 €/kg",Hacendado
Bebé,Alimentación infantil,Postre lácteo infantil de fresa y plátano Hacendado +8 meses 1 ud 100 g,0.85," 8,50 €/kg",Hacendado
Bebé,Alimentación infantil,Postre lácteo infantil de pera Hacendado +8 meses 1 ud 100 g,0.85," 8,50 €/kg",Hacendado
Bebé,Alimentación infantil,Postre lácteo infantil de fresa Yogolino +8 meses 4 ud x 100 g,2.95," 6,25 €/kg",
Bebé,Alimentación infantil,Yogur líquido infantil con cereales y miel Go-Lácteo +8 meses Caja 4 ud 360 g,3.05," 8,473 €/kg",
Bebé,Alimentación infantil,Postre lácteo infantil de plátano Yogolino +6 meses 4 ud x 100 g,2.95," 6,25 €/kg",
Bebé,Alimentación infantil,Postre lácteo infantil de natillas Yogolino +6 meses 4 ud x 100 g,3.45," 6,25 €/kg",
Bebé,Alimentación infantil,Postre lácteo infantil de galleta Hacendado +8 meses 1 ud 100 g,0.85," 8,50 €/kg",Hacendado
Bebé,Alimentación infantil,Preparado lácteo crecimiento Peques 3 Puleva 6 bricks x 1 L,11.7," 1,75 €/L",Puleva
Bebé,Alimentación infantil,Preparado lácteo crecimiento Peques 3 Puleva Brick 1 L,1.95," 1,75 €/L",Puleva
Bebé,Alimentación infantil,Preparado lácteo con cereales crecimiento Peques 3 Puleva 6 bricks x 1 L,11.7," 1,75 €/L",Puleva
Bebé,Alimentación infantil,Preparado lácteo con cereales crecimiento Peques 3 Puleva Brick 1 L,1.95," 1,75 €/L",Puleva
Bebé,Alimentación infantil,Preparado lácteo crecimiento +1 año Hacendado 6 bricks x 1 L,7.5," 1,25 €/L",Hacendado
Bebé,Alimentación infantil,Preparado lácteo crecimiento +1 año Hacendado Brick 1 L,1.25," 1,25 €/L",Hacendado
Bebé,Alimentación infantil,Preparado lácteo crecimiento +1 año Hacendado 6 mini bricks x 200 ml,1.95," 1,625 €/L",Hacendado
Bebé,Alimentación infantil,Preparado lácteo cereales al cacao Peques 3 Puleva 3 mini bricks x 200 ml,1.95," 2,917 €/L",Puleva
Bebé,Alimentación infantil,Preparado lácteo con cacao y cereales crecimiento Hacendado +1 año 6 mini bricks x 200 ml,2.3," 1,917 €/L",Hacendado
Bebé,Alimentación infantil,Preparado lácteo con cereales crecimiento Hacendado +1 año 6 bricks x 1 L,9.6," 1,60 €/L",Hacendado
Bebé,Alimentación infantil,Preparado lácteo con cereales crecimiento Hacendado +1 año Brick 1 L,1.6," 1,60 €/L",Hacendado
Bebé,Alimentación infantil,Leche para lactantes en polvo 1 Nativa Nestlé Bote 800 g,11.9," 14,875 €/kg",
Bebé,Alimentación infantil,Leche de continuación en polvo 2 Nativa Nestlé Bote 800 g,11.95," 14,875 €/kg",
Bebé,Alimentación infantil,Leche para lactantes en polvo 1 Nidina Nestlé Bote 800 g,14.95," 18,688 €/kg",
Bebé,Alimentación infantil,Leche de continuación en polvo 2 Nidina Nestlé Bote 800 g,17.95," 22,438 €/kg",
Bebé,Alimentación infantil,Leche crecimiento en polvo 3 Nidina Nestlé Bote 800 g,17.95," 22,438 €/kg",
Bebé,Alimentación infantil,Papilla 8 cereales Nestlé +6 meses Caja 725 g,5.45," 6,552 €/kg",
Bebé,Alimentación infantil,Papilla 8 cereales con galleta María Nestlé +6 meses Caja 725 g,5.45," 6,552 €/kg",
Bebé,Alimentación infantil,Papilla 8 cereales con miel Nestlé +6 meses Caja 725 g,5.45," 6,552 €/kg",
Bebé,Alimentación infantil,Papilla 8 cereales con miel Hero baby +6 meses Caja 410 g,3.9," 9,513 €/kg",Hero baby
Bebé,Alimentación infantil,Papilla 8 cereales Hero baby +6 meses Caja 410 g,3.9," 9,513 €/kg",Hero baby
Bebé,Alimentación infantil,Papilla sin gluten crema de arroz Hero baby +4 meses Caja 220 g,2.95," 13,41 €/kg",Hero baby
Bebé,Alimentación infantil,Papilla 8 cereales con galleta Hero baby +6 meses Caja 340 g,3.6," 10,589 €/kg",Hero baby
Bebé,Biberón y chupete,Biberón 150 ml tetina silicona flujo lento +0 meses Deliplus 1 ud,3.0," 3,00 €/ud",Deliplus
Bebé,Biberón y chupete,Biberón 360 ml tetina silicona tres posiciones +1 mes Deliplus 1 ud,3.5," 3,50 €/ud",Deliplus
Bebé,Biberón y chupete,Tetina silicona tres posiciones +1 mes Deliplus Paquete 2 ud,2.5," 1,25 €/ud",Deliplus
Bebé,Biberón y chupete,Tetina silicona papillas espesas +4 meses Deliplus Paquete 2 ud,2.5," 1,25 €/ud",Deliplus
Bebé,Biberón y chupete,Cepillo limpiabiberón y tetina Deliplus Paquete 1 ud,2.5," 2,50 €/ud",Deliplus
Bebé,Biberón y chupete,Limpiador bebé para biberones y tetinas Deliplus Bote 500 ml,2.9," 5,80 €/L",Deliplus
Bebé,Biberón y chupete,Chupete silicona reversible +0 a 6 meses Deliplus Paquete 1 ud,1.95," 1,95 €/ud",Deliplus
Bebé,Biberón y chupete,Chupete silicona reversible +6 a 18 meses Deliplus luminiscente Paquete 1 ud,1.95," 1,95 €/ud",Deliplus
Bebé,Biberón y chupete,Chupete silicona reversible +18 meses Deliplus Paquete 1 ud,1.95," 1,95 €/ud",Deliplus
Bebé,Higiene y cuidado,Gel corporal infantil Deliplus Bote 600 ml,2.05," 0,342 €/100 ml",Deliplus
Bebé,Higiene y cuidado,Champú infantil Deliplus Bote 600 ml,2.7," 0,45 €/100 ml",Deliplus
Bebé,Higiene y cuidado,Gel - champú bebé para pieles atópicas Deliplus Bote 600 ml,3.7," 0,617 €/100 ml",Deliplus
Bebé,Higiene y cuidado,Pomada del pañal sin perfume Deliplus Tubo 100 ml,2.75," 2,75 €/100 ml",Deliplus
Bebé,Higiene y cuidado,Aceite corporal bebé con aloe vera Johnson's Botella 500 ml,3.7," 0,74 €/100 ml",
Bebé,Higiene y cuidado,Loción corporal infantil hidratante Deliplus Bote 600 ml,3.65," 0,609 €/100 ml",Deliplus
Bebé,Higiene y cuidado,Bálsamo facial corporal infantil pieles atópicas Deliplus Bote 200 ml,4.4," 2,20 €/100 ml",Deliplus
Bebé,Higiene y cuidado,Agua de colonia bebé Nenuco Botella 500 ml,2.85," 0,50 €/100 ml",
Bebé,Higiene y cuidado,Agua de colonia fresca infantil Deliplus con notas cítricas Bote 600 ml,1.8," 0,30 €/100 ml",Deliplus
Bebé,Higiene y cuidado,Agua perfumada bebé con notas florales Deliplus Bote 100 ml,3.2," 3,20 €/100 ml",Deliplus
Bebé,Higiene y cuidado,"Solución fisiológica salina 0,9 % Deliplus Caja 30 ud",3.23," 0,108 €/ud",Deliplus
Bebé,Higiene y cuidado,Gasas para bebé no tejidas Deliplus Paquete 100 ud,1.97," 0,02 €/ud",Deliplus
Bebé,Higiene y cuidado,Esponja anatómica para bebés Deliplus Paquete 1 ud,0.9," 0,90 €/ud",Deliplus
Bebé,Higiene y cuidado,Babero desechable Deliplus Paquete 10 ud,1.8," 0,18 €/ud",Deliplus
Bebé,Higiene y cuidado,Aspirador nasal anatómico +0 meses Deliplus Paquete 1 ud,5.5," 5,50 €/ud",Deliplus
Bebé,Higiene y cuidado,Recambios recarga aspirador nasal anatómico Deliplus Paquete 10 ud,4.2," 0,42 €/ud",Deliplus
Bebé,Higiene y cuidado,Polvos de talco Deliplus Bote 200 g,1.7," 8,50 €/kg",Deliplus
Bebé,Higiene y cuidado,Bastoncillos algodón para bebés Deliplus Caja 60 ud,1.05," 0,018 €/ud",Deliplus
Bebé,Toallitas y pañales,Toallitas bebé frescas & perfumadas Deliplus 3 paquetes x 80 ud,3.0," 0,013 €/ud",Deliplus
Bebé,Toallitas y pañales,Toallitas bebé frescas & perfumadas Deliplus Paquete 80 ud,1.05," 0,014 €/ud",Deliplus
Bebé,Toallitas y pañales,Toallitas bebé frescas & perfumadas Deliplus Paquete 24 ud,0.75," 0,032 €/ud",Deliplus
Bebé,Toallitas y pañales,Toallitas bebé cremosas Deliplus Paquete 80 ud,1.4," 0,018 €/ud",Deliplus
Bebé,Toallitas y pañales,Toallitas infantiles cara y manos Deliplus Paquete 20 ud,0.6," 0,03 €/ud",Deliplus
Bebé,Toallitas y pañales,Toallitas bebé pieles con tendencia atópica Deliplus Paquete 60 ud,1.7," 0,029 €/ud",Deliplus
Bebé,Toallitas y pañales,Toallitas bebé Aqua Deliplus Paquete 60 ud,1.8," 0,03 €/ud",Deliplus
Bebé,Toallitas y pañales,Pañales bebé talla 1 de 2-5 kg Dodot Paquete 44 ud,12.2," 0,278 €/ud",
Bebé,Toallitas y pañales,Pañales bebé talla 1 de 2-4 kg Deliplus Paquete 30 ud,6.6," 0,22 €/ud",Deliplus
Bebé,Toallitas y pañales,Pañales bebé talla 2 de 3-6 kg Deliplus Paquete 42 ud,7.15," 0,171 €/ud",Deliplus
Bebé,Toallitas y pañales,Pañales bebé talla 2 de 4-8 kg Dodot Paquete 58 ud,15.6," 0,269 €/ud",
Bebé,Toallitas y pañales,Pañales bebé talla 3 de 6-10 kg Dodot Paquete 56 ud,19.75," 0,353 €/ud",
Bebé,Toallitas y pañales,Pañales bebé talla 3 de 4-10 kg Deliplus 3 paquetes x 36 ud,16.5," 0,153 €/ud",Deliplus
Bebé,Toallitas y pañales,Pañales bebé talla 3 de 4-10 kg Deliplus Paquete 36 ud,5.6," 0,156 €/ud",Deliplus
Bebé,Toallitas y pañales,Pañales bebé talla 4 de 9-15 kg Deliplus 3 paquetes x 34 ud,17.25," 0,17 €/ud",Deliplus
Bebé,Toallitas y pañales,Pañales bebé talla 4 de 9-15 kg Deliplus Paquete 34 ud,5.85," 0,173 €/ud",Deliplus
Bebé,Toallitas y pañales,Pañales bebé talla 4 de 9-14 kg Dodot Paquete 58 ud,17.95," 0,31 €/ud",
Bebé,Toallitas y pañales,Pañales bebé talla 5 de 13-18 kg Deliplus 3 paquetes x 30 ud,17.85," 0,199 €/ud",Deliplus
Bebé,Toallitas y pañales,Pañales bebé talla 5 de 13-18 kg Deliplus Paquete 30 ud,6.05," 0,202 €/ud",Deliplus
Bebé,Toallitas y pañales,Pañales bebé talla 5 de 11-16 kg Dodot Paquete 54 ud,17.95," 0,333 €/ud",
Bebé,Toallitas y pañales,Pañales bebé talla 6 de 17-28 kg Deliplus Paquete 22 ud,6.3," 0,287 €/ud",Deliplus
Bebé,Toallitas y pañales,Pañales bebé talla 6 de 13-19 kg Dodot Paquete 36 ud,14.0," 0,389 €/ud",
Bebé,Toallitas y pañales,Pañal junior talla hasta 34 más de 25 kg Deliplus Paquete 20 ud,11.0," 0,55 €/ud",Deliplus
Bebé,Toallitas y pañales,Cambiador multiusos desechable Deliplus Paquete 6 ud,2.5," 0,417 €/ud",Deliplus
Bebé,Toallitas y pañales,Pañal bebé braguita talla L de 12-18 kg Deliplus Paquete 24 ud,7.4," 0,309 €/ud",Deliplus
Bebé,Toallitas y pañales,Pañal bebé braguita talla XL de 16-28 kg Deliplus Paquete 22 ud,7.4," 0,337 €/ud",Deliplus
Bebé,Toallitas y pañales,Pañal junior braguita noche infantil Deliplus de 17-30 kg Paquete 16 ud,10.65," 0,666 €/ud",Deliplus
Bebé,Toallitas y pañales,Pañal junior braguita noche infantil Deliplus de 27-57 kg Paquete 13 ud,10.65," 0,82 €/ud",Deliplus
Bodega,Cerveza,Cerveza Clásica Steinburg 12 latas x 330 ml,3.72," 0,94 €/L",
Bodega,Cerveza,Cerveza Clásica Steinburg Lata 330 ml,0.31," 0,94 €/L",
Bodega,Cerveza,Cerveza Heineken 12 latas x 330 ml,8.28," 2,091 €/L",
Bodega,Cerveza,Cerveza Heineken Lata 330 ml,0.82," 2,485 €/L",
Bodega,Cerveza,Cerveza doble malta Voll-Damm 6 latas x 330 ml,5.58," 2,819 €/L",
Bodega,Cerveza,Cerveza doble malta Voll-Damm Lata 330 ml,0.99," 3,00 €/L",
Bodega,Cerveza,Cerveza Suave Steinburg 12 latas x 330 ml,3.48," 0,879 €/L",
Bodega,Cerveza,Cerveza Suave Steinburg Lata 330 ml,0.29," 0,879 €/L",
Bodega,Cerveza,Cerveza especial San Miguel 12 latas x 330 ml,6.48," 1,637 €/L",
Bodega,Cerveza,Cerveza especial San Miguel Lata 330 ml,0.72," 2,182 €/L",
Bodega,Cerveza,Cerveza Especial Steinburg 12 latas x 330 ml,4.44," 1,122 €/L",
Bodega,Cerveza,Cerveza Especial Steinburg Lata 330 ml,0.37," 1,122 €/L",
Bodega,Cerveza,Cerveza Pils Krombacher 6 latas x 330 ml,3.6," 1,819 €/L",
Bodega,Cerveza,Cerveza Pils Krombacher Lata 330 ml,0.6," 1,819 €/L",
Bodega,Cerveza,Cerveza doble malta 6 latas x 330 ml,3.3," 1,607 €/L",
Bodega,Cerveza,Cerveza doble malta Lata 330 ml,0.53," 1,607 €/L",
Bodega,Cerveza,Cerveza sin gluten Steinburg 12 latas x 330 ml,7.92," 2,00 €/L",
Bodega,Cerveza,Cerveza sin gluten Steinburg Lata 330 ml,0.66," 2,00 €/L",
Bodega,Cerveza,Cerveza Estrella Damm 12 latas x 330 ml,9.96," 2,516 €/L",
Bodega,Cerveza,Cerveza Estrella Damm Lata 330 ml,0.85," 2,576 €/L",
Bodega,Cerveza,Cerveza 100% malta Moritz 7 9 latas x 330 ml,5.85," 1,97 €/L",
Bodega,Cerveza,Cerveza 100% malta Moritz 7 Lata 330 ml,0.78," 2,364 €/L",
Bodega,Cerveza,Cerveza Xibeca Damm 12 latas x 330 ml,7.92," 2,00 €/L",
Bodega,Cerveza,Cerveza Xibeca Damm Lata 330 ml,0.69," 2,091 €/L",
Bodega,Cerveza,Cerveza negra Victoria Marengo 6 latas x 330 ml,5.4," 2,728 €/L",
Bodega,Cerveza,Cerveza negra Victoria Marengo Lata 330 ml,0.9," 2,728 €/L",
Bodega,Cerveza,Cerveza Clásica Steinburg 6 botellas x 1 L,6.3," 1,05 €/L",
Bodega,Cerveza,Cerveza Clásica Steinburg Botella 1 L,1.05," 1,05 €/L",
Bodega,Cerveza,Cerveza Clásica Steinburg 6 botellas x 1 L,5.7," 0,95 €/L",
Bodega,Cerveza,Cerveza Clásica Steinburg Botella 1 L,0.95," 0,95 €/L",
Bodega,Cerveza,Cerveza Clásica Steinburg 12 botellines x 250 ml,4.2," 1,40 €/L",
Bodega,Cerveza,Cerveza Clásica Steinburg Botellin 250 ml,0.35," 1,40 €/L",
Bodega,Cerveza,Cerveza reserva 1925 Alhambra 6 botellines x 330 ml,7.92," 4,00 €/L",
Bodega,Cerveza,Cerveza reserva 1925 Alhambra Botellin 330 ml,1.49," 4,516 €/L",
Bodega,Cerveza,Cerveza suave Xibeca Damm 6 botellas x 1 L,7.74," 1,29 €/L",
Bodega,Cerveza,Cerveza suave Xibeca Damm Botella 1 L,1.62," 1,62 €/L",
Bodega,Cerveza,Cerveza Heineken 6 botellines x 250 ml,3.72," 2,48 €/L",
Bodega,Cerveza,Cerveza Heineken Botellin 250 ml,0.7," 2,80 €/L",
Bodega,Cerveza,Cerveza tostada Turia 12 botellines x 250 ml,7.44," 2,48 €/L",
Bodega,Cerveza,Cerveza tostada Turia Botellin 250 ml,0.65," 2,60 €/L",
Bodega,Cerveza,Cerveza El Águila sin filtrar 6 botellines x 330 ml,5.94," 2,697 €/L",
Bodega,Cerveza,Cerveza El Águila sin filtrar Botellin 330 ml,0.99," 3,00 €/L",
Bodega,Cerveza,Cerveza Estrella Damm 12 botellines x 250 ml,7.92," 2,28 €/L",
Bodega,Cerveza,Cerveza Estrella Damm Botellin 250 ml,0.67," 2,68 €/L",
Bodega,Cerveza,Cerveza Pilsen Cruzcampo 12 botellines x 250 ml,5.88," 1,68 €/L",
Bodega,Cerveza,Cerveza Pilsen Cruzcampo Botellin 250 ml,0.51," 2,04 €/L",
Bodega,Cerveza,Cerveza especial Estrella Galicia 12 botellines x 250 ml,7.8," 2,32 €/L",
Bodega,Cerveza,Cerveza especial Estrella Galicia Botellin 250 ml,0.66," 2,64 €/L",
Bodega,Cerveza,Cerveza extra 1906 reserva especial 6 botellines x 330 ml,7.26," 3,667 €/L",
Bodega,Cerveza,Cerveza extra 1906 reserva especial Botellin 330 ml,1.22," 3,697 €/L",
Bodega,Cerveza,Cerveza especial mini Mahou 12 botellines x 200 ml,6.48," 2,70 €/L",Mahou
Bodega,Cerveza,Cerveza especial mini Mahou Botellin 200 ml,0.59," 2,95 €/L",Mahou
Bodega,Cerveza,Cerveza especial 18/70 La Rubia 6 botellines x 250 ml,4.74," 3,16 €/L",
Bodega,Cerveza,Cerveza especial 18/70 La Rubia Botellin 250 ml,0.89," 3,56 €/L",
Bodega,Cerveza,Cerveza sin gluten Daura Damm 6 botellines x 250 ml,4.32," 2,88 €/L",
Bodega,Cerveza,Cerveza sin gluten Daura Damm Botellin 250 ml,0.72," 2,88 €/L",
Bodega,Cerveza,Cerveza de trigo Paulaner 6 botellines x 330 ml,6.9," 3,485 €/L",
Bodega,Cerveza,Cerveza de trigo Paulaner Botellin 330 ml,1.25," 3,788 €/L",
Bodega,Cerveza,Cerveza Especial Steinburg 12 botellines x 250 ml,4.92," 1,64 €/L",
Bodega,Cerveza,Cerveza Especial Steinburg Botellin 250 ml,0.41," 1,64 €/L",
Bodega,Cerveza,Cerveza Radler con zumo natural de limón Steinburg 12 latas x 330 ml,4.8," 1,213 €/L",
Bodega,Cerveza,Cerveza Radler con zumo natural de limón Steinburg Lata 330 ml,0.4," 1,213 €/L",
Bodega,Cerveza,Cerveza Radler Steinburg con zumo natural de limón 6 botellas x 500 ml,3.48," 1,16 €/L",
Bodega,Cerveza,Cerveza Radler Steinburg con zumo natural de limón Botellin 500 ml,0.58," 1,16 €/L",
Bodega,Cerveza,Bebida cider con gas Wild panther sabor a manzana 12 botellines x 200 ml,9.0," 3,75 €/L",
Bodega,Cerveza,Bebida cider con gas Wild panther sabor manzana Botellin 200 ml,0.75," 3,75 €/L",
Bodega,Cerveza,Cerveza Corona 6 botellines x 355 ml,9.0," 3,662 €/L",
Bodega,Cerveza,Cerveza Corona Botellin 355 ml,1.5," 4,226 €/L",
Bodega,Cerveza,Cerveza Shandy sabor limón Steinburg 12 latas x 330 ml,4.2," 1,061 €/L",
Bodega,Cerveza,Cerveza Shandy sabor limón Steinburg Lata 330 ml,0.35," 1,061 €/L",
Bodega,Cerveza,Cerveza Shandy Steinburg sabor limón 6 botellines x 500 ml,3.3," 1,10 €/L",
Bodega,Cerveza,Cerveza Shandy Steinburg sabor limón Botellin 500 ml,0.55," 1,10 €/L",
Bodega,Cerveza,Cerveza con sabor a tequila Desperados 6 botellines x 250 ml,5.82," 3,88 €/L",
Bodega,Cerveza,Cerveza con sabor a tequila Desperados Botellin 250 ml,1.0," 4,00 €/L",
Bodega,Cerveza sin alcohol,Cerveza sin alcohol Falke 6 botellines x 250 ml,2.1," 1,40 €/L",
Bodega,Cerveza sin alcohol,Cerveza sin alcohol Falke Botellin 250 ml,0.35," 1,40 €/L",
Bodega,Cerveza sin alcohol,"Cerveza 0,0% sin alcohol Falke 6 botellines x 250 ml",2.1," 1,40 €/L",
Bodega,Cerveza sin alcohol,"Cerveza 0,0% sin alcohol Falke Botellin 250 ml",0.35," 1,40 €/L",
Bodega,Cerveza sin alcohol,"Cerveza 0,0% sin alcohol tostada Mahou 6 botellines x 330 ml",6.9," 3,485 €/L",Mahou
Bodega,Cerveza sin alcohol,"Cerveza 0,0% sin alcohol tostada Mahou Botellin 330 ml",1.15," 3,485 €/L",Mahou
Bodega,Cerveza sin alcohol,"Cerveza 0,0% sin alcohol tostada Falke 6 botellines x 250 ml",3.0," 2,00 €/L",
Bodega,Cerveza sin alcohol,"Cerveza 0,0% sin alcohol tostada Falke Botellin 250 ml",0.5," 2,00 €/L",
Bodega,Cerveza sin alcohol,Cerveza sin alcohol Falke 12 latas x 330 ml,4.2," 1,061 €/L",
Bodega,Cerveza sin alcohol,Cerveza sin alcohol Falke Lata 330 ml,0.35," 1,061 €/L",
Bodega,Cerveza sin alcohol,"Cerveza 0,0% sin alcohol Falke 12 latas x 330 ml",4.2," 1,061 €/L",
Bodega,Cerveza sin alcohol,"Cerveza 0,0% sin alcohol Falke Lata 330 ml",0.35," 1,061 €/L",
Bodega,Cerveza sin alcohol,"Cerveza 0,0% sin alcohol tostada Falke 12 latas x 330 ml",6.0," 1,455 €/L",
Bodega,Cerveza sin alcohol,"Cerveza 0,0% sin alcohol tostada Falke Lata 330 ml",0.48," 1,455 €/L",
Bodega,Cerveza sin alcohol,"Cerveza Radler Amstel 0,0% sin alcohol 12 latas x 330 ml",6.6," 1,667 €/L",
Bodega,Cerveza sin alcohol,"Cerveza Radler Amstel 0,0% sin alcohol Lata 330 ml",0.59," 1,788 €/L",
Bodega,Licores,Vermouth rojo Maronti reserva Botella 1 L,3.45," 3,45 €/L",
Bodega,Licores,Vermouth blanco Maronti Botella 1 L,2.5," 2,50 €/L",
Bodega,Licores,Vermouth bianco Martini Botella 1 L,10.2," 10,20 €/L",
Bodega,Licores,Vermouth rosso Martini Botella 1 L,10.2," 10,20 €/L",
Bodega,Licores,Aperitivo Aperol Botella 700 ml,13.4," 19,143 €/L",
Bodega,Licores,Bitter Campari Botella 700 ml,15.2," 21,715 €/L",
Bodega,Licores,Vermouth rojo Maronti Botella 1 L,2.5," 2,50 €/L",
Bodega,Licores,Ginebra London Dry Gin Larios Botella 1 L,12.5," 12,50 €/L",
Bodega,Licores,Ginebra London Dry Gin Beefeater Botella 700 ml,13.95," 18,50 €/L",
Bodega,Licores,Ginebra Dry Gin Seagram's Botella 700 ml,16.5," 23,572 €/L",
Bodega,Licores,Ginebra London Dry Gin Tanqueray Botella 700 ml,16.5," 22,143 €/L",
Bodega,Licores,Ginebra strawberry Gin Glivery Botella 700 ml,7.7," 10,929 €/L",
Bodega,Licores,Ginebra sweet Gin Exotic Glivery Botella 700 ml,7.8," 10,929 €/L",
Bodega,Licores,Ginebra London Dry Gin Kingerly & Sons Botella 700 ml,6.25," 8,929 €/L",
Bodega,Licores,Ginebra natural & soft 1185 Botella 700 ml,6.5," 8,929 €/L",
Bodega,Licores,Bebida espirituosa centenario Terry Botella 1 L,9.35," 8,90 €/L",
Bodega,Licores,Brandy imperial solera reserva Torres 5 Botella 700 ml,9.75," 13,929 €/L",
Bodega,Licores,Bebida espirituosa Convidado de Baco Botella 1 L,6.0," 6,00 €/L",
Bodega,Licores,Brandy de Jerez solera reserva Convidado de Baco Botella 700 ml,5.9," 8,429 €/L",
Bodega,Licores,Brandy de Jerez solera gran reserva Convidado de Baco Botella 700 ml,9.9," 14,143 €/L",
Bodega,Licores,Whisky escocés Cutty Sark Botella 700 ml,12.35," 17,643 €/L",
Bodega,Licores,Whisky escocés Ballantine's Botella 700 ml,13.0," 17,786 €/L",
Bodega,Licores,Whisky escocés Red Label Johnnie Walker Botella 700 ml,15.9," 20,715 €/L",
Bodega,Licores,Whisky escocés J&B Botella 700 ml,13.0," 17,072 €/L",
Bodega,Licores,Whisky escocés James Webb Botella 700 ml,6.0," 8,572 €/L",
Bodega,Licores,Whisky escocés Black Label Johnnie Walker Botella 700 ml,30.0," 38,50 €/L",
Bodega,Licores,Ron añejo Negrita Botella 700 ml,9.25," 13,215 €/L",
Bodega,Licores,Ron blanco superior La Recompensa Botella 700 ml,5.25," 7,50 €/L",
Bodega,Licores,Ron dominicano añejo Ron Barceló Botella 700 ml,14.95," 21,358 €/L",
Bodega,Licores,Ron caribeño sabor coco Malibu Botella 700 ml,12.6," 18,00 €/L",
Bodega,Licores,Ron añejo La Recompensa Botella 700 ml,5.95," 8,50 €/L",
Bodega,Licores,Ron viejo La Recompensa Botella 700 ml,9.5," 13,572 €/L",
Bodega,Licores,Licor crema Irlandesa Royal Swan Botella 700 ml,6.25," 8,572 €/L",
Bodega,Licores,Licor crema de fresa Royal Swan Botella 700 ml,6.95," 9,929 €/L",
Bodega,Licores,Licor crema Puente Pazos Botella 700 ml,6.25," 8,929 €/L",
Bodega,Licores,Licor crema choco avellana Royal Swan Botella 700 ml,6.5," 8,929 €/L",
Bodega,Licores,Licor crema Caramel Biscuit Royal Swan Botella 700 ml,7.0," 10,00 €/L",
Bodega,Licores,Bebida espirituosa a base de vodka Knebep caramelo Botella 700 ml,5.7," 8,143 €/L",
Bodega,Licores,Vodka Knebep Botella 1 L,6.7," 6,70 €/L",
Bodega,Licores,Licor dulce Anís del mono Botella 700 ml,8.3," 11,572 €/L",
Bodega,Licores,Licor de anís dulce Dama Mayor Botella 700 ml,5.9," 8,429 €/L",
Bodega,Licores,Licor de anís Ricard Pastis de Marseille Botella 700 ml,12.7," 16,429 €/L",
Bodega,Licores,Licor de hierbas Puente Pazos Botella 700 ml,6.1," 8,715 €/L",
Bodega,Licores,Licor de limoncello Franzini Botella 700 ml,6.85," 9,786 €/L",
Bodega,Licores,Licor de hierbas Jägermeister Botella 700 ml,13.85," 19,786 €/L",
Bodega,Licores,Aguardiente de orujo Puente Pazos Botella 700 ml,7.1," 10,143 €/L",
Bodega,Licores,Licor dulce Amaretto Del Patriarca Botella 700 ml,4.8," 6,858 €/L",
Bodega,Licores,Ponche Convidado de Baco Botella 700 ml,6.3," 9,00 €/L",
Bodega,Licores,Tequila Gold Santa Concepción Botella 700 ml,10.5," 15,00 €/L",
Bodega,Licores,Pacharán Oibar Botella 1 L,6.9," 6,90 €/L",
Bodega,Licores,Licor mora sin alcohol Pi.omka Botella 700 ml,2.8," 4,00 €/L",
Bodega,Sidra y cava,Sidra asturiana El Mayu Botella 750 ml,1.6," 2,134 €/L",
Bodega,Sidra y cava,Sidra asturiana El Mayu 12 botellines x 250 ml,10.8," 3,60 €/L",
Bodega,Sidra y cava,Sidra asturiana El Mayu Botellin 250 ml,0.9," 3,60 €/L",
Bodega,Sidra y cava,Sidra natural Polían Botella 700 ml,1.95," 2,786 €/L",
Bodega,Sidra y cava,Cava brut Cabré & Sabaté Botella 750 ml,2.95," 3,934 €/L",
Bodega,Sidra y cava,Cava brut Cabré & Sabaté Benjamin 200 ml,1.65," 8,25 €/L",
Bodega,Sidra y cava,Cava brut nature Jaume Serra Botella 750 ml,4.25," 5,667 €/L",
