product_code,product_price,collected_timestamp
15132.0,2.1,2023-03-11 
15092.0,1.5,2023-03-11 
13444.0,1.4,2023-03-11 
15047.0,3.0,2023-03-11 
15048.0,3.0,2023-03-11 
15076.0,1.35,2023-03-11 
15057.0,3.5,2023-03-11 
15068.0,1.7,2023-03-11 
67753.0,1.95,2023-03-11 
22476.0,1.7,2023-03-11 
15436.0,4.95,2023-03-11 
15430.0,3.5,2023-03-11 
15444.0,2.9,2023-03-11 
15449.0,4.55,2023-03-11 
15448.0,3.85,2023-03-11 
15428.0,2.4,2023-03-11 
15451.0,4.35,2023-03-11 
16761.0,1.65,2023-03-11 
15093.0,1.6,2023-03-11 
15094.0,1.6,2023-03-11 
15071.0,1.7,2023-03-11 
9265.0,2.0,2023-03-11 
9280.0,2.0,2023-03-11 
9058.0,2.0,2023-03-11 
9247.0,2.0,2023-03-11 
9288.0,3.5,2023-03-11 
9246.0,2.0,2023-03-11 
9242.0,2.0,2023-03-11 
9259.0,2.0,2023-03-11 
9298.0,3.5,2023-03-11 
9387.0,3.5,2023-03-11 
35488.0,2.0,2023-03-11 
35487.0,2.0,2023-03-11 
22180.0,0.9,2023-03-11 
22178.0,0.9,2023-03-11 
22179.0,0.9,2023-03-11 
9018.0,2.65,2023-03-11 
22190.0,2.8,2023-03-11 
22191.0,2.8,2023-03-11 
22186.0,2.65,2023-03-11 
22192.0,2.8,2023-03-11 
22194.0,2.65,2023-03-11 
22181.0,0.9,2023-03-11 
22182.0,0.9,2023-03-11 
23123.0,3.2,2023-03-11 
9426.0,2.75,2023-03-11 
9425.0,2.75,2023-03-11 
9427.0,2.75,2023-03-11 
9192.0,2.95,2023-03-11 
9456.0,2.75,2023-03-11 
9193.0,2.95,2023-03-11 
35403.0,3.45,2023-03-11 
9049.0,11.1,2023-03-11 
9040.0,1.85,2023-03-11 
9057.0,11.1,2023-03-11 
9034.0,1.85,2023-03-11 
9187.0,7.2,2023-03-11 
9188.0,1.2,2023-03-11 
9189.0,1.9,2023-03-11 
9054.0,1.95,2023-03-11 
9190.0,2.25,2023-03-11 
9398.0,9.3,2023-03-11 
9397.0,1.55,2023-03-11 
9420.0,14.95,2023-03-11 
9408.0,19.95,2023-03-11 
9406.0,19.95,2023-03-11 
9422.0,8.85,2023-03-11 
9423.0,8.45,2023-03-11 
9149.0,2.55,2023-03-11 
35599.0,5.45,2023-03-11 
35602.0,5.45,2023-03-11 
9170.0,2.55,2023-03-11 
35601.0,5.45,2023-03-11 
9581.0,5.0,2023-03-11 
9191.0,3.8,2023-03-11 
9580.0,5.0,2023-03-11 
9579.0,3.5,2023-03-11 
15697.0,2.5,2023-03-11 
9582.0,4.5,2023-03-11 
79715.0,3.0,2023-03-11 
79468.0,3.2,2023-03-11 
79470.0,3.5,2023-03-11 
79473.0,2.5,2023-03-11 
79476.0,2.5,2023-03-11 
79576.0,2.5,2023-03-11 
79501.0,2.9,2023-03-11 
79663.0,1.95,2023-03-11 
79490.0,1.95,2023-03-11 
79493.0,1.95,2023-03-11 
79497.0,1.95,2023-03-11 
79495.0,1.95,2023-03-11 
79498.0,2.6,2023-03-11 
47474.0,1.8,2023-03-11 
79453.0,2.2,2023-03-11 
79578.0,3.55,2023-03-11 
79458.0,4.0,2023-03-11 
79456.0,4.0,2023-03-11 
45313.0,2.65,2023-03-11 
46641.0,1.8,2023-03-11 
46643.0,2.15,2023-03-11 
46978.0,3.7,2023-03-11 
79344.0,2.75,2023-03-11 
79600.0,3.7,2023-03-11 
47106.0,3.65,2023-03-11 
79522.0,4.3,2023-03-11 
79523.0,3.2,2023-03-11 
35516.0,2.95,2023-03-11 
60857.0,1.65,2023-03-11 
46650.0,1.1,2023-03-11 
79006.0,3.23,2023-03-11 
78132.0,1.97,2023-03-11 
47489.0,0.8,2023-03-11 
45752.0,3.75,2023-03-11 
79507.0,0.85,2023-03-11 
79581.0,3.95,2023-03-11 
79582.0,3.15,2023-03-11 
79580.0,2.5,2023-03-11 
79463.0,1.1,2023-03-11 
79462.0,1.6,2023-03-11 
67916.0,1.9,2023-03-11 
79603.0,3.0,2023-03-11 
79427.0,1.05,2023-03-11 
79428.0,0.75,2023-03-11 
79431.0,1.65,2023-03-11 
79435.0,0.95,2023-03-11 
79429.0,1.45,2023-03-11 
22931.0,0.6,2023-03-11 
79433.0,1.7,2023-03-11 
13693.0,12.2,2023-03-11 
47566.0,5.15,2023-03-11 
47567.0,7.4,2023-03-11 
35032.0,10.5,2023-03-11 
47598.0,16.5,2023-03-11 
47597.0,5.6,2023-03-11 
35389.0,15.6,2023-03-11 
47600.0,17.25,2023-03-11 
47599.0,5.85,2023-03-11 
35390.0,15.6,2023-03-11 
47605.0,17.85,2023-03-11 
47601.0,6.05,2023-03-11 
35391.0,15.6,2023-03-11 
47623.0,6.6,2023-03-11 
35392.0,12.9,2023-03-11 
35246.0,9.0,2023-03-11 
47475.0,2.5,2023-03-11 
47038.0,7.4,2023-03-11 
47039.0,7.4,2023-03-11 
47366.0,11.5,2023-03-11 
47367.0,11.5,2023-03-11 
66462.0,3.6,2023-03-12 
66463.0,0.3,2023-03-12 
27338.0,8.28,2023-03-12 
27100.0,0.82,2023-03-12 
28057.0,5.94,2023-03-12 
27137.0,0.99,2023-03-12 
66485.0,3.48,2023-03-12 
66486.0,0.29,2023-03-12 
66026.0,8.04,2023-03-12 
27103.0,0.68,2023-03-12 
66764.0,4.44,2023-03-12 
66765.0,0.37,2023-03-12 
66469.0,3.3,2023-03-12 
66470.0,0.55,2023-03-12 
66350.0,4.14,2023-03-12 
66775.0,0.46,2023-03-12 
66432.0,3.3,2023-03-12 
66433.0,0.55,2023-03-12 
22385.0,7.92,2023-03-12 
66793.0,0.66,2023-03-12 
66015.0,8.04,2023-03-12 
27134.0,0.79,2023-03-12 
23121.0,7.02,2023-03-12 
66342.0,0.78,2023-03-12 
27370.0,6.96,2023-03-12 
27120.0,0.67,2023-03-12 
66994.0,5.7,2023-03-12 
66482.0,0.95,2023-03-12 
66465.0,5.7,2023-03-12 
66466.0,0.95,2023-03-12 
67146.0,3.6,2023-03-12 
66984.0,0.3,2023-03-12 
27150.0,7.86,2023-03-12 
66518.0,1.31,2023-03-12 
66390.0,6.9,2023-03-12 
66391.0,1.15,2023-03-12 
66386.0,4.0,2023-03-12 
66480.0,1.0,2023-03-12 
27144.0,1.58,2023-03-12 
66670.0,7.44,2023-03-12 
70745.0,0.7,2023-03-12 
67154.0,6.96,2023-03-12 
67031.0,0.62,2023-03-12 
13895.0,5.94,2023-03-12 
27456.0,0.99,2023-03-12 
66016.0,7.8,2023-03-12 
79318.0,0.66,2023-03-12 
67148.0,4.44,2023-03-12 
66985.0,0.37,2023-03-12 
66549.0,4.5,2023-03-12 
66550.0,0.75,2023-03-12 
66547.0,7.74,2023-03-12 
66548.0,1.29,2023-03-12 
29368.0,5.04,2023-03-12 
29411.0,0.51,2023-03-12 
66587.0,6.0,2023-03-12 
15936.0,0.66,2023-03-12 
67092.0,1.22,2023-03-12 
66009.0,7.26,2023-03-12 
66783.0,4.56,2023-03-12 
66554.0,0.38,2023-03-12 
66492.0,3.48,2023-03-12 
66481.0,0.58,2023-03-12 
22078.0,9.0,2023-03-12 
67060.0,0.75,2023-03-12 
66172.0,10.5,2023-03-12 
27355.0,1.75,2023-03-12 
66770.0,4.2,2023-03-12 
66771.0,0.35,2023-03-12 
66499.0,3.3,2023-03-12 
66493.0,0.55,2023-03-12 
27329.0,8.94,2023-03-12 
27295.0,1.49,2023-03-12 
86495.0,9.0,2023-03-12 
86494.0,0.75,2023-03-12 
86552.0,2.1,2023-03-12 
86553.0,0.35,2023-03-12 
66394.0,2.1,2023-03-12 
15990.0,0.35,2023-03-12 
66558.0,6.9,2023-03-12 
67026.0,1.15,2023-03-12 
67623.0,3.0,2023-03-12 
67624.0,0.5,2023-03-12 
23694.0,4.2,2023-03-12 
23695.0,0.35,2023-03-12 
66392.0,4.2,2023-03-12 
66393.0,0.35,2023-03-12 
28063.0,4.32,2023-03-12 
27175.0,0.72,2023-03-12 
13417.0,6.0,2023-03-12 
13418.0,0.5,2023-03-12 
28520.0,3.3,2023-03-12 
15846.0,2.25,2023-03-12 
28400.0,9.2,2023-03-12 
28401.0,9.2,2023-03-12 
28356.0,12.2,2023-03-12 
28408.0,14.5,2023-03-12 
28715.0,10.75,2023-03-12 
28712.0,15.35,2023-03-12 
28032.0,18.4,2023-03-12 
28775.0,15.5,2023-03-12 
23107.0,15.5,2023-03-12 
28848.0,7.7,2023-03-12 
22316.0,7.8,2023-03-12 
67632.0,6.35,2023-03-12 
28246.0,8.65,2023-03-12 
28213.0,9.75,2023-03-12 
28527.0,6.0,2023-03-12 
28525.0,5.9,2023-03-12 
28526.0,9.9,2023-03-12 
28631.0,11.95,2023-03-12 
28604.0,12.5,2023-03-12 
28610.0,14.25,2023-03-12 
28613.0,12.5,2023-03-12 
28662.0,6.0,2023-03-12 
28630.0,27.0,2023-03-12 
28731.0,8.95,2023-03-12 
15520.0,7.0,2023-03-12 
28757.0,14.3,2023-03-12 
28373.0,12.2,2023-03-12 
28733.0,13.0,2023-03-12 
86232.0,5.95,2023-03-12 
86707.0,8.75,2023-03-12 
28533.0,6.6,2023-03-12 
28571.0,6.0,2023-03-12 
22614.0,6.95,2023-03-12 
29381.0,6.6,2023-03-12 
28506.0,6.6,2023-03-12 
67930.0,7.0,2023-03-12 
28836.0,6.0,2023-03-12 
13493.0,6.0,2023-03-12 
28655.0,9.4,2023-03-12 
28822.0,7.0,2023-03-12 
28333.0,8.1,2023-03-12 
22833.0,7.0,2023-03-12 
28407.0,12.4,2023-03-12 
28508.0,6.1,2023-03-12 
28335.0,6.7,2023-03-12 
28724.0,13.0,2023-03-12 
28507.0,7.1,2023-03-12 
28432.0,4.8,2023-03-12 
28439.0,6.0,2023-03-12 
28385.0,7.25,2023-03-12 
28223.0,8.0,2023-03-12 
28501.0,7.6,2023-03-12 
23593.0,10.5,2023-03-12 
13610.0,2.5,2023-03-12 
13611.0,2.5,2023-03-12 
28515.0,1.5,2023-03-12 
23863.0,10.8,2023-03-12 
23862.0,0.9,2023-03-12 
28898.0,1.95,2023-03-12 
28999.0,1.55,2023-03-12 
28957.0,9.2,2023-03-12 
28921.0,2.35,2023-03-12 
22977.0,1.35,2023-03-12 
28908.0,3.6,2023-03-12 
28969.0,8.7,2023-03-12 
28955.0,44.95,2023-03-12 
28938.0,4.0,2023-03-12 
28947.0,4.0,2023-03-12 
28945.0,2.65,2023-03-12 
28909.0,4.55,2023-03-12 
28005.0,5.4,2023-03-12 
28910.0,4.25,2023-03-12 
28956.0,9.25,2023-03-12 
28939.0,2.35,2023-03-12 
22970.0,1.35,2023-03-12 
28006.0,5.4,2023-03-12 
39702.0,2.2,2023-03-12 
28959.0,3.35,2023-03-12 
66922.0,1.55,2023-03-12 
60748.0,1.1,2023-03-12 
66944.0,2.3,2023-03-12 
66746.0,1.55,2023-03-12 
67818.0,1.15,2023-03-12 
67819.0,1.15,2023-03-12 
28059.0,4.4,2023-03-12 
27843.0,2.25,2023-03-12 
66127.0,0.9,2023-03-12 
66124.0,1.5,2023-03-12 
66905.0,2.25,2023-03-12 
66105.0,1.6,2023-03-12 
66823.0,2.0,2023-03-12 
37138.0,1.45,2023-03-12 
37111.0,2.0,2023-03-12 
66324.0,4.15,2023-03-12 
80463.0,2.15,2023-03-12 
67118.0,3.0,2023-03-12 
37110.0,2.0,2023-03-12 
66523.0,2.1,2023-03-12 
66517.0,3.89,2023-03-12 
66532.0,6.6,2023-03-12 
67125.0,5.3,2023-03-12 
67123.0,2.6,2023-03-12 
67018.0,4.65,2023-03-12 
16819.0,3.5,2023-03-12 
37229.0,2.25,2023-03-12 
66369.0,2.25,2023-03-12 
37220.0,3.0,2023-03-12 
23279.0,3.8,2023-03-12 
66495.0,2.2,2023-03-12 
66352.0,4.3,2023-03-12 
66531.0,4.55,2023-03-12 
66519.0,2.1,2023-03-12 
67144.0,2.0,2023-03-12 
66912.0,5.75,2023-03-12 
23287.0,3.6,2023-03-12 
39412.0,1.35,2023-03-12 
39896.0,2.0,2023-03-12 
66907.0,2.4,2023-03-12 
22079.0,3.85,2023-03-12 
23328.0,1.8,2023-03-12 
66673.0,4.05,2023-03-12 
66332.0,2.65,2023-03-12 
15870.0,2.3,2023-03-12 
66505.0,4.25,2023-03-12 
66682.0,1.9,2023-03-12 
37212.0,3.65,2023-03-12 
66675.0,3.5,2023-03-12 
66580.0,2.2,2023-03-12 
66126.0,1.05,2023-03-12 
37002.0,2.1,2023-03-12 
67115.0,2.4,2023-03-12 
37153.0,1.45,2023-03-12 
37806.0,5.65,2023-03-12 
67119.0,3.25,2023-03-12 
66427.0,2.6,2023-03-12 
66211.0,1.15,2023-03-12 
66107.0,1.6,2023-03-12 
66710.0,2.0,2023-03-12 
37805.0,5.25,2023-03-12 
66320.0,6.3,2023-03-12 
67112.0,2.3,2023-03-12 
66314.0,6.95,2023-03-12 
67113.0,3.2,2023-03-12 
66325.0,4.1,2023-03-12 
66346.0,8.6,2023-03-12 
67117.0,4.2,2023-03-12 
66349.0,1.95,2023-03-12 
66524.0,2.1,2023-03-12 
66510.0,5.3,2023-03-12 
22108.0,7.8,2023-03-12 
37139.0,1.45,2023-03-12 
37134.0,3.15,2023-03-12 
13875.0,2.75,2023-03-12 
37114.0,3.95,2023-03-12 
37137.0,2.95,2023-03-12 
37160.0,2.4,2023-03-12 
37164.0,1.65,2023-03-12 
37276.0,4.6,2023-03-12 
37281.0,5.4,2023-03-12 
37277.0,6.0,2023-03-12 
37262.0,3.8,2023-03-12 
15526.0,2.0,2023-03-12 
23119.0,9.9,2023-03-12 
67024.0,2.25,2023-03-12 
66673.0,4.05,2023-03-12 
37156.0,2.85,2023-03-12 
37201.0,2.2,2023-03-12 
37259.0,2.9,2023-03-12 
37005.0,3.9,2023-03-12 
66540.0,7.45,2023-03-12 
67936.0,4.0,2023-03-12 
67901.0,6.0,2023-03-12 
37012.0,2.2,2023-03-12 
23677.0,2.4,2023-03-12 
23676.0,2.35,2023-03-12 
37263.0,2.2,2023-03-12 
67507.0,1.6,2023-03-12 
13866.0,4.55,2023-03-12 
86833.0,3.9,2023-03-12 
80470.0,5.7,2023-03-12 
13204.0,5.99,2023-03-12 
13216.0,2.99,2023-03-12 
13006.0,3.99,2023-03-12 
13021.0,5.99,2023-03-12 
13019.0,3.49,2023-03-12 
13213.0,3.7,2023-03-12 
12584.0,3.0,2023-03-12 
12519.0,2.4,2023-03-12 
86469.0,15.49,2023-03-12 
22849.0,3.3,2023-03-12 
67739.0,13.45,2023-03-12 
13212.0,2.45,2023-03-12 
23231.0,1.2,2023-03-12 
22580.0,2.85,2023-03-12 
12017.0,2.85,2023-03-12 
10005.0,1.9,2023-03-12 
12585.0,1.7,2023-03-12 
10350.0,3.6,2023-03-12 
10355.0,3.6,2023-03-12 
10354.0,3.65,2023-03-12 
10352.0,3.6,2023-03-12 
10351.0,3.6,2023-03-12 
10353.0,3.6,2023-03-12 
13596.0,3.6,2023-03-12 
11931.0,4.89,2023-03-12 
13636.0,3.25,2023-03-12 
13635.0,3.25,2023-03-12 
13634.0,3.25,2023-03-12 
11869.0,4.89,2023-03-12 
11801.0,4.89,2023-03-12 
11062.0,3.25,2023-03-12 
11918.0,4.89,2023-03-12 
11785.0,4.89,2023-03-12 
23293.0,3.25,2023-03-12 
11065.0,3.25,2023-03-12 
11899.0,4.89,2023-03-12 
23405.0,3.25,2023-03-12 
23404.0,3.25,2023-03-12 
11067.0,3.25,2023-03-12 
22801.0,3.25,2023-03-12 
11873.0,5.3,2023-03-12 
11872.0,5.3,2023-03-12 
11875.0,5.3,2023-03-12 
11874.0,5.3,2023-03-12 
11871.0,5.3,2023-03-12 
11770.0,2.15,2023-03-12 
11730.0,2.6,2023-03-12 
11732.0,2.9,2023-03-12 
11777.0,2.3,2023-03-12 
11178.0,3.2,2023-03-12 
11172.0,1.75,2023-03-12 
15922.0,2.9,2023-03-12 
15923.0,1.6,2023-03-12 
13700.0,2.8,2023-03-12 
11171.0,1.5,2023-03-12 
13593.0,3.15,2023-03-12 
13592.0,1.65,2023-03-12 
11719.0,3.15,2023-03-12 
11711.0,1.65,2023-03-12 
11714.0,1.95,2023-03-12 
11752.0,1.95,2023-03-12 
11715.0,3.05,2023-03-12 
11744.0,2.55,2023-03-12 
11848.0,3.2,2023-03-12 
11845.0,4.0,2023-03-12 
11847.0,3.2,2023-03-12 
13594.0,7.4,2023-03-12 
11007.0,6.95,2023-03-12 
11021.0,4.2,2023-03-12 
11077.0,6.95,2023-03-12 
22163.0,2.5,2023-03-12 
22718.0,1.8,2023-03-12 
11049.0,0.95,2023-03-12 
11136.0,6.65,2023-03-12 
11111.0,4.3,2023-03-12 
22164.0,3.0,2023-03-12 
22719.0,1.85,2023-03-12 
11051.0,1.05,2023-03-12 
11101.0,6.65,2023-03-12 
11104.0,4.3,2023-03-12 
11123.0,2.6,2023-03-12 
23406.0,2.7,2023-03-12 
67660.0,2.95,2023-03-12 
11134.0,2.75,2023-03-12 
11115.0,3.15,2023-03-12 
23407.0,3.2,2023-03-12 
10666.0,0.85,2023-03-12 
10642.0,0.95,2023-03-12 
10644.0,0.85,2023-03-12 
10672.0,0.85,2023-03-12 
10449.0,1.1,2023-03-12 
11187.0,2.05,2023-03-12 
60515.0,1.95,2023-03-12 
13651.0,0.8,2023-03-12 
11054.0,1.15,2023-03-12 
11433.0,1.4,2023-03-12 
13657.0,1.35,2023-03-12 
11327.0,1.75,2023-03-12 
11440.0,3.2,2023-03-12 
11175.0,1.35,2023-03-12 
67973.0,0.6,2023-03-12 
13395.0,0.65,2023-03-12 
60958.0,0.75,2023-03-12 
11447.0,1.25,2023-03-12 
11430.0,0.85,2023-03-12 
11408.0,1.1,2023-03-12 
11470.0,1.35,2023-03-12 
11453.0,1.05,2023-03-12 
11427.0,1.1,2023-03-12 
13652.0,1.15,2023-03-12 
11426.0,1.25,2023-03-12 
15726.0,1.1,2023-03-12 
11415.0,1.4,2023-03-12 
11326.0,2.8,2023-03-12 
11400.0,1.35,2023-03-12 
11454.0,1.15,2023-03-12 
11061.0,1.4,2023-03-12 
11438.0,1.4,2023-03-12 
11443.0,1.25,2023-03-12 
11468.0,1.2,2023-03-12 
11167.0,1.35,2023-03-12 
13459.0,1.4,2023-03-12 
13460.0,1.4,2023-03-12 
3497.0,5.6,2023-03-12 
35269.0,2.7,2023-03-12 
35427.0,3.45,2023-03-12 
58307.0,0.87,2023-03-12 
3496.0,1.05,2023-03-12 
2692.0,3.84,2023-03-12 
53011.0,2.65,2023-03-12 
2690.0,0.89,2023-03-12 
2689.0,0.77,2023-03-12 
2851.0,2.6,2023-03-12 
3499.0,2.49,2023-03-12 
2688.0,0.67,2023-03-12 
59154.0,2.65,2023-03-12 
1892.0,1.49,2023-03-12 
1423.0,2.35,2023-03-12 
3739.0,6.25,2023-03-12 
3795.0,2.21,2023-03-12 
2794.0,4.97,2023-03-12 
4524.0,5.81,2023-03-12 
4523.0,5.72,2023-03-12 
2792.0,4.74,2023-03-12 
25926.0,4.92,2023-03-12 
2837.0,4.26,2023-03-12 
4156.0,4.35,2023-03-12 
2836.0,5.02,2023-03-12 
3443.0,3.81,2023-03-12 
4109.0,4.1,2023-03-12 
3508.0,3.87,2023-03-12 
35396.0,7.95,2023-03-12 
2796.0,4.16,2023-03-12 
25629.0,9.5,2023-03-12 
4384.0,3.38,2023-03-12 
3400.0,4.5,2023-03-12 
2787.0,5.1,2023-03-12 
2789.0,4.04,2023-03-12 
2786.0,4.2,2023-03-12 
3682.0,6.95,2023-03-12 
3680.0,5.12,2023-03-12 
3727.0,2.88,2023-03-12 
2788.0,2.88,2023-03-12 
3724.0,3.58,2023-03-12 
2779.0,3.86,2023-03-12 
2842.0,3.16,2023-03-12 
2778.0,4.13,2023-03-12 
2785.0,3.91,2023-03-12 
2853.0,1.5,2023-03-12 
21227.0,2.83,2023-03-12 
2791.0,4.59,2023-03-12 
2137.0,1.95,2023-03-12 
2833.0,4.94,2023-03-12 
2781.0,6.17,2023-03-12 
2857.0,1.73,2023-03-12 
2783.0,4.41,2023-03-12 
21234.0,2.5,2023-03-12 
2831.0,4.52,2023-03-12 
2777.0,4.32,2023-03-12 
2832.0,3.33,2023-03-12 
4284.0,3.99,2023-03-12 
2784.0,4.36,2023-03-12 
2970.0,4.35,2023-03-12 
2855.0,2.33,2023-03-12 
25252.0,6.0,2023-03-12 
25461.0,5.29,2023-03-12 
2782.0,8.14,2023-03-12 
10000.0,5.41,2023-03-12 
25460.0,4.87,2023-03-12 
3791.0,4.35,2023-03-12 
2856.0,1.57,2023-03-12 
25243.0,2.83,2023-03-12 
2795.0,7.36,2023-03-12 
25258.0,4.58,2023-03-12 
5245.0,3.47,2023-03-12 
30045.0,3.7,2023-03-12 
25208.0,4.98,2023-03-12 
3653.0,4.46,2023-03-12 
3456.0,3.98,2023-03-12 
2830.0,5.53,2023-03-12 
21257.0,4.55,2023-03-12 
21235.0,2.96,2023-03-12 
21243.0,4.3,2023-03-12 
25183.0,3.3,2023-03-12 
25184.0,3.65,2023-03-12 
4176.0,3.11,2023-03-12 
25353.0,2.76,2023-03-12 
25182.0,5.8,2023-03-12 
2228.0,6.04,2023-03-12 
4022.0,19.08,2023-03-12 
4072.0,15.54,2023-03-12 
4073.0,12.29,2023-03-12 
2120.0,42.5,2023-03-12 
4334.0,12.65,2023-03-12 
5041.0,11.43,2023-03-12 
5034.0,11.14,2023-03-12 
4599.0,10.55,2023-03-12 
4425.0,4.37,2023-03-12 
2811.0,3.97,2023-03-12 
2714.0,2.68,2023-03-12 
3395.0,5.94,2023-03-12 
2810.0,5.48,2023-03-12 
1564.0,3.99,2023-03-12 
23305.0,2.77,2023-03-12 
35286.0,6.3,2023-03-12 
2815.0,3.45,2023-03-12 
2851.0,2.6,2023-03-12 
2813.0,3.22,2023-03-12 
2715.0,3.27,2023-03-12 
21119.0,2.62,2023-03-12 
2817.0,3.47,2023-03-12 
2169.0,1.95,2023-03-12 
2685.0,2.56,2023-03-12 
2812.0,2.34,2023-03-12 
53130.0,2.05,2023-03-12 
23308.0,2.68,2023-03-12 
2819.0,3.17,2023-03-12 
2684.0,2.5,2023-03-12 
2859.0,2.41,2023-03-12 
3440.0,3.75,2023-03-12 
21168.0,3.74,2023-03-12 
2840.0,3.6,2023-03-12 
3553.0,2.19,2023-03-12 
2678.0,3.3,2023-03-12 
4915.0,6.82,2023-03-12 
1886.0,4.82,2023-03-12 
4919.0,5.93,2023-03-12 
2858.0,2.95,2023-03-12 
4152.0,4.2,2023-03-12 
2839.0,4.34,2023-03-12 
4901.0,2.9,2023-03-12 
4900.0,3.84,2023-03-12 
4918.0,6.26,2023-03-12 
4351.0,7.21,2023-03-12 
4353.0,7.21,2023-03-12 
4570.0,3.5,2023-03-12 
23309.0,3.5,2023-03-12 
2570.0,3.63,2023-03-12 
3448.0,3.39,2023-03-12 
3548.0,4.86,2023-03-12 
4854.0,5.72,2023-03-12 
2849.0,3.26,2023-03-12 
21272.0,3.84,2023-03-12 
4590.0,3.92,2023-03-12 
3554.0,5.99,2023-03-12 
67599.0,8.32,2023-03-12 
25972.0,5.37,2023-03-12 
2797.0,9.95,2023-03-12 
25994.0,11.64,2023-03-12 
25191.0,6.78,2023-03-12 
25192.0,4.78,2023-03-12 
25193.0,5.3,2023-03-12 
5070.0,3.38,2023-03-12 
4363.0,18.96,2023-03-12 
4366.0,13.77,2023-03-12 
4364.0,14.32,2023-03-12 
4362.0,9.67,2023-03-12 
2860.0,2.16,2023-03-12 
4361.0,5.04,2023-03-12 
4360.0,4.49,2023-03-12 
4282.0,5.48,2023-03-12 
6040.0,3.41,2023-03-12 
6043.0,2.98,2023-03-12 
6041.0,3.84,2023-03-12 
35049.0,1.75,2023-03-12 
4117.0,3.15,2023-03-12 
6048.0,2.52,2023-03-12 
2864.0,1.47,2023-03-12 
4114.0,2.91,2023-03-12 
6045.0,3.09,2023-03-12 
6044.0,3.39,2023-03-12 
4416.0,4.23,2023-03-12 
5158.0,3.52,2023-03-12 
2876.0,1.44,2023-03-12 
6046.0,2.52,2023-03-12 
6047.0,3.15,2023-03-12 
2872.0,3.9,2023-03-12 
2873.0,4.6,2023-03-12 
2622.0,4.29,2023-03-12 
3547.0,3.78,2023-03-12 
4155.0,2.5,2023-03-12 
3976.0,2.3,2023-03-12 
3561.0,4.11,2023-03-12 
10467.0,2.7,2023-03-12 
10453.0,2.59,2023-03-12 
3979.0,3.15,2023-03-12 
5147.0,3.52,2023-03-12 
5139.0,3.14,2023-03-12 
3978.0,2.34,2023-03-12 
8122.0,2.31,2023-03-12 
4110.0,4.81,2023-03-12 
4079.0,2.25,2023-03-12 
4111.0,2.56,2023-03-12 
4112.0,2.65,2023-03-12 
2869.0,3.8,2023-03-12 
3453.0,6.7,2023-03-12 
2867.0,2.95,2023-03-12 
3451.0,5.6,2023-03-12 
2868.0,4.15,2023-03-12 
3454.0,7.45,2023-03-12 
2870.0,3.7,2023-03-12 
3452.0,7.0,2023-03-12 
2871.0,4.75,2023-03-12 
23632.0,6.3,2023-03-12 
2807.0,7.19,2023-03-12 
3754.0,7.4,2023-03-12 
2834.0,7.11,2023-03-12 
3758.0,14.76,2023-03-12 
2632.0,3.75,2023-03-12 
2900.0,7.5,2023-03-12 
3756.0,8.76,2023-03-12 
3755.0,8.76,2023-03-12 
3737.0,5.95,2023-03-12 
2808.0,13.7,2023-03-12 
2861.0,5.52,2023-03-12 
4448.0,8.14,2023-03-12 
2155.0,10.45,2023-03-12 
3743.0,5.45,2023-03-12 
3738.0,6.5,2023-03-12 
3751.0,5.2,2023-03-12 
63323.0,2.7,2023-03-12 
63322.0,3.8,2023-03-12 
13496.0,1.9,2023-03-12 
63007.0,3.2,2023-03-12 
2842.0,3.16,2023-03-12 
2137.0,1.95,2023-03-12 
2169.0,1.95,2023-03-12 
2715.0,3.27,2023-03-12 
21119.0,2.62,2023-03-12 
2833.0,4.94,2023-03-12 
2831.0,4.52,2023-03-12 
21227.0,2.83,2023-03-12 
2839.0,4.34,2023-03-12 
4152.0,4.2,2023-03-12 
2834.0,7.11,2023-03-12 
2832.0,3.33,2023-03-12 
23308.0,2.68,2023-03-12 
2837.0,4.26,2023-03-12 
1564.0,3.99,2023-03-12 
4156.0,4.35,2023-03-12 
3440.0,3.75,2023-03-12 
2836.0,5.02,2023-03-12 
23306.0,3.51,2023-03-12 
21168.0,3.74,2023-03-12 
2840.0,3.6,2023-03-12 
2970.0,4.35,2023-03-12 
21234.0,2.5,2023-03-12 
3443.0,3.81,2023-03-12 
23305.0,2.77,2023-03-12 
1886.0,4.82,2023-03-12 
23271.0,3.5,2023-03-12 
2179.0,3.4,2023-03-12 
2185.0,3.9,2023-03-12 
3455.0,4.25,2023-03-12 
5245.0,3.47,2023-03-12 
3456.0,3.98,2023-03-12 
21235.0,2.96,2023-03-12 
23309.0,3.5,2023-03-12 
21257.0,4.55,2023-03-12 
21243.0,4.3,2023-03-12 
21272.0,3.84,2023-03-12 
23270.0,3.5,2023-03-12 
9264.0,2.6,2023-03-12 
9333.0,1.95,2023-03-12 
9377.0,2.15,2023-03-12 
23527.0,2.4,2023-03-12 
22966.0,1.5,2023-03-12 
9592.0,2.1,2023-03-12 
9210.0,3.0,2023-03-12 
60716.0,3.0,2023-03-12 
9508.0,1.75,2023-03-12 
9216.0,2.59,2023-03-12 
9547.0,2.25,2023-03-12 
60875.0,2.5,2023-03-12 
9222.0,1.0,2023-03-12 
9284.0,3.25,2023-03-12 
9355.0,2.1,2023-03-12 
9275.0,2.8,2023-03-12 
9488.0,2.1,2023-03-12 
9571.0,1.8,2023-03-12 
