product_code,category,subcategory,pr_23,pr_24
11049,"Cacao, café e infusiones","Café soluble y otras bebidas",0.95,1
11136,"Cacao, café e infusiones","Café soluble y otras bebidas",6.65,6.65
11111,"Cacao, café e infusiones","Café soluble y otras bebidas",4.3,4.3
22164,"Cacao, café e infusiones","Café soluble y otras bebidas",3,3.2
22719,"Cacao, café e infusiones","Café soluble y otras bebidas",1.85,1.95
11051,"Cacao, café e infusiones","Café soluble y otras bebidas",1.05,1.1
11101,"Cacao, café e infusiones","Café soluble y otras bebidas",6.65,6.65
11104,"Cacao, café e infusiones","Café soluble y otras bebidas",4.3,4.3
11123,"Cacao, café e infusiones","Café soluble y otras bebidas",2.6,2.5
23406,"Cacao, café e infusiones","Café soluble y otras bebidas",2.7,2.65
67660,"Cacao, café e infusiones","Café soluble y otras bebidas",2.95,2.9
11134,"Cacao, café e infusiones","Café soluble y otras bebidas",2.75,2.65
11115,"Cacao, café e infusiones","Café soluble y otras bebidas",3.15,3.15
23407,"Cacao, café e infusiones","Café soluble y otras bebidas",3.2,3.1
10666,"Cacao, café e infusiones","Café soluble y otras bebidas",0.85,0.8
10642,"Cacao, café e infusiones","Café soluble y otras bebidas",0.95,0.95
10644,"Cacao, café e infusiones","Café soluble y otras bebidas",0.85,0.8
10672,"Cacao, café e infusiones","Café soluble y otras bebidas",0.85,0.85
10449,"Cacao, café e infusiones","Café soluble y otras bebidas",1.1,1.1
10449,"Cacao, café e infusiones","Café soluble y otras bebidas",1.1,1.1
11187,"Cacao, café e infusiones","Café soluble y otras bebidas",2.05,2.1
60515,"Cacao, café e infusiones","Café soluble y otras bebidas",1.95,1.95
13651,"Cacao, café e infusiones","Té e infusiones",0.8,0.75
11054,"Cacao, café e infusiones","Té e infusiones",1.15,1.15
11433,"Cacao, café e infusiones","Té e infusiones",1.4,1.4
13657,"Cacao, café e infusiones","Té e infusiones",1.35,1.2
11440,"Cacao, café e infusiones","Té e infusiones",3.2,3.2
11175,"Cacao, café e infusiones","Té e infusiones",1.35,1.35
13395,"Cacao, café e infusiones","Té e infusiones",0.65,0.65
11447,"Cacao, café e infusiones","Té e infusiones",1.25,1.2
11430,"Cacao, café e infusiones","Té e infusiones",0.85,0.85
11408,"Cacao, café e infusiones","Té e infusiones",1.1,1.05
11470,"Cacao, café e infusiones","Té e infusiones",1.35,1.2
11453,"Cacao, café e infusiones","Té e infusiones",1.05,1.05
11427,"Cacao, café e infusiones","Té e infusiones",1.1,1.05
13652,"Cacao, café e infusiones","Té e infusiones",1.15,1.15
11426,"Cacao, café e infusiones","Té e infusiones",1.25,1.2
15726,"Cacao, café e infusiones","Té e infusiones",1.1,1.1
11415,"Cacao, café e infusiones","Té e infusiones",1.4,1.4
11326,"Cacao, café e infusiones","Té e infusiones",2.8,3
11400,"Cacao, café e infusiones","Té e infusiones",1.35,1.35
11454,"Cacao, café e infusiones","Té e infusiones",1.15,1.15
11061,"Cacao, café e infusiones","Té e infusiones",1.4,1.4
11438,"Cacao, café e infusiones","Té e infusiones",1.4,1.4
11443,"Cacao, café e infusiones","Té e infusiones",1.25,1.2
11468,"Cacao, café e infusiones","Té e infusiones",1.2,1.2
3497,Carne,Arreglos,5.6,5.4
58307,"Charcutería y quesos","Jamón serrano",0.87,1.16
58307,"Charcutería y quesos","Jamón serrano",0.87,1.16
58307,Carne,Arreglos,0.87,1.16
58307,Carne,Arreglos,0.87,1.16
3496,Carne,Arreglos,1.05,1.05
2692,Carne,Arreglos,3.84,3.84
53011,Carne,Arreglos,2.65,2.65
2689,Carne,Arreglos,0.77,0.77
2851,Carne,Cerdo,2.6,3.1
2851,Carne,Cerdo,2.6,3.1
2851,Carne,Arreglos,2.6,3.1
2851,Carne,Arreglos,2.6,3.1
3499,Carne,Arreglos,2.49,2.88
59154,Carne,Arreglos,2.65,2.78
1892,Carne,Arreglos,1.49,1.49
1423,Carne,Arreglos,2.35,2.35
3739,Carne,Arreglos,6.25,6.25
3795,Carne,Arreglos,2.21,2.21
2794,Carne,"Aves y pollo",4.97,4.92
4524,Carne,"Aves y pollo",5.81,5.53
4523,Carne,"Aves y pollo",5.72,5.4
2792,Carne,"Aves y pollo",4.74,4.44
25926,Carne,"Aves y pollo",4.92,4.74
2837,Carne,"Empanados y elaborados",4.26,4.14
2837,Carne,"Empanados y elaborados",4.26,4.14
2837,Carne,"Aves y pollo",4.26,4.14
2837,Carne,"Aves y pollo",4.26,4.14
4156,Carne,"Empanados y elaborados",4.35,4.35
4156,Carne,"Empanados y elaborados",4.35,4.35
4156,Carne,"Aves y pollo",4.35,4.35
4156,Carne,"Aves y pollo",4.35,4.35
2836,Carne,"Empanados y elaborados",5.02,4.92
2836,Carne,"Empanados y elaborados",5.02,4.92
2836,Carne,"Aves y pollo",5.02,4.92
2836,Carne,"Aves y pollo",5.02,4.92
3443,Carne,"Empanados y elaborados",3.81,3.81
3443,Carne,"Empanados y elaborados",3.81,3.81
3443,Carne,"Aves y pollo",3.81,3.81
3443,Carne,"Aves y pollo",3.81,3.81
4109,Carne,"Aves y pollo",4.1,3.95
3508,Carne,"Aves y pollo",3.87,3.87
35396,Carne,"Aves y pollo",7.95,9.45
2796,Carne,"Aves y pollo",4.16,4.16
25629,Carne,"Aves y pollo",9.5,9.12
4384,Carne,"Aves y pollo",3.38,3.39
3400,Carne,"Aves y pollo",4.5,4.28
2787,Carne,"Aves y pollo",5.1,4.81
2789,Carne,"Aves y pollo",4.04,3.96
2786,Carne,"Aves y pollo",4.2,4.13
3682,Carne,"Aves y pollo",6.95,6.95
3680,Carne,"Aves y pollo",5.12,4.88
3727,Carne,"Aves y pollo",2.88,2.72
2788,Carne,"Aves y pollo",2.88,2.88
3724,Carne,"Aves y pollo",3.58,3.48
2779,Carne,"Aves y pollo",3.86,3.6
2778,Carne,"Aves y pollo",4.13,3.59
2785,Carne,"Aves y pollo",3.91,3.23
2853,Carne,"Aves y pollo",1.5,1.5
21227,Carne,"Empanados y elaborados",2.83,2.83
21227,Carne,"Empanados y elaborados",2.83,2.83
21227,Carne,"Aves y pollo",2.83,2.83
21227,Carne,"Aves y pollo",2.83,2.83
2791,Carne,"Aves y pollo",4.59,4.59
2137,Carne,"Empanados y elaborados",1.95,2
2137,Carne,"Empanados y elaborados",1.95,2
2137,Carne,"Aves y pollo",1.95,2
2137,Carne,"Aves y pollo",1.95,2
2833,Carne,"Empanados y elaborados",4.94,4.81
2833,Carne,"Empanados y elaborados",4.94,4.81
2833,Carne,"Aves y pollo",4.94,4.81
2833,Carne,"Aves y pollo",4.94,4.81
2781,Carne,"Aves y pollo",6.17,6.17
2857,Carne,"Aves y pollo",1.73,1.73
2783,Carne,"Aves y pollo",4.41,4.41
2831,Carne,"Empanados y elaborados",4.52,4.52
2831,Carne,"Empanados y elaborados",4.52,4.52
2831,Carne,"Aves y pollo",4.52,4.52
2831,Carne,"Aves y pollo",4.52,4.52
2777,Carne,"Aves y pollo",4.32,4.01
2832,Carne,"Empanados y elaborados",3.33,3.2
2832,Carne,"Empanados y elaborados",3.33,3.2
2832,Carne,"Aves y pollo",3.33,3.2
2832,Carne,"Aves y pollo",3.33,3.2
4284,Carne,"Aves y pollo",3.99,3.99
2784,Carne,"Aves y pollo",4.36,4.36
2970,Carne,"Empanados y elaborados",4.35,4.35
2970,Carne,"Empanados y elaborados",4.35,4.35
2970,Carne,"Aves y pollo",4.35,4.35
2970,Carne,"Aves y pollo",4.35,4.35
2855,Carne,"Aves y pollo",2.33,2.33
25461,Carne,"Aves y pollo",5.29,5.29
2782,Carne,"Aves y pollo",8.14,8.14
10000,Carne,"Aves y pollo",5.41,5.41
25460,Carne,"Aves y pollo",4.87,4.87
3791,Carne,"Aves y pollo",4.35,4.35
2856,Carne,"Aves y pollo",1.57,1.57
25243,Carne,"Aves y pollo",2.83,1.82
2795,Carne,"Aves y pollo",7.36,7.36
25258,Carne,"Aves y pollo",4.58,4.58
25208,Carne,"Aves y pollo",4.98,4.98
3653,Carne,"Aves y pollo",4.46,4.46
3456,Carne,"Empanados y elaborados",3.98,3.98
3456,Carne,"Empanados y elaborados",3.98,3.98
3456,Carne,"Aves y pollo",3.98,3.98
3456,Carne,"Aves y pollo",3.98,3.98
2830,Carne,"Aves y pollo",5.53,5.53
21257,Carne,"Empanados y elaborados",4.55,4.55
21257,Carne,"Empanados y elaborados",4.55,4.55
21257,Carne,"Aves y pollo",4.55,4.55
21257,Carne,"Aves y pollo",4.55,4.55
21235,Carne,"Empanados y elaborados",2.96,2.92
21235,Carne,"Empanados y elaborados",2.96,2.92
21235,Carne,"Aves y pollo",2.96,2.92
21235,Carne,"Aves y pollo",2.96,2.92
25183,Congelados,Carne,3.3,3.1
25183,Congelados,Carne,3.3,3.1
25183,Carne,"Carne congelada",3.3,3.1
25183,Carne,"Carne congelada",3.3,3.1
25184,Congelados,Carne,3.65,3.4
25184,Congelados,Carne,3.65,3.4
25184,Carne,"Carne congelada",3.65,3.4
25184,Carne,"Carne congelada",3.65,3.4
4176,Congelados,Carne,3.11,3.11
4176,Congelados,Carne,3.11,3.11
4176,Carne,"Carne congelada",3.11,3.11
4176,Carne,"Carne congelada",3.11,3.11
25353,Congelados,Carne,2.76,2.76
25353,Congelados,Carne,2.76,2.76
25353,Carne,"Carne congelada",2.76,2.76
25353,Carne,"Carne congelada",2.76,2.76
25182,Congelados,Carne,5.8,5.8
25182,Congelados,Carne,5.8,5.8
25182,Carne,"Carne congelada",5.8,5.8
25182,Carne,"Carne congelada",5.8,5.8
2228,Congelados,Carne,6.04,6.24
2228,Congelados,Carne,6.04,6.24
2228,Carne,"Carne congelada",6.04,6.24
2228,Carne,"Carne congelada",6.04,6.24
4022,Congelados,Carne,19.08,17.4
4022,Congelados,Carne,19.08,17.4
4022,Carne,"Carne congelada",19.08,17.4
4022,Carne,"Carne congelada",19.08,17.4
5034,Congelados,Carne,11.14,11.14
5034,Congelados,Carne,11.14,11.14
5034,Carne,"Carne congelada",11.14,11.14
5034,Carne,"Carne congelada",11.14,11.14
4599,Congelados,Carne,10.55,8.48
4599,Congelados,Carne,10.55,8.48
4599,Carne,"Carne congelada",10.55,8.48
4599,Carne,"Carne congelada",10.55,8.48
4425,Carne,"Carne congelada",4.37,5.75
2811,Carne,Cerdo,3.97,4.08
2714,Carne,Cerdo,2.68,2.84
3395,Carne,Cerdo,5.94,6.29
2810,Carne,Cerdo,5.48,6.55
1564,Carne,"Empanados y elaborados",3.99,4.11
1564,Carne,"Empanados y elaborados",3.99,4.11
1564,Carne,Cerdo,3.99,4.11
1564,Carne,Cerdo,3.99,4.11
23305,Carne,"Empanados y elaborados",2.77,2.77
23305,Carne,"Empanados y elaborados",2.77,2.77
23305,Carne,Cerdo,2.77,2.77
23305,Carne,Cerdo,2.77,2.77
35286,Carne,Cerdo,6.3,5.4
2815,Carne,Cerdo,3.45,3.45
2851,Carne,Cerdo,2.6,3.1
2851,Carne,Cerdo,2.6,3.1
2851,Carne,Arreglos,2.6,3.1
2851,Carne,Arreglos,2.6,3.1
2813,Carne,Cerdo,3.22,3.22
2715,Carne,"Empanados y elaborados",3.27,3.38
2715,Carne,"Empanados y elaborados",3.27,3.38
2715,Carne,Cerdo,3.27,3.38
2715,Carne,Cerdo,3.27,3.38
2817,Carne,Cerdo,3.47,3.69
2169,Carne,"Empanados y elaborados",1.95,2
2169,Carne,"Empanados y elaborados",1.95,2
2169,Carne,Cerdo,1.95,2
2169,Carne,Cerdo,1.95,2
2685,Carne,Cerdo,2.56,2.56
2812,Carne,Cerdo,2.34,2.34
53130,Carne,Cerdo,2.05,2.3
53130,Carne,Cerdo,2.05,2.3
23308,Carne,"Empanados y elaborados",2.68,2.68
23308,Carne,"Empanados y elaborados",2.68,2.68
23308,Carne,Cerdo,2.68,2.68
23308,Carne,Cerdo,2.68,2.68
2684,Carne,Cerdo,2.5,2.5
2859,Carne,Cerdo,2.41,2.41
3440,Carne,"Empanados y elaborados",3.75,3.88
3440,Carne,"Empanados y elaborados",3.75,3.88
3440,Carne,Cerdo,3.75,3.88
3440,Carne,Cerdo,3.75,3.88
3553,Carne,Cerdo,2.19,2.19
4915,Carne,Cerdo,6.82,6.82
1886,Carne,"Empanados y elaborados",4.82,4.82
1886,Carne,"Empanados y elaborados",4.82,4.82
1886,Carne,Cerdo,4.82,4.82
1886,Carne,Cerdo,4.82,4.82
4919,Carne,Cerdo,5.93,5.93
2858,Carne,Cerdo,2.95,2.95
4152,Carne,"Empanados y elaborados",4.2,4.14
4152,Carne,"Empanados y elaborados",4.2,4.14
4152,Carne,Cerdo,4.2,4.14
4152,Carne,Cerdo,4.2,4.14
2839,Carne,"Empanados y elaborados",4.34,4.18
2839,Carne,"Empanados y elaborados",4.34,4.18
2839,Carne,Cerdo,4.34,4.18
2839,Carne,Cerdo,4.34,4.18
4901,Carne,Cerdo,2.9,3.1
4900,Carne,Cerdo,3.84,3.97
4918,Carne,Cerdo,6.26,6.26
4570,Carne,Cerdo,3.5,4.1
23309,Carne,"Empanados y elaborados",3.5,3.5
23309,Carne,"Empanados y elaborados",3.5,3.5
23309,Carne,Cerdo,3.5,3.5
23309,Carne,Cerdo,3.5,3.5
2570,Carne,Cerdo,3.63,3.63
3448,Carne,Cerdo,3.39,3.39
3548,Carne,Cerdo,4.86,6.37
2849,Carne,Cerdo,3.26,3.49
21272,Carne,"Empanados y elaborados",3.84,3.84
21272,Carne,"Empanados y elaborados",3.84,3.84
21272,Carne,Cerdo,3.84,3.84
21272,Carne,Cerdo,3.84,3.84
4590,Carne,Cerdo,3.92,4.23
3554,Carne,Cerdo,5.99,6.47
67599,Carne,Cerdo,8.32,8.32
25972,Carne,"Conejo y cordero",5.37,5.31
2797,Carne,"Conejo y cordero",9.95,10.21
25191,Carne,"Conejo y cordero",6.78,6.78
25192,Carne,"Conejo y cordero",4.78,4.78
25193,Carne,"Conejo y cordero",5.3,5.3
5070,Carne,"Conejo y cordero",3.38,3.38
4363,Carne,"Conejo y cordero",18.96,19.38
4366,Carne,"Conejo y cordero",13.77,17
4364,Carne,"Conejo y cordero",14.32,15.2
4362,Carne,"Conejo y cordero",9.67,11.07
4361,Carne,"Conejo y cordero",5.04,5.98
4360,Carne,"Conejo y cordero",4.49,5.33
4282,Carne,"Conejo y cordero",5.48,6.5
6040,Carne,Embutido,3.41,3.37
6043,Carne,Embutido,2.98,3.3
6041,Carne,Embutido,3.84,4.13
35049,Carne,Embutido,1.75,1.9
4117,Carne,Embutido,3.15,3.6
6048,Carne,Embutido,2.52,2.57
2864,Carne,Embutido,1.47,1.55
4114,Carne,Embutido,2.91,3
6045,Carne,Embutido,3.09,2.96
6044,Carne,Embutido,3.39,3.68
4416,Carne,Embutido,4.23,4.29
5158,Carne,Embutido,3.52,3.7
2876,Carne,Embutido,1.44,1.63
6046,Carne,Embutido,2.52,2.59
6047,Carne,Embutido,3.15,3.24
2872,Carne,"Hamburguesas y picadas",3.9,3.78
2873,Carne,"Hamburguesas y picadas",4.6,4.4
2622,Carne,"Hamburguesas y picadas",4.29,3.99
3547,Carne,"Hamburguesas y picadas",3.78,3.78
4155,Carne,"Hamburguesas y picadas",2.5,2.5
3976,Carne,"Hamburguesas y picadas",2.3,2.37
3561,Carne,"Hamburguesas y picadas",4.11,4.11
10467,Carne,"Hamburguesas y picadas",2.7,2.7
10453,Carne,"Hamburguesas y picadas",2.59,2.59
3979,Carne,"Hamburguesas y picadas",3.15,3.15
5147,Carne,"Hamburguesas y picadas",3.52,3.52
5139,Carne,"Hamburguesas y picadas",3.14,3.14
3978,Carne,"Hamburguesas y picadas",2.34,2.34
8122,Carne,"Hamburguesas y picadas",2.31,2.31
4110,Carne,"Hamburguesas y picadas",4.81,4.81
4079,Carne,"Hamburguesas y picadas",2.25,2.15
2869,Carne,"Hamburguesas y picadas",3.8,3.6
3453,Carne,"Hamburguesas y picadas",6.7,6.5
2867,Carne,"Hamburguesas y picadas",2.95,2.95
3451,Carne,"Hamburguesas y picadas",5.6,5.6
2868,Carne,"Hamburguesas y picadas",4.15,3.95
3454,Carne,"Hamburguesas y picadas",7.45,7.3
2870,Carne,"Hamburguesas y picadas",3.7,3.7
3452,Carne,"Hamburguesas y picadas",7,7
2871,Carne,"Hamburguesas y picadas",4.75,4.55
23632,Carne,"Hamburguesas y picadas",6.3,6.2
2807,Carne,Vacuno,7.19,7.38
2834,Carne,"Empanados y elaborados",7.11,7.11
2834,Carne,"Empanados y elaborados",7.11,7.11
2834,Carne,Vacuno,7.11,7.11
2834,Carne,Vacuno,7.11,7.11
2632,Carne,Vacuno,3.75,3.75
2900,Carne,Vacuno,7.5,7.5
3737,Carne,Vacuno,5.95,5.95
2861,Carne,Vacuno,5.52,5.52
2155,Carne,Vacuno,10.45,10.45
3743,Carne,Vacuno,5.45,5.45
3738,Carne,Vacuno,6.5,6.5
63323,Congelados,Rebozados,2.7,2.7
63323,Congelados,Rebozados,2.7,2.7
63323,Carne,"Empanados y elaborados",2.7,2.7
63323,Carne,"Empanados y elaborados",2.7,2.7
63322,Congelados,Rebozados,3.8,3.75
63322,Congelados,Rebozados,3.8,3.75
63322,Carne,"Empanados y elaborados",3.8,3.75
63322,Carne,"Empanados y elaborados",3.8,3.75
13496,Congelados,Rebozados,1.9,1.9
13496,Congelados,Rebozados,1.9,1.9
13496,Carne,"Empanados y elaborados",1.9,1.9
13496,Carne,"Empanados y elaborados",1.9,1.9
63007,Congelados,Rebozados,3.2,3.2
63007,Congelados,Rebozados,3.2,3.2
63007,Carne,"Empanados y elaborados",3.2,3.2
63007,Carne,"Empanados y elaborados",3.2,3.2
2137,Carne,"Empanados y elaborados",1.95,2
2137,Carne,"Empanados y elaborados",1.95,2
2137,Carne,"Aves y pollo",1.95,2
2137,Carne,"Aves y pollo",1.95,2
2169,Carne,"Empanados y elaborados",1.95,2
2169,Carne,"Empanados y elaborados",1.95,2
2169,Carne,Cerdo,1.95,2
2169,Carne,Cerdo,1.95,2
2715,Carne,"Empanados y elaborados",3.27,3.38
2715,Carne,"Empanados y elaborados",3.27,3.38
2715,Carne,Cerdo,3.27,3.38
2715,Carne,Cerdo,3.27,3.38
2833,Carne,"Empanados y elaborados",4.94,4.81
2833,Carne,"Empanados y elaborados",4.94,4.81
2833,Carne,"Aves y pollo",4.94,4.81
2833,Carne,"Aves y pollo",4.94,4.81
2831,Carne,"Empanados y elaborados",4.52,4.52
2831,Carne,"Empanados y elaborados",4.52,4.52
2831,Carne,"Aves y pollo",4.52,4.52
2831,Carne,"Aves y pollo",4.52,4.52
21227,Carne,"Empanados y elaborados",2.83,2.83
21227,Carne,"Empanados y elaborados",2.83,2.83
21227,Carne,"Aves y pollo",2.83,2.83
21227,Carne,"Aves y pollo",2.83,2.83
2839,Carne,"Empanados y elaborados",4.34,4.18
2839,Carne,"Empanados y elaborados",4.34,4.18
2839,Carne,Cerdo,4.34,4.18
2839,Carne,Cerdo,4.34,4.18
4152,Carne,"Empanados y elaborados",4.2,4.14
4152,Carne,"Empanados y elaborados",4.2,4.14
4152,Carne,Cerdo,4.2,4.14
4152,Carne,Cerdo,4.2,4.14
2834,Carne,"Empanados y elaborados",7.11,7.11
2834,Carne,"Empanados y elaborados",7.11,7.11
2834,Carne,Vacuno,7.11,7.11
2834,Carne,Vacuno,7.11,7.11
2832,Carne,"Empanados y elaborados",3.33,3.2
2832,Carne,"Empanados y elaborados",3.33,3.2
2832,Carne,"Aves y pollo",3.33,3.2
2832,Carne,"Aves y pollo",3.33,3.2
23308,Carne,"Empanados y elaborados",2.68,2.68
23308,Carne,"Empanados y elaborados",2.68,2.68
23308,Carne,Cerdo,2.68,2.68
23308,Carne,Cerdo,2.68,2.68
2837,Carne,"Empanados y elaborados",4.26,4.14
2837,Carne,"Empanados y elaborados",4.26,4.14
2837,Carne,"Aves y pollo",4.26,4.14
2837,Carne,"Aves y pollo",4.26,4.14
1564,Carne,"Empanados y elaborados",3.99,4.11
1564,Carne,"Empanados y elaborados",3.99,4.11
1564,Carne,Cerdo,3.99,4.11
1564,Carne,Cerdo,3.99,4.11
4156,Carne,"Empanados y elaborados",4.35,4.35
4156,Carne,"Empanados y elaborados",4.35,4.35
4156,Carne,"Aves y pollo",4.35,4.35
4156,Carne,"Aves y pollo",4.35,4.35
3440,Carne,"Empanados y elaborados",3.75,3.88
3440,Carne,"Empanados y elaborados",3.75,3.88
3440,Carne,Cerdo,3.75,3.88
3440,Carne,Cerdo,3.75,3.88
2836,Carne,"Empanados y elaborados",5.02,4.92
2836,Carne,"Empanados y elaborados",5.02,4.92
2836,Carne,"Aves y pollo",5.02,4.92
2836,Carne,"Aves y pollo",5.02,4.92
23306,Carne,"Empanados y elaborados",3.51,3.51
2970,Carne,"Empanados y elaborados",4.35,4.35
2970,Carne,"Empanados y elaborados",4.35,4.35
2970,Carne,"Aves y pollo",4.35,4.35
2970,Carne,"Aves y pollo",4.35,4.35
3443,Carne,"Empanados y elaborados",3.81,3.81
3443,Carne,"Empanados y elaborados",3.81,3.81
3443,Carne,"Aves y pollo",3.81,3.81
3443,Carne,"Aves y pollo",3.81,3.81
23305,Carne,"Empanados y elaborados",2.77,2.77
23305,Carne,"Empanados y elaborados",2.77,2.77
23305,Carne,Cerdo,2.77,2.77
23305,Carne,Cerdo,2.77,2.77
1886,Carne,"Empanados y elaborados",4.82,4.82
1886,Carne,"Empanados y elaborados",4.82,4.82
1886,Carne,Cerdo,4.82,4.82
1886,Carne,Cerdo,4.82,4.82
2179,Carne,"Empanados y elaborados",3.4,3.75
2185,Carne,"Empanados y elaborados",3.9,4.25
3455,Carne,"Empanados y elaborados",4.25,4.1
3456,Carne,"Empanados y elaborados",3.98,3.98
3456,Carne,"Empanados y elaborados",3.98,3.98
3456,Carne,"Aves y pollo",3.98,3.98
3456,Carne,"Aves y pollo",3.98,3.98
21235,Carne,"Empanados y elaborados",2.96,2.92
21235,Carne,"Empanados y elaborados",2.96,2.92
21235,Carne,"Aves y pollo",2.96,2.92
21235,Carne,"Aves y pollo",2.96,2.92
23309,Carne,"Empanados y elaborados",3.5,3.5
23309,Carne,"Empanados y elaborados",3.5,3.5
23309,Carne,Cerdo,3.5,3.5
23309,Carne,Cerdo,3.5,3.5
21257,Carne,"Empanados y elaborados",4.55,4.55
21257,Carne,"Empanados y elaborados",4.55,4.55
21257,Carne,"Aves y pollo",4.55,4.55
21257,Carne,"Aves y pollo",4.55,4.55
21272,Carne,"Empanados y elaborados",3.84,3.84
21272,Carne,"Empanados y elaborados",3.84,3.84
21272,Carne,Cerdo,3.84,3.84
21272,Carne,Cerdo,3.84,3.84
9264,"Cereales y galletas",Cereales,2.6,2.6
9333,"Cereales y galletas",Cereales,1.95,1.95
9377,"Cereales y galletas",Cereales,2.15,2.15
22966,"Cereales y galletas",Cereales,1.5,1.5
9592,"Cereales y galletas",Cereales,2.1,2.1
9210,"Cereales y galletas",Cereales,3,3
9508,"Cereales y galletas",Cereales,1.75,1.8
9216,"Cereales y galletas",Cereales,2.59,2.59
9547,"Cereales y galletas",Cereales,2.25,2.25
9222,"Cereales y galletas",Cereales,1,0.95
9355,"Cereales y galletas",Cereales,2.1,2.1
9488,"Cereales y galletas",Cereales,2.1,2.05
9571,"Cereales y galletas",Cereales,1.8,1.75
9257,"Cereales y galletas",Cereales,3.95,3.95
9357,"Cereales y galletas",Cereales,2,2.1
9487,"Cereales y galletas",Cereales,2.4,2.35
9356,"Cereales y galletas",Cereales,2,2.1
9394,"Cereales y galletas",Cereales,3,3.5
16808,"Cereales y galletas",Cereales,1.65,1.65
9474,"Cereales y galletas",Cereales,2.4,2.4
60236,"Cereales y galletas",Cereales,1.8,1.8
9491,"Cereales y galletas",Cereales,2.35,2.3
9492,"Cereales y galletas",Cereales,1.95,1.95
29340,"Cereales y galletas",Cereales,1.35,1.35
9536,"Cereales y galletas",Cereales,2.3,2.25
9532,"Cereales y galletas",Cereales,2.7,2.4
15611,"Cereales y galletas",Cereales,2.05,2
9350,"Cereales y galletas",Cereales,1.45,1.4
73249,"Cereales y galletas",Cereales,1.2,1.3
9349,"Cereales y galletas",Cereales,1.3,1.4
86259,"Cereales y galletas",Cereales,3.1,3.1
86259,"Cereales y galletas",Cereales,3.1,3.1
9445,"Cereales y galletas",Cereales,3.15,3.15
9445,"Cereales y galletas",Cereales,3.15,3.15
23670,"Cereales y galletas",Cereales,4.9,4.9
23670,"Cereales y galletas",Cereales,4.9,4.9
14132,"Cereales y galletas",Galletas,1.7,1.6
22688,"Cereales y galletas",Galletas,2.15,2.15
14087,"Cereales y galletas",Galletas,3,3
14080,"Cereales y galletas",Galletas,1.8,1.7
14197,"Cereales y galletas",Galletas,1.6,1.5
13502,"Cereales y galletas",Galletas,1.55,1.55
14010,"Cereales y galletas",Galletas,2.95,3.3
14235,"Cereales y galletas",Galletas,1.55,1.55
14423,"Cereales y galletas",Galletas,2.2,2.2
14102,"Cereales y galletas",Galletas,1.7,1.6
14430,"Cereales y galletas",Galletas,1.7,1.7
14214,"Cereales y galletas",Galletas,1.8,1.8
14213,"Cereales y galletas",Galletas,1.2,1.15
14200,"Cereales y galletas",Galletas,1.45,1.45
14198,"Cereales y galletas",Galletas,1.3,1.25
14242,"Cereales y galletas",Galletas,1.3,1.25
14113,"Cereales y galletas",Galletas,1.7,1.7
14006,"Cereales y galletas",Galletas,1.7,1.65
14210,"Cereales y galletas",Galletas,1.85,1.85
14212,"Cereales y galletas",Galletas,1,1.2
14157,"Cereales y galletas",Galletas,1.3,1.2
14030,"Cereales y galletas",Galletas,1.9,1.95
14159,"Cereales y galletas",Galletas,2.1,2.05
14131,"Cereales y galletas",Galletas,1.05,1.05
13811,"Cereales y galletas",Galletas,1.45,1.75
14085,"Cereales y galletas",Galletas,1.5,1.35
15597,"Cereales y galletas",Galletas,1.65,1.6
14639,"Cereales y galletas",Galletas,1.2,1.25
14133,"Cereales y galletas",Galletas,1.15,1.25
14161,"Cereales y galletas",Galletas,1.3,1.3
14038,"Cereales y galletas",Galletas,2.25,2.3
14153,"Cereales y galletas",Galletas,1.4,1.35
15844,"Cereales y galletas",Galletas,1.45,1.4
14576,"Cereales y galletas",Galletas,1,1
14135,"Cereales y galletas",Galletas,1,1
14151,"Cereales y galletas",Galletas,1.25,1.25
14136,"Cereales y galletas",Galletas,1.15,1.1
14637,"Cereales y galletas",Galletas,1.95,1.95
14641,"Cereales y galletas",Galletas,1.2,1.25
14203,"Cereales y galletas",Galletas,1,1.1
14173,"Cereales y galletas",Galletas,1.15,1.1
14241,"Cereales y galletas",Galletas,1.5,1.5
13600,"Cereales y galletas",Galletas,1.75,1.55
14555,Congelados,Helados,2,2.1
14555,Congelados,Helados,2,2.1
14555,"Cereales y galletas",Galletas,2,2.1
14555,"Cereales y galletas",Galletas,2,2.1
13656,"Cereales y galletas",Galletas,1.55,1.65
23064,"Cereales y galletas",Galletas,2.45,2.4
14140,"Cereales y galletas",Galletas,1.5,1.5
14577,"Cereales y galletas",Galletas,1.05,1.05
14711,"Cereales y galletas",Galletas,2,2
13790,"Cereales y galletas",Galletas,2.85,2.85
14581,"Cereales y galletas",Galletas,1.6,1.6
14587,"Cereales y galletas",Galletas,2.3,2.3
14645,"Cereales y galletas",Galletas,2.8,2.45
15953,Congelados,Helados,0.7,0.7
15953,Congelados,Helados,0.7,0.7
15953,"Cereales y galletas",Galletas,0.7,0.7
15953,"Cereales y galletas",Galletas,0.7,0.7
36205,Congelados,Helados,1.95,2
36205,Congelados,Helados,1.95,2
36205,"Cereales y galletas",Galletas,1.95,2
36205,"Cereales y galletas",Galletas,1.95,2
14158,"Cereales y galletas",Tortitas,1.1,1.1
14015,"Cereales y galletas",Tortitas,1.6,1.65
14141,"Cereales y galletas",Tortitas,1.6,1.65
