product_code,category,subcategory,pr_23,pr_24
62131,Congelados,Pescado,3.5,4.5
24350,Congelados,Pescado,4.18,3.58
24350,Congelados,Pescado,4.18,3.58
62121,Congelados,Pescado,4.2,5
62121,Congelados,Pescado,4.2,5
62499,Congelados,Pescado,2.3,2.3
62499,Congelados,Pescado,2.3,2.3
24025,Congelados,Pescado,7.4,7.4
24025,Congelados,Pescado,7.4,7.4
24383,Congelados,Pescado,2.68,3.13
24383,Congelados,Pescado,2.68,3.13
62103,Congelados,Pescado,4.1,4.6
62103,Congelados,Pescado,4.1,4.6
62176,Congelados,Pescado,5,5
62176,Congelados,Pescado,5,5
24340,Congelados,Pescado,7.98,8.48
24340,Congelados,Pescado,7.98,8.48
62179,Congelados,Pescado,8.95,9.9
62179,Congelados,Pescado,8.95,9.9
24344,Congelados,Pescado,3.1,3.6
24344,Congelados,Pescado,3.1,3.6
24324,Congelados,Pescado,4.34,4.86
24324,Congelados,Pescado,4.34,4.86
24511,Congelados,Pescado,6.35,6.5
24511,Congelados,Pescado,6.35,6.5
24023,Congelados,Pescado,3.85,3.85
24023,Congelados,Pescado,3.85,3.85
62000,Congelados,Pescado,6.25,6.25
62000,Congelados,Pescado,6.25,6.25
24357,Congelados,Pescado,4.24,4.19
24357,Congelados,Pescado,4.24,4.19
63238,Congelados,Rebozados,2.45,2.95
63238,Congelados,Rebozados,2.45,2.95
63140,Congelados,Rebozados,4.2,4.2
63140,Congelados,Rebozados,4.2,4.2
63407,Congelados,Rebozados,1.8,1.9
63407,Congelados,Rebozados,1.8,1.9
63151,Congelados,Rebozados,2.75,2.75
63151,Congelados,Rebozados,2.75,2.75
63159,Congelados,Rebozados,3.6,3.6
63159,Congelados,Rebozados,3.6,3.6
63144,Congelados,Rebozados,3.35,3.3
63144,Congelados,Rebozados,3.35,3.3
63114,Congelados,Rebozados,3.5,3.75
63114,Congelados,Rebozados,3.5,3.75
63161,Congelados,Rebozados,3.75,3.65
63161,Congelados,Rebozados,3.75,3.65
63163,Congelados,Rebozados,4.3,4.3
63163,Congelados,Rebozados,4.3,4.3
60954,Congelados,Pescado,2.7,2.45
60954,Congelados,Pescado,2.7,2.45
24203,Congelados,Pescado,1.21,1.29
24203,Congelados,Pescado,1.21,1.29
24200,Congelados,Pescado,5.98,5.98
24200,Congelados,Pescado,5.98,5.98
24274,Congelados,Pescado,4.05,4.05
24274,Congelados,Pescado,4.05,4.05
24242,Congelados,Pescado,5.1,5.1
24242,Congelados,Pescado,5.1,5.1
24234,Congelados,Pescado,5.65,6.05
24234,Congelados,Pescado,5.65,6.05
24206,Congelados,Pescado,4,4
24206,Congelados,Pescado,4,4
24341,Congelados,Pescado,4.35,4.45
24341,Congelados,Pescado,4.35,4.45
24256,Congelados,Pescado,2.05,2.05
24256,Congelados,Pescado,2.05,2.05
24249,Congelados,Pescado,4.95,5.15
24249,Congelados,Pescado,4.95,5.15
24208,Congelados,Pescado,17.95,17.95
24208,Congelados,Pescado,17.95,17.95
24291,Congelados,Pescado,4.5,4.7
24291,Congelados,Pescado,4.5,4.7
24417,Congelados,Pescado,3.19,3.19
24417,Congelados,Pescado,3.19,3.19
12531,"Azúcar, caramelos y chocolate",Chocolate,1.15,1.45
12531,"Azúcar, caramelos y chocolate",Chocolate,1.15,1.45
12544,"Azúcar, caramelos y chocolate",Chocolate,1.75,2
12544,"Azúcar, caramelos y chocolate",Chocolate,1.75,2
12543,"Azúcar, caramelos y chocolate",Chocolate,1.5,1.6
12543,"Azúcar, caramelos y chocolate",Chocolate,1.5,1.6
12530,"Azúcar, caramelos y chocolate",Chocolate,1.8,2.25
12530,"Azúcar, caramelos y chocolate",Chocolate,1.8,2.25
12533,"Azúcar, caramelos y chocolate",Chocolate,1.5,1.6
12533,"Azúcar, caramelos y chocolate",Chocolate,1.5,1.6
87677,Congelados,"Tartas y churros",11,11
87677,Congelados,"Tartas y churros",11,11
87607,Congelados,"Tartas y churros",9.5,9.5
87607,Congelados,"Tartas y churros",9.5,9.5
87599,Congelados,"Tartas y churros",9,8.9
87599,Congelados,"Tartas y churros",9,8.9
87601,Congelados,"Tartas y churros",7.5,7.5
87601,Congelados,"Tartas y churros",7.5,7.5
87603,Congelados,"Tartas y churros",9.5,9.5
87603,Congelados,"Tartas y churros",9.5,9.5
87692,Congelados,"Tartas y churros",8.5,8.3
87692,Congelados,"Tartas y churros",8.5,8.3
87598,Congelados,"Tartas y churros",12,12
87598,Congelados,"Tartas y churros",12,12
87602,Congelados,"Tartas y churros",13.9,13.9
87602,Congelados,"Tartas y churros",13.9,13.9
87604,Congelados,"Tartas y churros",11,11
87604,Congelados,"Tartas y churros",11,11
87616,Congelados,"Tartas y churros",7.5,7.5
87616,Congelados,"Tartas y churros",7.5,7.5
22551,Congelados,"Tartas y churros",9,9
22551,Congelados,"Tartas y churros",9,9
67978,Congelados,"Tartas y churros",9.5,9.5
67978,Congelados,"Tartas y churros",9.5,9.5
87683,Congelados,"Tartas y churros",8.5,8.5
87683,Congelados,"Tartas y churros",8.5,8.5
86226,Congelados,"Tartas y churros",13.8,13.8
86226,Congelados,"Tartas y churros",13.8,13.8
32227,"Azúcar, caramelos y chocolate",Chocolate,1.45,1.45
32227,"Azúcar, caramelos y chocolate",Chocolate,1.45,1.45
63597,Congelados,Pizzas,2.55,2.4
63597,Congelados,Pizzas,2.55,2.4
63559,Congelados,Pizzas,2.6,2.6
63559,Congelados,Pizzas,2.6,2.6
22648,Congelados,Pizzas,3.7,3.5
22648,Congelados,Pizzas,3.7,3.5
63340,Congelados,Pizzas,2.6,2.5
63340,Congelados,Pizzas,2.6,2.5
63501,Congelados,Pizzas,2.6,2.6
63501,Congelados,Pizzas,2.6,2.6
63339,Congelados,Pizzas,2.6,2.5
63339,Congelados,Pizzas,2.6,2.5
63623,Congelados,Pizzas,3.1,3.1
63623,Congelados,Pizzas,3.1,3.1
22649,Congelados,Pizzas,2.6,2.5
22649,Congelados,Pizzas,2.6,2.5
63648,Congelados,Pizzas,1.9,1.9
63648,Congelados,Pizzas,1.9,1.9
63606,Congelados,Pizzas,4,4
63606,Congelados,Pizzas,4,4
22280,"Arroz, legumbres y pasta",Arroz,1.2,1.2
22280,"Arroz, legumbres y pasta",Arroz,1.2,1.2
22281,"Arroz, legumbres y pasta",Arroz,1.15,1.15
22281,"Arroz, legumbres y pasta",Arroz,1.15,1.15
22278,"Arroz, legumbres y pasta",Arroz,1.5,1.5
22278,"Arroz, legumbres y pasta",Arroz,1.5,1.5
22279,"Arroz, legumbres y pasta",Arroz,1.15,1.15
22279,"Arroz, legumbres y pasta",Arroz,1.15,1.15
8648,"Arroz, legumbres y pasta","Pasta y fideos",1.95,1.95
8648,"Arroz, legumbres y pasta","Pasta y fideos",1.95,1.95
8645,"Arroz, legumbres y pasta","Pasta y fideos",3.95,3.95
8645,"Arroz, legumbres y pasta","Pasta y fideos",3.95,3.95
8618,"Arroz, legumbres y pasta","Pasta y fideos",1.55,1.55
8618,"Arroz, legumbres y pasta","Pasta y fideos",1.55,1.55
8727,"Arroz, legumbres y pasta","Pasta y fideos",1.3,1.3
8727,"Arroz, legumbres y pasta","Pasta y fideos",1.3,1.3
86514,"Arroz, legumbres y pasta","Pasta y fideos",0.9,0.9
86514,"Arroz, legumbres y pasta","Pasta y fideos",0.9,0.9
8730,"Arroz, legumbres y pasta","Pasta y fideos",0.9,0.9
8730,"Arroz, legumbres y pasta","Pasta y fideos",0.9,0.9
22453,"Arroz, legumbres y pasta","Pasta y fideos",1,0.95
22453,"Arroz, legumbres y pasta","Pasta y fideos",1,0.95
22455,"Arroz, legumbres y pasta","Pasta y fideos",1,1
22455,"Arroz, legumbres y pasta","Pasta y fideos",1,1
39934,"Conservas, caldos y cremas","Gazpacho y cremas",2.15,2.2
39934,"Conservas, caldos y cremas","Gazpacho y cremas",2.15,2.2
15604,"Conservas, caldos y cremas","Gazpacho y cremas",1.7,1.8
15604,"Conservas, caldos y cremas","Gazpacho y cremas",1.7,1.8
39903,"Conservas, caldos y cremas","Gazpacho y cremas",2.5,2.7
39903,"Conservas, caldos y cremas","Gazpacho y cremas",2.5,2.7
39902,"Conservas, caldos y cremas","Gazpacho y cremas",2.15,2.3
39902,"Conservas, caldos y cremas","Gazpacho y cremas",2.15,2.3
39900,"Conservas, caldos y cremas","Gazpacho y cremas",2.85,3
39900,"Conservas, caldos y cremas","Gazpacho y cremas",2.85,3
39965,"Conservas, caldos y cremas","Gazpacho y cremas",1.05,1.2
39965,"Conservas, caldos y cremas","Gazpacho y cremas",1.05,1.2
39901,"Conservas, caldos y cremas","Gazpacho y cremas",3.15,3.3
39901,"Conservas, caldos y cremas","Gazpacho y cremas",3.15,3.3
39966,"Conservas, caldos y cremas","Gazpacho y cremas",1.15,1.3
39966,"Conservas, caldos y cremas","Gazpacho y cremas",1.15,1.3
9456,Bebé,"Alimentación infantil",2.75,3.05
9456,Bebé,"Alimentación infantil",2.75,3.05
9192,Bebé,"Alimentación infantil",2.95,2.95
9192,Bebé,"Alimentación infantil",2.95,2.95
9193,Bebé,"Alimentación infantil",2.95,2.95
9193,Bebé,"Alimentación infantil",2.95,2.95
35403,Bebé,"Alimentación infantil",3.45,3.45
35403,Bebé,"Alimentación infantil",3.45,3.45
3840,"Fruta y verdura",Fruta,3.5,3.59
3840,"Fruta y verdura",Fruta,3.5,3.59
3852,"Fruta y verdura",Fruta,1.75,1.75
3852,"Fruta y verdura",Fruta,1.75,1.75
86713,"Huevos, leche y mantequilla","Mantequilla y margarina",2.25,2.25
86713,"Huevos, leche y mantequilla","Mantequilla y margarina",2.25,2.25
28116,"Fitoterapia y parafarmacia",Fitoterapia,3.6,3.6
28116,"Fitoterapia y parafarmacia",Fitoterapia,3.6,3.6
13738,"Panadería y pastelería","Velas y decoración",2.75,2.75
22280,"Pizzas y platos preparados","Platos preparados calientes",1.2,1.2
22280,"Pizzas y platos preparados","Platos preparados calientes",1.2,1.2
22281,"Pizzas y platos preparados","Platos preparados calientes",1.15,1.15
22281,"Pizzas y platos preparados","Platos preparados calientes",1.15,1.15
22278,"Pizzas y platos preparados","Platos preparados calientes",1.5,1.5
22278,"Pizzas y platos preparados","Platos preparados calientes",1.5,1.5
22279,"Pizzas y platos preparados","Platos preparados calientes",1.15,1.15
22279,"Pizzas y platos preparados","Platos preparados calientes",1.15,1.15
8648,"Pizzas y platos preparados","Platos preparados calientes",1.95,1.95
8648,"Pizzas y platos preparados","Platos preparados calientes",1.95,1.95
8645,"Pizzas y platos preparados","Platos preparados calientes",3.95,3.95
8645,"Pizzas y platos preparados","Platos preparados calientes",3.95,3.95
8618,"Pizzas y platos preparados","Platos preparados calientes",1.55,1.55
8618,"Pizzas y platos preparados","Platos preparados calientes",1.55,1.55
86514,"Pizzas y platos preparados","Platos preparados calientes",0.9,0.9
86514,"Pizzas y platos preparados","Platos preparados calientes",0.9,0.9
8727,"Pizzas y platos preparados","Platos preparados calientes",1.3,1.3
8727,"Pizzas y platos preparados","Platos preparados calientes",1.3,1.3
8730,"Pizzas y platos preparados","Platos preparados calientes",0.9,0.9
8730,"Pizzas y platos preparados","Platos preparados calientes",0.9,0.9
22453,"Pizzas y platos preparados","Platos preparados calientes",1,0.95
22453,"Pizzas y platos preparados","Platos preparados calientes",1,0.95
22455,"Pizzas y platos preparados","Platos preparados calientes",1,1
22455,"Pizzas y platos preparados","Platos preparados calientes",1,1
12531,"Panadería y pastelería","Harina y preparado repostería",1.15,1.45
12531,"Panadería y pastelería","Harina y preparado repostería",1.15,1.45
12544,"Panadería y pastelería","Harina y preparado repostería",1.75,2
12544,"Panadería y pastelería","Harina y preparado repostería",1.75,2
12530,"Panadería y pastelería","Harina y preparado repostería",1.8,2.25
12530,"Panadería y pastelería","Harina y preparado repostería",1.8,2.25
32227,"Panadería y pastelería","Velas y decoración",1.45,1.45
32227,"Panadería y pastelería","Velas y decoración",1.45,1.45
12533,"Panadería y pastelería","Harina y preparado repostería",1.5,1.6
12533,"Panadería y pastelería","Harina y preparado repostería",1.5,1.6
12543,"Panadería y pastelería","Harina y preparado repostería",1.5,1.6
12543,"Panadería y pastelería","Harina y preparado repostería",1.5,1.6
9192,"Postres y yogures","Yogures y postres infantiles",2.95,2.95
9192,"Postres y yogures","Yogures y postres infantiles",2.95,2.95
9456,"Postres y yogures","Yogures y postres infantiles",2.75,3.05
9456,"Postres y yogures","Yogures y postres infantiles",2.75,3.05
9193,"Postres y yogures","Yogures y postres infantiles",2.95,2.95
9193,"Postres y yogures","Yogures y postres infantiles",2.95,2.95
35403,"Postres y yogures","Yogures y postres infantiles",3.45,3.45
35403,"Postres y yogures","Yogures y postres infantiles",3.45,3.45
9049,"Huevos, leche y mantequilla","Leche y bebidas vegetales",11.1,11.7
9049,"Huevos, leche y mantequilla","Leche y bebidas vegetales",11.1,11.7
9040,"Huevos, leche y mantequilla","Leche y bebidas vegetales",1.85,1.95
9040,"Huevos, leche y mantequilla","Leche y bebidas vegetales",1.85,1.95
9057,"Huevos, leche y mantequilla","Leche y bebidas vegetales",11.1,11.7
9057,"Huevos, leche y mantequilla","Leche y bebidas vegetales",11.1,11.7
9034,"Huevos, leche y mantequilla","Leche y bebidas vegetales",1.85,1.95
9034,"Huevos, leche y mantequilla","Leche y bebidas vegetales",1.85,1.95
9187,"Huevos, leche y mantequilla","Leche y bebidas vegetales",7.2,7.5
9187,"Huevos, leche y mantequilla","Leche y bebidas vegetales",7.2,7.5
9188,"Huevos, leche y mantequilla","Leche y bebidas vegetales",1.2,1.25
9188,"Huevos, leche y mantequilla","Leche y bebidas vegetales",1.2,1.25
9189,"Huevos, leche y mantequilla","Leche y bebidas vegetales",1.9,1.95
9189,"Huevos, leche y mantequilla","Leche y bebidas vegetales",1.9,1.95
9054,"Huevos, leche y mantequilla","Leche y bebidas vegetales",1.95,1.95
9054,"Huevos, leche y mantequilla","Leche y bebidas vegetales",1.95,1.95
9190,"Huevos, leche y mantequilla","Leche y bebidas vegetales",2.25,2.3
9190,"Huevos, leche y mantequilla","Leche y bebidas vegetales",2.25,2.3
9398,"Huevos, leche y mantequilla","Leche y bebidas vegetales",9.3,9.6
9398,"Huevos, leche y mantequilla","Leche y bebidas vegetales",9.3,9.6
9397,"Huevos, leche y mantequilla","Leche y bebidas vegetales",1.55,1.6
9397,"Huevos, leche y mantequilla","Leche y bebidas vegetales",1.55,1.6
10449,"Huevos, leche y mantequilla","Leche y bebidas vegetales",1.1,1.1
10449,"Huevos, leche y mantequilla","Leche y bebidas vegetales",1.1,1.1
53130,"Huevos, leche y mantequilla","Mantequilla y margarina",2.05,2.3
53130,"Huevos, leche y mantequilla","Mantequilla y margarina",2.05,2.3
86259,"Fitoterapia y parafarmacia",Fitoterapia,3.1,3.1
86259,"Fitoterapia y parafarmacia",Fitoterapia,3.1,3.1
9445,"Fitoterapia y parafarmacia",Fitoterapia,3.15,3.15
9445,"Fitoterapia y parafarmacia",Fitoterapia,3.15,3.15
23670,"Fitoterapia y parafarmacia",Fitoterapia,4.9,4.9
23670,"Fitoterapia y parafarmacia",Fitoterapia,4.9,4.9
24147,"Marisco y pescado",Marisco,1.64,1.49
24147,"Marisco y pescado",Marisco,1.64,1.49
24260,"Marisco y pescado",Marisco,19.9,19.9
24260,"Marisco y pescado",Marisco,19.9,19.9
24708,"Marisco y pescado",Marisco,2.48,2.18
24708,"Marisco y pescado",Marisco,2.48,2.18
24707,"Marisco y pescado",Marisco,15.5,13.5
24707,"Marisco y pescado",Marisco,15.5,13.5
24701,"Marisco y pescado",Marisco,1.94,2.24
24701,"Marisco y pescado",Marisco,1.94,2.24
24700,"Marisco y pescado",Marisco,11.95,13.95
24700,"Marisco y pescado",Marisco,11.95,13.95
24278,"Marisco y pescado",Marisco,5.3,5.55
24278,"Marisco y pescado",Marisco,5.3,5.55
24477,"Marisco y pescado",Marisco,4.75,4.75
24477,"Marisco y pescado",Marisco,4.75,4.75
24181,"Marisco y pescado",Marisco,5.1,4.95
24181,"Marisco y pescado",Marisco,5.1,4.95
24486,"Marisco y pescado",Marisco,3.95,3.95
24486,"Marisco y pescado",Marisco,3.95,3.95
24267,"Marisco y pescado",Marisco,4.25,4.25
24267,"Marisco y pescado",Marisco,4.25,4.25
24230,"Marisco y pescado",Marisco,5.95,5.95
24230,"Marisco y pescado",Marisco,5.95,5.95
24102,"Marisco y pescado",Marisco,6.55,6.55
24102,"Marisco y pescado",Marisco,6.55,6.55
24032,"Marisco y pescado",Marisco,10.65,10.65
24032,"Marisco y pescado",Marisco,10.65,10.65
24487,"Marisco y pescado",Marisco,2.97,2.97
24487,"Marisco y pescado",Marisco,2.97,2.97
24387,"Marisco y pescado",Marisco,8.95,8.95
24387,"Marisco y pescado",Marisco,8.95,8.95
24120,"Marisco y pescado",Marisco,6.15,6.15
24120,"Marisco y pescado",Marisco,6.15,6.15
62403,"Marisco y pescado",Marisco,2.35,2.35
62403,"Marisco y pescado",Marisco,2.35,2.35
62396,"Marisco y pescado",Marisco,2.45,2.45
62396,"Marisco y pescado",Marisco,2.45,2.45
62401,"Marisco y pescado",Marisco,3.25,3.25
62401,"Marisco y pescado",Marisco,3.25,3.25
24345,"Marisco y pescado","Pescado congelado",3.18,3.18
24345,"Marisco y pescado","Pescado congelado",3.18,3.18
24016,"Marisco y pescado","Pescado congelado",5.25,5.5
24016,"Marisco y pescado","Pescado congelado",5.25,5.5
24203,"Marisco y pescado","Pescado congelado",1.21,1.29
24203,"Marisco y pescado","Pescado congelado",1.21,1.29
62131,"Marisco y pescado","Pescado congelado",3.5,4.5
62131,"Marisco y pescado","Pescado congelado",3.5,4.5
24200,"Marisco y pescado","Pescado congelado",5.98,5.98
24200,"Marisco y pescado","Pescado congelado",5.98,5.98
24350,"Marisco y pescado","Pescado congelado",4.18,3.58
24350,"Marisco y pescado","Pescado congelado",4.18,3.58
62121,"Marisco y pescado","Pescado congelado",4.2,5
62121,"Marisco y pescado","Pescado congelado",4.2,5
24274,"Marisco y pescado","Pescado congelado",4.05,4.05
24274,"Marisco y pescado","Pescado congelado",4.05,4.05
24242,"Marisco y pescado","Pescado congelado",5.1,5.1
24242,"Marisco y pescado","Pescado congelado",5.1,5.1
62191,"Marisco y pescado","Pescado congelado",5.15,4.95
62191,"Marisco y pescado","Pescado congelado",5.15,4.95
62499,"Marisco y pescado","Pescado congelado",2.3,2.3
62499,"Marisco y pescado","Pescado congelado",2.3,2.3
24025,"Marisco y pescado","Pescado congelado",7.4,7.4
24025,"Marisco y pescado","Pescado congelado",7.4,7.4
24234,"Marisco y pescado","Pescado congelado",5.65,6.05
24234,"Marisco y pescado","Pescado congelado",5.65,6.05
24383,"Marisco y pescado","Pescado congelado",2.68,3.13
24383,"Marisco y pescado","Pescado congelado",2.68,3.13
62103,"Marisco y pescado","Pescado congelado",4.1,4.6
62103,"Marisco y pescado","Pescado congelado",4.1,4.6
24206,"Marisco y pescado","Pescado congelado",4,4
24206,"Marisco y pescado","Pescado congelado",4,4
62176,"Marisco y pescado","Pescado congelado",5,5
62176,"Marisco y pescado","Pescado congelado",5,5
24340,"Marisco y pescado","Pescado congelado",7.98,8.48
24340,"Marisco y pescado","Pescado congelado",7.98,8.48
24341,"Marisco y pescado","Pescado congelado",4.35,4.45
24341,"Marisco y pescado","Pescado congelado",4.35,4.45
24256,"Marisco y pescado","Pescado congelado",2.05,2.05
24256,"Marisco y pescado","Pescado congelado",2.05,2.05
62179,"Marisco y pescado","Pescado congelado",8.95,9.9
62179,"Marisco y pescado","Pescado congelado",8.95,9.9
24344,"Marisco y pescado","Pescado congelado",3.1,3.6
24344,"Marisco y pescado","Pescado congelado",3.1,3.6
24324,"Marisco y pescado","Pescado congelado",4.34,4.86
24324,"Marisco y pescado","Pescado congelado",4.34,4.86
24249,"Marisco y pescado","Pescado congelado",4.95,5.15
24249,"Marisco y pescado","Pescado congelado",4.95,5.15
24208,"Marisco y pescado","Pescado congelado",17.95,17.95
24208,"Marisco y pescado","Pescado congelado",17.95,17.95
24291,"Marisco y pescado","Pescado congelado",4.5,4.7
24291,"Marisco y pescado","Pescado congelado",4.5,4.7
24511,"Marisco y pescado","Pescado congelado",6.35,6.5
24511,"Marisco y pescado","Pescado congelado",6.35,6.5
24023,"Marisco y pescado","Pescado congelado",3.85,3.85
24023,"Marisco y pescado","Pescado congelado",3.85,3.85
62000,"Marisco y pescado","Pescado congelado",6.25,6.25
62000,"Marisco y pescado","Pescado congelado",6.25,6.25
24357,"Marisco y pescado","Pescado congelado",4.24,4.19
24357,"Marisco y pescado","Pescado congelado",4.24,4.19
24417,"Marisco y pescado","Pescado congelado",3.19,3.19
24417,"Marisco y pescado","Pescado congelado",3.19,3.19
60954,"Marisco y pescado","Pescado congelado",2.7,2.45
60954,"Marisco y pescado","Pescado congelado",2.7,2.45
63597,"Pizzas y platos preparados",Pizzas,2.55,2.4
63597,"Pizzas y platos preparados",Pizzas,2.55,2.4
63559,"Pizzas y platos preparados",Pizzas,2.6,2.6
63559,"Pizzas y platos preparados",Pizzas,2.6,2.6
63340,"Pizzas y platos preparados",Pizzas,2.6,2.5
63340,"Pizzas y platos preparados",Pizzas,2.6,2.5
63501,"Pizzas y platos preparados",Pizzas,2.6,2.6
63501,"Pizzas y platos preparados",Pizzas,2.6,2.6
22648,"Pizzas y platos preparados",Pizzas,3.7,3.5
22648,"Pizzas y platos preparados",Pizzas,3.7,3.5
63339,"Pizzas y platos preparados",Pizzas,2.6,2.5
63339,"Pizzas y platos preparados",Pizzas,2.6,2.5
63623,"Pizzas y platos preparados",Pizzas,3.1,3.1
63623,"Pizzas y platos preparados",Pizzas,3.1,3.1
22649,"Pizzas y platos preparados",Pizzas,2.6,2.5
22649,"Pizzas y platos preparados",Pizzas,2.6,2.5
63648,"Pizzas y platos preparados",Pizzas,1.9,1.9
63648,"Pizzas y platos preparados",Pizzas,1.9,1.9
63606,"Pizzas y platos preparados",Pizzas,4,4
63606,"Pizzas y platos preparados",Pizzas,4,4
63238,"Marisco y pescado","Pescado congelado",2.45,2.95
63238,"Marisco y pescado","Pescado congelado",2.45,2.95
63140,"Marisco y pescado","Pescado congelado",4.2,4.2
63140,"Marisco y pescado","Pescado congelado",4.2,4.2
63407,"Marisco y pescado","Pescado congelado",1.8,1.9
63407,"Marisco y pescado","Pescado congelado",1.8,1.9
63161,"Marisco y pescado","Pescado congelado",3.75,3.65
63161,"Marisco y pescado","Pescado congelado",3.75,3.65
63163,"Marisco y pescado","Pescado congelado",4.3,4.3
63163,"Marisco y pescado","Pescado congelado",4.3,4.3
62501,"Marisco y pescado",Marisco,2.6,2.6
62501,"Marisco y pescado",Marisco,2.6,2.6
63151,"Marisco y pescado","Pescado congelado",2.75,2.75
63151,"Marisco y pescado","Pescado congelado",2.75,2.75
63159,"Marisco y pescado","Pescado congelado",3.6,3.6
63159,"Marisco y pescado","Pescado congelado",3.6,3.6
63144,"Marisco y pescado","Pescado congelado",3.35,3.3
63144,"Marisco y pescado","Pescado congelado",3.35,3.3
63114,"Marisco y pescado","Pescado congelado",3.5,3.75
63114,"Marisco y pescado","Pescado congelado",3.5,3.75
87677,"Panadería y pastelería","Tartas y pasteles",11,11
87677,"Panadería y pastelería","Tartas y pasteles",11,11
87607,"Panadería y pastelería","Tartas y pasteles",9.5,9.5
87607,"Panadería y pastelería","Tartas y pasteles",9.5,9.5
87599,"Panadería y pastelería","Tartas y pasteles",9,8.9
87599,"Panadería y pastelería","Tartas y pasteles",9,8.9
87601,"Panadería y pastelería","Tartas y pasteles",7.5,7.5
87601,"Panadería y pastelería","Tartas y pasteles",7.5,7.5
87603,"Panadería y pastelería","Tartas y pasteles",9.5,9.5
87603,"Panadería y pastelería","Tartas y pasteles",9.5,9.5
87692,"Panadería y pastelería","Tartas y pasteles",8.5,8.3
87692,"Panadería y pastelería","Tartas y pasteles",8.5,8.3
87604,"Panadería y pastelería","Tartas y pasteles",11,11
87604,"Panadería y pastelería","Tartas y pasteles",11,11
87598,"Panadería y pastelería","Tartas y pasteles",12,12
87598,"Panadería y pastelería","Tartas y pasteles",12,12
87602,"Panadería y pastelería","Tartas y pasteles",13.9,13.9
87602,"Panadería y pastelería","Tartas y pasteles",13.9,13.9
87616,"Panadería y pastelería","Tartas y pasteles",7.5,7.5
87616,"Panadería y pastelería","Tartas y pasteles",7.5,7.5
22551,"Panadería y pastelería","Tartas y pasteles",9,9
22551,"Panadería y pastelería","Tartas y pasteles",9,9
67978,"Panadería y pastelería","Tartas y pasteles",9.5,9.5
67978,"Panadería y pastelería","Tartas y pasteles",9.5,9.5
87683,"Panadería y pastelería","Tartas y pasteles",8.5,8.5
87683,"Panadería y pastelería","Tartas y pasteles",8.5,8.5
86226,"Panadería y pastelería","Tartas y pasteles",13.8,13.8
86226,"Panadería y pastelería","Tartas y pasteles",13.8,13.8
39934,"Pizzas y platos preparados","Platos preparados fríos",2.15,2.2
39934,"Pizzas y platos preparados","Platos preparados fríos",2.15,2.2
15604,"Pizzas y platos preparados","Platos preparados fríos",1.7,1.8
15604,"Pizzas y platos preparados","Platos preparados fríos",1.7,1.8
39903,"Pizzas y platos preparados","Platos preparados fríos",2.5,2.7
39903,"Pizzas y platos preparados","Platos preparados fríos",2.5,2.7
39902,"Pizzas y platos preparados","Platos preparados fríos",2.15,2.3
39902,"Pizzas y platos preparados","Platos preparados fríos",2.15,2.3
39900,"Pizzas y platos preparados","Platos preparados fríos",2.85,3
39900,"Pizzas y platos preparados","Platos preparados fríos",2.85,3
39965,"Pizzas y platos preparados","Platos preparados fríos",1.05,1.2
39965,"Pizzas y platos preparados","Platos preparados fríos",1.05,1.2
39901,"Pizzas y platos preparados","Platos preparados fríos",3.15,3.3
39901,"Pizzas y platos preparados","Platos preparados fríos",3.15,3.3
39966,"Pizzas y platos preparados","Platos preparados fríos",1.15,1.3
39966,"Pizzas y platos preparados","Platos preparados fríos",1.15,1.3
46836,"Cuidado facial y corporal","Cuidado corporal",3.95,3.95
46835,"Cuidado facial y corporal","Cuidado corporal",2.5,2.5
46814,"Cuidado facial y corporal","Cuidado corporal",1.95,1.95
46850,"Cuidado facial y corporal","Cuidado corporal",4,3.5
46831,"Cuidado facial y corporal","Cuidado corporal",4.99,4.99
46853,"Cuidado facial y corporal","Cuidado corporal",4,4
70370,"Cuidado facial y corporal","Cuidado corporal",8.5,8.5
60719,"Cuidado facial y corporal","Cuidado corporal",1.8,1.8
60842,"Cuidado facial y corporal","Cuidado corporal",2.75,2.75
46812,"Cuidado facial y corporal","Cuidado corporal",1,1
35101,"Cuidado facial y corporal","Cuidado corporal",1.3,1
35100,"Cuidado facial y corporal","Cuidado corporal",1.3,1.3
74102,"Cuidado facial y corporal","Cuidado corporal",1.95,1.95
35121,"Cuidado facial y corporal","Cuidado corporal",1.85,1.85
46615,"Cuidado facial y corporal","Cuidado corporal",2,2
35339,"Cuidado facial y corporal","Cuidado corporal",2.5,2.5
46771,"Cuidado facial y corporal","Cuidado corporal",1.5,1.5
46833,"Cuidado facial y corporal","Cuidado corporal",1.5,1.5
46834,"Cuidado facial y corporal","Cuidado corporal",1.9,1.9
40436,"Cuidado facial y corporal","Cuidado corporal",2,2
46842,"Cuidado facial y corporal","Cuidado corporal",2.5,2.5
47291,"Limpieza y hogar","Papel higiénico y celulosa",1.55,1.55
47291,"Limpieza y hogar","Papel higiénico y celulosa",1.55,1.55
47291,"Cuidado facial y corporal","Cuidado corporal",1.55,1.55
47291,"Cuidado facial y corporal","Cuidado corporal",1.55,1.55
47293,"Limpieza y hogar","Papel higiénico y celulosa",0.8,0.8
47293,"Limpieza y hogar","Papel higiénico y celulosa",0.8,0.8
47293,"Cuidado facial y corporal","Cuidado corporal",0.8,0.8
