date,order_num,description,category,subcategory,units,price_eu,price_order,price_now
2022-12-12,13266605,"Piñones Hacendado","Aceite, especias y salsas",Especias,1,1.5,1.5,2.84
2023-02-25,13821013,"Mostaza clásica Hacendado","Aceite, especias y salsas","Mayonesa, ketchup y mostaza",1,1.25,1.25,1.35
2020-01-10,302316,"Tomate frito receta artesana Hacendado","Aceite, especias y salsas","Otras salsas",1,1.7,1.7,2.4
2019-02-27,125935,"Tomate frito receta artesana Hacendado","Aceite, especias y salsas","Otras salsas",1,1.7,1.7,2.4
2018-04-12,73955,"Tomate frito receta artesana Hacendado","Aceite, especias y salsas","Otras salsas",1,1.7,1.7,2.4
2022-07-13,996926,"Tomate frito receta artesana Hacendado","Aceite, especias y salsas","Otras salsas",1,1.85,1.85,2.4
2019-01-31,107492,"Tomate frito receta artesana Hacendado","Aceite, especias y salsas","Otras salsas",1,1.7,1.7,2.4
2022-09-28,470822,"Tomate frito receta artesana Hacendado","Aceite, especias y salsas","Otras salsas",1,2.2,2.2,2.4
2018-11-13,61858,"Tomate frito receta artesana Hacendado","Aceite, especias y salsas","Otras salsas",2,3.4,1.7,2.4
2021-09-09,101295,"Tomate frito receta artesana Hacendado","Aceite, especias y salsas","Otras salsas",2,3.4,1.7,2.4
2022-09-11,786946,"Tomate frito receta artesana Hacendado","Aceite, especias y salsas","Otras salsas",1,2.15,2.15,2.4
2020-08-27,134160,"Tomate frito receta artesana Hacendado","Aceite, especias y salsas","Otras salsas",1,1.7,1.7,2.4
2019-06-19,207666,"Tomate frito receta artesana Hacendado","Aceite, especias y salsas","Otras salsas",1,1.7,1.7,2.4
2020-01-10,302316,"Tomate frito receta artesana Hacendado","Aceite, especias y salsas","Otras salsas",1,1.7,1.7,2.4
2019-02-27,125935,"Tomate frito receta artesana Hacendado","Aceite, especias y salsas","Otras salsas",1,1.7,1.7,2.4
2018-04-12,73955,"Tomate frito receta artesana Hacendado","Aceite, especias y salsas","Otras salsas",1,1.7,1.7,2.4
2022-07-13,996926,"Tomate frito receta artesana Hacendado","Aceite, especias y salsas","Otras salsas",1,1.85,1.85,2.4
2019-01-31,107492,"Tomate frito receta artesana Hacendado","Aceite, especias y salsas","Otras salsas",1,1.7,1.7,2.4
2022-09-28,470822,"Tomate frito receta artesana Hacendado","Aceite, especias y salsas","Otras salsas",1,2.2,2.2,2.4
2018-11-13,61858,"Tomate frito receta artesana Hacendado","Aceite, especias y salsas","Otras salsas",2,3.4,1.7,2.4
2021-09-09,101295,"Tomate frito receta artesana Hacendado","Aceite, especias y salsas","Otras salsas",2,3.4,1.7,2.4
2022-09-11,786946,"Tomate frito receta artesana Hacendado","Aceite, especias y salsas","Otras salsas",1,2.15,2.15,2.4
2020-08-27,134160,"Tomate frito receta artesana Hacendado","Aceite, especias y salsas","Otras salsas",1,1.7,1.7,2.4
2019-06-19,207666,"Tomate frito receta artesana Hacendado","Aceite, especias y salsas","Otras salsas",1,1.7,1.7,2.4
2023-01-11,13449668,"Salsa barbacoa Hacendado","Aceite, especias y salsas","Otras salsas",1,1.15,1.15,1.15
2022-07-13,996926,"Salsa fresca Queso Hacendado","Aceite, especias y salsas","Otras salsas",1,1.3,1.3,1.45
2023-02-25,13821013,"Salsa césar Hacendado","Aceite, especias y salsas","Otras salsas",1,1.4,1.4,1.4
2023-01-11,13449668,"Salsa césar Hacendado","Aceite, especias y salsas","Otras salsas",1,1.25,1.25,1.4
2022-11-30,13151497,"Salsa césar Hacendado","Aceite, especias y salsas","Otras salsas",1,1.25,1.25,1.4
2022-10-13,12838037,"Salsa césar Hacendado","Aceite, especias y salsas","Otras salsas",1,1.25,1.25,1.4
2023-03-11,13945376,"Chili con carne Hacendado","Aceite, especias y salsas","Otras salsas",1,2.6,2.6,2.65
2023-03-04,13879881,"Chili con carne Hacendado","Aceite, especias y salsas","Otras salsas",1,2.6,2.6,2.65
2023-02-04,13640454,"Chili con carne Hacendado","Aceite, especias y salsas","Otras salsas",1,2.6,2.6,2.65
2023-01-28,13580934,"Chili con carne Hacendado","Aceite, especias y salsas","Otras salsas",1,2.6,2.6,2.65
2023-01-14,13507140,"Chili con carne Hacendado","Aceite, especias y salsas","Otras salsas",1,2.6,2.6,2.65
2023-01-04,13397754,"Chili con carne Hacendado","Aceite, especias y salsas","Otras salsas",1,2.6,2.6,2.65
2022-12-21,13315781,"Chili con carne Hacendado","Aceite, especias y salsas","Otras salsas",1,2.6,2.6,2.65
2022-12-14,13253776,"Chili con carne Hacendado","Aceite, especias y salsas","Otras salsas",1,2.6,2.6,2.65
2022-11-30,13151497,"Chili con carne Hacendado","Aceite, especias y salsas","Otras salsas",1,2.6,2.6,2.65
2022-11-16,13069090,"Chili con carne Hacendado","Aceite, especias y salsas","Otras salsas",1,2.6,2.6,2.65
2022-10-31,12950475,"Chili con carne Hacendado","Aceite, especias y salsas","Otras salsas",1,2.6,2.6,2.65
2022-10-20,12878660,"Chili con carne Hacendado","Aceite, especias y salsas","Otras salsas",1,2.6,2.6,2.65
2022-10-06,12793662,"Chili con carne Hacendado","Aceite, especias y salsas","Otras salsas",1,2.6,2.6,2.65
2022-12-12,13266605,"Agua mineral con gas grande Vichy Catalan","Agua y refrescos",Agua,4,1.24,0.31,1.49
2022-07-10,12804912,"Agua mineral con gas grande Vichy Catalan","Agua y refrescos",Agua,2,0.62,0.31,1.49
2022-11-30,13151497,"Refresco Coca-Cola Zero azúcar","Agua y refrescos","Refresco de cola",1,9.36,9.36,10.44
2022-11-16,13069090,"Refresco Coca-Cola Zero azúcar","Agua y refrescos","Refresco de cola",1,9.36,9.36,10.44
2022-11-09,13029815,"Refresco Coca-Cola Zero azúcar","Agua y refrescos","Refresco de cola",1,9.36,9.36,10.44
2022-10-31,12950475,"Refresco Coca-Cola Zero azúcar","Agua y refrescos","Refresco de cola",1,8.64,8.64,10.44
2022-10-20,12878660,"Refresco Coca-Cola Zero azúcar","Agua y refrescos","Refresco de cola",1,9.36,9.36,10.44
2022-10-06,12793662,"Refresco Coca-Cola Zero azúcar","Agua y refrescos","Refresco de cola",1,9.36,9.36,10.44
2023-03-11,13945376,"Refresco Coca-Cola Zero Zero","Agua y refrescos","Refresco de cola",1,9.12,9.12,10.44
2023-03-04,13879881,"Refresco Coca-Cola Zero Zero","Agua y refrescos","Refresco de cola",1,9.12,9.12,10.44
2023-02-11,13703740,"Refresco Coca-Cola Zero Zero","Agua y refrescos","Refresco de cola",1,9.84,9.84,10.44
2023-01-14,13507140,"Refresco Coca-Cola Zero Zero","Agua y refrescos","Refresco de cola",1,8.64,8.64,10.44
2023-01-11,13449668,"Refresco Coca-Cola Zero Zero","Agua y refrescos","Refresco de cola",1,8.64,8.64,10.44
2023-01-04,13397754,"Refresco Coca-Cola Zero Zero","Agua y refrescos","Refresco de cola",1,8.64,8.64,10.44
2022-12-28,13374140,"Refresco Coca-Cola Zero Zero","Agua y refrescos","Refresco de cola",1,8.64,8.64,10.44
2022-12-21,13315781,"Refresco Coca-Cola Zero Zero","Agua y refrescos","Refresco de cola",1,8.64,8.64,10.44
2022-12-07,13220829,"Refresco Coca-Cola Zero Zero","Agua y refrescos","Refresco de cola",1,9.36,9.36,10.44
2019-02-27,125935,"Aceitunas manzanilla rellenas de anchoa Hacendado reducidas en sal",Aperitivos,"Aceitunas y encurtidos",1,2.15,2.15,1.8
2022-09-28,470822,"Aceitunas manzanilla rellenas de anchoa Hacendado reducidas en sal",Aperitivos,"Aceitunas y encurtidos",1,2.25,2.25,1.8
2018-11-13,61858,"Aceitunas manzanilla rellenas de anchoa Hacendado reducidas en sal",Aperitivos,"Aceitunas y encurtidos",1,2.15,2.15,1.8
2019-06-19,207666,"Aceitunas manzanilla rellenas de anchoa Hacendado reducidas en sal",Aperitivos,"Aceitunas y encurtidos",1,2.15,2.15,1.8
2021-09-07,9115773,"Aceitunas manzanilla rellenas de anchoa Hacendado reducidas en sal",Aperitivos,"Aceitunas y encurtidos",1,2.15,2.15,1.8
2022-07-10,12804912,"Aceitunas manzanilla rellenas de anchoa Hacendado reducidas en sal",Aperitivos,"Aceitunas y encurtidos",1,2.25,2.25,1.8
2019-06-20,208575,"Aceitunas rellenas de anchoa Hacendado",Aperitivos,"Aceitunas y encurtidos",1,3.1,3.1,1.65
2019-02-27,125935,"Aceitunas negras Hacendado a rodajas",Aperitivos,"Aceitunas y encurtidos",1,1.5,1.5,2.2
2019-10-04,156155,"Aceitunas negras Hacendado a rodajas",Aperitivos,"Aceitunas y encurtidos",1,1.5,1.5,2.2
2018-11-13,61858,"Aceitunas negras Hacendado a rodajas",Aperitivos,"Aceitunas y encurtidos",1,1.5,1.5,2.2
2022-07-10,12804912,"Aceitunas negras Hacendado a rodajas",Aperitivos,"Aceitunas y encurtidos",1,1.8,1.8,2.2
2022-12-12,13266605,"Banderillas picantes Hacendado",Aperitivos,"Aceitunas y encurtidos",2,5,2.5,1.55
2022-07-10,12804912,"Banderillas picantes Hacendado",Aperitivos,"Aceitunas y encurtidos",1,2.25,2.25,1.55
2023-01-21,13546313,"Anacardo natural Hacendado",Aperitivos,"Frutos secos y fruta desecada",1,2.5,2.5,2.3
2019-06-20,208575,"Almendra frita y salada Hacendado pelada",Aperitivos,"Frutos secos y fruta desecada",1,3.8,3.8,2.55
2023-03-04,13879881,"Arroz largo Hacendado","Arroz, legumbres y pasta",Arroz,1,1.3,1.3,1.3
2023-02-04,13640454,"Arroz largo Hacendado","Arroz, legumbres y pasta",Arroz,1,1.3,1.3,1.3
2022-12-14,13253776,"Arroz basmati aromático Hacendado","Arroz, legumbres y pasta",Arroz,1,2.5,2.5,2.54
2022-02-22,11422261,"Arroz redondo Sabroz","Arroz, legumbres y pasta",Arroz,2,2.1,1.05,2.68
2020-01-10,302316,"Garbanzo cocido Hacendado","Arroz, legumbres y pasta",Legumbres,2,1.4,0.7,0.71
2019-02-27,125935,"Garbanzo cocido Hacendado","Arroz, legumbres y pasta",Legumbres,1,0.7,0.7,0.71
2020-10-01,466635,"Garbanzo cocido Hacendado","Arroz, legumbres y pasta",Legumbres,2,1.4,0.7,0.71
2018-04-12,73955,"Garbanzo cocido Hacendado","Arroz, legumbres y pasta",Legumbres,2,1.4,0.7,0.71
2019-01-31,107492,"Garbanzo cocido Hacendado","Arroz, legumbres y pasta",Legumbres,1,0.7,0.7,0.71
2022-09-28,470822,"Garbanzo cocido Hacendado","Arroz, legumbres y pasta",Legumbres,2,1.5,0.75,0.71
2022-04-02,986079,"Garbanzo cocido Hacendado","Arroz, legumbres y pasta",Legumbres,2,1.6,0.8,0.71
2018-11-13,61858,"Garbanzo cocido Hacendado","Arroz, legumbres y pasta",Legumbres,1,0.54,0.54,0.71
2021-09-09,101295,"Garbanzo cocido Hacendado","Arroz, legumbres y pasta",Legumbres,2,1.34,0.67,0.71
2020-08-27,134160,"Garbanzo cocido Hacendado","Arroz, legumbres y pasta",Legumbres,2,1.4,0.7,0.71
2022-07-13,996926,"Garbanzo cocido Hacendado","Arroz, legumbres y pasta",Legumbres,2,1.56,0.78,0.71
2020-09-16,6598904,"Garbanzo cocido Hacendado","Arroz, legumbres y pasta",Legumbres,2,1.08,0.54,0.71
2020-08-28,140937,"Garbanzo cocido Hacendado","Arroz, legumbres y pasta",Legumbres,1,0.7,0.7,0.71
2021-02-18,22016,"Garbanzo cocido Hacendado","Arroz, legumbres y pasta",Legumbres,1,0.54,0.54,0.71
2020-09-18,238052,"Garbanzo cocido Hacendado","Arroz, legumbres y pasta",Legumbres,1,0.7,0.7,0.71
2020-11-07,959862,"Garbanzo cocido Hacendado","Arroz, legumbres y pasta",Legumbres,1,0.7,0.7,0.71
2022-02-22,11422261,"Garbanzo cocido Hacendado","Arroz, legumbres y pasta",Legumbres,1,0.8,0.8,0.71
2021-02-18,22016,"Garbanzo pedrosillano Hacendado","Arroz, legumbres y pasta",Legumbres,1,1.99,1.99,1.95
2022-12-12,13266605,"Garbanzo pedrosillano Hacendado","Arroz, legumbres y pasta",Legumbres,1,2,2,1.95
2018-04-12,73955,"Alubia blanca Hacendado","Arroz, legumbres y pasta",Legumbres,2,1.18,0.59,1.85
2018-11-13,61858,"Alubia blanca Hacendado","Arroz, legumbres y pasta",Legumbres,1,0.5,0.5,1.85
2020-01-10,302316,"Lenteja pardina Hacendado","Arroz, legumbres y pasta",Legumbres,2,0.98,0.49,2.1
2020-10-22,404271,"Lenteja pardina Hacendado","Arroz, legumbres y pasta",Legumbres,2,0.98,0.49,2.1
2021-09-09,101295,"Lenteja pardina Hacendado","Arroz, legumbres y pasta",Legumbres,2,1.1,0.55,2.1
2020-08-27,134160,"Lenteja pardina Hacendado","Arroz, legumbres y pasta",Legumbres,1,0.49,0.49,2.1
2022-12-12,13266605,"Lenteja pardina Hacendado","Arroz, legumbres y pasta",Legumbres,1,1.6,1.6,2.1
2022-07-10,12804912,"Lenteja pardina Hacendado","Arroz, legumbres y pasta",Legumbres,1,1.6,1.6,2.1
2019-02-27,125935,"Lenteja Hacendado","Arroz, legumbres y pasta",Legumbres,2,1.18,0.59,1.88
2020-10-01,466635,"Lenteja Hacendado","Arroz, legumbres y pasta",Legumbres,2,1.18,0.59,1.88
2018-04-12,73955,"Lenteja Hacendado","Arroz, legumbres y pasta",Legumbres,2,1.18,0.59,1.88
2018-11-13,61858,"Lenteja Hacendado","Arroz, legumbres y pasta",Legumbres,1,0.59,0.59,1.88
2018-11-13,61858,"Pajaritas vegetales Hacendado","Arroz, legumbres y pasta","Pasta y fideos",1,0.69,0.69,1.1
2021-11-11,10404138,"Macarrón fino Hacendado","Arroz, legumbres y pasta","Pasta y fideos",1,0.9,0.9,0.82
2023-01-21,13546313,"Pasta tiburón Hacendado","Arroz, legumbres y pasta","Pasta y fideos",1,0.76,0.76,0.82
2019-05-22,185199,"Spaghetti fino Hacendado","Arroz, legumbres y pasta","Pasta y fideos",2,1.5,0.75,0.82
2019-05-09,278125,"Spaghetti fino Hacendado","Arroz, legumbres y pasta","Pasta y fideos",2,1.5,0.75,0.82
2021-08-05,8403972,"Spaghetti fino Hacendado","Arroz, legumbres y pasta","Pasta y fideos",1,0.73,0.73,0.82
2022-07-10,12804912,"Spaghetti fino Hacendado","Arroz, legumbres y pasta","Pasta y fideos",1,1.2,1.2,0.82
2021-11-11,10404138,"Spaghetti fino Hacendado","Arroz, legumbres y pasta","Pasta y fideos",1,0.9,0.9,0.82
2023-02-04,13640454,"Spaghetti Hacendado","Arroz, legumbres y pasta","Pasta y fideos",1,1.24,1.24,0.82
2022-10-06,12793662,"Spaghetti Hacendado","Arroz, legumbres y pasta","Pasta y fideos",1,1.2,1.2,0.82
2018-11-13,61858,"Pasta fresca gnocchi Hacendado","Arroz, legumbres y pasta","Pasta y fideos",1,1.09,1.09,1.12
2018-04-12,73955,"Azúcar moreno de caña en sobres Hacendado","Azúcar, caramelos y chocolate","Azúcar y edulcorante",1,1.87,1.87,1.6
2019-05-22,185199,"Azúcar moreno de caña en sobres Hacendado","Azúcar, caramelos y chocolate","Azúcar y edulcorante",1,1.87,1.87,1.6
2023-03-04,13879881,"Edulcorante en sobres stevia Hacendado","Azúcar, caramelos y chocolate","Azúcar y edulcorante",1,2,2,2
2023-02-04,13640454,"Edulcorante en sobres stevia Hacendado","Azúcar, caramelos y chocolate","Azúcar y edulcorante",1,2,2,2
2022-12-28,13374140,"Edulcorante en sobres stevia Hacendado","Azúcar, caramelos y chocolate","Azúcar y edulcorante",1,2,2,2
2022-12-21,13315781,"Edulcorante en sobres stevia Hacendado","Azúcar, caramelos y chocolate","Azúcar y edulcorante",1,2,2,2
2022-11-23,13117832,"Edulcorante en sobres stevia Hacendado","Azúcar, caramelos y chocolate","Azúcar y edulcorante",1,2,2,2
2022-11-16,13069090,"Edulcorante en sobres stevia Hacendado","Azúcar, caramelos y chocolate","Azúcar y edulcorante",1,2,2,2
2022-11-09,13029815,"Edulcorante en sobres stevia Hacendado","Azúcar, caramelos y chocolate","Azúcar y edulcorante",1,2,2,2
2022-10-20,12878660,"Edulcorante en sobres stevia Hacendado","Azúcar, caramelos y chocolate","Azúcar y edulcorante",1,2,2,2
2022-10-13,12838037,"Edulcorante en sobres stevia Hacendado","Azúcar, caramelos y chocolate","Azúcar y edulcorante",1,2,2,2
2022-11-16,13069090,"Gotas de chocolate negro para fundir Hacendado","Azúcar, caramelos y chocolate",Chocolate,2,3.2,1.6,2
2022-11-16,13069090,"Gotas de chocolate negro para fundir Hacendado","Azúcar, caramelos y chocolate",Chocolate,2,3.2,1.6,2
2021-09-07,9115773,"Chocolate con leche extrafino Nestlé","Azúcar, caramelos y chocolate",Chocolate,2,1.9,0.95,1.4
2022-12-12,13266605,"Barritas de barquillo Huesitos bañadas de chocolate con leche","Azúcar, caramelos y chocolate",Chocolate,1,2,2,2.45
2022-07-10,12804912,"Barritas de barquillo Huesitos bañadas de chocolate con leche","Azúcar, caramelos y chocolate",Chocolate,1,2,2,2.45
2022-12-07,13220829,"Crema de cacahuete 100% Crunchy Hacendado","Azúcar, caramelos y chocolate",Chocolate,1,3.1,3.1,3.05
2021-09-07,9115773,"Loción corporal infantil hidratante Deliplus",Bebé,"Higiene y cuidado",1,3.6,3.6,3.65
2022-11-30,13151497,"Toallitas bebé frescas & perfumadas Deliplus",Bebé,"Toallitas y pañales",1,1.05,1.05,1.05
2020-10-20,6858326,"Vino tinto D.O Valdepeñas Viña Albali reserva",Bodega,"Vino tinto",1,2.9,2.9,3.7
2021-12-16,10822769,"Cacao soluble en sobres Hacendado","Cacao, café e infusiones","Cacao soluble y chocolate a la taza",1,14.95,14.95,1.3
2021-12-16,10822769,"Café en cápsula Colombia Hacendado","Cacao, café e infusiones","Café cápsula y monodosis",1,3.75,3.75,3.65
2023-03-11,13945376,"Café molido natural Hacendado","Cacao, café e infusiones","Café molido y en grano",1,3.2,3.2,3.35
2023-02-04,13640454,"Café molido natural Hacendado","Cacao, café e infusiones","Café molido y en grano",1,3.2,3.2,3.35
2023-01-04,13397754,"Café molido natural Hacendado","Cacao, café e infusiones","Café molido y en grano",1,3,3,3.35
2022-11-16,13069090,"Café molido natural Hacendado","Cacao, café e infusiones","Café molido y en grano",1,2.7,2.7,3.35
2022-11-09,13029815,"Café molido natural Hacendado","Cacao, café e infusiones","Café molido y en grano",1,2.7,2.7,3.35
2022-10-31,12950475,"Café molido natural Hacendado","Cacao, café e infusiones","Café molido y en grano",1,2.7,2.7,3.35
2023-03-11,13945376,"Café molido natural Hacendado","Cacao, café e infusiones","Café molido y en grano",1,3.2,3.2,1.75
2023-02-04,13640454,"Café molido natural Hacendado","Cacao, café e infusiones","Café molido y en grano",1,3.2,3.2,1.75
2023-01-04,13397754,"Café molido natural Hacendado","Cacao, café e infusiones","Café molido y en grano",1,3,3,1.75
2022-11-16,13069090,"Café molido natural Hacendado","Cacao, café e infusiones","Café molido y en grano",1,2.7,2.7,1.75
2022-11-09,13029815,"Café molido natural Hacendado","Cacao, café e infusiones","Café molido y en grano",1,2.7,2.7,1.75
2022-10-31,12950475,"Café molido natural Hacendado","Cacao, café e infusiones","Café molido y en grano",1,2.7,2.7,1.75
2018-04-12,73955,"Café molido natural Hacendado Espresso","Cacao, café e infusiones","Café molido y en grano",1,1.05,1.05,2.2
2021-12-16,10822769,"Café molido Colombia Hacendado","Cacao, café e infusiones","Café molido y en grano",1,3.45,3.45,3.2
2021-02-18,22016,"Té Chai Hacendado","Cacao, café e infusiones","Té e infusiones",1,1.55,1.55,1.4
2021-02-18,22016,"Infusión Cola de caballo Hacendado","Cacao, café e infusiones","Té e infusiones",1,1.8,1.8,1.2
2022-11-30,13151497,"Pechugas de pavo pimentón",Carne,"Aves y pollo",1,5.09,5.09,4.92
2022-11-30,13151497,"Pechugas de pavo pimentón",Carne,"Aves y pollo",1,5.09,5.09,4.92
2022-10-13,12838037,"Tacos de pavo al ajillo",Carne,"Aves y pollo",1,3.58,3.58,3.81
2022-10-13,12838037,"Tacos de pavo al ajillo",Carne,"Aves y pollo",1,3.58,3.58,3.81
2021-11-11,10404138,"Medallones solomillo de pavo",Carne,"Aves y pollo",1,3.52,3.52,3.39
2021-11-11,10404138,"Medallones solomillo de pavo",Carne,"Aves y pollo",1,3.45,3.45,3.39
2022-10-06,12793662,"Filetes pechuga de pollo corte fino",Carne,"Aves y pollo",1,4.51,4.51,4.28
2022-10-06,12793662,"Filetes pechuga de pollo corte fino",Carne,"Aves y pollo",1,4.19,4.19,4.28
2023-03-04,13879881,"Pechugas enteras de pollo",Carne,"Aves y pollo",1,6.77,6.77,6.95
2023-02-25,13821013,"Pechugas enteras de pollo",Carne,"Aves y pollo",1,6.07,6.07,6.95
2023-02-18,13759447,"Pechugas enteras de pollo",Carne,"Aves y pollo",1,7.67,7.67,6.95
2023-02-11,13703740,"Pechugas enteras de pollo",Carne,"Aves y pollo",1,7.32,7.32,6.95
2023-02-04,13640454,"Pechugas enteras de pollo",Carne,"Aves y pollo",1,5.54,5.54,6.95
2023-01-28,13580934,"Pechugas enteras de pollo",Carne,"Aves y pollo",1,5.99,5.99,6.95
2023-01-21,13546313,"Pechugas enteras de pollo",Carne,"Aves y pollo",1,8.19,8.19,6.95
2023-01-04,13397754,"Pechugas enteras de pollo",Carne,"Aves y pollo",1,5.99,5.99,6.95
2022-12-28,13374140,"Pechugas enteras de pollo",Carne,"Aves y pollo",1,6.2,6.2,6.95
2022-12-14,13253776,"Pechugas enteras de pollo",Carne,"Aves y pollo",1,6.28,6.28,6.95
2022-12-07,13220829,"Pechugas enteras de pollo",Carne,"Aves y pollo",1,7.56,7.56,6.95
2022-10-31,12950475,"Pechugas enteras de pollo",Carne,"Aves y pollo",1,3.03,3.03,6.95
2022-10-31,12950475,"Pechugas enteras de pollo",Carne,"Aves y pollo",1,3.96,3.96,6.95
2022-10-20,12878660,"Pechugas enteras de pollo",Carne,"Aves y pollo",1,4.49,4.49,6.95
2022-10-20,12878660,"Pechugas enteras de pollo",Carne,"Aves y pollo",1,3.36,3.36,6.95
2022-10-20,12878660,"Pechugas enteras de pollo",Carne,"Aves y pollo",1,4.1,4.1,6.95
2022-10-13,12838037,"Pechugas enteras de pollo",Carne,"Aves y pollo",1,4.53,4.53,6.95
2022-10-13,12838037,"Pechugas enteras de pollo",Carne,"Aves y pollo",1,4.54,4.54,6.95
2022-10-06,12793662,"Pechugas enteras de pollo",Carne,"Aves y pollo",1,4.32,4.32,6.95
2022-10-06,12793662,"Pechugas enteras de pollo",Carne,"Aves y pollo",1,4.4,4.4,6.95
2020-06-18,5857032,"Cuartos traseros de pollo",Carne,"Aves y pollo",1,3.9,3.9,2.72
2021-09-07,9115773,"Jamoncitos de pollo",Carne,"Aves y pollo",1,2.6,2.6,3.59
2020-10-12,7119732,"Alas partidas de pollo",Carne,"Aves y pollo",1,2.38,2.38,3.23
2021-08-05,8403972,"Alas partidas de pollo",Carne,"Aves y pollo",1,2.71,2.71,3.23
2020-10-20,6858326,"Alas partidas de pollo",Carne,"Aves y pollo",1,2.79,2.79,3.23
2022-11-16,13069090,"Flautas de pollo y queso",Carne,"Aves y pollo",1,1.6,1.6,2
2022-11-16,13069090,"Flautas de pollo y queso",Carne,"Aves y pollo",1,1.6,1.6,2
2021-11-11,10404138,"Pollo entero",Carne,"Aves y pollo",1,4.95,4.95,6.17
2023-03-04,13879881,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.98,3.98,4.52
2023-02-25,13821013,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.39,3.39,4.52
2023-02-18,13759447,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.98,3.98,4.52
2023-02-18,13759447,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.8,3.8,4.52
2023-02-11,13703740,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,4.54,4.54,4.52
2023-02-11,13703740,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,4.06,4.06,4.52
2023-02-04,13640454,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,4.25,4.25,4.52
2023-01-28,13580934,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.67,3.67,4.52
2023-01-21,13546313,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.61,3.61,4.52
2022-12-28,13374140,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,4.49,4.49,4.52
2022-12-28,13374140,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.6,3.6,4.52
2022-12-21,13315781,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.93,3.93,4.52
2022-12-21,13315781,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,4.32,4.32,4.52
2022-12-14,13253776,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.61,3.61,4.52
2022-12-14,13253776,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.98,3.98,4.52
2022-11-30,13151497,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.9,3.9,4.52
2022-11-30,13151497,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.69,3.69,4.52
2022-11-23,13117832,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.68,3.68,4.52
2022-11-23,13117832,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.81,3.81,4.52
2022-11-16,13069090,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.73,3.73,4.52
2022-11-16,13069090,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,4.64,4.64,4.52
2022-11-09,13029815,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,4.64,4.64,4.52
2022-11-09,13029815,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,4.82,4.82,4.52
2022-10-31,12950475,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,4.04,4.04,4.52
2022-10-31,12950475,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.85,3.85,4.52
2022-10-20,12878660,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,4.75,4.75,4.52
2022-10-20,12878660,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.82,3.82,4.52
2022-10-13,12838037,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,4.02,4.02,4.52
2022-10-13,12838037,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.55,3.55,4.52
2022-10-06,12793662,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,4.32,4.32,4.52
2023-03-04,13879881,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.98,3.98,4.52
2023-02-25,13821013,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.39,3.39,4.52
2023-02-18,13759447,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.98,3.98,4.52
2023-02-18,13759447,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.8,3.8,4.52
2023-02-11,13703740,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,4.54,4.54,4.52
2023-02-11,13703740,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,4.06,4.06,4.52
2023-02-04,13640454,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,4.25,4.25,4.52
2023-01-28,13580934,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.67,3.67,4.52
2023-01-21,13546313,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.61,3.61,4.52
2022-12-28,13374140,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,4.49,4.49,4.52
2022-12-28,13374140,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.6,3.6,4.52
