date,order_num,description,category,subcategory,units,price_eu,price_order,price_now
2022-12-21,13315781,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.93,3.93,4.52
2022-12-21,13315781,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,4.32,4.32,4.52
2022-12-14,13253776,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.61,3.61,4.52
2022-12-14,13253776,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.98,3.98,4.52
2022-11-30,13151497,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.9,3.9,4.52
2022-11-30,13151497,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.69,3.69,4.52
2022-11-23,13117832,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.68,3.68,4.52
2022-11-23,13117832,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.81,3.81,4.52
2022-11-16,13069090,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.73,3.73,4.52
2022-11-16,13069090,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,4.64,4.64,4.52
2022-11-09,13029815,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,4.64,4.64,4.52
2022-11-09,13029815,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,4.82,4.82,4.52
2022-10-31,12950475,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,4.04,4.04,4.52
2022-10-31,12950475,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.85,3.85,4.52
2022-10-20,12878660,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,4.75,4.75,4.52
2022-10-20,12878660,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.82,3.82,4.52
2022-10-13,12838037,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,4.02,4.02,4.52
2022-10-13,12838037,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,3.55,3.55,4.52
2022-10-06,12793662,"Medallones pechuga de pollo marinado",Carne,"Aves y pollo",1,4.32,4.32,4.52
2023-03-18,13996475,"Fajitas pollo y verduras",Carne,"Aves y pollo",3,11.97,3.99,3.99
2023-03-11,13945376,"Fajitas pollo y verduras",Carne,"Aves y pollo",2,7.98,3.99,3.99
2023-03-04,13879881,"Fajitas pollo y verduras",Carne,"Aves y pollo",2,7.98,3.99,3.99
2023-02-04,13640454,"Fajitas pollo y verduras",Carne,"Aves y pollo",2,7.98,3.99,3.99
2023-01-28,13580934,"Fajitas pollo y verduras",Carne,"Aves y pollo",2,7.98,3.99,3.99
2023-01-21,13546313,"Fajitas pollo y verduras",Carne,"Aves y pollo",2,7.98,3.99,3.99
2023-01-14,13507140,"Fajitas pollo y verduras",Carne,"Aves y pollo",2,7.98,3.99,3.99
2023-01-04,13397754,"Fajitas pollo y verduras",Carne,"Aves y pollo",2,7.98,3.99,3.99
2022-12-21,13315781,"Fajitas pollo y verduras",Carne,"Aves y pollo",2,7.98,3.99,3.99
2022-12-14,13253776,"Fajitas pollo y verduras",Carne,"Aves y pollo",2,7.98,3.99,3.99
2022-11-30,13151497,"Fajitas pollo y verduras",Carne,"Aves y pollo",2,7.98,3.99,3.99
2022-11-16,13069090,"Fajitas pollo y verduras",Carne,"Aves y pollo",2,7.98,3.99,3.99
2022-10-31,12950475,"Fajitas pollo y verduras",Carne,"Aves y pollo",2,7.98,3.99,3.99
2022-10-20,12878660,"Fajitas pollo y verduras",Carne,"Aves y pollo",2,7.98,3.99,3.99
2022-10-06,12793662,"Fajitas pollo y verduras",Carne,"Aves y pollo",1,3.99,3.99,3.99
2022-02-22,11422261,"Filetes lomo de cerdo",Carne,Cerdo,1,3.49,3.49,2.84
2022-11-30,13151497,"Lomo de cerdo adobado",Carne,Cerdo,1,3.16,3.16,3.38
2022-11-30,13151497,"Lomo de cerdo adobado",Carne,Cerdo,1,3.16,3.16,3.38
2022-10-13,12838037,"Medallones preparado de solomillo cerdo provenzal",Carne,Cerdo,1,3.51,3.51,4.14
2022-10-13,12838037,"Medallones preparado de solomillo cerdo provenzal",Carne,Cerdo,1,3.63,3.63,4.14
2022-10-13,12838037,"Medallones preparado de solomillo cerdo provenzal",Carne,Cerdo,1,3.51,3.51,4.14
2022-10-13,12838037,"Medallones preparado de solomillo cerdo provenzal",Carne,Cerdo,1,3.63,3.63,4.14
2022-10-31,12950475,"Chuletas lomo de cerdo",Carne,Cerdo,1,1.81,1.81,3.1
2020-10-20,6858326,"Lomo de cerdo ibérico",Carne,Cerdo,1,5.32,5.32,6.26
2021-09-07,9115773,"Chuletas de cordero palo y riñonada",Carne,"Conejo y cordero",1,6.6,6.6,19.38
2021-08-05,8403972,"Chuletas de cordero palo y riñonada",Carne,"Conejo y cordero",1,6.39,6.39,19.38
2020-10-12,7119732,"Chuletas de cordero pierna",Carne,"Conejo y cordero",1,6.84,6.84,15.2
2021-11-11,10404138,"Chuletas de cordero pierna",Carne,"Conejo y cordero",1,9.4,9.4,15.2
2020-01-10,302316,"Morcilla de cebolla oreada",Carne,Embutido,1,1.34,1.34,1.9
2019-02-27,125935,"Morcilla de cebolla oreada",Carne,Embutido,1,1.48,1.48,1.9
2018-04-12,73955,"Morcilla de cebolla oreada",Carne,Embutido,1,1.39,1.39,1.9
2019-01-31,107492,"Morcilla de cebolla oreada",Carne,Embutido,1,1.36,1.36,1.9
2018-11-13,61858,"Morcilla de cebolla oreada",Carne,Embutido,1,1.39,1.39,1.9
2021-09-09,101295,"Morcilla de cebolla oreada",Carne,Embutido,1,1.54,1.54,1.9
2019-06-19,207666,"Morcilla de cebolla oreada",Carne,Embutido,1,1.39,1.39,1.9
2022-10-06,12793662,"Burger de vacuno",Carne,"Hamburguesas y picadas",1,4.18,4.18,4.4
2020-10-01,466635,"Burger de vacuno gruesas",Carne,"Hamburguesas y picadas",2,6.24,3.12,3.78
2023-01-04,13397754,"Preparado de carne picada vacuno y cerdo",Carne,"Hamburguesas y picadas",1,6.7,6.7,6.5
2022-12-28,13374140,"Preparado de carne picada vacuno y cerdo",Carne,"Hamburguesas y picadas",1,6.7,6.7,6.5
2022-12-14,13253776,"Preparado de carne picada vacuno y cerdo",Carne,"Hamburguesas y picadas",1,5.74,5.74,6.5
2022-11-30,13151497,"Preparado de carne picada vacuno y cerdo",Carne,"Hamburguesas y picadas",1,5.74,5.74,6.5
2022-11-23,13117832,"Preparado de carne picada vacuno y cerdo",Carne,"Hamburguesas y picadas",1,5.74,5.74,6.5
2022-11-16,13069090,"Preparado de carne picada vacuno y cerdo",Carne,"Hamburguesas y picadas",2,11.48,5.74,6.5
2023-03-04,13879881,"Preparado de carne picada vacuno",Carne,"Hamburguesas y picadas",1,7.45,7.45,7.3
2023-02-25,13821013,"Preparado de carne picada vacuno",Carne,"Hamburguesas y picadas",1,7.45,7.45,7.3
2023-02-18,13759447,"Preparado de carne picada vacuno",Carne,"Hamburguesas y picadas",1,7.45,7.45,7.3
2023-02-11,13703740,"Preparado de carne picada vacuno",Carne,"Hamburguesas y picadas",1,7.45,7.45,7.3
2023-02-04,13640454,"Preparado de carne picada vacuno",Carne,"Hamburguesas y picadas",1,7.45,7.45,7.3
2023-01-28,13580934,"Preparado de carne picada vacuno",Carne,"Hamburguesas y picadas",1,7.45,7.45,7.3
2023-01-21,13546313,"Preparado de carne picada vacuno",Carne,"Hamburguesas y picadas",1,7.45,7.45,7.3
2023-01-14,13507140,"Preparado de carne picada vacuno",Carne,"Hamburguesas y picadas",1,7.45,7.45,7.3
2022-10-31,12950475,"Preparado de carne picada vacuno",Carne,"Hamburguesas y picadas",1,6.18,6.18,7.3
2022-10-20,12878660,"Preparado de carne picada vacuno",Carne,"Hamburguesas y picadas",2,12.36,6.18,7.3
2022-10-13,12838037,"Preparado de carne picada vacuno",Carne,"Hamburguesas y picadas",1,6.18,6.18,7.3
2022-10-06,12793662,"Preparado de carne picada vacuno",Carne,"Hamburguesas y picadas",1,6.18,6.18,7.3
2022-02-22,11422261,"Albóndigas de pollo",Carne,"Hamburguesas y picadas",1,3,3,6.2
2022-12-12,13266605,"Albóndigas de pollo",Carne,"Hamburguesas y picadas",1,3.75,3.75,6.2
2022-07-10,12804912,"Albóndigas de pollo",Carne,"Hamburguesas y picadas",1,3.6,3.6,6.2
2022-10-20,12878660,"Tacos de vacuno añojo para guisar",Carne,Vacuno,1,6.16,6.16,7.38
2022-10-20,12878660,"Tacos de vacuno añojo para guisar",Carne,Vacuno,1,5.47,5.47,7.38
2020-10-20,6858326,"Carpaccio de vacuno",Carne,Vacuno,1,4.64,4.64,3.75
2021-09-02,7475015,"Carpaccio de vacuno",Carne,Vacuno,1,5,5,3.75
2022-11-16,13069090,"Flautas de pollo y queso",Carne,"Empanados y elaborados",1,1.6,1.6,2
2022-11-16,13069090,"Flautas de pollo y queso",Carne,"Empanados y elaborados",1,1.6,1.6,2
2022-11-30,13151497,"Lomo de cerdo adobado",Carne,"Empanados y elaborados",1,3.16,3.16,3.38
2022-11-30,13151497,"Lomo de cerdo adobado",Carne,"Empanados y elaborados",1,3.16,3.16,3.38
2023-03-04,13879881,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.98,3.98,4.52
2023-02-25,13821013,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.39,3.39,4.52
2023-02-18,13759447,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.98,3.98,4.52
2023-02-18,13759447,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.8,3.8,4.52
2023-02-11,13703740,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,4.54,4.54,4.52
2023-02-11,13703740,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,4.06,4.06,4.52
2023-02-04,13640454,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,4.25,4.25,4.52
2023-01-28,13580934,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.67,3.67,4.52
2023-01-21,13546313,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.61,3.61,4.52
2022-12-28,13374140,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,4.49,4.49,4.52
2022-12-28,13374140,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.6,3.6,4.52
2022-12-21,13315781,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.93,3.93,4.52
2022-12-21,13315781,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,4.32,4.32,4.52
2022-12-14,13253776,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.61,3.61,4.52
2022-12-14,13253776,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.98,3.98,4.52
2022-11-30,13151497,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.9,3.9,4.52
2022-11-30,13151497,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.69,3.69,4.52
2022-11-23,13117832,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.68,3.68,4.52
2022-11-23,13117832,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.81,3.81,4.52
2022-11-16,13069090,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.73,3.73,4.52
2022-11-16,13069090,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,4.64,4.64,4.52
2022-11-09,13029815,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,4.64,4.64,4.52
2022-11-09,13029815,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,4.82,4.82,4.52
2022-10-31,12950475,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,4.04,4.04,4.52
2022-10-31,12950475,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.85,3.85,4.52
2022-10-20,12878660,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,4.75,4.75,4.52
2022-10-20,12878660,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.82,3.82,4.52
2022-10-13,12838037,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,4.02,4.02,4.52
2022-10-13,12838037,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.55,3.55,4.52
2022-10-06,12793662,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,4.32,4.32,4.52
2023-03-04,13879881,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.98,3.98,4.52
2023-02-25,13821013,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.39,3.39,4.52
2023-02-18,13759447,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.98,3.98,4.52
2023-02-18,13759447,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.8,3.8,4.52
2023-02-11,13703740,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,4.54,4.54,4.52
2023-02-11,13703740,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,4.06,4.06,4.52
2023-02-04,13640454,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,4.25,4.25,4.52
2023-01-28,13580934,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.67,3.67,4.52
2023-01-21,13546313,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.61,3.61,4.52
2022-12-28,13374140,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,4.49,4.49,4.52
2022-12-28,13374140,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.6,3.6,4.52
2022-12-21,13315781,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.93,3.93,4.52
2022-12-21,13315781,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,4.32,4.32,4.52
2022-12-14,13253776,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.61,3.61,4.52
2022-12-14,13253776,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.98,3.98,4.52
2022-11-30,13151497,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.9,3.9,4.52
2022-11-30,13151497,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.69,3.69,4.52
2022-11-23,13117832,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.68,3.68,4.52
2022-11-23,13117832,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.81,3.81,4.52
2022-11-16,13069090,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.73,3.73,4.52
2022-11-16,13069090,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,4.64,4.64,4.52
2022-11-09,13029815,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,4.64,4.64,4.52
2022-11-09,13029815,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,4.82,4.82,4.52
2022-10-31,12950475,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,4.04,4.04,4.52
2022-10-31,12950475,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.85,3.85,4.52
2022-10-20,12878660,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,4.75,4.75,4.52
2022-10-20,12878660,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.82,3.82,4.52
2022-10-13,12838037,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,4.02,4.02,4.52
2022-10-13,12838037,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,3.55,3.55,4.52
2022-10-06,12793662,"Medallones pechuga de pollo marinado",Carne,"Empanados y elaborados",1,4.32,4.32,4.52
2022-10-13,12838037,"Medallones preparado de solomillo cerdo provenzal",Carne,"Empanados y elaborados",1,3.51,3.51,4.14
2022-10-13,12838037,"Medallones preparado de solomillo cerdo provenzal",Carne,"Empanados y elaborados",1,3.63,3.63,4.14
2022-10-13,12838037,"Medallones preparado de solomillo cerdo provenzal",Carne,"Empanados y elaborados",1,3.51,3.51,4.14
2022-10-13,12838037,"Medallones preparado de solomillo cerdo provenzal",Carne,"Empanados y elaborados",1,3.63,3.63,4.14
2022-11-30,13151497,"Pechugas de pavo pimentón",Carne,"Empanados y elaborados",1,5.09,5.09,4.92
2022-11-30,13151497,"Pechugas de pavo pimentón",Carne,"Empanados y elaborados",1,5.09,5.09,4.92
2022-10-13,12838037,"Tacos de pavo al ajillo",Carne,"Empanados y elaborados",1,3.58,3.58,3.81
2022-10-13,12838037,"Tacos de pavo al ajillo",Carne,"Empanados y elaborados",1,3.58,3.58,3.81
2022-12-07,13220829,"Cereales rellenos de chocolate y avellana Hacendado","Cereales y galletas",Cereales,1,1.95,1.95,2.15
2022-11-30,13151497,"Cereales rellenos de chocolate y avellana Hacendado","Cereales y galletas",Cereales,1,1.95,1.95,2.15
2022-11-16,13069090,"Cereales rellenos de chocolate y avellana Hacendado","Cereales y galletas",Cereales,1,1.95,1.95,2.15
2022-11-09,13029815,"Cereales rellenos de chocolate y avellana Hacendado","Cereales y galletas",Cereales,1,1.95,1.95,2.15
2022-10-20,12878660,"Cereales rellenos de chocolate y avellana Hacendado","Cereales y galletas",Cereales,1,1.95,1.95,2.15
2022-02-22,11422261,"Cereales copos de maíz Corn Flakes Kellogg's","Cereales y galletas",Cereales,1,2.6,2.6,3
2022-10-31,12950475,"Cereales rellenos de crema de cacao y avellana Hacendado sin gluten","Cereales y galletas",Cereales,1,2.1,2.1,2.25
2023-01-28,13580934,"Muesli Crunchy Hacendado con frutos secos","Cereales y galletas",Cereales,1,2,2,2.1
2022-12-14,13253776,"Muesli Crunchy Hacendado con frutos secos","Cereales y galletas",Cereales,1,1.75,1.75,2.1
2022-11-30,13151497,"Muesli Crunchy Hacendado con frutos secos","Cereales y galletas",Cereales,1,1.75,1.75,2.1
2022-11-23,13117832,"Muesli Crunchy Hacendado con frutos secos","Cereales y galletas",Cereales,1,1.75,1.75,2.1
2022-11-16,13069090,"Muesli Crunchy Hacendado con frutos secos","Cereales y galletas",Cereales,1,1.75,1.75,2.1
2022-11-09,13029815,"Muesli Crunchy Hacendado con frutos secos","Cereales y galletas",Cereales,1,1.75,1.75,2.1
2022-10-31,12950475,"Muesli Crunchy Hacendado con frutos secos","Cereales y galletas",Cereales,1,1.75,1.75,2.1
2022-10-13,12838037,"Muesli Crunchy Hacendado con frutos secos","Cereales y galletas",Cereales,1,1.75,1.75,2.1
2020-06-18,5857032,"Cereales con salvado de trigo Fibra Sticks Hacendado","Cereales y galletas",Cereales,1,1.35,1.35,1.8
2022-11-16,13069090,"Muesli Hacendado con quinoa, chía y chocolate negro","Cereales y galletas",Cereales,1,1.95,1.95,2.25
2022-11-09,13029815,"Barritas Sustitutivo de comida Belladieta sabor avena y chocolate con leche","Cereales y galletas",Cereales,1,3.1,3.1,3.1
2022-11-09,13029815,"Barritas Sustitutivo de comida Belladieta sabor avena y chocolate con leche","Cereales y galletas",Cereales,1,3.1,3.1,3.1
2023-01-11,13449668,"Barrita con proteínas Enervit Sport sabor chocolate negro","Cereales y galletas",Cereales,1,4.9,4.9,4.9
2022-10-31,12950475,"Barrita con proteínas Enervit Sport sabor chocolate negro","Cereales y galletas",Cereales,1,4.9,4.9,4.9
2022-10-06,12793662,"Barrita con proteínas Enervit Sport sabor chocolate negro","Cereales y galletas",Cereales,1,4.9,4.9,4.9
2023-01-11,13449668,"Barrita con proteínas Enervit Sport sabor chocolate negro","Cereales y galletas",Cereales,1,4.9,4.9,4.9
2022-10-31,12950475,"Barrita con proteínas Enervit Sport sabor chocolate negro","Cereales y galletas",Cereales,1,4.9,4.9,4.9
2022-10-06,12793662,"Barrita con proteínas Enervit Sport sabor chocolate negro","Cereales y galletas",Cereales,1,4.9,4.9,4.9
2022-11-16,13069090,"Galletas mini Oreo","Cereales y galletas",Galletas,1,1.65,1.65,1.95
2023-03-18,13996475,"Barquillos con crema de avellanas Hacendado","Cereales y galletas",Galletas,1,1.5,1.5,1.5
2023-03-11,13945376,"Barquillos con crema de avellanas Hacendado","Cereales y galletas",Galletas,1,1.5,1.5,1.5
2023-03-04,13879881,"Barquillos con crema de avellanas Hacendado","Cereales y galletas",Galletas,1,1.5,1.5,1.5
2023-02-25,13821013,"Barquillos con crema de avellanas Hacendado","Cereales y galletas",Galletas,1,1.5,1.5,1.5
2023-02-18,13759447,"Barquillos con crema de avellanas Hacendado","Cereales y galletas",Galletas,1,1.5,1.5,1.5
2023-02-11,13703740,"Barquillos con crema de avellanas Hacendado","Cereales y galletas",Galletas,1,1.5,1.5,1.5
2023-01-14,13507140,"Barquillos con crema de avellanas Hacendado","Cereales y galletas",Galletas,1,1.5,1.5,1.5
2023-01-04,13397754,"Barquillos con crema de avellanas Hacendado","Cereales y galletas",Galletas,1,1.5,1.5,1.5
2022-12-28,13374140,"Barquillos con crema de avellanas Hacendado","Cereales y galletas",Galletas,1,1.5,1.5,1.5
2022-12-21,13315781,"Barquillos con crema de avellanas Hacendado","Cereales y galletas",Galletas,1,1.5,1.5,1.5
2022-12-14,13253776,"Barquillos con crema de avellanas Hacendado","Cereales y galletas",Galletas,1,1.5,1.5,1.5
2022-12-07,13220829,"Barquillos con crema de avellanas Hacendado","Cereales y galletas",Galletas,1,1.5,1.5,1.5
2018-11-13,61858,"Tortitas de maíz Hacendado","Cereales y galletas",Tortitas,1,0.85,0.85,1.1
2022-07-13,996926,"Pechuga de pavo Hacendado finas lonchas","Charcutería y quesos","Aves y jamón cocido",1,3.19,3.19,3.37
2022-09-28,470822,"Pechuga de pavo Hacendado finas lonchas","Charcutería y quesos","Aves y jamón cocido",1,3.15,3.15,3.37
2022-12-14,13253776,"Pechuga de pavo Hacendado finas lonchas","Charcutería y quesos","Aves y jamón cocido",1,3.15,3.15,3.37
2022-11-16,13069090,"Pechuga de pavo Hacendado finas lonchas","Charcutería y quesos","Aves y jamón cocido",1,3.15,3.15,3.37
2022-10-31,12950475,"Pechuga de pavo Hacendado finas lonchas","Charcutería y quesos","Aves y jamón cocido",1,3.15,3.15,3.37
2022-10-20,12878660,"Tiras de pechuga pollo al horno Hacendado","Charcutería y quesos","Aves y jamón cocido",2,4,2,2.05
2020-11-07,959862,"Jamón de pavo Hacendado finas lonchas","Charcutería y quesos","Aves y jamón cocido",1,1.89,1.89,1.66
2021-09-07,9115773,"Pechuga de pavo al horno de leña Campofrío lonchas","Charcutería y quesos","Aves y jamón cocido",4,6.2,1.55,1.75
2021-08-05,8403972,"Pechuga de pavo al horno de leña Campofrío lonchas","Charcutería y quesos","Aves y jamón cocido",3,4.65,1.55,1.75
2021-09-02,7475015,"Pechuga de pavo al horno de leña Campofrío lonchas","Charcutería y quesos","Aves y jamón cocido",4,6.2,1.55,1.75
2020-10-20,6858326,"Pechuga de pollo Hacendado finas lonchas","Charcutería y quesos","Aves y jamón cocido",1,4.02,4.02,2.11
2021-09-02,7475015,"Pechuga de pollo Hacendado finas lonchas","Charcutería y quesos","Aves y jamón cocido",1,3.53,3.53,2.11
2020-10-01,466635,"Jamón cocido extra Hacendado lonchas","Charcutería y quesos","Aves y jamón cocido",1,3.08,3.08,2.04
2022-07-13,996926,"Jamón cocido extra Hacendado lonchas","Charcutería y quesos","Aves y jamón cocido",1,3.17,3.17,2.04
2020-11-18,546427,"Jamón cocido extra Hacendado lonchas","Charcutería y quesos","Aves y jamón cocido",1,2.99,2.99,2.04
2022-09-28,470822,"Jamón cocido extra Hacendado lonchas","Charcutería y quesos","Aves y jamón cocido",1,3.09,3.09,2.04
2019-10-04,156155,"Jamón cocido extra Hacendado lonchas","Charcutería y quesos","Aves y jamón cocido",1,2.99,2.99,2.04
2018-11-13,61858,"Jamón cocido extra Hacendado lonchas","Charcutería y quesos","Aves y jamón cocido",1,2.99,2.99,2.04
2021-12-16,10822769,"Jamón cocido extra Hacendado lonchas","Charcutería y quesos","Aves y jamón cocido",1,2.89,2.89,2.04
2019-02-27,125935,"Salami extra Hacendado lonchas","Charcutería y quesos","Embutido curado",1,1.39,1.39,1.97
2019-05-22,185199,"Salami extra Hacendado lonchas","Charcutería y quesos","Embutido curado",1,1.39,1.39,1.97
2018-11-13,61858,"Salami extra Hacendado lonchas","Charcutería y quesos","Embutido curado",1,1.39,1.39,1.97
2022-12-14,13253776,"Helado almendrado Hacendado",Congelados,Helados,1,2.5,2.5,2.75
2022-11-30,13151497,"Helado almendrado Hacendado",Congelados,Helados,1,2.5,2.5,2.75
2022-10-31,12950475,"Helado almendrado Hacendado",Congelados,Helados,1,2.2,2.2,2.75
2022-10-13,12838037,"Helado almendrado Hacendado",Congelados,Helados,1,2.2,2.2,2.75
2022-11-09,13029815,"Helado mochi sabor coco Hacendado",Congelados,Helados,1,2.55,2.55,2.8
2023-01-21,13546313,"Helado vegetal mini a base de anacardo con crema de pistacho Hacendado",Congelados,Helados,1,2.7,2.7,2.95
2022-11-30,13151497,"Helado mini cucurucho nata Hacendado",Congelados,Helados,1,2.55,2.55,2.8
2022-10-06,12793662,"Filete de salmón rosado salvaje con piel Hacendado ultracongelado",Congelados,Pescado,1,2.76,2.76,3.58
2022-10-06,12793662,"Filete de salmón rosado salvaje con piel Hacendado ultracongelado",Congelados,Pescado,1,2.76,2.76,3.58
2021-12-16,10822769,"Tacos de bacalao MareDeus ultracongelado",Congelados,Pescado,1,3.98,3.98,4.95
2021-09-07,9115773,"Tacos de bacalao MareDeus ultracongelado",Congelados,Pescado,2,10.5,5.25,4.95
2021-08-05,8403972,"Tacos de bacalao MareDeus ultracongelado",Congelados,Pescado,1,3.98,3.98,4.95
2022-02-22,11422261,"Tacos de bacalao MareDeus ultracongelado",Congelados,Pescado,2,11.9,5.95,4.95
2020-06-18,5857032,"Tacos de bacalao MareDeus ultracongelado",Congelados,Pescado,1,5.98,5.98,4.95
2022-12-12,13266605,"Tacos de bacalao MareDeus ultracongelado",Congelados,Pescado,2,12.7,6.35,4.95
2022-07-10,12804912,"Tacos de bacalao MareDeus ultracongelado",Congelados,Pescado,2,11.9,5.95,4.95
2022-02-22,11422261,"Relleno para kebab con carne de pollo asado Hacendado ultracongelado",Congelados,Rebozados,1,3.95,3.95,3.25
2022-12-12,13266605,"Fingers de queso Hacendado ultracongelados",Congelados,Rebozados,1,2.7,2.7,2.4
2023-01-21,13546313,"Tequeños de queso Hacendado ultracongelados",Congelados,Rebozados,1,4.65,4.65,4.9
2020-06-18,5857032,"Mix de frutos rojos Hacendado ultracongeladas",Congelados,Verdura,1,3.85,3.85,1.5
2022-12-12,13266605,"Ensaladilla Hacendado ultracongelada",Congelados,Verdura,1,1.8,1.8,1.2
2023-02-18,13759447,"Cebolla troceada Hacendado ultracongelada",Congelados,Verdura,1,0.96,0.96,1.1
2023-02-11,13703740,"Cebolla troceada Hacendado ultracongelada",Congelados,Verdura,1,0.96,0.96,1.1
2022-12-14,13253776,"Cebolla troceada Hacendado ultracongelada",Congelados,Verdura,1,1,1,1.1
2022-12-12,13266605,"Ajo tierno Hacendado ultracongelado",Congelados,Verdura,2,12.5,6.25,1.97
2022-07-10,12804912,"Ajo tierno Hacendado ultracongelado",Congelados,Verdura,2,12.5,6.25,1.97
2023-02-25,13821013,"Salteado de setas Hacendado ultracongeladas",Congelados,Verdura,1,1.73,1.73,1.65
2023-02-04,13640454,"Salteado de setas Hacendado ultracongeladas",Congelados,Verdura,1,1.73,1.73,1.65
2023-01-14,13507140,"Salteado de setas Hacendado ultracongeladas",Congelados,Verdura,1,1.73,1.73,1.65
