product_code,price_eu,collected_timestamp
86233.0,5.4,2024-03-13
86234.0,0.9,2024-03-13
66994.0,6.3,2024-03-13
66482.0,1.05,2024-03-13
66465.0,5.7,2024-03-13
66466.0,0.95,2024-03-13
22467.0,4.2,2024-03-13
22489.0,0.35,2024-03-13
27150.0,7.92,2024-03-13
66518.0,1.49,2024-03-13
60333.0,7.74,2024-03-13
27144.0,1.62,2024-03-13
27114.0,3.72,2024-03-13
70745.0,0.7,2024-03-13
67154.0,7.44,2024-03-13
67031.0,0.65,2024-03-13
13895.0,5.94,2024-03-13
27456.0,0.99,2024-03-13
66016.0,7.92,2024-03-13
79318.0,0.67,2024-03-13
29368.0,5.88,2024-03-13
29411.0,0.51,2024-03-13
66587.0,7.8,2024-03-13
15936.0,0.66,2024-03-13
66009.0,7.26,2024-03-13
67092.0,1.22,2024-03-13
86866.0,6.48,2024-03-13
86867.0,0.59,2024-03-13
60315.0,4.74,2024-03-13
60316.0,0.89,2024-03-13
5573.0,4.32,2024-03-13
5574.0,0.72,2024-03-13
52853.0,6.9,2024-03-13
52854.0,1.25,2024-03-13
52652.0,4.92,2024-03-13
52653.0,0.41,2024-03-13
66783.0,4.8,2024-03-13
66554.0,0.4,2024-03-13
66492.0,3.48,2024-03-13
66481.0,0.58,2024-03-13
22078.0,9.0,2024-03-13
67060.0,0.75,2024-03-13
66172.0,9.0,2024-03-13
27355.0,1.5,2024-03-13
66770.0,4.2,2024-03-13
66771.0,0.35,2024-03-13
66499.0,3.3,2024-03-13
66493.0,0.55,2024-03-13
5396.0,5.82,2024-03-13
5397.0,1.0,2024-03-13
86552.0,2.1,2024-03-13
86553.0,0.35,2024-03-13
66394.0,2.1,2024-03-13
15990.0,0.35,2024-03-13
66558.0,6.9,2024-03-13
67026.0,1.15,2024-03-13
67623.0,3.0,2024-03-13
67624.0,0.5,2024-03-13
23694.0,4.2,2024-03-13
23695.0,0.35,2024-03-13
66392.0,4.2,2024-03-13
66393.0,0.35,2024-03-13
13417.0,6.0,2024-03-13
13418.0,0.48,2024-03-13
11270.0,6.6,2024-03-13
11271.0,0.59,2024-03-13
28520.0,3.45,2024-03-13
15846.0,2.5,2024-03-13
28400.0,10.2,2024-03-13
28401.0,10.2,2024-03-13
28356.0,13.4,2024-03-13
28408.0,15.2,2024-03-13
28837.0,2.5,2024-03-13
28715.0,12.5,2024-03-13
28712.0,13.95,2024-03-13
28032.0,16.5,2024-03-13
28775.0,16.5,2024-03-13
28848.0,7.7,2024-03-13
22316.0,7.8,2024-03-13
67632.0,6.25,2024-03-13
52745.0,6.5,2024-03-13
28246.0,9.35,2024-03-13
28213.0,9.75,2024-03-13
28527.0,6.0,2024-03-13
28525.0,5.9,2024-03-13
28526.0,9.9,2024-03-13
28631.0,12.35,2024-03-13
28604.0,13.0,2024-03-13
28610.0,15.9,2024-03-13
28613.0,13.0,2024-03-13
28662.0,6.0,2024-03-13
28630.0,30.0,2024-03-13
28731.0,9.25,2024-03-13
35919.0,5.25,2024-03-13
28757.0,14.95,2024-03-13
28373.0,12.6,2024-03-13
86232.0,5.95,2024-03-13
86707.0,9.5,2024-03-13
28571.0,6.25,2024-03-13
22614.0,6.95,2024-03-13
28506.0,6.25,2024-03-13
67930.0,6.5,2024-03-13
52875.0,7.0,2024-03-13
13493.0,5.7,2024-03-13
28822.0,6.7,2024-03-13
28333.0,8.3,2024-03-13
35969.0,5.9,2024-03-13
28407.0,12.7,2024-03-13
28508.0,6.1,2024-03-13
28335.0,6.85,2024-03-13
28724.0,13.85,2024-03-13
28507.0,7.1,2024-03-13
28432.0,4.8,2024-03-13
13370.0,6.3,2024-03-13
23593.0,10.5,2024-03-13
52471.0,6.9,2024-03-13
13610.0,2.8,2024-03-13
28515.0,1.6,2024-03-13
23863.0,10.8,2024-03-13
23862.0,0.9,2024-03-13
28898.0,1.95,2024-03-13
28921.0,2.95,2024-03-13
22977.0,1.65,2024-03-13
28908.0,4.25,2024-03-13
28969.0,9.35,2024-03-13
28938.0,4.0,2024-03-13
28909.0,4.95,2024-03-13
28005.0,6.95,2024-03-13
28910.0,5.0,2024-03-13
28939.0,2.95,2024-03-13
22970.0,1.55,2024-03-13
28006.0,6.95,2024-03-13
39702.0,2.2,2024-03-13
67150.0,4.0,2024-03-13
28959.0,3.75,2024-03-13
66922.0,1.55,2024-03-13
60748.0,1.15,2024-03-13
66944.0,2.1,2024-03-13
67818.0,1.2,2024-03-13
67819.0,1.2,2024-03-13
28059.0,4.5,2024-03-13
27843.0,2.3,2024-03-13
66127.0,1.0,2024-03-13
66124.0,1.6,2024-03-13
66905.0,2.35,2024-03-13
66105.0,1.6,2024-03-13
66823.0,1.75,2024-03-13
37138.0,1.4,2024-03-13
37111.0,2.3,2024-03-13
66324.0,4.15,2024-03-13
37110.0,2.2,2024-03-13
66523.0,2.1,2024-03-13
66517.0,4.0,2024-03-13
66532.0,6.6,2024-03-13
67125.0,6.0,2024-03-13
67123.0,2.6,2024-03-13
67018.0,4.65,2024-03-13
66851.0,2.5,2024-03-13
86547.0,4.25,2024-03-13
52687.0,3.5,2024-03-13
37229.0,2.0,2024-03-13
66369.0,2.1,2024-03-13
37218.0,3.0,2024-03-13
23279.0,3.8,2024-03-13
66495.0,2.1,2024-03-13
66352.0,4.3,2024-03-13
66531.0,4.95,2024-03-13
66519.0,2.1,2024-03-13
67144.0,2.0,2024-03-13
66912.0,6.1,2024-03-13
23287.0,3.6,2024-03-13
39896.0,2.0,2024-03-13
66907.0,2.65,2024-03-13
39488.0,1.6,2024-03-13
52533.0,2.15,2024-03-13
66673.0,3.9,2024-03-13
66332.0,2.65,2024-03-13
15870.0,2.1,2024-03-13
66505.0,4.25,2024-03-13
37212.0,3.65,2024-03-13
66675.0,3.5,2024-03-13
66580.0,2.25,2024-03-13
66126.0,1.05,2024-03-13
37002.0,2.1,2024-03-13
67115.0,2.4,2024-03-13
37153.0,1.55,2024-03-13
37806.0,6.15,2024-03-13
67119.0,3.25,2024-03-13
66427.0,2.6,2024-03-13
66211.0,1.05,2024-03-13
66107.0,1.6,2024-03-13
37808.0,2.8,2024-03-13
37805.0,5.55,2024-03-13
66320.0,6.3,2024-03-13
67112.0,2.45,2024-03-13
66314.0,6.95,2024-03-13
67113.0,2.95,2024-03-13
66325.0,4.1,2024-03-13
66346.0,8.6,2024-03-13
67117.0,4.2,2024-03-13
37139.0,1.45,2024-03-13
37134.0,2.95,2024-03-13
13875.0,2.95,2024-03-13
37114.0,3.7,2024-03-13
35730.0,2.25,2024-03-13
37160.0,2.0,2024-03-13
37164.0,1.65,2024-03-13
37276.0,4.6,2024-03-13
37262.0,3.8,2024-03-13
15526.0,2.0,2024-03-13
67024.0,2.25,2024-03-13
66673.0,3.9,2024-03-13
37156.0,2.85,2024-03-13
37259.0,2.9,2024-03-13
37005.0,3.9,2024-03-13
66540.0,7.95,2024-03-13
67936.0,4.2,2024-03-13
67901.0,7.0,2024-03-13
23677.0,2.4,2024-03-13
23676.0,2.35,2024-03-13
37263.0,2.0,2024-03-13
67507.0,1.65,2024-03-13
13866.0,4.55,2024-03-13
66349.0,1.95,2024-03-13
22108.0,8.5,2024-03-13
66524.0,2.1,2024-03-13
70727.0,3.0,2024-03-13
66510.0,4.9,2024-03-13
13204.0,5.99,2024-03-13
13216.0,3.29,2024-03-13
13006.0,4.29,2024-03-13
13021.0,6.49,2024-03-13
13019.0,3.79,2024-03-13
13213.0,3.9,2024-03-13
35513.0,3.65,2024-03-13
12519.0,2.3,2024-03-13
86469.0,15.99,2024-03-13
22849.0,3.35,2024-03-13
67739.0,13.45,2024-03-13
13212.0,2.5,2024-03-13
23231.0,1.3,2024-03-13
22580.0,2.9,2024-03-13
12017.0,3.25,2024-03-13
10005.0,2.3,2024-03-13
12585.0,1.8,2024-03-13
10350.0,3.6,2024-03-13
10355.0,3.6,2024-03-13
10354.0,3.65,2024-03-13
10352.0,3.6,2024-03-13
10351.0,3.6,2024-03-13
10353.0,3.6,2024-03-13
13596.0,3.6,2024-03-13
11931.0,4.25,2024-03-13
13636.0,3.2,2024-03-13
13635.0,3.2,2024-03-13
13634.0,3.2,2024-03-13
11869.0,4.25,2024-03-13
11801.0,4.25,2024-03-13
67658.0,3.2,2024-03-13
11918.0,4.25,2024-03-13
11785.0,4.25,2024-03-13
23293.0,3.2,2024-03-13
11065.0,3.2,2024-03-13
11899.0,4.89,2024-03-13
23405.0,3.2,2024-03-13
23404.0,3.2,2024-03-13
22801.0,3.2,2024-03-13
52775.0,3.2,2024-03-13
11873.0,5.3,2024-03-13
11872.0,5.3,2024-03-13
11875.0,5.3,2024-03-13
11874.0,5.3,2024-03-13
11871.0,5.3,2024-03-13
11770.0,2.15,2024-03-13
11730.0,2.6,2024-03-13
11732.0,2.9,2024-03-13
11777.0,2.3,2024-03-13
11178.0,3.35,2024-03-13
11172.0,1.75,2024-03-13
15922.0,3.15,2024-03-13
15923.0,1.65,2024-03-13
13700.0,2.95,2024-03-13
11171.0,1.55,2024-03-13
13593.0,3.3,2024-03-13
13592.0,1.7,2024-03-13
11719.0,3.3,2024-03-13
11711.0,1.7,2024-03-13
11714.0,2.2,2024-03-13
11752.0,2.2,2024-03-13
11715.0,3.2,2024-03-13
11744.0,2.55,2024-03-13
11848.0,3.45,2024-03-13
11845.0,4.0,2024-03-13
11847.0,3.45,2024-03-13
13594.0,7.7,2024-03-13
11007.0,7.55,2024-03-13
52491.0,8.4,2024-03-13
11077.0,6.95,2024-03-13
22163.0,2.7,2024-03-13
22718.0,1.9,2024-03-13
11049.0,1.0,2024-03-13
11136.0,6.65,2024-03-13
11111.0,4.3,2024-03-13
22164.0,3.2,2024-03-13
22719.0,1.95,2024-03-13
11051.0,1.1,2024-03-13
11101.0,6.65,2024-03-13
11104.0,4.3,2024-03-13
11123.0,2.5,2024-03-13
23406.0,2.65,2024-03-13
67660.0,2.9,2024-03-13
11134.0,2.65,2024-03-13
11115.0,3.15,2024-03-13
23407.0,3.1,2024-03-13
10666.0,0.8,2024-03-13
10642.0,0.95,2024-03-13
10644.0,0.8,2024-03-13
10672.0,0.85,2024-03-13
10449.0,1.1,2024-03-13
11187.0,2.1,2024-03-13
60515.0,1.95,2024-03-13
13651.0,0.75,2024-03-13
11054.0,1.15,2024-03-13
11433.0,1.4,2024-03-13
13657.0,1.2,2024-03-13
52967.0,2.5,2024-03-13
35727.0,1.4,2024-03-13
11440.0,3.2,2024-03-13
11175.0,1.35,2024-03-13
11168.0,0.6,2024-03-13
13395.0,0.65,2024-03-13
11431.0,0.9,2024-03-13
11447.0,1.2,2024-03-13
11430.0,0.85,2024-03-13
11408.0,1.05,2024-03-13
11470.0,1.2,2024-03-13
11453.0,1.05,2024-03-13
11427.0,1.05,2024-03-13
13652.0,1.15,2024-03-13
11426.0,1.2,2024-03-13
15726.0,1.1,2024-03-13
11415.0,1.4,2024-03-13
11326.0,3.0,2024-03-13
11400.0,1.35,2024-03-13
11454.0,1.15,2024-03-13
11061.0,1.4,2024-03-13
11438.0,1.4,2024-03-13
11443.0,1.2,2024-03-13
11468.0,1.2,2024-03-13
3497.0,5.4,2024-03-13
35862.0,2.7,2024-03-13
35863.0,3.8,2024-03-13
58307.0,1.16,2024-03-13
3496.0,1.05,2024-03-13
2692.0,3.84,2024-03-13
53011.0,2.65,2024-03-13
2689.0,0.77,2024-03-13
2851.0,3.1,2024-03-13
3499.0,2.88,2024-03-13
35805.0,0.86,2024-03-13
59154.0,2.78,2024-03-13
1892.0,1.49,2024-03-13
1423.0,2.35,2024-03-13
3739.0,6.25,2024-03-13
3795.0,2.21,2024-03-13
2794.0,4.92,2024-03-13
4524.0,5.53,2024-03-13
4523.0,5.4,2024-03-13
2792.0,4.44,2024-03-13
25926.0,4.74,2024-03-13
2837.0,4.14,2024-03-13
4156.0,4.35,2024-03-13
2836.0,4.92,2024-03-13
3443.0,3.81,2024-03-13
4109.0,3.95,2024-03-13
3508.0,3.87,2024-03-13
35396.0,9.45,2024-03-13
2796.0,4.16,2024-03-13
25629.0,9.12,2024-03-13
4384.0,3.39,2024-03-13
3400.0,4.28,2024-03-13
2787.0,4.81,2024-03-13
2789.0,3.96,2024-03-13
2786.0,4.13,2024-03-13
3682.0,6.95,2024-03-13
3680.0,4.88,2024-03-13
3727.0,2.72,2024-03-13
2788.0,2.88,2024-03-13
3724.0,3.48,2024-03-13
2779.0,3.6,2024-03-13
35902.0,3.2,2024-03-13
2778.0,3.59,2024-03-13
2785.0,3.23,2024-03-13
2853.0,1.5,2024-03-13
21227.0,2.83,2024-03-13
2791.0,4.59,2024-03-13
2137.0,2.0,2024-03-13
2833.0,4.81,2024-03-13
2781.0,6.17,2024-03-13
2857.0,1.73,2024-03-13
2783.0,4.41,2024-03-13
2831.0,4.52,2024-03-13
2777.0,4.01,2024-03-13
2832.0,3.2,2024-03-13
4284.0,3.99,2024-03-13
2784.0,4.36,2024-03-13
2970.0,4.35,2024-03-13
2855.0,2.33,2024-03-13
25461.0,5.29,2024-03-13
2782.0,8.14,2024-03-13
10000.0,5.41,2024-03-13
25460.0,4.87,2024-03-13
3791.0,4.35,2024-03-13
2856.0,1.57,2024-03-13
25243.0,1.82,2024-03-13
2795.0,7.36,2024-03-13
25258.0,4.58,2024-03-13
25208.0,4.98,2024-03-13
3653.0,4.46,2024-03-13
3456.0,3.98,2024-03-13
2830.0,5.53,2024-03-13
21257.0,4.55,2024-03-13
21235.0,2.92,2024-03-13
52514.0,4.16,2024-03-13
60601.0,1.6,2024-03-13
25183.0,3.1,2024-03-13
25184.0,3.4,2024-03-13
4176.0,3.11,2024-03-13
25353.0,2.76,2024-03-13
25182.0,5.8,2024-03-13
2228.0,6.24,2024-03-13
5186.0,11.37,2024-03-13
4022.0,17.4,2024-03-13
5034.0,11.14,2024-03-13
4599.0,8.48,2024-03-13
4425.0,5.75,2024-03-13
30006.0,5.65,2024-03-13
52426.0,3.68,2024-03-13
2811.0,4.08,2024-03-13
2714.0,2.84,2024-03-13
3395.0,6.29,2024-03-13
2810.0,6.55,2024-03-13
1564.0,4.11,2024-03-13
23305.0,2.77,2024-03-13
35286.0,5.4,2024-03-13
2815.0,3.45,2024-03-13
2851.0,3.1,2024-03-13
2813.0,3.22,2024-03-13
2715.0,3.38,2024-03-13
5046.0,6.08,2024-03-13
52957.0,2.52,2024-03-13
2817.0,3.69,2024-03-13
2169.0,2.0,2024-03-13
2685.0,2.56,2024-03-13
2812.0,2.34,2024-03-13
53130.0,2.3,2024-03-13
23308.0,2.68,2024-03-13
2684.0,2.5,2024-03-13
2859.0,2.41,2024-03-13
3440.0,3.88,2024-03-13
3553.0,2.19,2024-03-13
4915.0,6.82,2024-03-13
1886.0,4.82,2024-03-13
4919.0,5.93,2024-03-13
2858.0,2.95,2024-03-13
4152.0,4.14,2024-03-13
2839.0,4.18,2024-03-13
4901.0,3.1,2024-03-13
4900.0,3.97,2024-03-13
4918.0,6.26,2024-03-13
4570.0,4.1,2024-03-13
23309.0,3.5,2024-03-13
2570.0,3.63,2024-03-13
3448.0,3.39,2024-03-13
3548.0,6.37,2024-03-13
2849.0,3.49,2024-03-13
21272.0,3.84,2024-03-13
4590.0,4.23,2024-03-13
3554.0,6.47,2024-03-13
67599.0,8.32,2024-03-13
52718.0,3.3,2024-03-13
25972.0,5.31,2024-03-13
2797.0,10.21,2024-03-13
25191.0,6.78,2024-03-13
25192.0,4.78,2024-03-13
25193.0,5.3,2024-03-13
5070.0,3.38,2024-03-13
4363.0,19.38,2024-03-13
4366.0,17.0,2024-03-13
4364.0,15.2,2024-03-13
4362.0,11.07,2024-03-13
4361.0,5.98,2024-03-13
4360.0,5.33,2024-03-13
4282.0,6.5,2024-03-13
52479.0,8.4,2024-03-13
52480.0,8.12,2024-03-13
6040.0,3.37,2024-03-13
6043.0,3.3,2024-03-13
6041.0,4.13,2024-03-13
35049.0,1.9,2024-03-13
4117.0,3.6,2024-03-13
6048.0,2.57,2024-03-13
2864.0,1.55,2024-03-13
4114.0,3.0,2024-03-13
6045.0,2.96,2024-03-13
6044.0,3.68,2024-03-13
4416.0,4.29,2024-03-13
5158.0,3.7,2024-03-13
2876.0,1.63,2024-03-13
6046.0,2.59,2024-03-13
6047.0,3.24,2024-03-13
52672.0,3.0,2024-03-13
2872.0,3.78,2024-03-13
2873.0,4.4,2024-03-13
2622.0,3.99,2024-03-13
3547.0,3.78,2024-03-13
4155.0,2.5,2024-03-13
3976.0,2.37,2024-03-13
3561.0,4.11,2024-03-13
10467.0,2.7,2024-03-13
10453.0,2.59,2024-03-13
3979.0,3.15,2024-03-13
5147.0,3.52,2024-03-13
5139.0,3.14,2024-03-13
3978.0,2.34,2024-03-13
8122.0,2.31,2024-03-13
4110.0,4.81,2024-03-13
4079.0,2.15,2024-03-13
35884.0,3.7,2024-03-13
2869.0,3.6,2024-03-13
3453.0,6.5,2024-03-13
2867.0,2.95,2024-03-13
3451.0,5.6,2024-03-13
2868.0,3.95,2024-03-13
3454.0,7.3,2024-03-13
2870.0,3.7,2024-03-13
3452.0,7.0,2024-03-13
2871.0,4.55,2024-03-13
23632.0,6.2,2024-03-13
2712.0,6.65,2024-03-13
2807.0,7.38,2024-03-13
2800.0,9.1,2024-03-13
2834.0,7.11,2024-03-13
2804.0,11.07,2024-03-13
2632.0,3.75,2024-03-13
2900.0,7.5,2024-03-13
3461.0,10.95,2024-03-13
3460.0,8.32,2024-03-13
3737.0,5.95,2024-03-13
2861.0,5.52,2024-03-13
4157.0,7.4,2024-03-13
2155.0,10.45,2024-03-13
3743.0,5.45,2024-03-13
3738.0,6.5,2024-03-13
63323.0,2.7,2024-03-13
63322.0,3.75,2024-03-13
13496.0,1.9,2024-03-13
63007.0,3.2,2024-03-13
60306.0,4.9,2024-03-13
35902.0,3.2,2024-03-13
2137.0,2.0,2024-03-13
2169.0,2.0,2024-03-13
2715.0,3.38,2024-03-13
5046.0,6.08,2024-03-13
52957.0,2.52,2024-03-13
2833.0,4.81,2024-03-13
2831.0,4.52,2024-03-13
21227.0,2.83,2024-03-13
2839.0,4.18,2024-03-13
4152.0,4.14,2024-03-13
2834.0,7.11,2024-03-13
2832.0,3.2,2024-03-13
23308.0,2.68,2024-03-13
2837.0,4.14,2024-03-13
1564.0,4.11,2024-03-13
4156.0,4.35,2024-03-13
3440.0,3.88,2024-03-13
2836.0,4.92,2024-03-13
23306.0,3.51,2024-03-13
2970.0,4.35,2024-03-13
3443.0,3.81,2024-03-13
23305.0,2.77,2024-03-13
1886.0,4.82,2024-03-13
2179.0,3.75,2024-03-13
2185.0,4.25,2024-03-13
3455.0,4.1,2024-03-13
3456.0,3.98,2024-03-13
21235.0,2.92,2024-03-13
23309.0,3.5,2024-03-13
21257.0,4.55,2024-03-13
52514.0,4.16,2024-03-13
21272.0,3.84,2024-03-13
52718.0,3.3,2024-03-13
9264.0,2.6,2024-03-13
9333.0,1.95,2024-03-13
9377.0,2.15,2024-03-13
80515.0,2.1,2024-03-13
22966.0,1.5,2024-03-13
9592.0,2.1,2024-03-13
9210.0,3.0,2024-03-13
35987.0,3.55,2024-03-13
9508.0,1.8,2024-03-13
9216.0,2.59,2024-03-13
9547.0,2.25,2024-03-13
9222.0,0.95,2024-03-13
35707.0,3.25,2024-03-13
9355.0,2.1,2024-03-13
9488.0,2.05,2024-03-13
9571.0,1.75,2024-03-13
9257.0,3.95,2024-03-13
9357.0,2.1,2024-03-13
35892.0,2.0,2024-03-13
9487.0,2.35,2024-03-13
52772.0,2.0,2024-03-13
9356.0,2.1,2024-03-13
16807.0,1.11,2024-03-13
9394.0,3.5,2024-03-13
16808.0,1.65,2024-03-13
9474.0,2.4,2024-03-13
60236.0,1.8,2024-03-13
9491.0,2.3,2024-03-13
9492.0,1.95,2024-03-13
29340.0,1.35,2024-03-13
9536.0,2.25,2024-03-13
9532.0,2.4,2024-03-13
15611.0,2.0,2024-03-13
70087.0,2.4,2024-03-13
9350.0,1.4,2024-03-13
73249.0,1.3,2024-03-13
9349.0,1.4,2024-03-13
52493.0,1.65,2024-03-13
86259.0,3.1,2024-03-13
9445.0,3.15,2024-03-13
23670.0,4.9,2024-03-13
35917.0,1.5,2024-03-13
35916.0,2.35,2024-03-13
52494.0,1.5,2024-03-13
52495.0,1.75,2024-03-13
52496.0,1.7,2024-03-13
14132.0,1.6,2024-03-13
22688.0,2.15,2024-03-13
14087.0,3.0,2024-03-13
14080.0,1.7,2024-03-13
14325.0,1.55,2024-03-13
14197.0,1.5,2024-03-13
13502.0,1.55,2024-03-13
14010.0,3.3,2024-03-13
14235.0,1.55,2024-03-13
14423.0,2.2,2024-03-13
14102.0,1.6,2024-03-13
14430.0,1.7,2024-03-13
14214.0,1.8,2024-03-13
14213.0,1.15,2024-03-13
14200.0,1.45,2024-03-13
14198.0,1.25,2024-03-13
14242.0,1.25,2024-03-13
14113.0,1.7,2024-03-13
14006.0,1.65,2024-03-13
14210.0,1.85,2024-03-13
14212.0,1.2,2024-03-13
14157.0,1.2,2024-03-13
14030.0,1.95,2024-03-13
14159.0,2.05,2024-03-13
14131.0,1.05,2024-03-13
13811.0,1.75,2024-03-13
14085.0,1.35,2024-03-13
15597.0,1.6,2024-03-13
14639.0,1.25,2024-03-13
14133.0,1.25,2024-03-13
14161.0,1.3,2024-03-13
14038.0,2.3,2024-03-13
14153.0,1.35,2024-03-13
15844.0,1.4,2024-03-13
14576.0,1.0,2024-03-13
14135.0,1.0,2024-03-13
14151.0,1.25,2024-03-13
52594.0,1.3,2024-03-13
14136.0,1.1,2024-03-13
14637.0,1.95,2024-03-13
14641.0,1.25,2024-03-13
14203.0,1.1,2024-03-13
14173.0,1.1,2024-03-13
14241.0,1.5,2024-03-13
13600.0,1.55,2024-03-13
14555.0,2.1,2024-03-13
13656.0,1.65,2024-03-13
23064.0,2.4,2024-03-13
52592.0,1.9,2024-03-13
52876.0,1.6,2024-03-13
52877.0,1.45,2024-03-13
14140.0,1.5,2024-03-13
14577.0,1.05,2024-03-13
14711.0,2.0,2024-03-13
13790.0,2.85,2024-03-13
14581.0,1.6,2024-03-13
14587.0,2.3,2024-03-13
14645.0,2.45,2024-03-13
15953.0,0.7,2024-03-13
36205.0,2.0,2024-03-13
14158.0,1.1,2024-03-13
14015.0,1.65,2024-03-13
14141.0,1.65,2024-03-13
14142.0,1.65,2024-03-13
86483.0,1.75,2024-03-13
52873.0,1.1,2024-03-13
5710.0,2.55,2024-03-13
86786.0,3.37,2024-03-13
60243.0,2.22,2024-03-13
67972.0,3.37,2024-03-13
60244.0,2.07,2024-03-13
59159.0,2.38,2024-03-13
59230.0,2.09,2024-03-13
59138.0,2.49,2024-03-13
59165.0,2.38,2024-03-13
56652.0,2.05,2024-03-13
56619.0,1.66,2024-03-13
59222.0,2.16,2024-03-13
56661.0,2.05,2024-03-13
59081.0,1.1,2024-03-13
56169.0,2.15,2024-03-13
59336.0,1.19,2024-03-13
53140.0,1.75,2024-03-13
56156.0,2.11,2024-03-13
59217.0,3.25,2024-03-13
56162.0,2.11,2024-03-13
59283.0,2.07,2024-03-13
56084.0,2.25,2024-03-13
59218.0,2.46,2024-03-13
55136.0,3.76,2024-03-13
59227.0,3.62,2024-03-13
56173.0,2.15,2024-03-13
59364.0,1.8,2024-03-13
22332.0,2.6,2024-03-13
22430.0,2.75,2024-03-13
40365.0,1.25,2024-03-13
86074.0,3.45,2024-03-13
60329.0,2.17,2024-03-13
59249.0,2.04,2024-03-13
59256.0,2.41,2024-03-13
59215.0,2.11,2024-03-13
56115.0,2.38,2024-03-13
59143.0,2.29,2024-03-13
59233.0,1.82,2024-03-13
59164.0,2.24,2024-03-13
59167.0,2.39,2024-03-13
59253.0,1.85,2024-03-13
59212.0,2.23,2024-03-13
86238.0,3.49,2024-03-13
52051.0,2.69,2024-03-13
59223.0,6.24,2024-03-13
59216.0,2.19,2024-03-13
56128.0,2.6,2024-03-13
59066.0,2.1,2024-03-13
53500.0,2.29,2024-03-13
59169.0,2.02,2024-03-13
59170.0,2.82,2024-03-13
58220.0,2.7,2024-03-13
29606.0,2.25,2024-03-13
53141.0,1.85,2024-03-13
53056.0,1.3,2024-03-13
53012.0,3.95,2024-03-13
53030.0,1.4,2024-03-13
52884.0,1.05,2024-03-13
53015.0,1.75,2024-03-13
53100.0,1.85,2024-03-13
53059.0,1.82,2024-03-13
53143.0,2.2,2024-03-13
53058.0,2.35,2024-03-13
53127.0,2.93,2024-03-13
53048.0,1.86,2024-03-13
53032.0,1.62,2024-03-13
53041.0,2.25,2024-03-13
53147.0,2.35,2024-03-13
53042.0,1.65,2024-03-13
53007.0,2.25,2024-03-13
59333.0,1.39,2024-03-13
59340.0,1.71,2024-03-13
59332.0,2.25,2024-03-13
59334.0,1.25,2024-03-13
59335.0,1.25,2024-03-13
59343.0,1.75,2024-03-13
40361.0,3.6,2024-03-13
59341.0,1.55,2024-03-13
16861.0,1.85,2024-03-13
59336.0,1.19,2024-03-13
16862.0,2.25,2024-03-13
40365.0,1.25,2024-03-13
55108.0,2.57,2024-03-13
59085.0,2.11,2024-03-13
59078.0,1.1,2024-03-13
59130.0,2.27,2024-03-13
59254.0,2.07,2024-03-13
59090.0,1.97,2024-03-13
59077.0,1.82,2024-03-13
58267.0,2.3,2024-03-13
58391.0,2.92,2024-03-13
60698.0,2.03,2024-03-13
55136.0,3.76,2024-03-13
55125.0,2.8,2024-03-13
55130.0,4.98,2024-03-13
55028.0,1.85,2024-03-13
58159.0,6.98,2024-03-13
58248.0,2.65,2024-03-13
58266.0,11.44,2024-03-13
58390.0,24.09,2024-03-13
59165.0,2.38,2024-03-13
59159.0,2.38,2024-03-13
15530.0,1.1,2024-03-13
60964.0,1.6,2024-03-13
59166.0,2.06,2024-03-13
59086.0,2.19,2024-03-13
59158.0,2.38,2024-03-13
60699.0,2.03,2024-03-13
54210.0,2.49,2024-03-13
55135.0,2.55,2024-03-13
86905.0,2.9,2024-03-13
61302.0,2.02,2024-03-13
22720.0,2.0,2024-03-13
35541.0,3.1,2024-03-13
61305.0,1.78,2024-03-13
35797.0,2.6,2024-03-13
35767.0,5.9,2024-03-13
86597.0,3.3,2024-03-13
86601.0,6.0,2024-03-13
86600.0,3.3,2024-03-13
86598.0,3.5,2024-03-13
86599.0,3.3,2024-03-13
61354.0,3.15,2024-03-13
62026.0,4.15,2024-03-13
25183.0,3.1,2024-03-13
25184.0,3.4,2024-03-13
4176.0,3.11,2024-03-13
25353.0,2.76,2024-03-13
25182.0,5.8,2024-03-13
2228.0,6.24,2024-03-13
5186.0,11.37,2024-03-13
4022.0,17.4,2024-03-13
5034.0,11.14,2024-03-13
4599.0,8.48,2024-03-13
30006.0,5.65,2024-03-13
52426.0,3.68,2024-03-13
64001.0,2.8,2024-03-13
64146.0,2.2,2024-03-13
64000.0,2.75,2024-03-13
64450.0,2.3,2024-03-13
64066.0,2.7,2024-03-13
64200.0,2.7,2024-03-13
64102.0,2.6,2024-03-13
64520.0,2.8,2024-03-13
64499.0,2.9,2024-03-13
64491.0,2.8,2024-03-13
64061.0,2.9,2024-03-13
23850.0,2.95,2024-03-13
64492.0,2.8,2024-03-13
64248.0,2.75,2024-03-13
64166.0,2.4,2024-03-13
64246.0,2.8,2024-03-13
86236.0,2.2,2024-03-13
64196.0,2.2,2024-03-13
64251.0,2.2,2024-03-13
64705.0,2.6,2024-03-13
64179.0,2.25,2024-03-13
64518.0,2.3,2024-03-13
64400.0,2.9,2024-03-13
10198.0,2.1,2024-03-13
64445.0,3.05,2024-03-13
64424.0,2.85,2024-03-13
52560.0,3.25,2024-03-13
22996.0,3.05,2024-03-13
64509.0,2.35,2024-03-13
52563.0,2.9,2024-03-13
64435.0,2.85,2024-03-13
64436.0,2.85,2024-03-13
