product,unidades,product_code
Preparado de leche en cápsula Hacendado compatibles máquinas Dolce gusto,Caja 16 cápsulas (259 g),11067.0
Café en cápsula doble espresso Hacendado compatibles máquinas Dolce gusto,Caja 16 cápsulas (128 g),22801.0
Café en cápsula espresso Tassimo compatibles máquinas Tassimo,"Paquete 16 cápsulas (118,4 g)",11873.0
Café en cápsula largo Tassimo compatibles máquinas Tassimo,"Paquete 16 cápsulas (132,8 g)",11872.0
Café en cápsula cortado Tassimo compatibles máquinas Tassimo,Paquete 16 cápsulas (184 g),11875.0
Café en cápsula descafeinado Tassimo compatibles máquinas Tassimo,"Paquete 16 cápsulas (118,4 g)",11874.0
Café con leche en cápsula Tassimo compatibles máquinas Tassimo,Paquete 16 cápsulas (184 g),11871.0
Café monodosis natural Hacendado compatibles sistema Senseo,Paquete 32 dosis (224 g),11770.0
Café monodosis mezcla Hacendado 50% natural / 50% torrefacto compatibles sistema Senseo,Paquete 32 dosis (224 g),11730.0
Café monodosis intenso Hacendado compatibles sistema Senseo,Paquete 32 dosis (224 g),11732.0
Café monodosis descafeinado natural Hacendado compatibles sistema Senseo,Paquete 32 dosis (224 g),11777.0
Café molido natural Hacendado,Paquete 500 g,11178.0
Café molido natural Hacendado,Paquete 250 g,11172.0
Café molido mezcla fuerte Hacendado,Paquete 500 g,15922.0
Café molido mezcla fuerte Hacendado,Paquete 250 g,15923.0
Café molido natural fuerte Hacendado,Paquete 500 g,13700.0
Café molido natural fuerte Hacendado,Paquete 250 g,11171.0
Café molido descafeinado natural Hacendado,Paquete 500 g,13593.0
Café molido descafeinado natural Hacendado,Paquete 250 g,13592.0
Café molido descafeinado mezcla Hacendado,Paquete 500 g,11719.0
Café molido descafeinado mezcla Hacendado,Paquete 250 g,11711.0
Café molido natural Hacendado Espresso,Paquete 250 g,11714.0
Café molido mezcla Hacendado Espresso 80% natural / 20% torrefacto,Paquete 250 g,11752.0
Café molido Colombia Hacendado,Paquete 250 g,11715.0
Café molido descafeinado Hacendado Espresso,Paquete 250 g,11744.0
Café molido natural Marcilla gran aroma,Caja 250 g,11848.0
Café molido mezcla Marcilla crème express,Caja 250 g,11845.0
Café molido mezcla Marcilla gran aroma,Caja 250 g,11847.0
Café en grano natural Hacendado,Paquete 1 kg,13594.0
Café en grano mezcla fuerte Hacendado,Paquete 1 kg,11007.0
Café en grano descafeinado natural Hacendado,Paquete 500 g,11021.0
Café en grano extra fuerte Hacendado,Paquete 1 kg,11077.0
Café soluble Classic Hacendado,Bote 200 g,22163.0
Café soluble Classic Hacendado,Bote 100 g,22718.0
Café soluble clásico Hacendado en sobres,Caja 10 sobres (20 g),11049.0
Café soluble natural Nescafé classic,Tarro 200 g,11136.0
Café soluble natural Nescafé classic,Tarro 100 g,11111.0
Café soluble descafeinado Hacendado,Bote 200 g,22164.0
Café soluble descafeinado Hacendado,Bote 100 g,22719.0
Café soluble en sobres descafeinado Hacendado,Caja 10 sobres (20 g),11051.0
Café soluble descafeinado Nescafé classic,Tarro 200 g,11101.0
Café soluble descafeinado Nescafé classic,Tarro 100 g,11104.0
Café soluble espresso Creme Hacendado,Bote 80 g,11123.0
Café soluble cappuccino Hacendado,Bote 250 g,23406.0
Café soluble cappuccino caramelo Hacendado,Bote 250 g,67660.0
Café soluble cappuccino vienés Hacendado con pepitas de chocolate,Bote 300 g,11134.0
Café soluble selección Hacendado,Bote 100 g,11115.0
Café soluble cappuccino descafeinado Hacendado,Bote 250 g,23407.0
Café con leche cappuccino Hacendado,Vaso 250 ml,10666.0
Café con leche light sin lactosa Hacendado,Vaso 250 ml,10642.0
Café con leche espresso Hacendado,Vaso 250 ml,10644.0
Café con leche descafeinado Hacendado,Vaso 250 ml,10672.0
Crema de leche para café Campina,Paquete 20 ud. (200 ml),10449.0
Cereales solubles con achicoria Hacendado,Bote 150 g,11187.0
Filtros de café para cafeteras tamaño 2 y 4 Bosque Verde,Caja 100 filtros,60515.0
Té verde Hacendado,Caja 20 bolsitas (30 g),13651.0
Té rojo Hacendado,Caja 20 bolsitas (40 g),11054.0
Té Chai Hacendado,Caja 20 bolsitas (40 g),11433.0
Té verde con limón Hacendado,Caja 20 bolsitas (40 g),13657.0
Té negro PG tips,Caja 40 bolsitas (116 g),11327.0
Té matcha en polvo Hacendado,Caja 10 sobres (15 g),11440.0
Té verde con hierbabuena Hacendado,Caja 20 bolsitas (40 g),11175.0
Infusión manzanilla Hacendado,"Caja 20 bolsitas (33,4 g)",67973.0
Infusión Menta Poleo Hacendado,Caja 20 bolsitas (30 g),13395.0
Infusión Tila Hacendado,Caja 20 bolsitas (24 g),60958.0
Infusión Cola de caballo Hacendado,Caja 20 bolsitas (30 g),11447.0
Infusión Manzanilla con anís Hacendado,Caja 20 bolsitas (26 g),11430.0
"Infusión Relax Hacendado con tila, azahar, melisa y hierba Luisa",Caja 20 bolsitas (30 g),11408.0
Infusión Laxsen sabor menta Hacendado,Caja 20 bolsitas (30 g),11470.0
Infusión Tomillo Hacendado,Caja 20 bolsitas (24 g),11453.0
Infusión Dormir Hacendado,Caja 20 bolsitas (30 g),11427.0
Infusión Rooibos cítricos Hacendado,Caja 20 bolsitas (40 g),13652.0
Infusión Figura Hacendado,Caja 20 bolsitas (30 g),11426.0
Infusión Digest Hacendado,Caja 20 bolsitas (40 g),15726.0
"Infusión Respir Hacendado con tomillo, eucalipto, romero y menta",Caja 20 bolsitas (30 g),11415.0
Infusión yerba mate Taragüi,Paquete 500 g,11326.0
Infusión Jengibre Hacendado,Caja 20 bolsitas (40 g),11400.0
Infusión Manzanilla sabor a miel Hacendado con edulcorante,Caja 20 bolsitas (26 g),11454.0
Infusión frutos rojos Hacendado,Caja 20 bolsitas (40 g),11061.0
Infusión Cúrcuma Hacendado,Caja 20 bolsitas (34 g),11438.0
Infusión Quema grasas Hacendado,Caja 20 bolsitas (30 g),11443.0
Infusión Hinojo Hacendado, ,11468.0
Infusión sabor piña colada Hacendado fría o caliente,Caja 20 bolsitas (40 g),11167.0
Infusión Rooibos y mango Hacendado fría o caliente,Caja 20 bolsitas (40 g),13459.0
Infusión manzana y canela Hacendado,Caja 20 bolsitas (40 g),13460.0
"Arreglo para puchero vacuno, cerdo y pollo",Bandeja 1 kg aprox.,3497.0
Pelota de cerdo y vacuno,Bandeja 2 ud. (280 g),35269.0
Mini pelotas de cerdo y vacuno,Bandeja 300 g aprox.,35427.0
Hueso garrón Incarlopsa,290 g aprox. ,58307.0
Hueso vacuno,Bandeja 250 g aprox.,3496.0
Trozo de vacuno para cocido,Bandeja 300 g aprox.,2692.0
Compango asturiano,Paquete 250 g,53011.0
Osobuco de cerdo,Bandeja 150 g aprox.,2690.0
Espinazo de cerdo,Bandeja 180 g aprox.,2689.0
Manos de cerdo,Bandeja 500 g aprox.,2851.0
Costilla de vacuno,Bandeja 250 g aprox.,3499.0
Tocino de cerdo,Bandeja 150 g aprox.,2688.0
Chorizo asturiano,Paquete 250 g,59154.0
Hueso blanco de cerdo salado,Bandeja 350 g aprox.,1892.0
Preparado de cerdo salado,Bandeja 500 g aprox.,1423.0
Arreglo para escudella,Bandeja 1 kg aprox.,3739.0
Media gallina,Bandeja 450 g aprox.,3795.0
Filetes pechuga de pavo,Bandeja 600 g aprox.,2794.0
Filetes pechuga de pavo Procavi corte fino,Bandeja 570 g aprox.,4524.0
Chuletas de pavo contramuslo,Bandeja 760 g aprox.,4523.0
Tacos de pavo,Bandeja 600 g aprox.,2792.0
Solomillo de pavo,Bandeja 600 g aprox.,25926.0
Chuletas de pavo al ajillo,Bandeja 600 g aprox.,2837.0
Brochetas de pavo,Bandeja 500 g aprox.,4156.0
Pechugas de pavo pimentón,Bandeja 580 g aprox.,2836.0
Tacos de pavo al ajillo,Bandeja 600 g aprox.,3443.0
Filetes de pavo contramuslo Procavi,Bandeja 500 g aprox.,4109.0
Codornices abiertas,Bandeja 300 g aprox.,3508.0
Foie gras de pato fresco Martiko,Paquete 135 g,35396.0
Codornices,Bandeja 350 g aprox.,2796.0
Magret de pato,Pieza 380 g aprox.,25629.0
Medallones solomillo de pavo Procavi,Bandeja 300 g aprox.,4384.0
Filetes pechuga de pollo corte fino mínimo 10 filetes,Bandeja 500 g aprox.,3400.0
Filetes pechuga de pollo,Bandeja 650 g aprox.,2787.0
Contramuslos de pollo deshuesados y sin piel,Bandeja 550 g aprox.,2789.0
Solomillos de pollo,Bandeja 500 g aprox.,2786.0
Pechugas enteras de pollo,"Bandeja 1,2 kg aprox.",3682.0
Cuartos traseros familiar de pollo,"Bandeja 1,6 kg aprox.",3680.0
Cuartos traseros de pollo,Bandeja 800 g aprox.,3727.0
Muslos de pollo deshuesados con piel,Bandeja 500 g aprox.,2788.0
Pechugas enteras de pollo,Bandeja 500 g aprox.,3724.0
Medio pollo troceado,Bandeja 900 g aprox.,2779.0
Brochetas de pollo,Bandeja 345 g,2842.0
Jamoncitos de pollo,Bandeja 920 g aprox.,2778.0
Alas partidas de pollo,Bandeja 700 g aprox.,2785.0
Carcasa y espinazo de pollo,Bandeja 1 kg aprox.,2853.0
Pechugas de pollo marinadas empanadas sin gluten,Bandeja 360 g aprox.,21227.0
Filetes pechuga de pollo certificado alimentado con un 50% de maíz,Bandeja 500 g aprox.,2791.0
Flautas de pollo y queso,Bandeja 280 g,2137.0
Pechugas de pollo finas hierbas marinadas,Bandeja 650 g aprox.,2833.0
Pollo entero,"Bandeja 1,9 kg aprox.",2781.0
Hígados y corazones de pollo,Tarrina 450 g aprox.,2857.0
Cuartos traseros de pollo certificado alimentado con un 50% de maíz,Bandeja 900 g aprox.,2783.0
Nuggets de pollo sin gluten,Bandeja 312 g,21234.0
Medallones pechuga de pollo marinado,Bandeja 650 g aprox.,2831.0
Contramuslos de pollo sin piel,Bandeja 900 g aprox.,2777.0
Alas de pollo adobadas,Bandeja 680 g aprox.,2832.0
Fajitas pollo y verduras,Bandeja 400 g,4284.0
Alas de pollo,Bandeja 980 g aprox.,2784.0
Contramuslos de pollo marinados con piel,Bandeja 600 g aprox.,2970.0
Carcasa de pollo certificado alimentado con un 50% de maíz,Bandeja 750 g aprox.,2855.0
Pollo entero troceado,"Bandeja 1,5 kg aprox.",25252.0
Jamoncitos de pollo certificado alimentado con un 50% de maíz,Bandeja 850 g aprox.,25461.0
Pollo certificado entero alimentado con un 50% de maíz,"Bandeja 1,8 kg aprox.",2782.0
Medio pollo certificado troceado alimentado con un 50% de maíz,Bandeja 950 g aprox.,10000.0
Pechugas enteras de pollo certificado alimentado con un 50% de maíz,Bandeja 550 g aprox.,25460.0
Alas partidas de pollo certificado alimentado con un 50% de maíz,Bandeja 590 g aprox.,3791.0
Mollejas de pollo,Tarrina 300 g aprox.,2856.0
Patas de pollo,Bandeja 700 g aprox.,25243.0
Picantones de pollo,Bandeja 800 g aprox.,2795.0
Contramuslos deshuesados y sin piel de pollo certificado alimentado con un 50% de maíz,Bandeja 550 g aprox.,25258.0
Pinchos de pollo con varilla,Bandeja 4 pinchos (320 g aprox.),5245.0
Pollo churrasco,Bandeja 950 g aprox.,30045.0
Muslos deshuesados con piel de pollo certificado alimentado con un 50% de maíz,Bandeja 600 g aprox.,25208.0
Filetes pechuga de pollo extra tiernos,Bandeja 560 g aprox.,3653.0
Pinchos de pollo adobados,Bandeja 500 g aprox.,3456.0
Solomillos de pollo certificado alimentado con un 50% de maíz,Bandeja 500 g aprox.,2830.0
Pechugas de pollo rellenas de jamón y queso empanadas sin gluten,Bandeja 450 g aprox.,21257.0
Lagrimitas de pollo al limón empanadas sin gluten,Bandeja 340 g aprox.,21235.0
Solomillos de pollo marinados empanados sin gluten,Bandeja 450 g aprox.,21243.0
Jamoncitos de pollo congelados,Paquete 1 kg,25183.0
Alas de pollo congeladas,Paquete 1 kg,25184.0
Medallones preparado de solomillo cerdo congelados marinados,Paquete 300 g aprox.,4176.0
Solomillo de pavo marinado congelado,Paquete 350 g aprox.,25353.0
Cuartos traseros de pollo congelados,Paquete 2 kg,25182.0
Solomillo de cerdo marinado congelado,Paquete 800 g aprox.,2228.0
Paletilla de cordero entera congelada,"Pieza 1,2 kg aprox.",4022.0
Paletilla de lechal entera congelada,Pieza 600 g aprox.,4072.0
Pierna de lechal entera congelada,Pieza 650 g aprox.,4073.0
Medio cochinillo congelado,"Pieza 3,4 kg aprox.",2120.0
Chuletas cordero de lechal congeladas,Paquete 550 g aprox.,4334.0
Paletilla de cabrito congelada,Pieza 425 g aprox.,5041.0
Chuletas de cabrito,Paquete 430 g aprox.,5034.0
Pierna de cabrito congelada,Pieza 530 g aprox.,4599.0
Carrillada de cerdo congelada,Paquete 460 g aprox.,4425.0
Costillas de cerdo carnosas a tacos,Bandeja 530 g aprox.,2811.0
Filetes lomo de cerdo,Bandeja 400 g aprox.,2714.0
Filetes lomo de cerdo familiar,Bandeja 900 g aprox.,3395.0
Carrillada de cerdo,Bandeja 500 g aprox.,2810.0
Costilla de cerdo ibérico adobada,Bandeja 600 g aprox.,1564.0
Chuletas de cerdo sajonia,Bandeja 290 g aprox.,23305.0
Costilla de cerdo churrasco,Pieza 1 kg aprox.,35286.0
Panceta,Bandeja 500 g aprox.,2815.0
Manos de cerdo,Bandeja 500 g aprox.,2851.0
Cerdo a tacos,Bandeja 560 g aprox.,2813.0
Lomo de cerdo adobado,Bandeja 470 g aprox.,2715.0
San Jacobos de cerdo sin gluten,Bandeja 400 g,21119.0
Filetes lomo de cerdo cabeza,Bandeja 550 g aprox.,2817.0
Flautas de bacón y queso,Bandeja 280 g,2169.0
Secreto de cerdo,Bandeja 400 g aprox.,2685.0
Media careta de cerdo sin oreja,Bandeja 420 g aprox.,2812.0
Manteca de cerdo Mont-Palau para cocinar,Tarrina 400 g,53130.0
Fiambre de magro de cerdo adobado,Paquete 370 g,23308.0
Filetes de cerdo magro jamón,Bandeja 520 g aprox.,2819.0
Codillo de cerdo,Bandeja 480 g aprox.,2684.0
Filetes hígado de cerdo,Bandeja 450 g aprox.,2859.0
Filetes lomo al ajillo,Bandeja 500 g aprox.,3440.0
Filetes de cerdo empanados sin gluten,Bandeja 450 g aprox.,21168.0
Pinchos de cerdo con varilla,Bandeja 4 pinchos (302 g aprox.),2840.0
Lomo de cerdo grueso,Bandeja 300 g aprox.,3553.0
Libritos lomo de cerdo,Bandeja 450 g aprox.,2678.0
Presa de cerdo ibérico,Bandeja 240 g aprox.,4915.0
Lomo de cerdo ibérico adobado,Paquete 220 g aprox.,1886.0
Secreto de cerdo ibérico,Bandeja 250 g aprox.,4919.0
Sesos de cerdo,Bandeja 130 g,2858.0
Medallones preparado de solomillo cerdo provenzal,Bandeja 400 g aprox.,4152.0
Pinchos de cerdo sin varilla,Bandeja 510 g aprox.,2839.0
Chuletas lomo de cerdo,Bandeja 480 g aprox.,4901.0
Chuletas aguja de cerdo,Bandeja 650 g aprox.,4900.0
Lomo de cerdo ibérico,Bandeja 285 g aprox.,4918.0
Solomillo de cerdo marinado con romero,Pieza 700 g aprox.,4351.0
Solomillo de cerdo marinado con setas,Pieza 700 g aprox.,4353.0
Solomillo de cerdo,Paquete 500 g aprox.,4570.0
Fiambre lomo de cerdo adobado,Bandeja 370 g,23309.0
Oreja de cerdo,Bandeja 520 g aprox.,2570.0
Riñones de cerdo,Bandeja 600 g aprox.,3448.0
Carrillada de cerdo con hueso,Bandeja 700 g aprox.,3548.0
Costilla de cerdo a tiras,Bandeja 800 g aprox.,4854.0
Filetes lomo de cerdo extra tiernos,Bandeja 460 g aprox.,2849.0
Libritos de cerdo rellenos de pimiento verde y jamón curado empanados sin gluten,Bandeja 380 g aprox.,21272.0
Lomo de cerdo trozo,Pieza 800 g aprox.,4590.0
Pieza magro cabeza de cerdo,"Pieza 1,2 kg aprox.",3554.0
Solomillo de cerdo ibérico,Paquete 440 g aprox.,67599.0
Medio conejo troceado,Bandeja 600 g aprox.,25972.0
Conejo entero,"Pieza 1,3 kg aprox.",2797.0
Conejo entero troceado,"Bandeja 1,3 kg aprox.",25994.0
Paletillas de conejo,Bandeja 400 g aprox.,25191.0
Muslos de conejo,Bandeja 400 g aprox.,25192.0
Lomos de conejo,Bandeja 400 g aprox.,25193.0
Costillas de conejo partidas,Bandeja 400 g aprox.,5070.0
Chuletas de cordero palo y riñonada,Bandeja 760 g aprox.,4363.0
Chuletas de cordero mixtas,Bandeja 850 g aprox.,4366.0
Chuletas de cordero pierna,Bandeja 800 g aprox.,4364.0
Chuletas de cordero paletilla,Bandeja 540 g aprox.,4362.0
Filetes hígado de cordero,Bandeja 200 g aprox.,2860.0
Garretas brazuelo de cordero,Bandeja 460 g aprox.,4361.0
Cuello de cordero,Bandeja 410 g aprox.,4360.0
Churrasco de cordero,Bandeja 500 g aprox.,4282.0
Longaniza magro fresca,Bandeja 570 g aprox.,6040.0
Longaniza fresca sin tripa,Bandeja 560 g,6043.0
Longaniza fresca de pollo,Bandeja 550 g aprox.,6041.0
Morcilla de cebolla oreada,Bandeja 280 g aprox.,35049.0
Morcilla de cebolla,Bandeja 600 g aprox.,4117.0
Chorizo oreado,Bandeja 360 g aprox.,6048.0
Chistorra,Paquete 220 g,2864.0
Longaniza roja fresca rosca,Bandeja 400 g aprox.,4114.0
Longaniza fresca estilo criollo,Bandeja 380 g aprox.,6045.0
Butifarra fresca,Bandeja 640 g aprox.,6044.0
Butifarra fresca de pagés con pimienta,Bandeja 650 g aprox.,4416.0
Embutido surtido barbacoa,Bandeja 500 g aprox.,5158.0
Morcilla de arroz y cebolla,Paquete 300 g aprox.,2876.0
Chorizo aperitivo,Bandeja 300 g aprox.,6046.0
Chorizo picante aperitivo,Bandeja 375 g aprox.,6047.0
Burger de vacuno y cerdo,Bandeja 6 ud. (540 g),2872.0
Burger de vacuno,Bandeja 6 ud. (540 g),2873.0
Burger de pollo,Bandeja 6 ud. (540 g),2622.0
Burger de vacuno gruesas,Bandeja 2 ud. (360 g),3547.0
Burger de vacuno y cerdo con jamón y cebolla caramelizada,Bandeja 2 ud. (240 g),4155.0
Burger de pavo y espinacas,Bandeja 2 ud. (240 g),3976.0
Burger de pavo y pollo,Bandeja 6 ud. (540 g),3561.0
Mini burgers de pollo,Bandeja 8 ud. (280 g),10467.0
Mini burgers de vacuno y cerdo,Bandeja 8 ud. (280 g),10453.0
Burger de vacuno y cerdo gruesas,Bandeja 2 ud. (360 g),3979.0
Burger de pollo certificado gruesas alimentado con un 50% de maíz,Bandeja 2 ud. (360 g),5147.0
Burger de cerdo ibérico gruesas,Bandeja 2 ud. (360 g),5139.0
Burger de vacuno y cerdo con ajo y perejil,Bandeja 2 ud. (240 g),3978.0
Burger de pollo y zanahoria,Bandeja 2 ud. (240 g),8122.0
Burger de vacuno angus gruesa,Bandeja 2 ud. (360 g),4110.0
Burger Crunchy Chicken,Bandeja 2 ud. (240 g),4079.0
Burger de pollo y verduras,Paquete 2 ud. (240 g),4111.0
Burger de pollo y queso,Paquete 2 ud. (240 g),4112.0
Preparado de carne picada vacuno y cerdo,Bandeja 500 g,2869.0
Preparado de carne picada vacuno y cerdo,Bandeja 1 kg,3453.0
Preparado de carne picada cerdo,Bandeja 500 g,2867.0
Preparado de carne picada cerdo,Bandeja 1 kg,3451.0
Preparado de carne picada vacuno,Bandeja 500 g,2868.0
Preparado de carne picada vacuno,Bandeja 1 kg,3454.0
Preparado de carne picada pollo y pavo,Bandeja 500 g,2870.0
Preparado de carne picada pollo y pavo,Bandeja 1 kg,3452.0
Albóndigas de cerdo,Bandeja 24 ud. (840 g),2871.0
Albóndigas de pollo,Bandeja 840 g,23632.0
Tacos de vacuno añojo para guisar,Bandeja 600 g aprox.,2807.0
Lomo de vacuno añojo para plancha,Bandeja 400 g aprox.,3754.0
Filetes de vacuno al ajillo,Bandeja 450 g aprox.,2834.0
Solomillo de vacuno añojo para plancha,Bandeja 400 g aprox.,3758.0
Carpaccio de vacuno,Bandeja 110 g,2632.0
Filetes de vacuno añojo para plancha,Bandeja 500 g aprox.,2900.0
Entrecot de vacuno fino añojo para barbacoa o plancha,Bandeja 400 g aprox.,3756.0
Entrecot de vacuno grueso añojo para barbacoa o plancha,Bandeja 400 g aprox.,3755.0
Churrasco de vacuno añojo para barbacoa o plancha,Bandeja 500 g aprox.,3737.0
Entrecot de ternera blanca para plancha,Bandeja 500 g aprox.,2808.0
Filetes hígado de vacuno añojo,Bandeja 600 g aprox.,2861.0
Filetes de vacuno añojo para empanar,Bandeja 550 g aprox.,4448.0
Chuletón de vacuno añojo para barbacoa o plancha,Bandeja 550 g aprox.,2155.0
Callos de vacuno,Bandeja 550 g aprox.,3743.0
Filetes de vacuno añojo fricandó para plancha o guisar,Bandeja 500 g aprox.,3738.0
Escalopín de vacuno añojo para plancha o guisar,Bandeja 400 g aprox.,3751.0
Nuggets de pollo Hacendado ultracongelados,Paquete 500 g,63323.0
Delicias de pollo Hacendado ultracongeladas con empanado a base de maíz,Paquete 500 g,63322.0
Croquetas de cocido Hacendado ultracongeladas,Paquete 350 g,13496.0
Nuggets de pavo Hacendado ultracongelados,Paquete 400 g,63007.0
Brochetas de pollo,Bandeja 345 g,2842.0
Flautas de pollo y queso,Bandeja 280 g,2137.0
Flautas de bacón y queso,Bandeja 280 g,2169.0
Lomo de cerdo adobado,Bandeja 470 g aprox.,2715.0
San Jacobos de cerdo sin gluten,Bandeja 400 g,21119.0
Pechugas de pollo finas hierbas marinadas,Bandeja 650 g aprox.,2833.0
Medallones pechuga de pollo marinado,Bandeja 650 g aprox.,2831.0
Pechugas de pollo marinadas empanadas sin gluten,Bandeja 360 g aprox.,21227.0
Pinchos de cerdo sin varilla,Bandeja 510 g aprox.,2839.0
Medallones preparado de solomillo cerdo provenzal,Bandeja 400 g aprox.,4152.0
Filetes de vacuno al ajillo,Bandeja 450 g aprox.,2834.0
Alas de pollo adobadas,Bandeja 680 g aprox.,2832.0
Fiambre de magro de cerdo adobado,Paquete 370 g,23308.0
Chuletas de pavo al ajillo,Bandeja 600 g aprox.,2837.0
Costilla de cerdo ibérico adobada,Bandeja 600 g aprox.,1564.0
Brochetas de pavo,Bandeja 500 g aprox.,4156.0
Filetes lomo al ajillo,Bandeja 500 g aprox.,3440.0
Pechugas de pavo pimentón,Bandeja 580 g aprox.,2836.0
Fiambre de pechuga de pavo adobada,Bandeja 370 g,23306.0
Filetes de cerdo empanados sin gluten,Bandeja 450 g aprox.,21168.0
Pinchos de cerdo con varilla,Bandeja 4 pinchos (302 g aprox.),2840.0
Contramuslos de pollo marinados con piel,Bandeja 600 g aprox.,2970.0
