description,units,price_eu,unit_price,date,order_num,product_code
porciones de bacalao sin espinas y sin piel hacendado congelado,1,5.98,5.98,2020-06-18,5857032,
filetes de bacalao sin espinas hacendado congelado,2,8.5,4.25,2020-06-18,5857032,
filetes de merluza del cabo sin piel hacendado ultracongelados,1,3.85,3.85,2020-06-18,5857032,
tronquitos de surimi pescanova ultracongelados,1,3.85,3.85,2020-06-18,5857032,
lavavajillas clasico bosque verde en pastillas,1,3.15,3.15,2020-06-18,5857032,
lavavajillas aloe bosque verde concentrado,1,1.55,1.55,2020-06-18,5857032,
dentifrico triple accion colgate con fluor,2,3.5,1.75,2020-06-18,5857032,
mascarilla sin aclarado bucle perfect deliplus cabello rizado,1,4.05,4.05,2020-06-18,5857032,
tomate triturado hacendado,2,1.52,0.76,2020-06-18,5857032,
maiz dulce hacendado,2,2.38,1.19,2020-06-18,5857032,
mejillones en escabeche hacendado medianos,2,3.0,1.5,2020-06-18,5857032,
berberechos al natural m hacendado,2,5.8,2.9,2020-06-18,5857032,
atun claro en aceite de oliva hacendado,1,3.35,3.35,2020-06-18,5857032,
queso untar blanco pasteurizado philadelphia,1,2.1,2.1,2020-06-18,5857032,
panales bebe talla 4 de 9-15 kg deliplus,1,15.0,15.0,2020-06-18,5857032,
queso gouda viejo hacendado,1,3.0,3.0,2020-06-18,5857032,
toallitas bebe frescas & perfumadas deliplus,1,0.95,0.95,2020-06-18,5857032,
longaniza de pascua hacendado,1,3.0,3.0,2020-06-18,5857032,
cereales de trigo inflado con miel hacendado,1,1.35,1.35,2020-06-18,5857032,
cuartos traseros de pollo congelados,1,3.9,3.9,2020-06-18,5857032,
pizza reina hacendado con crema de queso fresco,1,1.89,1.89,2020-06-30,911112,
pizza mozzarella y pesto hacendado ultracongelada,1,2.0,2.0,2020-06-30,911112,
yogur cremoso con frutas del bosque hacendado 0% materia grasa 0% sin azucares anadidos,1,1.0,1.0,2020-06-30,911112,
zumo pura naranja hacendado,2,2.0,1.0,2020-06-30,911112,
bebida de avena alitey,1,6.9,6.9,2020-06-30,911112,
leche semidesnatada hacendado,1,3.48,3.48,2020-06-30,911112,
huevos grandes l,1,1.45,1.45,2020-06-30,911112,
mayonesa hacendado,1,1.5,1.5,2022-12-12,13266605,
nata ligera para cocinar hacendado,1,1.75,1.75,2022-12-12,13266605,
preparado de carne picada vacuno,1,3.74,3.74,2022-12-12,13266605,
cerveza clasica mahou,2,9.6,4.8,2022-12-12,13266605,
refresco coca-cola zero azucar,1,8.64,8.64,2022-12-12,13266605,
atun claro en aceite de oliva hacendado,1,4.8,4.8,2022-12-12,13266605,
barritas de barquillo huesitos banadas de chocolate con leche,1,2.0,2.0,2022-12-12,13266605,
toallitas desmaquillantes cara y ojos deliplus piel normal-mixta,1,1.15,1.15,2022-12-12,13266605,
champu volumen deliplus cabello fino y sin volumen,1,1.7,1.7,2022-12-12,13266605,
banderillas gildas hacendado pinchos de anchoa,2,5.0,2.5,2022-12-12,13266605,
desodorante roll-on hombre invisible deliplus antimanchas,1,0.75,0.75,2022-12-12,13266605,
desodorante cuidado aloe deliplus,2,2.8,1.4,2022-12-12,13266605,
crema facial dragon's blood anti ox deliplus,1,5.0,5.0,2022-12-12,13266605,
nuggets de pollo hacendado ultracongelados,1,2.7,2.7,2022-12-12,13266605,
caramelos blandos hacendado,1,1.2,1.2,2022-12-12,13266605,
fideos orientales yatekomo sabor pollo gallina blanca,1,3.45,3.45,2022-12-12,13266605,
empanadillas de atun hacendado ultracongeladas,1,1.8,1.8,2022-12-12,13266605,
tomate frito hacendado,1,1.1,1.1,2022-12-12,13266605,
guisante fino hacendado ultracongelado,1,1.45,1.45,2022-12-12,13266605,
garbanzo pedrosillano hacendado,1,2.0,2.0,2022-12-12,13266605,
toallitas bebe frescas & perfumadas deliplus,1,1.05,1.05,2022-12-12,13266605,
galletas cookies hacendado,2,1.7,0.85,2022-12-12,13266605,
zumo de melocoton y uva hacendado,2,3.2,1.6,2022-12-12,13266605,
agua mineral con gas grande aguadoy,4,1.24,0.31,2022-12-12,13266605,
alas de pollo congeladas,1,3.75,3.75,2022-12-12,13266605,
lenteja pardina hacendado,1,1.6,1.6,2022-12-12,13266605,
gallos sin cabeza hacendado ultracongelado,2,12.5,6.25,2022-12-12,13266605,
cebollas,1,1.55,1.55,2022-12-12,13266605,
yogur sabores hacendado,1,2.35,2.35,2022-12-12,13266605,
tomate triturado hacendado,2,1.9,0.95,2022-12-12,13266605,
mantequilla con sal hacendado,1,2.15,2.15,2022-12-12,13266605,
lomo de bacalao sin espinas hacendado congelado,2,12.7,6.35,2022-12-12,13266605,
huevos grandes l,1,4.25,4.25,2022-12-12,13266605,
zanahorias,1,0.85,0.85,2022-12-12,13266605,
papel higienico doble rollo bosque verde,2,10.0,5.0,2022-12-12,13266605,
leche desnatada pascual,5,35.7,7.140000000000001,2022-12-12,13266605,
patatas,1,5.49,5.49,2022-12-12,13266605,
solomillo de pavo marinado congelado,1,3.52,3.52,2022-12-12,13266605,
salmon ahumado hacendado,1,2.99,2.99,2022-12-12,13266605,
queso viejo tostado mezcla hacendado,1,5.06,5.06,2022-12-12,13266605,
galletas cookies hacendado,1,0.75,0.75,2022-07-10,12804912,
galletas dinosaurus con cereales,1,2.85,2.85,2022-07-10,12804912,
zumo de melocoton y uva hacendado,2,2.6,1.3,2022-07-10,12804912,
pina en su jugo hacendado rodajas,1,1.8,1.8,2022-07-10,12804912,
agua mineral con gas grande aguadoy,2,0.62,0.31,2022-07-10,12804912,
toallitas bebe frescas & perfumadas deliplus,1,1.05,1.05,2022-07-10,12804912,
quitagrasas bosque verde perfume marsella,1,1.3,1.3,2022-07-10,12804912,
toallitas lavadora bosque verde accion 2 en 1,1,1.95,1.95,2022-07-10,12804912,
estropajo suciedad resistente bosque verde,1,0.85,0.85,2022-07-10,12804912,
bolsas congelacion medianas bosque verde,1,0.8,0.8,2022-07-10,12804912,
espinacas en porciones hacendado ultracongelada,1,1.25,1.25,2022-07-10,12804912,
guisante fino hacendado ultracongelado,1,1.45,1.45,2022-07-10,12804912,
alas de pollo congeladas,1,3.6,3.6,2022-07-10,12804912,
lenteja pardina hacendado,1,1.6,1.6,2022-07-10,12804912,
"aceite de girasol refinado 0,2o hacendado",1,11.75,11.75,2022-07-10,12804912,
aceite de oliva virgen extra hacendado,1,12.7,12.7,2022-07-10,12804912,
pasta estrellas hacendado,1,0.78,0.78,2022-07-10,12804912,
ajos morados,1,1.45,1.45,2022-07-10,12804912,
spaghetti hacendado,1,1.2,1.2,2022-07-10,12804912,
gallos sin cabeza hacendado ultracongelado,2,12.5,6.25,2022-07-10,12804912,
barritas de barquillo huesitos banadas de chocolate con leche,1,2.0,2.0,2022-07-10,12804912,
toallitas desmaquillantes cara y ojos deliplus piel normal-mixta,1,1.15,1.15,2022-07-10,12804912,
champu volumen deliplus cabello fino y sin volumen,1,1.7,1.7,2022-07-10,12804912,
mascarilla liss frizz control deliplus cabello rebelde,1,2.0,2.0,2022-07-10,12804912,
banderillas gildas hacendado pinchos de anchoa,1,2.25,2.25,2022-07-10,12804912,
aceitunas manzanilla rellenas de anchoa hacendado,1,2.25,2.25,2022-07-10,12804912,
mascara de pestanas y cejas transparente deliplus,1,3.0,3.0,2022-07-10,12804912,
desodorante roll-on hombre invisible deliplus antimanchas,1,0.75,0.75,2022-07-10,12804912,
desodorante cuidado aloe deliplus,1,1.4,1.4,2022-07-10,12804912,
cebollas,1,1.35,1.35,2022-07-10,12804912,
queso viejo tostado mezcla hacendado,1,4.9,4.9,2022-07-10,12804912,
melocoton amarillo,4,2.17,0.5425,2020-09-18,238052,
platano,6,1.8,0.3,2020-09-18,238052,
garbanzo cocido hacendado,1,0.7,0.7,2020-09-18,238052,
filetes de merluza del cabo sin piel hacendado ultracongelados,1,3.85,3.85,2020-09-18,238052,
huevos de gallinas camperas,1,1.95,1.95,2020-09-18,238052,
zumo pura naranja hacendado,2,2.0,1.0,2020-09-18,238052,
salmon ahumado ubago,1,2.84,2.84,2020-09-18,238052,
bolsa de basura extra bosque verde 30l cubo mediano,1,1.35,1.35,2020-09-18,238052,
desmaquillador de ojos y labios bifasico deliplus todo tipo de pieles,1,2.15,2.15,2020-09-18,238052,
pan redondo 5 semillas,1,1.45,1.45,2020-09-18,238052,
leche semidesnatada hacendado,3,1.74,0.58,2020-09-18,238052,
leche evaporada hacendado,1,0.85,0.85,2020-09-18,238052,
bifidus desnatado hacendado frutas del bosque,1,0.95,0.95,2020-09-18,238052,
espinacas en porciones hacendado ultracongelada,1,1.19,1.19,2021-09-02,7475015,
fideos orientales yatekomo de pollo gallina blanca,1,2.85,2.85,2021-09-02,7475015,
lavavajillas classic finish en pastillas,1,2.95,2.95,2021-09-02,7475015,
lavavajillas ultra concentrado bosque verde,1,1.8,1.8,2021-09-02,7475015,
mini aritos perro adulto compy,1,3.95,3.95,2021-09-02,7475015,
preparado de carne picada cerdo,1,2.49,2.49,2021-09-02,7475015,
preparado de carne picada vacuno,1,3.09,3.09,2021-09-02,7475015,
gamba pelada cruda tamano mediano hacendado ultracongelada,1,4.5,4.5,2021-09-02,7475015,
pechuga de pavo al horno de lena campofrio lonchas,4,6.2,1.55,2021-09-02,7475015,
bandas de cera especial cara y pequenas zonas deliplus piel sensible,1,1.2,1.2,2021-09-02,7475015,
cerveza clasica mahou,1,5.88,5.88,2021-09-02,7475015,
patatas,1,4.79,4.79,2021-09-02,7475015,
toallitas bebe frescas & perfumadas deliplus,1,0.95,0.95,2021-09-02,7475015,
yogur sabores hacendado,2,2.0,1.0,2021-09-02,7475015,
mejillones en escabeche hacendado medianos,2,3.0,1.5,2021-09-02,7475015,
judia verde plana,1,2.25,2.25,2021-09-02,7475015,
leche desnatada pascual,4,19.2,4.8,2021-09-02,7475015,
pechugas de pollo finas hierbas marinadas,1,3.53,3.53,2021-09-02,7475015,
cadera de vacuno anojo,1,5.0,5.0,2021-09-02,7475015,
queso tierno entrepinares lonchas,1,1.9,1.9,2021-09-02,7475015,
solomillo de pavo marinado congelado,1,1.96,1.96,2021-09-02,7475015,
dentifrico triple accion colgate con fluor,2,2.8,1.4,2021-11-11,10404138,
mini empanadillas de atun hacendado ultracongeladas,1,1.6,1.6,2021-11-11,10404138,
queso bola edam tierno holland corona,1,2.9,2.9,2021-11-11,10404138,
spaghetti hacendado,1,0.9,0.9,2021-11-11,10404138,
macarron hacendado,1,0.9,0.9,2021-11-11,10404138,
renovador suelos bosque verde,1,2.5,2.5,2021-11-11,10404138,
guisante fino hacendado ultracongelado,1,1.1,1.1,2021-11-11,10404138,
mini aritos perro adulto compy,1,3.95,3.95,2021-11-11,10404138,
snack perro barritas compy con salmon y pollo,1,1.2,1.2,2021-11-11,10404138,
snack perro corazones compy,1,1.29,1.29,2021-11-11,10404138,
fideos orientales yatekomo de pollo gallina blanca,1,2.85,2.85,2021-11-11,10404138,
refresco coca-cola,1,8.76,8.76,2021-11-11,10404138,
zumo pura naranja hacendado,2,2.0,1.0,2021-11-11,10404138,
cebollas,2,2.38,1.19,2021-11-11,10404138,
zumo de manzana hacendado,2,1.18,0.59,2021-11-11,10404138,
leche desnatada pascual,4,22.56,5.64,2021-11-11,10404138,
zanahorias,1,0.65,0.65,2021-11-11,10404138,
papel higienico doble rollo bosque verde,1,3.95,3.95,2021-11-11,10404138,
cerveza clasica mahou,1,5.88,5.88,2021-11-11,10404138,
toallitas bebe frescas & perfumadas deliplus,1,0.95,0.95,2021-11-11,10404138,
cafe en capsula sontuoso l'or espresso,5,18.75,3.75,2021-11-11,10404138,
huevos grandes l,2,5.9,2.95,2021-11-11,10404138,
pollo entero cuartos horno,1,4.95,4.95,2021-11-11,10404138,
medallones solomillo de pavo,1,3.52,3.52,2021-11-11,10404138,
medallones preparado de solomillo cerdo provenzal,1,3.45,3.45,2021-11-11,10404138,
chuletas cordero de lechal congeladas,1,9.4,9.4,2021-11-11,10404138,
solomillo de pavo marinado congelado,1,2.4,2.4,2021-11-11,10404138,
bebida de avena alitey,1,6.9,6.9,2020-11-07,959862,
sardinillas en aceite de oliva hacendado,1,1.25,1.25,2020-11-07,959862,
mejillones al natural hacendado pequenos,1,1.0,1.0,2020-11-07,959862,
panuelos de papel extra suaves bosque verde,1,0.8,0.8,2020-11-07,959862,
papel higienico doble rollo bosque verde,1,3.82,3.82,2020-11-07,959862,
desodorante stick hombre ice blue williams,2,4.0,2.0,2020-11-07,959862,
corazones de alcachofa hacendado,1,2.3,2.3,2020-11-07,959862,
garbanzo cocido hacendado,1,0.7,0.7,2020-11-07,959862,
filetes de merluza del cabo sin piel hacendado ultracongelados,1,3.85,3.85,2020-11-07,959862,
huevos de gallinas camperas,1,1.95,1.95,2020-11-07,959862,
preparado de carne picada vacuno y cerdo,1,5.3,5.3,2020-11-07,959862,
tomate frito hida,2,2.36,1.18,2020-11-07,959862,
atun claro en aceite de oliva hacendado,1,3.99,3.99,2020-11-07,959862,
yogur sabores hacendado 0% materia grasa 0% sin azucares anadidos,1,1.65,1.65,2020-11-07,959862,
queso fresco burgo de arias,1,2.19,2.19,2020-11-07,959862,
queso gouda tierno holland,1,2.6,2.6,2020-11-07,959862,
lomo de pavo hacendado lonchas,1,1.89,1.89,2020-11-07,959862,
zumo pura naranja hacendado,2,2.0,1.0,2020-11-07,959862,
leche entera pascual,1,5.64,5.64,2021-12-16,10822769,
leche desnatada pascual,4,22.56,5.64,2021-12-16,10822769,
mantequilla con sal hacendado,1,1.65,1.65,2021-12-16,10822769,
cafe en capsula colombia l'or espresso,1,3.75,3.75,2021-12-16,10822769,
cafe en capsula sontuoso l'or espresso,1,3.75,3.75,2021-12-16,10822769,
cafe en capsula colombia hacendado,1,3.45,3.45,2021-12-16,10822769,
zumo de pina y uva hacendado,2,1.16,0.58,2021-12-16,10822769,
zumo de naranja recien exprimido hacendado,1,3.59,3.59,2021-12-16,10822769,
gelatina + proteinas sabor a frutos silvestres hacendado 0% m.g 6 g proteinas,1,1.05,1.05,2021-12-16,10822769,
ajos morados,1,1.45,1.45,2021-12-16,10822769,
patatas,2,9.58,4.79,2021-12-16,10822769,
cebolla caramelizada hacendado,1,1.4,1.4,2021-12-16,10822769,
cebollas nuevas,1,1.7,1.7,2021-12-16,10822769,
cacao soluble colacao original,1,14.95,14.95,2021-12-16,10822769,
"aceite de girasol refinado 0,2o hacendado",1,6.95,6.95,2021-12-16,10822769,
aceite de oliva virgen extra hacendado,1,11.0,11.0,2021-12-16,10822769,
queso azul hojas de vaca,1,2.51,2.51,2021-12-16,10822769,
queso viejo tostado mezcla hacendado,1,4.23,4.23,2021-12-16,10822769,
rodaja de emperador hacendado ultracongelado,1,3.62,3.62,2021-12-16,10822769,
pasta estrellas hacendado,1,0.7,0.7,2022-02-22,11422261,
huevos grandes l,2,5.9,2.95,2022-02-22,11422261,
garbanzo cocido hacendado,1,0.8,0.8,2022-02-22,11422261,
zanahorias,2,1.3,0.65,2022-02-22,11422261,
atun claro en aceite de oliva hacendado,1,4.3,4.3,2022-02-22,11422261,
preparado de carne picada vacuno y cerdo,2,6.74,3.37,2022-02-22,11422261,
yogur sabores hacendado,1,1.85,1.85,2022-02-22,11422261,
papel higienico doble rollo bosque verde,1,4.3,4.3,2022-02-22,11422261,
leche desnatada pascual,5,29.7,5.94,2022-02-22,11422261,
mantequilla con sal hacendado,2,3.9,1.95,2022-02-22,11422261,
zumo de pina y uva hacendado,2,1.4,0.7,2022-02-22,11422261,
zumo de naranja recien exprimido hacendado,1,3.59,3.59,2022-02-22,11422261,
gelatina + proteinas sabor a frutos silvestres hacendado 0% m.g 6 g proteinas,1,1.05,1.05,2022-02-22,11422261,
ajos morados,1,1.45,1.45,2022-02-22,11422261,
patatas,2,9.58,4.79,2022-02-22,11422261,
cebollas nuevas,2,3.4,1.7,2022-02-22,11422261,
queso azul hojas de vaca,1,2.93,2.93,2022-02-22,11422261,
queso viejo tostado mezcla hacendado,1,4.34,4.34,2022-02-22,11422261,
yogur sabores hacendado,1,2.15,2.15,2022-07-10,12804912,
tomate triturado hacendado,2,2.0,1.0,2022-07-10,12804912,
pizza masa fina 4 quesos hacendado ultracongelada,1,2.25,2.25,2022-07-10,12804912,
galletas choco flakes cuetara,1,2.85,2.85,2022-07-10,12804912,
mini aritos perro adulto y senior compy,1,4.0,4.0,2022-07-10,12804912,
mantequilla con sal hacendado,1,1.95,1.95,2022-07-10,12804912,
lomo de bacalao sin espinas hacendado congelado,2,11.9,5.95,2022-07-10,12804912,
huevos grandes l,1,3.95,3.95,2022-07-10,12804912,
zanahorias,1,0.75,0.75,2022-07-10,12804912,
papel higienico doble rollo bosque verde,1,4.75,4.75,2022-07-10,12804912,
leche desnatada pascual,5,32.7,6.540000000000001,2022-07-10,12804912,
patatas,1,5.49,5.49,2022-07-10,12804912,
queso azul hojas de vaca,1,1.91,1.91,2022-07-10,12804912,
salmon ahumado hacendado,1,2.93,2.93,2022-07-10,12804912,
