description,units,price_eu,unit_price,date,order_num,user,product_code
morcilla oreada d' ontinyent,1,1.39,1.39,2018-11-13,61858,user2,
queso havarti light hacendado lonchas,1,2.57,2.57,2018-11-13,61858,user2,
queso de cabra semicurado montesinos,1,3.95,3.95,2018-11-13,61858,user2,
servilleta papel bosque verde,1,0.9,0.9,2020-12-15,686714,user2,
cebollas nuevas,1,1.7,1.7,2020-12-15,686714,user2,
zanahorias,1,0.69,0.69,2020-12-15,686714,user2,
albóndigas de carne tenedor plata ultracongeladas,1,1.6,1.6,2020-12-15,686714,user2,
plátano,5,1.96,0.392,2020-12-15,686714,user2,
quitagrasas kh-7,1,2.69,2.69,2020-12-15,686714,user2,
lavavajillas ultra original fairy líquido,1,2.4,2.4,2020-12-15,686714,user2,
salmón marinado ubago,1,2.35,2.35,2020-12-15,686714,user2,
corazones de alcachofa hacendado,1,2.3,2.3,2020-12-15,686714,user2,
queso havarti light hacendado lonchas,1,2.58,2.58,2020-12-15,686714,user2,
pan de molde con 30% avena hacendado,1,1.25,1.25,2020-12-15,686714,user2,
rosquilletas tradicionales hacendado,1,1.0,1.0,2020-12-15,686714,user2,
pan integral 100% rebanado,1,1.6,1.6,2020-12-15,686714,user2,
perlas de mozzarella fresca hacendado,1,1.7,1.7,2020-12-15,686714,user2,
corazones de alcachofa hacendado,1,2.3,2.3,2021-09-09,101295,user2,
lavavajillas ultra original fairy líquido,1,2.4,2.4,2021-09-09,101295,user2,
tomate frito receta artesana hacendado,2,3.4,1.7,2021-09-09,101295,user2,
atún claro en aceite de oliva hacendado,1,3.95,3.95,2021-09-09,101295,user2,
gelatina 0% azúcar sabor fresa hacendado,2,1.8,0.9,2021-09-09,101295,user2,
café en cápsula ristretto l'or espresso,4,13.6,3.4,2021-09-09,101295,user2,
agua mineral grande cortes,2,1.46,0.73,2021-09-09,101295,user2,
garbanzo cocido hacendado,2,1.34,0.67,2021-09-09,101295,user2,
papel higiénico doble rollo bosque verde,1,3.95,3.95,2021-09-09,101295,user2,
leche desnatada pascual,2,10.68,5.34,2021-09-09,101295,user2,
morcilla oreada d' ontinyent,1,1.54,1.54,2021-09-09,101295,user2,
salmón ahumado hacendado,1,2.65,2.65,2021-09-09,101295,user2,
filetes pechuga de pollo corte fino,1,5.33,5.33,2021-09-09,101295,user2,
comida perro adulto supreme compy con salmón y arroz,1,4.5,4.5,2021-09-09,101295,user2,
rosquilletas de horno saladitas anitin,1,1.35,1.35,2021-09-09,101295,user2,
mascarilla nutri rizos fructis cabello rizado,1,3.8,3.8,2021-09-09,101295,user2,
burger de pollo rural gruesas,2,6.0,3.0,2021-09-09,101295,user2,
servilleta papel bosque verde,1,0.9,0.9,2021-09-09,101295,user2,
lenteja cocida pardina hacendado,2,1.1,0.55,2021-09-09,101295,user2,
agua mineral grande bronchales,2,2.28,1.14,2022-09-11,786946,user2,
lavavajillas todo en 1 bosque verde en pastillas,1,2.7,2.7,2022-09-11,786946,user2,
cebollas,1,1.05,1.05,2022-09-11,786946,user2,
limpiacristales y multiusos bosque verde,1,1.15,1.15,2022-09-11,786946,user2,
mejillones en escabeche hacendado medianos,1,2.0,2.0,2022-09-11,786946,user2,
corazones de alcachofa hacendado,1,2.8,2.8,2022-09-11,786946,user2,
salmorejo fresco hacendado,1,2.8,2.8,2022-09-11,786946,user2,
gazpacho fresco hacendado,1,2.5,2.5,2022-09-11,786946,user2,
aceite de oliva virgen extra hacendado,1,14.7,14.7,2022-09-11,786946,user2,
leche desnatada pascual,2,13.08,6.54,2022-09-11,786946,user2,
servilleta papel cocktail bosque verde,1,2.2,2.2,2022-09-11,786946,user2,
tomate frito receta artesana hacendado,1,2.15,2.15,2022-09-11,786946,user2,
papel higiénico doble rollo bosque verde,1,5.0,5.0,2022-09-11,786946,user2,
atún claro en aceite de oliva hacendado,1,3.99,3.99,2020-08-27,134160,user2,
tomate frito receta artesana hacendado,1,1.7,1.7,2020-08-27,134160,user2,
pan de molde espelta 100% integral hacendado,1,1.1,1.1,2020-08-27,134160,user2,
hogaza 100% natural,1,1.0,1.0,2020-08-27,134160,user2,
gelatina 0% azúcar sabor fresa hacendado,1,0.98,0.98,2020-08-27,134160,user2,
piadinas pan estilo italiano hacendado,1,1.95,1.95,2020-08-27,134160,user2,
leche desnatada pascual,1,5.34,5.34,2020-08-27,134160,user2,
lavavajillas todo en 1 fairy en pastillas,1,4.5,4.5,2020-08-27,134160,user2,
escalivada hacendado,1,1.99,1.99,2020-08-27,134160,user2,
corazones de alcachofa hacendado,2,4.6,2.3,2020-08-27,134160,user2,
quinoa cocida blanca y roja hacendado,2,2.7,1.35,2020-08-27,134160,user2,
lenteja cocida pardina hacendado,1,0.49,0.49,2020-08-27,134160,user2,
yogur cremoso hacendado natural edulcorado,1,1.3,1.3,2020-08-27,134160,user2,
garbanzo cocido hacendado,2,1.4,0.7,2020-08-27,134160,user2,
agua mineral cortes,2,1.46,0.73,2020-08-27,134160,user2,
huevos grandes l,1,1.45,1.45,2020-08-27,134160,user2,
salmorejo fresco hacendado,2,5.1,2.55,2020-08-27,134160,user2,
papel higiénico doble rollo bosque verde,1,3.82,3.82,2020-08-27,134160,user2,
queso untar light blanco pasteurizado philadelphia,1,2.1,2.1,2020-08-27,134160,user2,
judía verde plana,1,2.49,2.49,2020-08-27,134160,user2,
dentífrico original binaca,2,3.0,1.5,2020-08-27,134160,user2,
pechugas de pollo enteras,1,6.55,6.55,2020-08-27,134160,user2,
tomates kumato,1,1.69,1.69,2020-08-27,134160,user2,
abrillantador lavavajillas finish líquido,1,4.45,4.45,2019-06-19,207666,user2,
lavavajillas classic finish en pastillas,1,3.79,3.79,2019-06-19,207666,user2,
aceite de oliva virgen extra hacendado,1,9.97,9.97,2019-06-19,207666,user2,
aceitunas manzanilla rellenas de anchoa hacendado,1,2.15,2.15,2019-06-19,207666,user2,
tomate frito hacendado,1,0.8,0.8,2019-06-19,207666,user2,
arroz cocido integral brillante,1,1.1,1.1,2019-06-19,207666,user2,
nata ligera para cocinar hacendado,1,1.32,1.32,2019-06-19,207666,user2,
pizza ibérica hacendado ultracongelada,1,2.0,2.0,2019-06-19,207666,user2,
pizza mozzarella y pesto hacendado ultracongelada,1,2.0,2.0,2019-06-19,207666,user2,
placas para canelones del castillo,1,0.58,0.58,2019-06-19,207666,user2,
refresco coca-cola,1,7.32,7.32,2019-06-19,207666,user2,
champú fuerza & brillo fructis cabello normal,1,2.95,2.95,2019-06-19,207666,user2,
tomate frito receta artesana hacendado,1,1.7,1.7,2019-06-19,207666,user2,
chocolate con leche lindt,2,2.5,1.25,2019-06-19,207666,user2,
huevos grandes l,1,1.45,1.45,2019-06-19,207666,user2,
queso curado entrepinares,1,2.57,2.57,2019-06-19,207666,user2,
morcilla oreada d' ontinyent,1,1.39,1.39,2019-06-19,207666,user2,
longaniza fresca d' ontinyent,1,3.01,3.01,2019-06-19,207666,user2,
salmorejo fresco hacendado,1,2.8,2.8,2022-07-13,996926,user2,
mayonesa hellmann's,1,2.95,2.95,2022-07-13,996926,user2,
huevos grandes l,1,2.15,2.15,2022-07-13,996926,user2,
corazones de alcachofa hacendado,1,1.6,1.6,2022-07-13,996926,user2,
cebolla roja corbí en vinagre,1,2.4,2.4,2022-07-13,996926,user2,
gazpacho fresco hacendado,2,5.0,2.5,2022-07-13,996926,user2,
atún claro en aceite de oliva hacendado,2,9.3,4.65,2022-07-13,996926,user2,
aceite de oliva virgen extra hacendado,1,12.7,12.7,2022-07-13,996926,user2,
limpiacristales y multiusos bosque verde,1,1.15,1.15,2022-07-13,996926,user2,
agua mineral grande cortes,2,1.46,0.73,2022-07-13,996926,user2,
cebollas,1,2.19,2.19,2022-07-13,996926,user2,
papel higiénico doble rollo bosque verde,1,4.9,4.9,2022-07-13,996926,user2,
servilleta papel bosque verde,1,1.2,1.2,2022-07-13,996926,user2,
garbanzo cocido hacendado,2,1.56,0.78,2022-07-13,996926,user2,
comida perro adulto supreme compy con pollo y arroz,1,4.15,4.15,2021-10-19,337881,user2,
atún claro en aceite de oliva hacendado,1,3.95,3.95,2021-10-19,337881,user2,
gelatina 0% azúcar sabor fresa hacendado,1,0.9,0.9,2021-10-19,337881,user2,
café en cápsula ristretto l'or espresso,6,20.4,3.4,2021-10-19,337881,user2,
agua mineral grande cortes,1,0.73,0.73,2021-10-19,337881,user2,
leche desnatada pascual,2,11.28,5.64,2021-10-19,337881,user2,
salmón ahumado hacendado,1,2.71,2.71,2021-10-19,337881,user2,
papel higiénico doble rollo bosque verde,3,11.46,3.82,2020-09-16,6598904,user3,
lavavajillas aloe bosque verde concentrado,4,6.2,1.55,2020-09-16,6598904,user3,
cacahuete frito hacendado,1,0.85,0.85,2020-09-16,6598904,user3,
maíz dulce hacendado,1,0.95,0.95,2020-09-16,6598904,user3,
café molido mezcla fuerte hacendado,1,4.45,4.45,2020-09-16,6598904,user3,
garbanzo cocido hacendado,2,1.08,0.54,2020-09-16,6598904,user3,
barra de pan tradicional,1,1.15,1.15,2020-09-16,6598904,user3,
huevos grandes l,1,1.45,1.45,2020-09-16,6598904,user3,
povidona yodada deliplus,1,1.6,1.6,2021-06-30,8994847,user3,
jabón de manos lavanda deliplus pastilla,1,0.85,0.85,2021-06-30,8994847,user3,
detergente lavado a mano bosque verde líquido,1,1.89,1.89,2021-06-30,8994847,user3,
colgador wc azul perfume marino bosque verde,1,1.2,1.2,2021-06-30,8994847,user3,
lavavajillas aloe bosque verde concentrado,2,3.1,1.55,2021-06-30,8994847,user3,
estropajo suciedad resistente bosque verde,2,1.8,0.9,2021-06-30,8994847,user3,
papel higiénico doble rollo bosque verde,4,15.28,3.82,2021-06-30,8994847,user3,
quitagrasas kh-7,1,3.4,3.4,2022-03-09,12549682,user3,
papel vegetal bosque verde,3,5.1,1.7,2022-03-09,12549682,user3,
estropajo suciedad resistente bosque verde,3,2.55,0.85,2022-03-09,12549682,user3,
fregona resistente y absorbente bosque verde,1,1.85,1.85,2022-03-09,12549682,user3,
toallitas limpiadoras de suelo bosque verde,1,1.6,1.6,2022-03-09,12549682,user3,
guantes 100% nitrilo bosque verde talla mediana,1,1.6,1.6,2021-10-14,10076002,user3,
estropajo suciedad resistente bosque verde,2,1.3,0.65,2021-10-14,10076002,user3,
limpiador cal y suciedad cillit bang,1,2.99,2.99,2021-10-14,10076002,user3,
limpiacristales y multiusos bosque verde,1,1.0,1.0,2021-10-14,10076002,user3,
toallitas limpiadoras de suelo bosque verde,1,1.6,1.6,2021-10-14,10076002,user3,
quitagrasas kh-7,2,5.38,2.69,2021-10-14,10076002,user3,
servilleta papel bosque verde,3,2.7,0.9,2021-10-14,10076002,user3,
multiusos desinfectante antibacterias bosque verde,4,7.8,1.95,2021-10-14,10076002,user3,
toallitas limpiadoras de suelo bosque verde,1,1.6,1.6,2022-03-18,11572189,user3,
servilleta papel bosque verde,2,1.9,0.95,2022-03-18,11572189,user3,
papel higiénico doble rollo bosque verde,5,21.5,4.3,2022-03-18,11572189,user3,
lavavajillas aloe bosque verde concentrado,2,3.1,1.55,2021-04-16,8135057,user3,
papel higiénico doble rollo bosque verde,4,15.28,3.82,2021-04-16,8135057,user3,
estropajo suciedad resistente bosque verde,2,1.8,0.9,2021-04-16,8135057,user3,
bicarbonato sódico hacendado,1,1.19,1.19,2021-04-16,8135057,user3,
quitagrasas kh-7,1,2.69,2.69,2021-04-16,8135057,user3,
activador del lavado ropa blanca bosque verde en gel,1,1.6,1.6,2021-04-16,8135057,user3,
colgador wc azul perfume marino bosque verde,1,1.2,1.2,2021-04-16,8135057,user3,
recambio antihumedad bosque verde con aromas cítricos,1,2.0,2.0,2021-04-16,8135057,user3,
fregona resistente y absorbente bosque verde,2,3.4,1.7,2021-04-16,8135057,user3,
multiusos desinfectante antibacterias bosque verde,2,3.9,1.95,2021-04-16,8135057,user3,
servilleta papel bosque verde,2,1.8,0.9,2021-04-16,8135057,user3,
aceite de oliva virgen extra hacendado,4,38.0,9.5,2021-04-16,8135057,user3,
limpiador cal y suciedad cillit bang,1,2.99,2.99,2020-07-11,6947878,user3,
toallitas limpiadoras de suelo bosque verde,1,1.6,1.6,2020-07-11,6947878,user3,
papel vegetal bosque verde,2,2.6,1.3,2020-07-11,6947878,user3,
servilleta papel bosque verde,2,1.8,0.9,2020-07-11,6947878,user3,
activador del lavado ropa blanca bosque verde en gel,1,1.6,1.6,2020-07-11,6947878,user3,
lavavajillas aloe bosque verde concentrado,1,1.55,1.55,2020-07-11,6947878,user3,
