description_x,units,price_eu,unit_price,date,order_num,best_match,description_y,product_code
jamon serrano incarlopsa lonchas,1,3.49,3.49,2020-01-10,302316,jamon serrano incarlopsa lonchas,jamon serrano incarlopsa lonchas,59124.0
jamon serrano incarlopsa lonchas,1,3.49,3.49,2020-01-10,302316,jamon serrano incarlopsa lonchas,jamon serrano incarlopsa lonchas,59124.0
jamon serrano incarlopsa lonchas,1,3.49,3.49,2020-01-10,302316,jamon serrano incarlopsa lonchas,jamon serrano incarlopsa lonchas,59124.0
jamon serrano incarlopsa lonchas,1,3.49,3.49,2020-01-10,302316,jamon serrano incarlopsa lonchas,jamon serrano incarlopsa lonchas,59124.0
jamon serrano incarlopsa lonchas,1,3.49,3.49,2020-01-10,302316,jamon serrano incarlopsa lonchas,jamon serrano incarlopsa lonchas,59124.0
queso fresco de cabra hacendado,1,2.2,2.2,2020-01-10,302316,queso fresco de cabra hacendado,queso fresco de cabra hacendado,51194.0
queso rallado 4 quesos hacendado,1,1.59,1.59,2020-01-10,302316,queso rallado 4 quesos hacendado,queso rallado 4 quesos hacendado,51237.0
perlas de mozzarella fresca hacendado,1,1.7,1.7,2020-01-10,302316,perlas de mozzarella fresca de vaca hacendado,perlas de mozzarella fresca de vaca hacendado,51052.0
mozzarella di bufala campana hacendado,1,1.7,1.7,2020-01-10,302316,mozzarella di bufala campana hacendado,mozzarella di bufala campana hacendado,51201.0
refresco coca-cola zero azucar,1,7.56,7.56,2020-01-10,302316,refresco fanta limon zero azucares anadidos,refresco fanta limon zero azucares anadidos,27608.0
salchichon extra pimienta hacendado finas lonchas,1,1.38,1.38,2020-01-10,302316,salchichon extra pimienta hacendado finas lonchas,salchichon extra pimienta hacendado finas lonchas,59077.0
mortadela italiana hacendado finas lonchas,1,1.69,1.69,2020-01-10,302316,mortadela italiana hacendado finas lonchas,mortadela italiana hacendado finas lonchas,59343.0
salfumant bosque verde,1,0.75,0.75,2020-01-10,302316,salfumant bosque verde,salfumant bosque verde,43810.0
dentifrico triple accion colgate con fluor,2,3.5,1.75,2020-01-10,302316,dentifrico triple accion colgate con fluor menta original,dentifrico triple accion colgate con fluor menta original,73978.0
aceite de oliva virgen extra hacendado,1,9.5,9.5,2020-01-10,302316,aceite de oliva virgen extra hacendado gran seleccion,aceite de oliva virgen extra hacendado gran seleccion,4706.0
lenteja cocida pardina hacendado,2,0.98,0.49,2020-01-10,302316,lenteja pardina hacendado categoria extra,lenteja pardina hacendado categoria extra,5330.0
papel multiusos resistente bosque verde,1,2.89,2.89,2020-01-10,302316,papel multiusos resistente bosque verde,papel multiusos resistente bosque verde,49173.0
piadinas pan estilo italiano hacendado,1,1.95,1.95,2020-01-10,302316,pasta estrellas hacendado para sopa,pasta estrellas hacendado para sopa,6363.0
pan de molde espelta 100% integral hacendado,1,1.1,1.1,2020-01-10,302316,pan de molde espelta 100% integral hacendado natural,pan de molde espelta 100% integral hacendado natural,86467.0
gel de bano oliva deliplus piel seca,2,2.7,1.35,2020-01-10,302316,gel de bano oliva deliplus piel seca,gel de bano oliva deliplus piel seca,23829.0
gelatina 0% azucar sabor fresa hacendado,1,0.98,0.98,2020-01-10,302316,gelatina 0% azucar sabor fresa hacendado gellytina,gelatina 0% azucar sabor fresa hacendado gellytina,68187.0
tomates cherry,1,1.49,1.49,2020-01-10,302316,tomates cherry,tomates cherry,69990.0
friegasuelos pino bosque verde liquido,1,0.68,0.68,2020-01-10,302316,friegasuelos pino bosque verde liquido,friegasuelos pino bosque verde liquido,43347.0
quinoa cocida blanca y roja hacendado,1,1.35,1.35,2020-01-10,302316,alubia cocida roja hacendado,alubia cocida roja hacendado,26000.0
yogur cremoso hacendado natural edulcorado,1,1.3,1.3,2020-01-10,302316,yogur natural de cabra hacendado,yogur natural de cabra hacendado,20287.0
tomate frito receta artesana hacendado,1,1.7,1.7,2020-01-10,302316,picatostes fritos hacendado,picatostes fritos hacendado,82786.0
papel higienico doble rollo bosque verde,2,7.64,3.82,2020-01-10,302316,papel higienico doble hoja bosque verde,papel higienico doble hoja bosque verde,47834.0
atun claro en aceite de oliva hacendado,2,7.98,3.99,2020-01-10,302316,atun en aceite de oliva hacendado,atun en aceite de oliva hacendado,18030.0
queso untar light blanco pasteurizado philadelphia,1,2.1,2.1,2020-01-10,302316,queso untar light philadelphia,queso untar light philadelphia,51079.0
garbanzo cocido hacendado,2,1.4,0.7,2020-01-10,302316,comino en grano hacendado,comino en grano hacendado,34121.0
hogaza 100% natural,1,1.0,1.0,2020-01-10,302316,margarina 100% vegetal hacendado,margarina 100% vegetal hacendado,20196.0
agua mineral cortes,2,1.46,0.73,2020-01-10,302316,agua mineral con gas grande san narciso,agua mineral con gas grande san narciso,27084.0
leche desnatada pascual,2,10.68,5.34,2020-01-10,302316,leche en polvo desnatada,leche en polvo desnatada,10414.0
dentifrico original binaca,2,3.0,1.5,2020-01-10,302316,dentifrico blanqueador bicarbonato signal,dentifrico blanqueador bicarbonato signal,74044.0
morcilla oreada d' ontinyent,1,1.34,1.34,2020-01-10,302316,morcilla de cebolla oreada,morcilla de cebolla oreada,35049.0
chorizo oreado,1,2.03,2.03,2020-01-10,302316,chorizo oreado,chorizo oreado,6048.0
aguacates,1,2.3,2.3,2020-01-10,302316,aguacates,aguacates,3858.0
aguacates,1,2.3,2.3,2020-01-10,302316,aguacates,aguacates,3858.0
aguacates,1,2.3,2.3,2020-01-10,302316,aguacates,aguacates,3858.0
aguacates,1,2.3,2.3,2020-01-10,302316,aguacates,aguacates,3858.0
aguacates,1,2.3,2.3,2020-01-10,302316,aguacates,aguacates,3858.0
aguacates,1,2.3,2.3,2020-01-10,302316,aguacates,aguacates,3858.0
aguacates,1,2.3,2.3,2020-01-10,302316,aguacates,aguacates,3858.0
aguacates,1,2.3,2.3,2020-01-10,302316,aguacates,aguacates,3858.0
aguacates,1,2.3,2.3,2020-01-10,302316,aguacates,aguacates,3858.0
aguacates,1,2.3,2.3,2020-01-10,302316,aguacates,aguacates,3858.0
aguacates,1,2.3,2.3,2020-01-10,302316,aguacates,aguacates,3858.0
aguacates,1,2.3,2.3,2020-01-10,302316,aguacates,aguacates,3858.0
aguacates,1,2.3,2.3,2020-01-10,302316,aguacates,aguacates,3858.0
aguacates,1,2.3,2.3,2020-01-10,302316,aguacates,aguacates,3858.0
aguacates,1,2.3,2.3,2020-01-10,302316,aguacates,aguacates,3858.0
aguacates,1,2.3,2.3,2020-01-10,302316,aguacates,aguacates,3858.0
aguacates,1,2.3,2.3,2020-01-10,302316,aguacates,aguacates,3858.0
aguacates,1,2.3,2.3,2020-01-10,302316,aguacates,aguacates,3858.0
aguacates,1,2.3,2.3,2020-01-10,302316,aguacates,aguacates,3858.0
aguacates,1,2.3,2.3,2020-01-10,302316,aguacates,aguacates,3858.0
aguacates,1,2.3,2.3,2020-01-10,302316,aguacates,aguacates,3858.0
aguacates,1,2.3,2.3,2020-01-10,302316,aguacates,aguacates,3858.0
aguacates,1,2.3,2.3,2020-01-10,302316,aguacates,aguacates,3858.0
aguacates,1,2.3,2.3,2020-01-10,302316,aguacates,aguacates,3858.0
aguacates,1,2.3,2.3,2020-01-10,302316,aguacates,aguacates,3858.0
caldo de pollo hacendado,1,1.64,1.64,2019-02-27,125935,caldo de pollo hacendado,caldo de pollo hacendado,7313.0
servilleta papel bosque verde,1,0.92,0.92,2019-02-27,125935,servilleta papel bosque verde,servilleta papel bosque verde,49544.0
servilleta papel bosque verde,1,0.92,0.92,2019-02-27,125935,servilleta papel bosque verde,servilleta papel bosque verde,49544.0
servilleta papel bosque verde,1,0.92,0.92,2019-02-27,125935,servilleta papel bosque verde,servilleta papel bosque verde,49544.0
longaniza de payes hacendado lonchas,1,1.45,1.45,2019-02-27,125935,longaniza de payes hacendado lonchas,longaniza de payes hacendado lonchas,59254.0
huevos grandes l,1,1.45,1.45,2019-02-27,125935,huevos super grandes xl,huevos super grandes xl,31592.0
discos desmaquillantes deliplus redondos,1,0.95,0.95,2019-02-27,125935,discos desmaquillantes deliplus redondos algodon 100%,discos desmaquillantes deliplus redondos algodon 100%,79407.0
lechuga iceberg base para ensalada,1,0.87,0.87,2019-02-27,125935,lechuga iceberg base para ensalada,lechuga iceberg base para ensalada,69670.0
cebolla amarilla,1,1.89,1.89,2019-02-27,125935,carrillada de cerdo,carrillada de cerdo,2810.0
ajo morado,1,1.2,1.2,2019-02-27,125935,medio conejo troceado,medio conejo troceado,25972.0
suavizante ropa talco bosque verde concentrado,1,1.79,1.79,2019-02-27,125935,suavizante ropa talco bosque verde concentrado,suavizante ropa talco bosque verde concentrado,40740.0
desodorante roll-on dermo extra control sanex,1,1.8,1.8,2019-02-27,125935,desodorante roll-on dermo extra control sanex 0% alcohol,desodorante roll-on dermo extra control sanex 0% alcohol,46028.0
taquitos de chorizo revilla,1,2.1,2.1,2019-02-27,125935,taquitos de chorizo revilla,taquitos de chorizo revilla,55135.0
esparragos muy gruesos hacendado blancos enteros,1,2.53,2.53,2019-02-27,125935,esparragos muy gruesos hacendado enteros,esparragos muy gruesos hacendado enteros,16561.0
yogur bifidus desnatado hacendado frutas del bosque,1,0.95,0.95,2019-02-27,125935,bebida lactea de frutas del bosque hacendado,bebida lactea de frutas del bosque hacendado,20476.0
compresa con alas normal evax cotton like,1,3.95,3.95,2019-02-27,125935,compresa con alas super evax cotton like,compresa con alas super evax cotton like,47152.0
lavavajillas ultra original fairy liquido,1,2.8,2.8,2019-02-27,125935,lavavajillas ultra original fairy liquido lavado a mano,lavavajillas ultra original fairy liquido lavado a mano,16805.0
mini taquitos de jamon incarlopsa,1,1.95,1.95,2019-02-27,125935,mini taquitos de jamon incarlopsa,mini taquitos de jamon incarlopsa,59018.0
agua mineral cortes,1,0.73,0.73,2019-02-27,125935,agua mineral con gas grande san narciso,agua mineral con gas grande san narciso,27084.0
fusilli armando,1,0.95,0.95,2019-02-27,125935,fusilli armando,fusilli armando,6357.0
queso untar light blanco pasteurizado philadelphia,1,2.1,2.1,2019-02-27,125935,queso untar light philadelphia,queso untar light philadelphia,51079.0
galletas cookies hacendado,1,1.25,1.25,2019-02-27,125935,galletas mini cookies hacendado,galletas mini cookies hacendado,14161.0
tomate cherry,1,1.49,1.49,2019-02-27,125935,tomates cherry,tomates cherry,69990.0
limpiacristales y multiusos bosque verde,1,1.15,1.15,2019-02-27,125935,limpiacristales y multiusos bosque verde con pistola,limpiacristales y multiusos bosque verde con pistola,43218.0
patata,1,3.5,3.5,2019-02-27,125935,patata,patata,69066.0
"champu agua de coco fructis raices grasas, puntas secas",1,2.95,2.95,2019-02-27,125935,cereales y semillas granola hacendado con frutos secos bajo en azucar,cereales y semillas granola hacendado con frutos secos bajo en azucar,9474.0
arroz redondo la fallera,1,1.35,1.35,2019-02-27,125935,arroz redondo hacendado,arroz redondo hacendado,5044.0
platano,6,2.2,0.3666666666666667,2019-02-27,125935,platano macho,platano macho,3132.0
platano,6,2.2,0.3666666666666667,2019-02-27,125935,platano macho,platano macho,3132.0
platano,6,2.2,0.3666666666666667,2019-02-27,125935,platano macho,platano macho,3132.0
platano,6,2.2,0.3666666666666667,2019-02-27,125935,platano macho,platano macho,3132.0
platano,6,2.2,0.3666666666666667,2019-02-27,125935,platano macho,platano macho,3132.0
platano,6,2.2,0.3666666666666667,2019-02-27,125935,platano macho,platano macho,3132.0
gel de bano oliva deliplus piel seca,1,1.35,1.35,2019-02-27,125935,gel de bano oliva deliplus piel seca,gel de bano oliva deliplus piel seca,23829.0
dentifrico original binaca,1,1.5,1.5,2019-02-27,125935,dentifrico blanqueador bicarbonato signal,dentifrico blanqueador bicarbonato signal,74044.0
caldo de verduras hacendado,1,1.0,1.0,2019-02-27,125935,caldo de verduras hacendado,caldo de verduras hacendado,7032.0
pechuga de pavo hacendado finas lonchas,1,2.95,2.95,2019-02-27,125935,pechuga de pavo hacendado finas lonchas,pechuga de pavo hacendado finas lonchas,67972.0
pechuga de pavo hacendado finas lonchas,1,2.95,2.95,2019-02-27,125935,pechuga de pavo hacendado finas lonchas,pechuga de pavo hacendado finas lonchas,67972.0
pechuga de pavo hacendado finas lonchas,1,2.95,2.95,2019-02-27,125935,pechuga de pavo hacendado finas lonchas,pechuga de pavo hacendado finas lonchas,67972.0
pechuga de pavo hacendado finas lonchas,1,2.95,2.95,2019-02-27,125935,pechuga de pavo hacendado finas lonchas,pechuga de pavo hacendado finas lonchas,67972.0
jamon serrano incarlopsa lonchas extrafinas,1,1.99,1.99,2019-02-27,125935,jamon serrano incarlopsa lonchas extrafinas,jamon serrano incarlopsa lonchas extrafinas,59151.0
maiz dulce hacendado,1,0.95,0.95,2019-02-27,125935,mostaza dulce hacendado,mostaza dulce hacendado,35207.0
tomate frito receta artesana hacendado,1,1.7,1.7,2019-02-27,125935,picatostes fritos hacendado,picatostes fritos hacendado,82786.0
queso rallado hacendado especial fundir,1,1.0,1.0,2019-02-27,125935,queso rallado emmental gratinar hacendado,queso rallado emmental gratinar hacendado,51239.0
hogaza 100% natural,1,1.0,1.0,2019-02-27,125935,margarina 100% vegetal hacendado,margarina 100% vegetal hacendado,20196.0
cafe en capsula sontuoso l'or espresso,2,6.58,3.29,2019-02-27,125935,cafe en capsula espresso tassimo compatibles maquinas tassimo,cafe en capsula espresso tassimo compatibles maquinas tassimo,11873.0
chocolate con leche lindt,1,1.15,1.15,2019-02-27,125935,chocolate con leche milka,chocolate con leche milka,12151.0
papel higienico doble rollo bosque verde,1,3.74,3.74,2019-02-27,125935,papel higienico doble hoja bosque verde,papel higienico doble hoja bosque verde,47834.0
cafe en capsula ristretto l'or espresso,3,9.87,3.29,2019-02-27,125935,cafe en capsula ristretto hacendado compatibles maquinas nespresso,cafe en capsula ristretto hacendado compatibles maquinas nespresso,10351.0
chocolate con leche milka,1,1.01,1.01,2019-02-27,125935,chocolate con leche milka,chocolate con leche milka,12151.0
lenteja cocida hacendado,2,1.18,0.59,2019-02-27,125935,lenteja hacendado categoria extra,lenteja hacendado categoria extra,5325.0
garbanzo cocido hacendado,1,0.7,0.7,2019-02-27,125935,comino en grano hacendado,comino en grano hacendado,34121.0
leche desnatada pascual,2,10.68,5.34,2019-02-27,125935,leche en polvo desnatada,leche en polvo desnatada,10414.0
pan de molde con avena hacendado,1,1.25,1.25,2019-02-27,125935,pan de molde blanco hacendado,pan de molde blanco hacendado,13810.0
dentifrico max white one colgate,2,5.4,2.7,2019-02-27,125935,dentifrico max white one colgate,dentifrico max white one colgate,73431.0
queso curado entrepinares,1,2.66,2.66,2019-02-27,125935,queso de cabra entrepinares lonchas,queso de cabra entrepinares lonchas,50153.0
queso havarti light hacendado lonchas,1,2.56,2.56,2019-02-27,125935,queso light havarti hacendado lonchas,queso light havarti hacendado lonchas,50546.0
chorizo oreado,1,1.87,1.87,2019-02-27,125935,chorizo oreado,chorizo oreado,6048.0
morcilla oreada d' ontinyent,1,1.48,1.48,2019-02-27,125935,morcilla de cebolla oreada,morcilla de cebolla oreada,35049.0
aguacate,1,2.15,2.15,2019-02-27,125935,aguacate,aguacate,3830.0
longaniza fresca d' ontinyent,1,3.06,3.06,2019-02-27,125935,longaniza fresca de pollo,longaniza fresca de pollo,6041.0
lomo embuchado hacendado lonchas,1,1.71,1.71,2019-02-27,125935,lomo embuchado hacendado lonchas,lomo embuchado hacendado lonchas,59075.0
nuez moscada molida hacendado,1,1.1,1.1,2019-02-27,125935,nuez moscada molida hacendado,nuez moscada molida hacendado,34173.0
placas para lasana precocidas el pavo,1,1.25,1.25,2019-02-27,125935,placas para lasana precocidas el pavo,placas para lasana precocidas el pavo,6856.0
placas para canelones del castillo,1,0.58,0.58,2019-02-27,125935,costillas de conejo partidas,costillas de conejo partidas,5070.0
panuelos de papel extra suaves bosque verde,1,1.05,1.05,2019-02-27,125935,panuelos de papel extra suaves bosque verde 2 capas,panuelos de papel extra suaves bosque verde 2 capas,47609.0
spaghetti al huevo hacendado,1,0.99,0.99,2019-02-27,125935,spaghetti al huevo hacendado,spaghetti al huevo hacendado,6302.0
agua mineral bronchales grande,1,2.46,2.46,2019-02-27,125935,agua mineral con gas grande san narciso,agua mineral con gas grande san narciso,27084.0
berenjena,3,1.4,0.4666666666666666,2019-02-27,125935,berenjena,berenjena,69326.0
mozzarella fresca hacendado,2,1.6,0.8,2019-02-27,125935,mozzarella fresca de vaca hacendado,mozzarella fresca de vaca hacendado,51050.0
pizza iberica hacendado ultracongelada,1,2.0,2.0,2019-02-27,125935,judia verde plana hacendado ultracongelada,judia verde plana hacendado ultracongelada,61063.0
pizza mozzarella y pesto hacendado ultracongelada,1,2.0,2.0,2019-02-27,125935,queso rallado mozzarella pizza-roma hacendado,queso rallado mozzarella pizza-roma hacendado,51110.0
pizza masa fina 4 quesos hacendado ultracongelada,1,2.29,2.29,2019-02-27,125935,fingers de queso hacendado ultracongelados,fingers de queso hacendado ultracongelados,63739.0
esparrago verde entero jv ultracongelado,1,2.6,2.6,2019-02-27,125935,esparrago verde entero hacendado ultracongelado,esparrago verde entero hacendado ultracongelado,61239.0
yogur natural edulcorado hacendado 0% materia grasa 0% sin azucares anadidos,1,0.79,0.79,2019-02-27,125935,yogur natural edulcorado hacendado 0% m.g 0% sin azucares anadidos linnea v,yogur natural edulcorado hacendado 0% m.g 0% sin azucares anadidos linnea v,20221.0
verdura floretas de brocoli para micro,1,1.2,1.2,2019-02-27,125935,floretas de brocoli para micro,floretas de brocoli para micro,69622.0
pizza masa fina jamon hacendado ultracongelada,1,2.29,2.29,2019-02-27,125935,lasana a la bolonesa hacendado ultracongelada,lasana a la bolonesa hacendado ultracongelada,63725.0
angurinas pescanova ultracongeladas,1,1.99,1.99,2019-02-27,125935,fresas enteras hacendado ultracongeladas,fresas enteras hacendado ultracongeladas,61092.0
aceitunas manzanilla rellenas de anchoa hacendado,1,2.15,2.15,2019-02-27,125935,aceitunas manzanilla rellenas de anchoa hacendado reducidas en sal,aceitunas manzanilla rellenas de anchoa hacendado reducidas en sal,33078.0
salchichon extra hacendado lonchas,1,1.39,1.39,2019-02-27,125935,salami extra hacendado lonchas,salami extra hacendado lonchas,59090.0
aceitunas negras cacerenas hacendado a rodajas,1,1.5,1.5,2019-02-27,125935,aceitunas negras hacendado a rodajas,aceitunas negras hacendado a rodajas,86593.0
atun claro en aceite de oliva hacendado,1,3.99,3.99,2019-02-27,125935,atun en aceite de oliva hacendado,atun en aceite de oliva hacendado,18030.0
patatas,1,3.85,3.85,2020-10-22,404271,patata,patata,69066.0
berenjena,3,2.08,0.6933333333333334,2020-10-22,404271,berenjena,berenjena,69326.0
brocoli,1,0.99,0.99,2020-10-22,404271,brocoli,brocoli,69580.0
zanahorias,1,0.69,0.69,2020-10-22,404271,mandarinas,mandarinas,5251.0
caldo de verduras hacendado,1,1.0,1.0,2020-10-22,404271,caldo de verduras hacendado,caldo de verduras hacendado,7032.0
pan de molde 100% integral familiar hacendado,1,0.95,0.95,2020-10-22,404271,pan de molde 100% integral familiar hacendado,pan de molde 100% integral familiar hacendado,83886.0
pan de molde 100% integral familiar hacendado,1,0.95,0.95,2020-10-22,404271,pan de molde 100% integral familiar hacendado,pan de molde 100% integral familiar hacendado,83886.0
pan de molde 100% integral familiar hacendado,1,0.95,0.95,2020-10-22,404271,pan de molde 100% integral familiar hacendado,pan de molde 100% integral familiar hacendado,83886.0
pan de molde 100% integral familiar hacendado,1,0.95,0.95,2020-10-22,404271,pan de molde 100% integral familiar hacendado,pan de molde 100% integral familiar hacendado,83886.0
corazones de alcachofa hacendado,1,2.3,2.3,2020-10-22,404271,corazones de alcachofas hacendado,corazones de alcachofas hacendado,16039.0
huevos grandes l,1,1.45,1.45,2020-10-22,404271,huevos super grandes xl,huevos super grandes xl,31592.0
platano,6,1.94,0.3233333333333333,2020-10-22,404271,platano macho,platano macho,3132.0
platano,6,1.94,0.3233333333333333,2020-10-22,404271,platano macho,platano macho,3132.0
platano,6,1.94,0.3233333333333333,2020-10-22,404271,platano macho,platano macho,3132.0
platano,6,1.94,0.3233333333333333,2020-10-22,404271,platano macho,platano macho,3132.0
platano,6,1.94,0.3233333333333333,2020-10-22,404271,platano macho,platano macho,3132.0
platano,6,1.94,0.3233333333333333,2020-10-22,404271,platano macho,platano macho,3132.0
sal lavavajillas bosque verde en grano,1,1.04,1.04,2020-10-22,404271,sal lavavajillas bosque verde en grano,sal lavavajillas bosque verde en grano,42512.0
champu anticaspa h&s cabello graso,1,2.99,2.99,2020-10-22,404271,champu anticaspa citrus fresh h&s cabello graso,champu anticaspa citrus fresh h&s cabello graso,35309.0
champu anticaspa h&s cabello graso,1,2.99,2.99,2020-10-22,404271,champu anticaspa citrus fresh h&s cabello graso,champu anticaspa citrus fresh h&s cabello graso,35309.0
servilleta papel bosque verde,1,0.9,0.9,2020-10-22,404271,servilleta papel bosque verde,servilleta papel bosque verde,49544.0
servilleta papel bosque verde,1,0.9,0.9,2020-10-22,404271,servilleta papel bosque verde,servilleta papel bosque verde,49544.0
servilleta papel bosque verde,1,0.9,0.9,2020-10-22,404271,servilleta papel bosque verde,servilleta papel bosque verde,49544.0
calabacin verde,3,1.36,0.4533333333333333,2020-10-22,404271,calabacin verde,calabacin verde,69338.0
esparrago verde grueso,1,2.99,2.99,2020-10-22,404271,esparrago verde grueso,esparrago verde grueso,69643.0
esparrago verde grueso,1,2.99,2.99,2020-10-22,404271,esparrago verde grueso,esparrago verde grueso,69643.0
esparrago verde grueso,1,2.99,2.99,2020-10-22,404271,esparrago verde grueso,esparrago verde grueso,69643.0
esparrago verde grueso,1,2.99,2.99,2020-10-22,404271,esparrago verde grueso,esparrago verde grueso,69643.0
esparrago verde grueso,1,2.99,2.99,2020-10-22,404271,esparrago verde grueso,esparrago verde grueso,69643.0
esparrago verde grueso,1,2.99,2.99,2020-10-22,404271,esparrago verde grueso,esparrago verde grueso,69643.0
esparrago verde grueso,1,2.99,2.99,2020-10-22,404271,esparrago verde grueso,esparrago verde grueso,69643.0
esparrago verde grueso,1,2.99,2.99,2020-10-22,404271,esparrago verde grueso,esparrago verde grueso,69643.0
esparrago verde grueso,1,2.99,2.99,2020-10-22,404271,esparrago verde grueso,esparrago verde grueso,69643.0
esparrago verde grueso,1,2.99,2.99,2020-10-22,404271,esparrago verde grueso,esparrago verde grueso,69643.0
esparrago verde grueso,1,2.99,2.99,2020-10-22,404271,esparrago verde grueso,esparrago verde grueso,69643.0
esparrago verde grueso,1,2.99,2.99,2020-10-22,404271,esparrago verde grueso,esparrago verde grueso,69643.0
esparrago verde grueso,1,2.99,2.99,2020-10-22,404271,esparrago verde grueso,esparrago verde grueso,69643.0
esparrago verde grueso,1,2.99,2.99,2020-10-22,404271,esparrago verde grueso,esparrago verde grueso,69643.0
esparrago verde grueso,1,2.99,2.99,2020-10-22,404271,esparrago verde grueso,esparrago verde grueso,69643.0
esparrago verde grueso,1,2.99,2.99,2020-10-22,404271,esparrago verde grueso,esparrago verde grueso,69643.0
esparrago verde grueso,1,2.99,2.99,2020-10-22,404271,esparrago verde grueso,esparrago verde grueso,69643.0
esparrago verde grueso,1,2.99,2.99,2020-10-22,404271,esparrago verde grueso,esparrago verde grueso,69643.0
esparrago verde grueso,1,2.99,2.99,2020-10-22,404271,esparrago verde grueso,esparrago verde grueso,69643.0
esparrago verde grueso,1,2.99,2.99,2020-10-22,404271,esparrago verde grueso,esparrago verde grueso,69643.0
esparrago verde grueso,1,2.99,2.99,2020-10-22,404271,esparrago verde grueso,esparrago verde grueso,69643.0
esparrago verde grueso,1,2.99,2.99,2020-10-22,404271,esparrago verde grueso,esparrago verde grueso,69643.0
esparrago verde grueso,1,2.99,2.99,2020-10-22,404271,esparrago verde grueso,esparrago verde grueso,69643.0
dentifrico max white one colgate,1,2.7,2.7,2020-10-22,404271,dentifrico max white one colgate,dentifrico max white one colgate,73431.0
discos desmaquillantes deliplus redondos,2,1.9,0.95,2020-10-22,404271,discos desmaquillantes deliplus redondos algodon 100%,discos desmaquillantes deliplus redondos algodon 100%,79407.0
lavavajillas todo en 1 fairy en pastillas,1,4.5,4.5,2020-10-22,404271,lavavajillas todo en 1 fairy en pastillas lavado a maquina,lavavajillas todo en 1 fairy en pastillas lavado a maquina,42186.0
jamon serrano incarlopsa lonchas,1,3.49,3.49,2020-10-22,404271,jamon serrano incarlopsa lonchas,jamon serrano incarlopsa lonchas,59124.0
jamon serrano incarlopsa lonchas,1,3.49,3.49,2020-10-22,404271,jamon serrano incarlopsa lonchas,jamon serrano incarlopsa lonchas,59124.0
jamon serrano incarlopsa lonchas,1,3.49,3.49,2020-10-22,404271,jamon serrano incarlopsa lonchas,jamon serrano incarlopsa lonchas,59124.0
jamon serrano incarlopsa lonchas,1,3.49,3.49,2020-10-22,404271,jamon serrano incarlopsa lonchas,jamon serrano incarlopsa lonchas,59124.0
jamon serrano incarlopsa lonchas,1,3.49,3.49,2020-10-22,404271,jamon serrano incarlopsa lonchas,jamon serrano incarlopsa lonchas,59124.0
queso fresco de cabra hacendado,1,2.2,2.2,2020-10-22,404271,queso fresco de cabra hacendado,queso fresco de cabra hacendado,51194.0
queso rallado 4 quesos hacendado,1,1.59,1.59,2020-10-22,404271,queso rallado 4 quesos hacendado,queso rallado 4 quesos hacendado,51237.0
perlas de mozzarella fresca hacendado,1,1.7,1.7,2020-10-22,404271,perlas de mozzarella fresca de vaca hacendado,perlas de mozzarella fresca de vaca hacendado,51052.0
mozzarella di bufala campana hacendado,1,1.7,1.7,2020-10-22,404271,mozzarella di bufala campana hacendado,mozzarella di bufala campana hacendado,51201.0
salchichon extra pimienta hacendado finas lonchas,1,1.38,1.38,2020-10-22,404271,salchichon extra pimienta hacendado finas lonchas,salchichon extra pimienta hacendado finas lonchas,59077.0
mortadela italiana hacendado finas lonchas,1,1.69,1.69,2020-10-22,404271,mortadela italiana hacendado finas lonchas,mortadela italiana hacendado finas lonchas,59343.0
dentifrico triple accion colgate con fluor,2,3.5,1.75,2020-10-22,404271,dentifrico triple accion colgate con fluor menta original,dentifrico triple accion colgate con fluor menta original,73978.0
lenteja cocida pardina hacendado,2,0.98,0.49,2020-10-22,404271,lenteja pardina hacendado categoria extra,lenteja pardina hacendado categoria extra,5330.0
papel multiusos resistente bosque verde,1,2.89,2.89,2020-10-22,404271,papel multiusos resistente bosque verde,papel multiusos resistente bosque verde,49173.0
pan de molde espelta 100% integral hacendado,1,1.1,1.1,2020-10-22,404271,pan de molde espelta 100% integral hacendado natural,pan de molde espelta 100% integral hacendado natural,86467.0
gel de bano oliva deliplus piel seca,2,2.7,1.35,2020-10-22,404271,gel de bano oliva deliplus piel seca,gel de bano oliva deliplus piel seca,23829.0
gelatina 0% azucar sabor fresa hacendado,1,0.98,0.98,2020-10-22,404271,gelatina 0% azucar sabor fresa hacendado gellytina,gelatina 0% azucar sabor fresa hacendado gellytina,68187.0
friegasuelos pino bosque verde liquido,1,0.68,0.68,2020-10-22,404271,friegasuelos pino bosque verde liquido,friegasuelos pino bosque verde liquido,43347.0
quinoa cocida blanca y roja hacendado,1,1.35,1.35,2020-10-22,404271,alubia cocida roja hacendado,alubia cocida roja hacendado,26000.0
yogur cremoso hacendado natural edulcorado,1,1.3,1.3,2020-10-22,404271,yogur natural de cabra hacendado,yogur natural de cabra hacendado,20287.0
papel higienico doble rollo bosque verde,1,3.82,3.82,2020-10-22,404271,papel higienico doble hoja bosque verde,papel higienico doble hoja bosque verde,47834.0
hamburguesas de vacuno gruesas,2,6.24,3.12,2020-10-01,466635,burger de vacuno gruesas,burger de vacuno gruesas,3547.0
dentifrico blanqueador sensation colgate,2,4.1,2.05,2020-10-01,466635,dentifrico blanqueante sensodyne,dentifrico blanqueante sensodyne,13868.0
