description_x,units,price_eu,unit_price,date,order_num,best_match,description_y,product_code
tonica nordic mist,6,18.72,3.12,2019-06-20,208575,napolitana mixta,napolitana mixta,84940.0
vodka absolut,2,23.9,11.95,2019-06-20,208575,vodka knebep,vodka knebep,28822.0
ron dominicano anejo superior brugal,3,40.95,13.65,2019-06-20,208575,ron dominicano anejo ron barcelo,ron dominicano anejo ron barcelo,28757.0
ginebra london dry gin beefeater,8,102.32,12.79,2019-06-20,208575,ginebra london dry gin beefeater,ginebra london dry gin beefeater,28712.0
cerveza clasica steinburg,12,36.0,3.0,2019-06-20,208575,cerveza suave xibeca damm,cerveza suave xibeca damm,27144.0
gelatina sabor fresa hacendado,1,0.85,0.85,2022-07-13,996926,gelatina sabor fresa hacendado gellytina,gelatina sabor fresa hacendado gellytina,68172.0
patatas,1,4.4,4.4,2022-07-13,996926,patata,patata,69066.0
refresco coca-cola zero azucar,1,8.4,8.4,2022-07-13,996926,refresco fanta limon zero azucares anadidos,refresco fanta limon zero azucares anadidos,27608.0
cerveza tostada turia,1,6.0,6.0,2022-07-13,996926,cerveza suave xibeca damm,cerveza suave xibeca damm,27144.0
longaniza de payes hacendado lonchas,1,1.83,1.83,2022-07-13,996926,longaniza de payes hacendado lonchas,longaniza de payes hacendado lonchas,59254.0
jamon cocido extra hacendado finas lonchas,1,3.17,3.17,2022-07-13,996926,jamon cocido extra hacendado lonchas,jamon cocido extra hacendado lonchas,59249.0
pechuga de pavo bajo en sal hacendado finas lonchas,1,3.19,3.19,2022-07-13,996926,pechuga de pavo hacendado finas lonchas,pechuga de pavo hacendado finas lonchas,67972.0
pechuga de pavo bajo en sal hacendado finas lonchas,1,3.19,3.19,2022-07-13,996926,pechuga de pavo hacendado finas lonchas,pechuga de pavo hacendado finas lonchas,67972.0
pechuga de pavo bajo en sal hacendado finas lonchas,1,3.19,3.19,2022-07-13,996926,pechuga de pavo hacendado finas lonchas,pechuga de pavo hacendado finas lonchas,67972.0
pechuga de pavo bajo en sal hacendado finas lonchas,1,3.19,3.19,2022-07-13,996926,pechuga de pavo hacendado finas lonchas,pechuga de pavo hacendado finas lonchas,67972.0
limpiamaquinas lavavajillas liquido bosque verde,1,1.7,1.7,2022-07-13,996926,limpiamaquinas lavavajillas liquido bosque verde,limpiamaquinas lavavajillas liquido bosque verde,42318.0
trampa antipolillas de los alimentos bosque verde,1,2.0,2.0,2022-07-13,996926,colgador antipolillas lavanda bosque verde,colgador antipolillas lavanda bosque verde,72109.0
estropajo suciedad resistente bosque verde,1,0.85,0.85,2022-07-13,996926,estropajo inox bosque verde,estropajo inox bosque verde,71377.0
lavavajillas ultra original fairy liquido,1,3.25,3.25,2022-07-13,996926,lavavajillas ultra original fairy liquido lavado a mano,lavavajillas ultra original fairy liquido lavado a mano,16805.0
abrillantador lavavajillas liquido bosque verde,1,1.2,1.2,2022-07-13,996926,abrillantador lavavajillas liquido bosque verde,abrillantador lavavajillas liquido bosque verde,42314.0
limpia lavadoras bosque verde liquido,1,2.0,2.0,2022-07-13,996926,limpia lavadoras bosque verde liquido,limpia lavadoras bosque verde liquido,13678.0
limpiador cal y suciedad cillit bang,1,3.9,3.9,2022-07-13,996926,limpiador cal y suciedad cillit bang con pistola,limpiador cal y suciedad cillit bang con pistola,23549.0
mejillones en escabeche hacendado medianos,2,3.5,1.75,2022-07-13,996926,mejillones en escabeche hacendado medianos 8-12 piezas,mejillones en escabeche hacendado medianos 8-12 piezas,18602.0
maiz dulce hacendado,1,1.25,1.25,2022-07-13,996926,mostaza dulce hacendado,mostaza dulce hacendado,35207.0
salsa fresca roquefort hacendado,1,1.3,1.3,2022-07-13,996926,salsa fresca queso hacendado,salsa fresca queso hacendado,17409.0
tomate frito receta artesana hacendado,1,1.85,1.85,2022-07-13,996926,picatostes fritos hacendado,picatostes fritos hacendado,82786.0
fregona microfibra absorbente bosque verde,1,2.95,2.95,2020-11-18,546427,bayeta grande bosque verde microfibra,bayeta grande bosque verde microfibra,71033.0
limpiador banos bosque verde en gel,1,1.3,1.3,2020-11-18,546427,limpiador banos bosque verde en gel,limpiador banos bosque verde en gel,43496.0
quitagrasas kh-7,1,2.69,2.69,2020-11-18,546427,quitagrasas kh-7 con pistola,quitagrasas kh-7 con pistola,23801.0
suavizante ropa azul bosque verde concentrado,1,1.79,1.79,2020-11-18,546427,suavizante ropa azul bosque verde concentrado,suavizante ropa azul bosque verde concentrado,40732.0
lavavajillas ultra original fairy liquido,1,2.8,2.8,2020-11-18,546427,lavavajillas ultra original fairy liquido lavado a mano,lavavajillas ultra original fairy liquido lavado a mano,16805.0
salmon marinado ubago,1,2.35,2.35,2020-11-18,546427,salmon marinado hacendado,salmon marinado hacendado,53446.0
corazones de alcachofa hacendado,1,2.3,2.3,2020-11-18,546427,corazones de alcachofas hacendado,corazones de alcachofas hacendado,16039.0
fideo mediano hacendado,1,0.69,0.69,2020-11-18,546427,fideo mediano hacendado,fideo mediano hacendado,6256.0
fideo cabello de angel hacendado,1,0.45,0.45,2020-11-18,546427,fideo cabello de angel hacendado,fideo cabello de angel hacendado,13577.0
penne integral hacendado,1,0.89,0.89,2020-11-18,546427,penne integral hacendado,penne integral hacendado,6594.0
fusilli armando,1,0.95,0.95,2020-11-18,546427,fusilli armando,fusilli armando,6357.0
spaghetti al huevo hacendado,2,1.98,0.99,2020-11-18,546427,spaghetti al huevo hacendado,spaghetti al huevo hacendado,6302.0
macarron al huevo hacendado,1,0.99,0.99,2020-11-18,546427,macarron al huevo hacendado,macarron al huevo hacendado,6300.0
queso en polvo grana padano hacendado,1,1.5,1.5,2020-11-18,546427,queso en polvo grana padano hacendado,queso en polvo grana padano hacendado,51146.0
queso en polvo grana padano hacendado,1,1.5,1.5,2020-11-18,546427,queso en polvo grana padano hacendado,queso en polvo grana padano hacendado,51146.0
queso emmental natual,1,2.15,2.15,2020-11-18,546427,queso emmental hacendado,queso emmental hacendado,23561.0
queso havarti light hacendado lonchas,1,2.58,2.58,2020-11-18,546427,queso light havarti hacendado lonchas,queso light havarti hacendado lonchas,50546.0
jamon cocido extra hacendado finas lonchas,1,2.99,2.99,2020-11-18,546427,jamon cocido extra hacendado lonchas,jamon cocido extra hacendado lonchas,59249.0
pechuga de pavo hacendado finas lonchas,1,2.89,2.89,2020-11-18,546427,pechuga de pavo hacendado finas lonchas,pechuga de pavo hacendado finas lonchas,67972.0
pechuga de pavo hacendado finas lonchas,1,2.89,2.89,2020-11-18,546427,pechuga de pavo hacendado finas lonchas,pechuga de pavo hacendado finas lonchas,67972.0
pechuga de pavo hacendado finas lonchas,1,2.89,2.89,2020-11-18,546427,pechuga de pavo hacendado finas lonchas,pechuga de pavo hacendado finas lonchas,67972.0
pechuga de pavo hacendado finas lonchas,1,2.89,2.89,2020-11-18,546427,pechuga de pavo hacendado finas lonchas,pechuga de pavo hacendado finas lonchas,67972.0
salmon marinado ubago,1,2.35,2.35,2019-01-31,107492,salmon marinado hacendado,salmon marinado hacendado,53446.0
mozzarella fresca hacendado,2,1.6,0.8,2019-01-31,107492,mozzarella fresca de vaca hacendado,mozzarella fresca de vaca hacendado,51050.0
berenjena,3,2.41,0.8033333333333333,2019-01-31,107492,berenjena,berenjena,69326.0
angurinas pescanova ultracongeladas,1,1.99,1.99,2019-01-31,107492,fresas enteras hacendado ultracongeladas,fresas enteras hacendado ultracongeladas,61092.0
esparrago verde entero jv ultracongelado,1,2.6,2.6,2019-01-31,107492,esparrago verde entero hacendado ultracongelado,esparrago verde entero hacendado ultracongelado,61239.0
porciones de merluza del cabo mascato ultracongeladas,1,3.8,3.8,2019-01-31,107492,samosas de carne hacendado ultracongeladas,samosas de carne hacendado ultracongeladas,63017.0
verdura floretas de brocoli para micro,1,1.2,1.2,2019-01-31,107492,floretas de brocoli para micro,floretas de brocoli para micro,69622.0
brocoli,1,1.22,1.22,2019-01-31,107492,brocoli,brocoli,69580.0
limpiador muebles jabonoso bosque verde para madera tratada,1,1.45,1.45,2019-01-31,107492,limpiador muebles jabonoso para madera bosque verde,limpiador muebles jabonoso para madera bosque verde,44110.0
limpiador antical bosque verde,1,1.6,1.6,2019-01-31,107492,limpiador antical bosque verde con pistola,limpiador antical bosque verde con pistola,43025.0
pizza masa fina jamon hacendado ultracongelada,1,2.29,2.29,2019-01-31,107492,lasana a la bolonesa hacendado ultracongelada,lasana a la bolonesa hacendado ultracongelada,63725.0
pizza iberica hacendado ultracongelada,1,2.0,2.0,2019-01-31,107492,judia verde plana hacendado ultracongelada,judia verde plana hacendado ultracongelada,61063.0
pizza mozzarella y pesto hacendado ultracongelada,1,2.0,2.0,2019-01-31,107492,queso rallado mozzarella pizza-roma hacendado,queso rallado mozzarella pizza-roma hacendado,51110.0
pizza masa fina 4 quesos hacendado ultracongelada,1,2.29,2.29,2019-01-31,107492,fingers de queso hacendado ultracongelados,fingers de queso hacendado ultracongelados,63739.0
atun claro en aceite de oliva hacendado,2,7.98,3.99,2019-01-31,107492,atun en aceite de oliva hacendado,atun en aceite de oliva hacendado,18030.0
yogur natural hacendado 0% materia grasa 0% sin azucares,1,0.77,0.77,2019-01-31,107492,yogur natural hacendado 0% m.g 0% sin azucares,yogur natural hacendado 0% m.g 0% sin azucares,20210.0
yogur natural edulcorado hacendado 0% materia grasa 0% sin azucares anadidos,1,0.79,0.79,2019-01-31,107492,yogur natural edulcorado hacendado 0% m.g 0% sin azucares anadidos linnea v,yogur natural edulcorado hacendado 0% m.g 0% sin azucares anadidos linnea v,20221.0
suavizante ropa talco bosque verde concentrado,1,1.79,1.79,2019-01-31,107492,suavizante ropa talco bosque verde concentrado,suavizante ropa talco bosque verde concentrado,40740.0
nata ligera para cocinar hacendado,1,1.32,1.32,2019-01-31,107492,nata ligera para cocinar sin lactosa hacendado,nata ligera para cocinar sin lactosa hacendado,10320.0
huevos grandes l,1,1.45,1.45,2019-01-31,107492,huevos super grandes xl,huevos super grandes xl,31592.0
discos desmaquillantes deliplus redondos,2,1.9,0.95,2019-01-31,107492,discos desmaquillantes deliplus redondos algodon 100%,discos desmaquillantes deliplus redondos algodon 100%,79407.0
jamon serrano incarlopsa lonchas extrafinas,1,1.99,1.99,2019-01-31,107492,jamon serrano incarlopsa lonchas extrafinas,jamon serrano incarlopsa lonchas extrafinas,59151.0
cafe en capsula sontuoso l'or espresso,2,6.58,3.29,2019-01-31,107492,cafe en capsula espresso tassimo compatibles maquinas tassimo,cafe en capsula espresso tassimo compatibles maquinas tassimo,11873.0
cafe en capsula ristretto l'or espresso,3,9.87,3.29,2019-01-31,107492,cafe en capsula ristretto hacendado compatibles maquinas nespresso,cafe en capsula ristretto hacendado compatibles maquinas nespresso,10351.0
arroz cocido integral brillante,1,1.1,1.1,2019-01-31,107492,arroz redondo sabroz brillante,arroz redondo sabroz brillante,5005.0
agua mineral bronchales grande,1,2.4,2.4,2019-01-31,107492,agua mineral con gas grande san narciso,agua mineral con gas grande san narciso,27084.0
papel higienico doble rollo bosque verde,1,3.74,3.74,2019-01-31,107492,papel higienico doble hoja bosque verde,papel higienico doble hoja bosque verde,47834.0
tomate frito receta artesana hacendado,1,1.7,1.7,2019-01-31,107492,picatostes fritos hacendado,picatostes fritos hacendado,82786.0
queso rallado entrepinares,1,1.0,1.0,2019-01-31,107492,queso rallado emmental gratinar hacendado,queso rallado emmental gratinar hacendado,51239.0
garbanzo cocido hacendado,1,0.7,0.7,2019-01-31,107492,comino en grano hacendado,comino en grano hacendado,34121.0
maiz dulce hacendado,2,1.9,0.95,2019-01-31,107492,mostaza dulce hacendado,mostaza dulce hacendado,35207.0
hogaza 100% natural,1,1.0,1.0,2019-01-31,107492,margarina 100% vegetal hacendado,margarina 100% vegetal hacendado,20196.0
longaniza fresca d' ontinyent,1,2.56,2.56,2019-01-31,107492,longaniza fresca de pollo,longaniza fresca de pollo,6041.0
morcilla oreada d' ontinyent,1,1.36,1.36,2019-01-31,107492,morcilla de cebolla oreada,morcilla de cebolla oreada,35049.0
chorizo oreado,1,1.8,1.8,2019-01-31,107492,chorizo oreado,chorizo oreado,6048.0
aguacate,1,1.64,1.64,2019-01-31,107492,aguacate,aguacate,3830.0
solomillo de cerdo,1,4.37,4.37,2019-01-31,107492,solomillo de cerdo,solomillo de cerdo,4570.0
solomillo de pavo,1,3.39,3.39,2019-01-31,107492,solomillo de pavo,solomillo de pavo,25926.0
queso havarti light hacendado lonchas,1,2.58,2.58,2019-01-31,107492,queso light havarti hacendado lonchas,queso light havarti hacendado lonchas,50546.0
queso curado entrepinares,1,3.14,3.14,2019-01-31,107492,queso de cabra entrepinares lonchas,queso de cabra entrepinares lonchas,50153.0
agua mineral grande cortes,2,1.46,0.73,2022-09-28,470822,agua mineral con gas grande san narciso,agua mineral con gas grande san narciso,27084.0
papel multiusos resistente bosque verde,1,3.4,3.4,2022-09-28,470822,papel multiusos resistente bosque verde,papel multiusos resistente bosque verde,49173.0
queso fresco de cabra hacendado,1,2.4,2.4,2022-09-28,470822,queso fresco de cabra hacendado,queso fresco de cabra hacendado,51194.0
papel higienico doble rollo bosque verde,1,4.75,4.75,2022-09-28,470822,papel higienico doble hoja bosque verde,papel higienico doble hoja bosque verde,47834.0
servilleta papel bosque verde,1,1.3,1.3,2022-09-28,470822,servilleta papel bosque verde,servilleta papel bosque verde,49544.0
servilleta papel bosque verde,1,1.3,1.3,2022-09-28,470822,servilleta papel bosque verde,servilleta papel bosque verde,49544.0
servilleta papel bosque verde,1,1.3,1.3,2022-09-28,470822,servilleta papel bosque verde,servilleta papel bosque verde,49544.0
gel de bano avena deliplus piel sensible,1,1.2,1.2,2022-09-28,470822,gel de bano avena deliplus piel sensible,gel de bano avena deliplus piel sensible,23184.0
garbanzo cocido hacendado,2,1.5,0.75,2022-09-28,470822,comino en grano hacendado,comino en grano hacendado,34121.0
escalopines de salmon sin espinas,1,9.72,9.72,2022-09-28,470822,escalopines de salmon sin espinas,escalopines de salmon sin espinas,80908.0
filetes de lubina,1,6.99,6.99,2022-09-28,470822,filetes de lubina,filetes de lubina,81487.0
pechugas enteras de pollo,1,4.73,4.73,2022-09-28,470822,filetes pechuga de pollo,filetes pechuga de pollo,2787.0
queso tierno mezcla hacendado,1,2.71,2.71,2022-09-28,470822,queso tierno bajo en sal mezcla hacendado,queso tierno bajo en sal mezcla hacendado,50915.0
longaniza fresca d'ontinyent,1,2.92,2.92,2022-09-28,470822,longaniza fresca de pollo,longaniza fresca de pollo,6041.0
filetes pechuga de pollo corte fino,1,4.64,4.64,2022-09-28,470822,filetes pechuga de pollo corte fino,filetes pechuga de pollo corte fino,3400.0
filetes pechuga de pollo corte fino,1,4.64,4.64,2022-09-28,470822,filetes pechuga de pollo corte fino,filetes pechuga de pollo corte fino,3400.0
calabaza cacahuete cortada a trozos,1,1.85,1.85,2022-09-28,470822,calabaza cacahuete cortada a trozos,calabaza cacahuete cortada a trozos,3527.0
calabaza cacahuete cortada a trozos,1,1.85,1.85,2022-09-28,470822,calabaza cacahuete cortada a trozos,calabaza cacahuete cortada a trozos,3527.0
calabaza cacahuete cortada a trozos,1,1.85,1.85,2022-09-28,470822,calabaza cacahuete cortada a trozos,calabaza cacahuete cortada a trozos,3527.0
calabaza cacahuete cortada a trozos,1,1.85,1.85,2022-09-28,470822,calabaza cacahuete cortada a trozos,calabaza cacahuete cortada a trozos,3527.0
calabaza cacahuete cortada a trozos,1,1.85,1.85,2022-09-28,470822,calabaza cacahuete cortada a trozos,calabaza cacahuete cortada a trozos,3527.0
aceitunas manzanilla rellenas de anchoa hacendado,1,2.25,2.25,2022-09-28,470822,aceitunas manzanilla rellenas de anchoa hacendado reducidas en sal,aceitunas manzanilla rellenas de anchoa hacendado reducidas en sal,33078.0
cebollas tiernas,1,1.19,1.19,2022-09-28,470822,cebollas tiernas,cebollas tiernas,69139.0
pimientos del piquillo enteros hacendado extra,1,1.2,1.2,2022-09-28,470822,pimientos del piquillo enteros hacendado extra,pimientos del piquillo enteros hacendado extra,16005.0
corazones de alcachofa hacendado,2,5.6,2.8,2022-09-28,470822,corazones de alcachofas hacendado,corazones de alcachofas hacendado,16039.0
"pimientos tricolor rojo, amarillo y verde",1,1.64,1.64,2022-09-28,470822,"pimientos tricolor rojo, amarillo y verde","pimientos tricolor rojo, amarillo y verde",69491.0
"pimientos tricolor rojo, amarillo y verde",1,1.64,1.64,2022-09-28,470822,"pimientos tricolor rojo, amarillo y verde","pimientos tricolor rojo, amarillo y verde",69491.0
"pimientos tricolor rojo, amarillo y verde",1,1.64,1.64,2022-09-28,470822,"pimientos tricolor rojo, amarillo y verde","pimientos tricolor rojo, amarillo y verde",69491.0
refresco coca-cola zero azucar,1,9.36,9.36,2022-09-28,470822,refresco fanta limon zero azucares anadidos,refresco fanta limon zero azucares anadidos,27608.0
cerveza tostada turia,1,6.0,6.0,2022-09-28,470822,cerveza suave xibeca damm,cerveza suave xibeca damm,27144.0
longaniza de payes hacendado lonchas,1,1.83,1.83,2022-09-28,470822,longaniza de payes hacendado lonchas,longaniza de payes hacendado lonchas,59254.0
jamon cocido extra hacendado finas lonchas,1,3.09,3.09,2022-09-28,470822,jamon cocido extra hacendado lonchas,jamon cocido extra hacendado lonchas,59249.0
pechuga de pavo bajo en sal hacendado finas lonchas,1,3.15,3.15,2022-09-28,470822,pechuga de pavo hacendado finas lonchas,pechuga de pavo hacendado finas lonchas,67972.0
pechuga de pavo bajo en sal hacendado finas lonchas,1,3.15,3.15,2022-09-28,470822,pechuga de pavo hacendado finas lonchas,pechuga de pavo hacendado finas lonchas,67972.0
pechuga de pavo bajo en sal hacendado finas lonchas,1,3.15,3.15,2022-09-28,470822,pechuga de pavo hacendado finas lonchas,pechuga de pavo hacendado finas lonchas,67972.0
pechuga de pavo bajo en sal hacendado finas lonchas,1,3.15,3.15,2022-09-28,470822,pechuga de pavo hacendado finas lonchas,pechuga de pavo hacendado finas lonchas,67972.0
trampa antipolillas de los alimentos bosque verde,1,2.0,2.0,2022-09-28,470822,colgador antipolillas lavanda bosque verde,colgador antipolillas lavanda bosque verde,72109.0
estropajo suciedad resistente bosque verde,1,0.85,0.85,2022-09-28,470822,estropajo inox bosque verde,estropajo inox bosque verde,71377.0
abrillantador lavavajillas liquido bosque verde,1,1.2,1.2,2022-09-28,470822,abrillantador lavavajillas liquido bosque verde,abrillantador lavavajillas liquido bosque verde,42314.0
mejillones en escabeche hacendado medianos,2,4.0,2.0,2022-09-28,470822,mejillones en escabeche hacendado medianos 8-12 piezas,mejillones en escabeche hacendado medianos 8-12 piezas,18602.0
maiz dulce hacendado,1,1.2,1.2,2022-09-28,470822,mostaza dulce hacendado,mostaza dulce hacendado,35207.0
tomate frito receta artesana hacendado,1,2.2,2.2,2022-09-28,470822,picatostes fritos hacendado,picatostes fritos hacendado,82786.0
mayonesa hellmann's,1,2.65,2.65,2022-09-28,470822,mayonesa musa,mayonesa musa,17166.0
huevos grandes l,1,2.15,2.15,2022-09-28,470822,huevos super grandes xl,huevos super grandes xl,31592.0
gazpacho fresco hacendado,1,2.4,2.4,2022-09-28,470822,aceitunas gazpacha hacendado con hueso,aceitunas gazpacha hacendado con hueso,80177.0
chorizo extra hacendado lonchas,1,1.7,1.7,2022-09-28,470822,chorizo extra hacendado lonchas,chorizo extra hacendado lonchas,59086.0
queso untar light philadelphia,1,2.45,2.45,2022-09-28,470822,queso untar light philadelphia,queso untar light philadelphia,51079.0
atun claro en aceite de oliva hacendado,2,9.3,4.65,2022-09-28,470822,atun en aceite de oliva hacendado,atun en aceite de oliva hacendado,18030.0
jamon serrano incarlopsa lonchas extrafinas,2,4.56,2.28,2022-09-28,470822,jamon serrano incarlopsa lonchas extrafinas,jamon serrano incarlopsa lonchas extrafinas,59151.0
aceite de oliva virgen extra hacendado,1,12.7,12.7,2022-09-28,470822,aceite de oliva virgen extra hacendado gran seleccion,aceite de oliva virgen extra hacendado gran seleccion,4706.0
mini taquitos de jamon incarlopsa,1,2.29,2.29,2022-09-28,470822,mini taquitos de jamon incarlopsa,mini taquitos de jamon incarlopsa,59018.0
dentifrico max white one colgate,1,2.0,2.0,2022-09-28,470822,dentifrico max white one colgate,dentifrico max white one colgate,73431.0
aceitunas negras hacendado a rodajas,1,1.3,1.3,2022-09-28,470822,aceitunas negras hacendado a rodajas,aceitunas negras hacendado a rodajas,86593.0
limpiacristales y multiusos bosque verde,1,1.15,1.15,2022-09-28,470822,limpiacristales y multiusos bosque verde con pistola,limpiacristales y multiusos bosque verde con pistola,43218.0
fregona resistente y absorbente bosque verde,1,1.85,1.85,2022-09-28,470822,fregona resistente y absorbente bosque verde suelos de interior y exterior,fregona resistente y absorbente bosque verde suelos de interior y exterior,71071.0
friegasuelos pino bosque verde liquido,1,0.95,0.95,2022-09-28,470822,friegasuelos pino bosque verde liquido,friegasuelos pino bosque verde liquido,43347.0
sal lavavajillas bosque verde en grano,1,0.6,0.6,2022-09-28,470822,sal lavavajillas bosque verde en grano,sal lavavajillas bosque verde en grano,42512.0
pimientos rojos asados hacendado en tiras extra,1,1.0,1.0,2022-09-28,470822,pimientos rojos asados hacendado en tiras extra,pimientos rojos asados hacendado en tiras extra,16124.0
palitos de pan 100% integral anitin,1,1.35,1.35,2022-09-28,470822,palitos de pan 100% trigo espelta integral anitin,palitos de pan 100% trigo espelta integral anitin,86559.0
rosquilletas de horno anitin,1,1.45,1.45,2022-09-28,470822,rosquillas al cacao,rosquillas al cacao,84654.0
barra de pan tradicional,1,1.2,1.2,2022-09-28,470822,barra de pan tradicional cortada,barra de pan tradicional cortada,83560.0
6 panecillos integrales 100%,1,1.0,1.0,2022-09-28,470822,6 panecillos integrales 100%,6 panecillos integrales 100%,22388.0
patatas,1,4.4,4.4,2022-09-28,470822,patata,patata,69066.0
cebollas,1,1.99,1.99,2022-09-28,470822,cebollino,cebollino,69286.0
quitagrasas kh-7,1,3.4,3.4,2022-09-28,470822,quitagrasas kh-7 con pistola,quitagrasas kh-7 con pistola,23801.0
suavizante ropa talco bosque verde concentrado,1,1.9,1.9,2022-09-28,470822,suavizante ropa talco bosque verde concentrado,suavizante ropa talco bosque verde concentrado,40740.0
detergente ropa blanca y de color bosque verde liquido concentrado,1,6.1,6.1,2022-09-28,470822,detergente ropa blanca y de color bosque verde liquido concentrado,detergente ropa blanca y de color bosque verde liquido concentrado,40571.0
leche desnatada pascual,2,13.08,6.54,2022-09-28,470822,leche en polvo desnatada,leche en polvo desnatada,10414.0
zanahorias,1,0.59,0.59,2022-09-28,470822,mandarinas,mandarinas,5251.0
caldo de carne hacendado en pastillas,1,0.82,0.82,2019-11-01,95302,caldo de carne hacendado en pastillas,caldo de carne hacendado en pastillas,22860.0
caldo de pollo avecrem en pastillas,1,2.6,2.6,2019-11-01,95302,caldo de pollo avecrem en pastillas gallina blanca,caldo de pollo avecrem en pastillas gallina blanca,7014.0
cebolla,1,1.05,1.05,2019-11-01,95302,cebollino,cebollino,69286.0
estropajo verde bosque verde con esponja,1,1.0,1.0,2019-11-01,95302,estropajo inox bosque verde,estropajo inox bosque verde,71377.0
fregasuelos spa bosque verde liquido,1,1.05,1.05,2019-11-01,95302,friegasuelos spa bosque verde liquido,friegasuelos spa bosque verde liquido,43320.0
sal lavavajillas bosque verde en grano,1,1.04,1.04,2019-11-01,95302,sal lavavajillas bosque verde en grano,sal lavavajillas bosque verde en grano,42512.0
limpiacristales y multiusos bosque verde,1,1.15,1.15,2019-11-01,95302,limpiacristales y multiusos bosque verde con pistola,limpiacristales y multiusos bosque verde con pistola,43218.0
limpiador banos bosque verde en gel,1,1.3,1.3,2019-11-01,95302,limpiador banos bosque verde en gel,limpiador banos bosque verde en gel,43496.0
arroz redondo la fallera,1,1.35,1.35,2019-11-01,95302,arroz redondo hacendado,arroz redondo hacendado,5044.0
compresa con alas normal evax cotton like,1,3.95,3.95,2019-11-01,95302,compresa con alas super evax cotton like,compresa con alas super evax cotton like,47152.0
aceite de oliva virgen hacendado,1,9.3,9.3,2019-11-01,95302,aceite de coco virgen hacendado,aceite de coco virgen hacendado,4193.0
platano,4,1.11,0.2775,2019-11-01,95302,platano macho,platano macho,3132.0
platano,4,1.11,0.2775,2019-11-01,95302,platano macho,platano macho,3132.0
platano,4,1.11,0.2775,2019-11-01,95302,platano macho,platano macho,3132.0
platano,4,1.11,0.2775,2019-11-01,95302,platano macho,platano macho,3132.0
platano,4,1.11,0.2775,2019-11-01,95302,platano macho,platano macho,3132.0
platano,4,1.11,0.2775,2019-11-01,95302,platano macho,platano macho,3132.0
desodorante roll-on unisex sanex dermo extra control,1,1.8,1.8,2019-11-01,95302,desodorante roll-on dermo extra control sanex 0% alcohol,desodorante roll-on dermo extra control sanex 0% alcohol,46028.0
jabon de manos dermoprotector deliplus liquido,1,0.8,0.8,2019-11-01,95302,jabon de manos dermoprotector deliplus liquido,jabon de manos dermoprotector deliplus liquido,46699.0
fusilli armando,1,0.95,0.95,2019-11-01,95302,fusilli armando,fusilli armando,6357.0
queso untar light blanco pasteurizado philadelphia,1,2.1,2.1,2019-11-01,95302,queso untar light philadelphia,queso untar light philadelphia,51079.0
caldo de verduras en pastillas,1,0.44,0.44,2019-11-01,95302,caldo de verduras hacendado en pastillas,caldo de verduras hacendado en pastillas,15592.0
galletas cookies hacendado,1,1.25,1.25,2019-11-01,95302,galletas mini cookies hacendado,galletas mini cookies hacendado,14161.0
tomate frito hacendado,1,0.8,0.8,2019-11-01,95302,picatostes fritos hacendado,picatostes fritos hacendado,82786.0
"champu agua de coco fructis raices grasas, puntas secas",2,5.9,2.95,2019-11-01,95302,cereales y semillas granola hacendado con frutos secos bajo en azucar,cereales y semillas granola hacendado con frutos secos bajo en azucar,9474.0
gel de bano oliva deliplus piel seca,1,1.35,1.35,2019-11-01,95302,gel de bano oliva deliplus piel seca,gel de bano oliva deliplus piel seca,23829.0
burger de pollo certificado gruesas alimentado con un 50% de maiz,2,6.0,3.0,2021-09-28,209834,burger de pollo certificado gruesas alimentado con un 50% de maiz,burger de pollo certificado gruesas alimentado con un 50% de maiz,5147.0
jamon serrano incarlopsa lonchas extrafinas,2,4.38,2.19,2021-09-28,209834,jamon serrano incarlopsa lonchas extrafinas,jamon serrano incarlopsa lonchas extrafinas,59151.0
servilleta papel bosque verde,1,0.9,0.9,2021-09-28,209834,servilleta papel bosque verde,servilleta papel bosque verde,49544.0
servilleta papel bosque verde,1,0.9,0.9,2021-09-28,209834,servilleta papel bosque verde,servilleta papel bosque verde,49544.0
servilleta papel bosque verde,1,0.9,0.9,2021-09-28,209834,servilleta papel bosque verde,servilleta papel bosque verde,49544.0
atun claro en aceite de oliva hacendado,1,3.95,3.95,2021-09-28,209834,atun en aceite de oliva hacendado,atun en aceite de oliva hacendado,18030.0
cafe en capsula ristretto l'or espresso,4,13.6,3.4,2021-09-28,209834,cafe en capsula ristretto hacendado compatibles maquinas nespresso,cafe en capsula ristretto hacendado compatibles maquinas nespresso,10351.0
papel higienico doble rollo bosque verde,1,3.95,3.95,2021-09-28,209834,papel higienico doble hoja bosque verde,papel higienico doble hoja bosque verde,47834.0
gelatina 0% azucar sabor fresa hacendado,1,0.9,0.9,2021-09-28,209834,gelatina 0% azucar sabor fresa hacendado gellytina,gelatina 0% azucar sabor fresa hacendado gellytina,68187.0
agua mineral grande cortes,2,1.46,0.73,2021-09-28,209834,agua mineral con gas grande san narciso,agua mineral con gas grande san narciso,27084.0
leche desnatada pascual,2,10.68,5.34,2021-09-28,209834,leche en polvo desnatada,leche en polvo desnatada,10414.0
salmon ahumado hacendado,1,3.11,3.11,2021-09-28,209834,taquitos de salmon ahumado hacendado,taquitos de salmon ahumado hacendado,22612.0
aguacates,1,2.74,2.74,2021-09-28,209834,aguacates,aguacates,3858.0
