description,units,price_eu,unit_price,date,order_num
Longaniza fresca d' Ontinyent,1,3.01,3.01,2019-06-19,207666
Salmorejo fresco Hacendado,1,2.8,2.8,2022-07-13,996926
Mayonesa Hellmann's,1,2.95,2.95,2022-07-13,996926
Huevos grandes L,1,2.15,2.15,2022-07-13,996926
Corazones de alcachofa Hacendado,1,1.6,1.6,2022-07-13,996926
Cebolla roja Corbí en vinagre,1,2.4,2.4,2022-07-13,996926
Pepinillos pequeños Hacendado,1,1.5,1.5,2022-07-13,996926
Arroz largo Hacendado,1,0.98,0.98,2022-07-13,996926
Pan de molde con 35% avena Hacendado 0% azúcares añadidos con harina 100% integral,1,1.45,1.45,2022-07-13,996926
Gazpacho fresco Hacendado,2,5.0,2.5,2022-07-13,996926
Chorizo extra Hacendado lonchas,1,1.7,1.7,2022-07-13,996926
Queso untar light Philadelphia,1,2.45,2.45,2022-07-13,996926
Atún claro en aceite de oliva Hacendado,2,9.3,4.65,2022-07-13,996926
Jamón serrano Incarlopsa lonchas extrafinas,1,2.28,2.28,2022-07-13,996926
Aceite de oliva virgen extra Hacendado,1,12.7,12.7,2022-07-13,996926
Mini taquitos de jamón Incarlopsa,1,2.29,2.29,2022-07-13,996926
Dentífrico Max White One Colgate,1,2.0,2.0,2022-07-13,996926
Aceitunas negras Hacendado a rodajas,1,1.3,1.3,2022-07-13,996926
Limpiacristales y multiusos Bosque Verde,1,1.15,1.15,2022-07-13,996926
Agua mineral grande Cortes,2,1.46,0.73,2022-07-13,996926
Limpiador Baños Bosque Verde en gel,1,1.45,1.45,2022-07-13,996926
Bolsa de basura grande Bosque Verde 50L cubo grande,1,1.6,1.6,2022-07-13,996926
Bolsa de basura Bosque Verde 30L cubo mediano,1,1.6,1.6,2022-07-13,996926
Cebollas,1,2.19,2.19,2022-07-13,996926
Papel Multiusos Resistente Bosque Verde,1,3.45,3.45,2022-07-13,996926
Queso fresco de cabra Hacendado,1,2.4,2.4,2022-07-13,996926
Jabón de manos dermoprotector Deliplus líquido,1,0.8,0.8,2022-07-13,996926
Tomates cherry,1,1.65,1.65,2022-07-13,996926
Papel higiénico Doble Rollo Bosque Verde,1,4.9,4.9,2022-07-13,996926
Servilleta papel Bosque Verde,1,1.2,1.2,2022-07-13,996926
Gel de baño avena Deliplus piel sensible,3,4.2,1.4000000000000001,2022-07-13,996926
Garbanzo cocido Hacendado,2,1.56,0.78,2022-07-13,996926
Comida perro adulto Supreme Compy con pollo y arroz,1,4.15,4.15,2021-10-19,337881
Jabón de manos dermoprotector Deliplus líquido,1,0.75,0.75,2021-10-19,337881
Tomates cherry,1,1.49,1.49,2021-10-19,337881
Salchichas cocidas estilo Frankfurt Hacendado de pollo y cerdo sabor ahumado,1,1.45,1.45,2021-10-19,337881
Fritada pisto Hacendado,2,1.9,0.95,2021-10-19,337881
Tiras de pechuga de pollo al natural Hacendado,3,5.67,1.89,2021-10-19,337881
Jamón serrano Incarlopsa lonchas extrafinas,2,4.38,2.19,2021-10-19,337881
Atún claro en aceite de oliva Hacendado,1,3.95,3.95,2021-10-19,337881
Gelatina 0% azúcar sabor fresa Hacendado,1,0.9,0.9,2021-10-19,337881
Café en cápsula ristretto L'Or Espresso,6,20.4,3.4,2021-10-19,337881
Agua mineral grande Cortes,1,0.73,0.73,2021-10-19,337881
Leche desnatada Pascual,2,11.28,5.64,2021-10-19,337881
Contramuslos de pollo deshuesados y sin piel,1,4.28,4.28,2021-10-19,337881
Solomillos de pollo,1,5.19,5.19,2021-10-19,337881
Filetes de dorada,1,6.77,6.77,2021-10-19,337881
Aguacates,1,2.13,2.13,2021-10-19,337881
Salmón ahumado Hacendado,1,2.71,2.71,2021-10-19,337881
