categoria,subcategoria,descripcion,unidades,precio
Pizzas y platos preparados,Platos preparados calientes,Hamburguesa de ternera con bacon y queso Hacendado,Caja 220 g,"2,65 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Patatas bravas con allioli y salsa picante Hacendado,Bandeja 490 g,"2,50 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Hamburguesas vegetales Hacendado con berenjenas,Paquete 2 ud. (200 g),"2,40 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Mini hamburguesas vegetales Hacendado con espinacas y zanahoria,Paquete 4 ud. (200 g),"2,40 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Seitán Hacendado,Paquete 250 g,"3,10 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Empanados vegetales con proteina de soja Tivall,Bandeja 2 ud. (180 g),"3,00 €2,80 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Nuggets vegetales estilo pollo Hacendado a base de proteina de soja,Bandeja 180 g,"2,40 € /ud."
Pizzas y platos preparados,Platos preparados fríos,Gazpacho tradicional Hacendado,3 mini bricks x 330 ml,"2,20 € /pack"
Pizzas y platos preparados,Platos preparados fríos,Gazpacho tradicional Hacendado,Botella 1 L,"1,80 € /ud."
Pizzas y platos preparados,Platos preparados fríos,Salmorejo al estilo cordobés Hacendado,3 mini bricks x 330 ml,"2,70 € /pack"
Pizzas y platos preparados,Platos preparados fríos,Salmorejo al estilo cordobés Hacendado,Brick 1 L,"2,30 € /ud."
Pizzas y platos preparados,Platos preparados fríos,Gazpacho fresco Hacendado,Botella 1 L,"3,00 € /ud."
Pizzas y platos preparados,Platos preparados fríos,Gazpacho fresco Hacendado,Botella 330 ml,"1,20 € /ud."
Pizzas y platos preparados,Platos preparados fríos,Salmorejo fresco Hacendado,Botella 1 L,"3,30 € /ud."
Pizzas y platos preparados,Platos preparados fríos,Salmorejo fresco Hacendado,Botella 330 ml,"1,30 € /ud."
Pizzas y platos preparados,Platos preparados fríos,Ensaladilla de cangrejo Hacendado,Tarrina 250 g,"1,80 € /ud."
Pizzas y platos preparados,Platos preparados fríos,Ensaladilla rusa Hacendado,Tarrina 500 g,"3,00 € /ud."
Pizzas y platos preparados,Platos preparados fríos,Ensaladilla rusa Hacendado,Tarrina 250 g,"1,80 € /ud."
Pizzas y platos preparados,Platos preparados fríos,Ensaladilla americana Hacendado,Tarrina 250 g,"1,50 € /ud."
Pizzas y platos preparados,Platos preparados fríos,Patatas con allioli Hacendado,Tarrina 250 g,"1,55 € /ud."
Pizzas y platos preparados,Platos preparados fríos,Untapán de cangrejo Hacendado,Tarrina 250 g,"2,00 € /ud."
Pizzas y platos preparados,Platos preparados fríos,Ensaladilla rusa grande Listo para Comer,"Bandeja 1,75 kg","12,00 € /ud."
Pizzas y platos preparados,Platos preparados fríos,Ensaladilla rusa mediana Listo para Comer,Bandeja 580 g aprox.,"5,00 € /ud."
Pizzas y platos preparados,Platos preparados fríos,Ensaladilla rusa pequeña Listo para Comer,Bandeja 350 g aprox.,"3,50 € /ud."
Pizzas y platos preparados,Platos preparados fríos,Hummus de garbanzos Hacendado receta clásica,Tarrina 240 g,"1,05 € /ud."
Pizzas y platos preparados,Platos preparados fríos,Hummus de garbanzos Hacendado con pimiento del piquillo asado,Tarrina 240 g,"1,45 € /ud."
Pizzas y platos preparados,Platos preparados fríos,Hummus de garbanzos Hacendado con olivas de kalamata,Tarrina 240 g,"1,45 € /ud."
Pizzas y platos preparados,Platos preparados fríos,Tofu firme Frias,Paquete 400 g (275 g escurrido),"1,90 € /ud."
Pizzas y platos preparados,Platos preparados fríos,Tabulé oriental Hacendado,Tarrina 250 g,"1,50 € /ud."
Pizzas y platos preparados,Platos preparados fríos,Pastel de atún Hacendado,Bandeja 260 g,"2,90 € /ud."
Pizzas y platos preparados,Platos preparados fríos,Tsatsiki Hacendado,Tarrina 220 g,"1,90 € /ud."
Pizzas y platos preparados,Platos preparados fríos,Sándwich pollo y queso Hacendado,Paquete 185 g,"1,95 €1,85 € /ud."
Pizzas y platos preparados,Platos preparados fríos,"Sándwich atún, huevo y tomate Hacendado",Paquete 185 g,"1,80 € /ud."
Pizzas y platos preparados,Platos preparados fríos,Sándwiches jamón y queso Hacendado,Paquete 4 ud. (480 g),"2,80 € /ud."
Pizzas y platos preparados,Platos preparados fríos,Brioche Listo para Comer,160 g,"3,00 € /ud."
Postres y yogures,Bífidus,Bífidus desnatado con nueces y cereales Hacendado 0% m.g.,4 ud. x 125 g,"1,30 € /pack"
Postres y yogures,Bífidus,Bífidus desnatado probiótico con kiwi Hacendado 0% m.g. 0% sin azúcares añadidos,4 ud. x 125 g,"1,30 € /pack"
Postres y yogures,Bífidus,Bífidus cremoso desnatado Tropical Hacendado 0% m.g. 0% sin azúcares añadidos,4 ud. x 125 g,"1,30 € /pack"
Postres y yogures,Bífidus,Bífidus desnatado probiótico con frutos silvestres Hacendado 0% m.g. 0% sin azúcares añadidos,4 ud. x 125 g,"1,30 € /pack"
Postres y yogures,Bífidus,Bífidus probiótico con cereales y fibras Hacendado,4 ud. x 125 g,"1,30 € /pack"
Postres y yogures,Bífidus,Bífidus desnatado probiótico con piña Hacendado 0% m.g. 0% sin azúcares añadidos,4 ud. x 125 g,"1,30 € /pack"
Postres y yogures,Bífidus,Bífidus desnatado probiótico con pera Hacendado 0% m.g. 0% sin azúcares añadidos,4 ud. x 125 g,"1,30 € /pack"
Postres y yogures,Bífidus,Bífidus probiótico con mango Hacendado,4 ud. x 125 g,"1,30 € /pack"
Postres y yogures,Bífidus,Bífidus probiótico con ciruelas pasas Hacendado,4 ud. x 125 g,"1,30 € /pack"
Postres y yogures,Bífidus,Bífidus cremoso con lima y limón Activia,4 ud. x 115 g,"2,40 €1,95 € /pack"
Postres y yogures,Bífidus,Bífidus cremoso probiótico con coco Hacendado,4 ud. x 125 g,"1,30 € /pack"
Postres y yogures,Bífidus,Bífidus cremoso desnatado vainilla Activia 0% m.g 0% sin azúcares añadidos,4 ud. x 115 g,"2,40 €1,95 € /pack"
Postres y yogures,Bífidus,Bífidus desnatado natural Hacendado 0% m.g 0% sin azúcares añadidos,6 ud. x 125 g,"1,35 €1,30 € /pack"
Postres y yogures,Bífidus,Bífidus cremoso desnatado natural edulcorado Hacendado 0% m.g 0% sin azúcares añadidos,6 ud. x 125 g,"1,55 € /pack"
Postres y yogures,Bífidus,Bífidus desnatado natural edulcorado Activia 0% m.g.,8 ud. x 120 g,"4,00 € /pack"
Postres y yogures,Bífidus,Bífidus natural Hacendado,6 ud. x 125 g,"1,40 €1,35 € /pack"
Postres y yogures,Bífidus,Bífidus desnatado natural Activia 0% m.g.,8 ud. x 120 g,"4,00 € /pack"
Postres y yogures,Bífidus,Bífidus natural probiótico azucarado Hacendado con cereales y fresas deshidratadas,Tarrina 170 g,"1,20 € /ud."
Postres y yogures,Bífidus,"Bífidus natural probiótico Hacendado con coco, almendras y chocolate",Tarrina 180 g,"1,30 €1,25 € /ud."
Postres y yogures,Flan y natillas,Flan de vainilla con caramelo Hacendado,6 ud. x 100 g,"1,00 € /pack"
Postres y yogures,Flan y natillas,Flan de huevo Hacendado,9 ud. x 100 g,"3,00 € /pack"
Postres y yogures,Flan y natillas,Flan de huevo Hacendado,4 ud. x 100 g,"1,35 € /pack"
Postres y yogures,Flan y natillas,Flan de café Hacendado,4 ud. x 100 g,"1,75 € /pack"
Postres y yogures,Flan y natillas,Flan de queso Hacendado,4 ud. x 100 g,"2,00 €1,90 € /pack"
Postres y yogures,Flan y natillas,Flan de huevo sin azúcares añadidos Hacendado,4 ud. x 100 g,"1,60 € /pack"
Postres y yogures,Flan y natillas,Flan de huevo +Proteínas Hacendado 0% m.g 10 g proteínas,4 ud. x 100 g,"2,00 € /pack"
Postres y yogures,Flan y natillas,Flan bicapa caramelo Hacendado,2 ud. x 100 g,"1,60 € /pack"
Postres y yogures,Flan y natillas,Natillas sabor vainilla Hacendado,4 ud. x 125 g,"1,05 € /pack"
Postres y yogures,Flan y natillas,Natillas sabor vainilla con galleta Hacendado,4 ud. x 125 g,"1,25 € /pack"
Postres y yogures,Flan y natillas,Natillas de chocolate con leche Hacendado,4 ud. x 125 g,"1,05 € /pack"
Postres y yogures,Flan y natillas,Natillas de vainilla Danet,4 ud. x 120 g,"2,00 € /pack"
Postres y yogures,Flan y natillas,Natillas de chocolate Danet,4 ud. x 120 g,"2,00 € /pack"
Postres y yogures,Flan y natillas,Natillas sabor vainilla +Proteínas Hacendado 12 g proteínas,4 ud. x 120 g,"1,75 € /pack"
Postres y yogures,Flan y natillas,"Natillas con chocolate +Proteínas Hacendado 1,3 g m.g 10 g proteínas",4 ud. x 120 g,"1,75 € /pack"
Postres y yogures,Gelatina y otros postres,Gelatina sabor fresa Hacendado,6 ud. x 100 g,"1,00 € /pack"
Postres y yogures,Gelatina y otros postres,Gelatina 0% azúcar sabor fresa Hacendado,6 ud. x 100 g,"1,00 € /pack"
Postres y yogures,Gelatina y otros postres,Gelatina sabor a frutos silvestres +Proteínas Hacendado 10 g proteínas 0% azúcar,4 ud. x 100 g,"1,55 € /pack"
Postres y yogures,Gelatina y otros postres,"Gelatina 0% azúcar sabores fresa, mandarina y limón Hacendado",6 ud. x 100 g,"1,00 € /pack"
Postres y yogures,Gelatina y otros postres,"Gelatina sabores mango, maracuyá y piña Hacendado",6 ud. x 100 g,"1,00 € /pack"
Postres y yogures,Gelatina y otros postres,Copa crema de chocolate y nata Hacendado,4 ud. x 115 g,"1,35 €1,30 € /pack"
Postres y yogures,Gelatina y otros postres,Arroz con leche Hacendado,4 ud. x 115 g,"1,30 € /pack"
Postres y yogures,Gelatina y otros postres,Tiramisú Hacendado,2 ud. x 90 g,"1,30 € /pack"
Postres y yogures,Gelatina y otros postres,"Yogur azucarado YogoMix Hacendado variado de copos maíz, bolitas y disquitos chocolateados",6 ud. x 150 g,"3,05 € /pack"
Postres y yogures,Gelatina y otros postres,Yogur azucarado YogoMix Bolitas Hacendado con bolitas chocolateadas,2 ud. x 150 g,"1,20 € /pack"
Postres y yogures,Gelatina y otros postres,Panna Cotta con caramelo Hacendado,4 ud. x 100 g,"1,15 € /pack"
Postres y yogures,Gelatina y otros postres,Cuajada Hacendado,4 ud. x 125 g,"1,25 €1,20 € /pack"
Postres y yogures,Gelatina y otros postres,Cheesecake con arándanos Hacendado,2 ud. x 95 g,"1,65 € /pack"
Postres y yogures,Gelatina y otros postres,Tarta de queso Hacendado,Tarrina 180 g,"1,80 € /ud."
Postres y yogures,Gelatina y otros postres,Coulant de chocolate Hacendado,Caja 2 ud. (180 g),"2,00 € /ud."
Postres y yogures,Gelatina y otros postres,Crema catalana Hacendado,4 ud. x 100 g,"2,60 € /pack"
Postres y yogures,Gelatina y otros postres,Arroz con leche Hacendado,Tarrina 450 g,"1,50 € /ud."
Postres y yogures,Gelatina y otros postres,Tocino de cielo Hacendado,2 ud. x 100 g,"1,50 € /pack"
Postres y yogures,Gelatina y otros postres,Mousse sabor chocolate +Proteínas Hacendado 20 g proteínas,Bote 200 g,"1,30 € /ud."
Postres y yogures,Gelatina y otros postres,"Natillas con chocolate +Proteínas Hacendado 1,3 g m.g 10 g proteínas",4 ud. x 120 g,"1,75 € /pack"
Postres y yogures,Gelatina y otros postres,Natillas sabor vainilla +Proteínas Hacendado 12 g proteínas,4 ud. x 120 g,"1,75 € /pack"
Postres y yogures,Gelatina y otros postres,Pudding sabor caramelo +Proteínas Hacendado 12 g proteínas,4 ud. x 120 g,"1,90 € /pack"
Postres y yogures,Gelatina y otros postres,Yogur azucarado YogoMix Discos Hacendado con disquitos chocolateados,2 ud. x 150 g,"1,20 € /pack"
Postres y yogures,Gelatina y otros postres,Copa de chocolate y nata +Proteínas Hacendado 15 g proteínas,Bote 150 g,"1,15 € /ud."
Postres y yogures,Gelatina y otros postres,Yogur de chocolate YogoMix Crunchy Hacendado con bolitas chocolateadas,2 ud. x 140 g,"1,30 € /pack"
Postres y yogures,Postres de soja,Postre de soja Hacendado sabor chocolate,4 ud. x 100 g,"1,50 € /pack"
Postres y yogures,Postres de soja,Postre de soja Hacendado sabor vainilla,4 ud. x 100 g,"1,40 € /pack"
Postres y yogures,Postres de soja,Postre de soja natural Alpro con coco,Bote 400 g,"2,30 €1,95 € /ud."
Postres y yogures,Postres de soja,Postre de soja sabor mango Alpro sin azúcares añadidos,Bote 400 g,"2,60 €2,20 € /ud."
Postres y yogures,Postres de soja,Postre de soja Hacendado natural,4 ud. x 100 g,"1,20 €1,15 € /pack"
Postres y yogures,Postres de soja,Postre de coco natural Alpro,Bote 350 g,"2,60 €2,20 € /ud."
Postres y yogures,Postres de soja,Postre de soja Alpro Skyr Style sabor fresa,Bote 400 g,"2,60 €2,20 € /ud."
Postres y yogures,Postres de soja,Postre de soja sabor frutos rojos con dátiles Alpro sin azúcares añadidos,Bote 400 g,"2,60 €2,20 € /ud."
Postres y yogures,Yogures desnatados,Yogur natural edulcorado Hacendado 0% m.g 0% sin azúcares añadidos,6 ud. x 125 g,"1,10 € /pack"
Postres y yogures,Yogures desnatados,Postre lácteo cremoso natural edulcorado Hacendado 0% m.g 0% sin azúcares añadidos,6 ud. x 125 g,"1,50 €1,45 € /pack"
Postres y yogures,Yogures desnatados,Postre lácteo con fresa +Proteínas Hacendado 0% m.g 10 g proteínas,4 ud. x 120 g,"1,60 €1,55 € /pack"
Postres y yogures,Yogures desnatados,Yogur natural Hacendado 0% m.g 0% sin azúcares,6 ud. x 125 g,"1,10 € /pack"
Postres y yogures,Yogures desnatados,Postre lácteo con arándanos +Proteínas Hacendado 0% m.g 10 g proteínas,4 ud. x 120 g,"1,60 €1,55 € /pack"
Postres y yogures,Yogures desnatados,Postre lácteo con fruta Hacendado 0% m.g 0% sin azúcares añadidos,8 ud. x 125 g,"2,05 € /pack"
Postres y yogures,Yogures desnatados,Yogur sabores Hacendado 0% m.g 0% sin azúcares añadidos,8 ud. x 125 g,"1,75 €1,70 € /pack"
Postres y yogures,Yogures desnatados,Yogur sabor coco Hacendado 0% m.g 0% sin azúcares añadidos,4 ud. x 125 g,"0,95 € /pack"
Postres y yogures,Yogures desnatados,Yogur sabor fresa Hacendado 0% m.g 0% sin azúcares añadidos,4 ud. x 125 g,"0,95 € /pack"
Postres y yogures,Yogures desnatados,Yogur sabor limón Hacendado 0% m.g 0% sin azúcares añadidos,4 ud. x 125 g,"0,95 € /pack"
Postres y yogures,Yogures desnatados,Yogur sin lactosa natural Hacendado 0% m.g 0% sin azúcares añadidos,4 ud. x 125 g,"1,45 €1,40 € /pack"
Postres y yogures,Yogures desnatados,Postre lácteo con puré mango y maracuya +Proteínas Hacendado 0% m.g 10 g proteínas,4 ud. x 120 g,"1,60 €1,55 € /pack"
Postres y yogures,Yogures desnatados,Postre lácteo natural +Proteínas Hacendado 0% m.g 10 g proteínas,Bote 500 g,"1,45 €1,35 € /ud."
Postres y yogures,Yogures desnatados,Postre lácteo natural +Proteínas Hacendado 0% m.g 12 g proteínas,4 ud. x 120 g,"1,45 €1,35 € /pack"
Postres y yogures,Yogures desnatados,Postre lácteo con stracciatella +Proteínas Hacendado 0% m.g 12 g proteínas,4 ud. x 125 g,"1,60 €1,55 € /pack"
Postres y yogures,Yogures griegos,Yogur griego natural Hacendado,6 ud. x 125 g,"1,60 € /pack"
Postres y yogures,Yogures griegos,Yogur griego stracciatella Hacendado,6 ud. x 125 g,"1,90 € /pack"
Postres y yogures,Yogures griegos,Yogur griego sabor fresa Hacendado sin trozos,6 ud. x 125 g,"1,85 € /pack"
Postres y yogures,Yogures griegos,Yogur griego natural Hacendado,Bote 1 kg,"2,45 € /ud."
Postres y yogures,Yogures griegos,Yogur griego con fresa Hacendado,4 ud. x 125 g,"1,70 € /pack"
Postres y yogures,Yogures griegos,Yogur griego natural Hacendado con azúcar de caña,6 ud. x 125 g,"1,65 € /pack"
Postres y yogures,Yogures griegos,Yogur griego con mango Hacendado,4 ud. x 125 g,"1,70 € /pack"
Postres y yogures,Yogures griegos,Yogur griego ligero natural Hacendado 2% m.g,Bote 1 kg,"2,45 € /ud."
Postres y yogures,Yogures griegos,Yogur griego ligero natural Hacendado,6 ud. x 125 g,"1,60 € /pack"
Postres y yogures,Yogures griegos,Yogur griego sabor limón Hacendado,6 ud. x 125 g,"1,85 € /pack"
Postres y yogures,Yogures líquidos,Yogur líquido de fresa Hacendado,12 mini botellas x 115 g,"2,30 € /pack"
Postres y yogures,Yogures líquidos,Bebida láctea de fresa y plátano Hacendado,Botella 1 kg,"1,45 € /ud."
Postres y yogures,Yogures líquidos,Yogur líquido desnatado de Fresa Hacendado 0% m.g 0% sin azúcares añadidos,Botella 1 kg,"1,45 € /ud."
Postres y yogures,Yogures líquidos,Bebida láctea de fresa Hacendado,Botella 1 kg,"1,45 € /ud."
Postres y yogures,Yogures líquidos,Bebida láctea de piña y coco Hacendado,Botella 1 kg,"1,45 € /ud."
Postres y yogures,Yogures líquidos,Bebida láctea de frutas del bosque Hacendado,"Botella 1,5 kg","2,05 € /ud."
Postres y yogures,Yogures líquidos,Bebida láctea con fresa y plátano Hacendado,"Botella 1,5 kg","2,05 € /ud."
Postres y yogures,Yogures líquidos,Yogur líquido natural Hacendado con azúcar de caña,12 mini botellas x 115 g,"2,30 € /pack"
Postres y yogures,Yogures líquidos,Yogur líquido desnatado Piña y Coco Hacendado 0% m.g 0% sin azúcares añadidos,Botella 1 kg,"1,45 € /ud."
Postres y yogures,Yogures líquidos,Yogur líquido desnatado Frutos Silvestres Hacendado 0% m.g 0% sin azúcares añadidos,Botella 1 kg,"1,45 € /ud."
Postres y yogures,Yogures líquidos,Bebida láctea natural azucarada Hacendado,"Botella 1,5 kg","2,05 € /ud."
Postres y yogures,Yogures líquidos,Bebida láctea desnatada sabor fresa +Proteínas Hacendado 0% m.g 20 g proteínas,Botella 280 g,"1,20 €1,15 € /ud."
Postres y yogures,Yogures líquidos,Batido lácteo sabor chocolate +Proteínas Hacendado 26 g proteínas,Brick 330 ml,"1,30 € /ud."
Postres y yogures,Yogures líquidos,Batido lácteo sabor vainilla +Proteínas Hacendado 26 g proteínas,Brick 330 ml,"1,30 € /ud."
Postres y yogures,Yogures líquidos,Bebida láctea desnatada sabor tropical +Proteínas Hacendado 0% m.g 20 g proteínas,Botella 280 g,"1,20 €1,15 € /ud."
Postres y yogures,Yogures líquidos,Bebida láctea desnatada +Proteínas sabor açaí plátano Hacendado 0% m.g 20 g proteínas,Botella 280 g,"1,20 €1,15 € /ud."
Postres y yogures,Yogures líquidos,Bebida láctea sabor coco +Proteínas Hacendado 0% m.g 0% azúcar 11 g proteínas,4 botellas x 160 g,"2,20 € /pack"
Postres y yogures,Yogures líquidos,Bebida láctea de fresa L-casei,12 mini botellas x 100 g,"2,50 €2,40 € /pack"
Postres y yogures,Yogures líquidos,Bebida láctea sabores L-casei,12 mini botellas x 100 g,"2,50 €2,40 € /pack"
Postres y yogures,Yogures líquidos,Bebida láctea natural azucarada L-casei,12 mini botellas x 100 g,"2,50 €2,40 € /pack"
Postres y yogures,Yogures líquidos,Bebida láctea de fresa Cuidacol 0% azúcares añadidos,8 mini botellas x 100 g,"2,70 €2,60 € /pack"
