description,units,price_eu,unit_price,date,order_num
Leche desnatada sin lactosa Hacendado,2,1.82,0.91,2022-10-20,12878660
Papel higiénico húmedo WC Bosque Verde,1,1.5,1.5,2022-10-20,12878660
Toallitas limpiadoras de Cristales y Espejos Bosque Verde,1,1.25,1.25,2022-10-20,12878660
Toallitas limpiadoras de baños Bosque Verde,1,1.3,1.3,2022-10-20,12878660
Burrata fresca Hacendado,1,2.4,2.4,2022-10-20,12878660
Mantequilla sin sal añadida Hacendado,1,1.95,1.95,2022-10-20,12878660
"Salsa de tomate, albahaca y orégano Hacendado",1,1.2,1.2,2022-10-20,12878660
Queso en polvo grana padano Hacendado,1,1.7,1.7,2022-10-20,12878660
Cereales rellenos de chocolate y avellana Hacendado,1,1.95,1.95,2022-10-20,12878660
Remolacha cocida y pelada,2,1.7,0.85,2022-10-20,12878660
Judía verde redonda,1,2.15,2.15,2022-10-20,12878660
Tomate pera,2,0.37,0.185,2022-10-20,12878660
Chili con carne Hacendado,1,2.6,2.6,2022-10-20,12878660
Fajitas pollo y verduras,2,7.98,3.99,2022-10-20,12878660
Palitos de zanahoria,2,3.5,1.75,2022-10-20,12878660
Edulcorante en sobres stevia Hacendado,1,2.0,2.0,2022-10-20,12878660
Bebida de almendras zero Hacendado,1,1.4,1.4,2022-10-20,12878660
Hummus de garbanzos Hacendado receta clásica,2,2.4,1.2,2022-10-20,12878660
Muesli Crunchy Hacendado sin azúcares añadidos,1,1.65,1.65,2022-10-20,12878660
Preparado de carne picada vacuno,2,12.36,6.18,2022-10-20,12878660
Ensalada mezcla brotes tiernos maxi,1,1.75,1.75,2022-10-20,12878660
Huevos grandes L,2,7.9,3.95,2022-10-20,12878660
Espárrago verde grueso,2,5.98,2.99,2022-10-20,12878660
Banana,8,2.23,0.27875,2022-10-20,12878660
Pechugas enteras de pollo,1,4.49,4.49,2022-10-20,12878660
Pechugas enteras de pollo,1,3.36,3.36,2022-10-20,12878660
Pechugas enteras de pollo,1,4.1,4.1,2022-10-20,12878660
Medallones pechuga de pollo marinado,1,4.75,4.75,2022-10-20,12878660
Medallones pechuga de pollo marinado,1,3.82,3.82,2022-10-20,12878660
Aguacates,1,2.52,2.52,2022-10-20,12878660
Champiñón laminado limpio,1,1.71,1.71,2022-10-20,12878660
Pollo asado Hacendado,1,6.55,6.55,2022-10-20,12878660
Pollo asado Hacendado,1,6.8,6.8,2022-10-20,12878660
Tacos de vacuno añojo para guisar,1,6.16,6.16,2022-10-20,12878660
Tacos de vacuno añojo para guisar,1,5.47,5.47,2022-10-20,12878660
Calabaza cacahuete cortada a trozos,1,1.6,1.6,2022-10-20,12878660
Queso para ensaladas Hacendado en dados,1,1.9,1.9,2022-10-13,12838037
Salsa césar Hacendado,1,1.25,1.25,2022-10-13,12838037
Muesli Crunchy Hacendado con frutos secos,1,1.75,1.75,2022-10-13,12838037
Preparado de carne picada vacuno,1,6.18,6.18,2022-10-13,12838037
Pan de molde 100% integral Hacendado,1,0.95,0.95,2022-10-13,12838037
Risotto de champiñones Hacendado ultracongelados,1,1.45,1.45,2022-10-13,12838037
Leche desnatada sin lactosa Hacendado,2,1.82,0.91,2022-10-13,12838037
Helado almendrado Hacendado,1,2.2,2.2,2022-10-13,12838037
Bebida de almendras zero Hacendado,1,1.4,1.4,2022-10-13,12838037
Plátano macho,3,2.32,0.7733333333333333,2022-10-13,12838037
Gel de baño dermoprotector Sanex piel normal,1,3.5,3.5,2022-10-13,12838037
Jabón de manos Beauty Cream Bar Dove pastilla,1,2.6,2.6,2022-10-13,12838037
Edulcorante en sobres stevia Hacendado,1,2.0,2.0,2022-10-13,12838037
Recarga jabón de manos dermoprotector Deliplus líquido,1,1.15,1.15,2022-10-13,12838037
Detergente ropa All in 1 Ariel en cápsulas,1,7.75,7.75,2022-10-13,12838037
Champú Anticaída Deliplus,1,1.95,1.95,2022-10-13,12838037
Vinagre de Limpieza Bosque Verde concentrado,1,0.8,0.8,2022-10-13,12838037
Remolacha cocida y pelada,2,1.6,0.8,2022-10-13,12838037
Hummus de garbanzos Hacendado receta clásica,1,1.2,1.2,2022-10-13,12838037
Huevos grandes L,2,7.9,3.95,2022-10-13,12838037
Banana,6,1.11,0.185,2022-10-13,12838037
Tomate pera,2,0.35,0.175,2022-10-13,12838037
Espárrago verde grueso,2,5.98,2.99,2022-10-13,12838037
Ensalada mezcla brotes tiernos maxi,1,1.75,1.75,2022-10-13,12838037
Pechugas enteras de pollo,1,4.53,4.53,2022-10-13,12838037
Pechugas enteras de pollo,1,4.54,4.54,2022-10-13,12838037
Medallones preparado de solomillo cerdo provenzal,1,3.51,3.51,2022-10-13,12838037
Medallones preparado de solomillo cerdo provenzal,1,3.63,3.63,2022-10-13,12838037
Aguacates,1,2.61,2.61,2022-10-13,12838037
Jengibre,1,1.66,1.66,2022-10-13,12838037
Champiñón laminado limpio,1,1.5,1.5,2022-10-13,12838037
Medallones pechuga de pollo marinado,1,4.02,4.02,2022-10-13,12838037
Medallones pechuga de pollo marinado,1,3.55,3.55,2022-10-13,12838037
Tacos de pavo al ajillo,1,3.58,3.58,2022-10-13,12838037
Barrita con proteínas Enervit Sport sabor chocolate negro,1,4.9,4.9,2022-10-06,12793662
Spaghetti Hacendado,1,1.2,1.2,2022-10-06,12793662
Pan de hamburguesa Brioche Hacendado,1,0.85,0.85,2022-10-06,12793662
Pan de molde 100% integral Hacendado,1,0.95,0.95,2022-10-06,12793662
Papel higiénico Doble Rollo Bosque Verde,1,4.75,4.75,2022-10-06,12793662
Papel higiénico Doble Rollo Bosque Verde,1,4.75,4.75,2022-10-06,12793662
Quiche verduras Hacendado con calabacín y queso de cabra,1,2.2,2.2,2022-10-06,12793662
Chili con carne Hacendado,1,2.6,2.6,2022-10-06,12793662
Plátano macho,3,2.03,0.6766666666666666,2022-10-06,12793662
Patatas,1,4.4,4.4,2022-10-06,12793662
Patatas,1,4.4,4.4,2022-10-06,12793662
Judía verde redonda,1,2.15,2.15,2022-10-06,12793662
Espárrago verde grueso,1,2.99,2.99,2022-10-06,12793662
"Pimientos tricolor rojo, amarillo y verde",1,1.64,1.64,2022-10-06,12793662
Palitos de zanahoria,1,1.6,1.6,2022-10-06,12793662
Tomate pera,4,0.77,0.1925,2022-10-06,12793662
Ensalada mezcla brotes tiernos maxi,1,1.75,1.75,2022-10-06,12793662
Banana,6,1.63,0.2716666666666666,2022-10-06,12793662
Manzana Royal Gala,2,0.77,0.385,2022-10-06,12793662
Preparado de carne picada vacuno,1,6.18,6.18,2022-10-06,12793662
Burger de vacuno,1,4.18,4.18,2022-10-06,12793662
Huevos grandes L,1,3.95,3.95,2022-10-06,12793662
Fajitas pollo y verduras,1,3.99,3.99,2022-10-06,12793662
Refresco Coca-Cola Zero azúcar,1,9.36,9.36,2022-10-06,12793662
Aceite de oliva virgen extra Hacendado,1,2.15,2.15,2022-10-06,12793662
Filete de salmón rosado salvaje con piel Hacendado ultracongelado,1,2.76,2.76,2022-10-06,12793662
Queso de oveja Entrepinares lonchas,1,2.39,2.39,2022-10-06,12793662
Filetes pechuga de pollo corte fino,1,4.51,4.51,2022-10-06,12793662
Filetes pechuga de pollo corte fino,1,4.19,4.19,2022-10-06,12793662
Pechugas enteras de pollo,1,4.32,4.32,2022-10-06,12793662
Pechugas enteras de pollo,1,4.4,4.4,2022-10-06,12793662
Medallones pechuga de pollo marinado,1,4.32,4.32,2022-10-06,12793662
Aguacates,1,2.9,2.9,2022-10-06,12793662
Aguacates,1,3.03,3.03,2022-10-06,12793662
