categoria,subcategoria,descripcion,price_eu,price_disc_eu,marca,format,quantity
Carne,Aves y pollo,Pollo entero,6.17,,,Bandeja,"1 x 1,9 kg"
Carne,Aves y pollo,Hígados y corazones de pollo,1.73,,,Tarrina,1 x 450 g
Carne,Aves y pollo,Cuartos traseros de pollo certificado alimentado con un 50% de maíz,4.41,,,Bandeja,1 x 900 g
Carne,Aves y pollo,Medallones pechuga de pollo marinado,4.52,,,Bandeja,1 x 650 g
Carne,Aves y pollo,Contramuslos de pollo sin piel,4.01,,,Bandeja,1 x 900 g
Carne,Aves y pollo,Alas de pollo adobadas,3.2,,,Bandeja,1 x 680 g
Carne,Aves y pollo,Fajitas pollo y verduras,3.99,3.85,,Bandeja,1 x 400 g
Carne,Aves y pollo,Alas de pollo,4.36,,,Bandeja,1 x 980 g
Carne,Aves y pollo,Contramuslos de pollo marinados con piel,4.35,,,Bandeja,1 x 600 g
Carne,Aves y pollo,Carcasa de pollo certificado alimentado con un 50% de maíz,2.33,,,Bandeja,1 x 750 g
Carne,Aves y pollo,Jamoncitos de pollo certificado alimentado con un 50% de maíz,5.29,,,Bandeja,1 x 850 g
Carne,Aves y pollo,Pollo certificado entero alimentado con un 50% de maíz,8.14,,,Bandeja,"1 x 1,8 kg"
Carne,Aves y pollo,Medio pollo certificado troceado alimentado con un 50% de maíz,5.41,,,Bandeja,1 x 950 g
Carne,Aves y pollo,Pechugas enteras de pollo certificado alimentado con un 50% de maíz,4.87,,,Bandeja,1 x 550 g
Carne,Aves y pollo,Alas partidas de pollo certificado alimentado con un 50% de maíz,4.35,,,Bandeja,1 x 590 g
Carne,Aves y pollo,Mollejas de pollo,1.57,,,Tarrina,1 x 300 g
Carne,Aves y pollo,Patas de pollo,1.82,,,Bandeja,1 x 450 g
Carne,Aves y pollo,Picantones de pollo,7.36,,,Bandeja,1 x 800 g
Carne,Aves y pollo,Contramuslos deshuesados y sin piel de pollo certificado alimentado con un 50% de maíz,4.58,,,Bandeja,1 x 550 g
Carne,Aves y pollo,Muslos deshuesados con piel de pollo certificado alimentado con un 50% de maíz,4.98,,,Bandeja,1 x 600 g
Carne,Aves y pollo,Filetes pechuga de pollo extra tiernos,4.46,,,Bandeja,1 x 560 g
Carne,Aves y pollo,Pinchos de pollo adobados,3.98,,,Bandeja,1 x 500 g
Carne,Aves y pollo,Solomillos de pollo certificado alimentado con un 50% de maíz,5.53,,,Bandeja,1 x 500 g
Carne,Aves y pollo,Pechugas de pollo rellenas de jamón y queso empanadas sin gluten,4.55,,,Bandeja,1 x 450 g
Carne,Aves y pollo,Lagrimitas de pollo al limón empanadas sin gluten,2.92,,,Bandeja,1 x 340 g
Carne,Aves y pollo,Solomillos de pollo marinados empanados sin gluten,4.16,,,Bandeja,1 x 465 g
Carne,Aves y pollo,Cuellos de pollo,1.6,,,Bandeja,1 x 638 g
Carne,Carne congelada,Jamoncitos de pollo congelados,3.1,,,Paquete,1 x 1 kg
Carne,Carne congelada,Alas de pollo congeladas,3.4,,,Paquete,1 x 1 kg
Carne,Carne congelada,Medallones preparado de solomillo cerdo congelados marinados,3.11,,,Paquete,1 x 300 g
Carne,Carne congelada,Solomillo de pavo marinado congelado,2.76,,,Paquete,1 x 350 g
Carne,Carne congelada,Cuartos traseros de pollo congelados,5.8,,,Paquete,1 x 2 kg
Carne,Carne congelada,Solomillo de cerdo marinado congelado,6.24,,,Paquete,1 x 800 g
Carne,Carne congelada,Chuletas de cordero palo o riñonada congeladas,11.37,,,Paquete,1 x 600 g
Carne,Carne congelada,Paletilla de cordero entera congelada,17.4,,,Pieza,"1 x 1,2 kg"
Carne,Carne congelada,Chuletas de cabrito congeladas,11.14,,,Paquete,1 x 430 g
Carne,Carne congelada,Pierna de cabrito congelada,8.48,,,Pieza,1 x 530 g
Carne,Carne congelada,Carrillada de cerdo congelada,5.75,,,Paquete,1 x 460 g
Carne,Carne congelada,Pechugas de pollo enteras congeladas,5.65,,,Paquete,1 x 1 kg
Carne,Carne congelada,Alas de pollo barbacoa congeladas,3.68,,,Paquete,1 x 750 g
Carne,Cerdo,Costillas de cerdo carnosas a tacos,4.08,,,Bandeja,1 x 530 g
Carne,Cerdo,Filetes lomo de cerdo,2.84,,,Bandeja,1 x 400 g
Carne,Cerdo,Filetes lomo de cerdo familiar,6.29,,,Bandeja,1 x 900 g
Carne,Cerdo,Carrillada de cerdo,6.55,,,Bandeja,1 x 500 g
Carne,Cerdo,Costilla de cerdo ibérico adobada,4.11,,,Bandeja,1 x 600 g
Carne,Cerdo,Chuletas de cerdo sajonia,2.77,,,Bandeja,1 x 290 g
Carne,Cerdo,Costilla de cerdo churrasco,4.95,,,Pieza,1 x 900 g
Carne,Cerdo,Panceta,3.45,,,Bandeja,1 x 500 g
Carne,Cerdo,Manos de cerdo,3.1,,,Bandeja,1 x 500 g
Carne,Cerdo,Cerdo a tacos,3.22,,,Bandeja,1 x 560 g
Carne,Cerdo,Lomo de cerdo adobado,3.38,,,Bandeja,1 x 470 g
Carne,Cerdo,Lomo de cerdo adobado familiar,6.08,,,Bandeja,1 x 900 g
Carne,Cerdo,San Jacobos de cerdo sin gluten,2.52,,,Bandeja,1 x 400 g
Carne,Cerdo,Filetes lomo de cerdo cabeza,3.69,,,Bandeja,1 x 550 g
Carne,Cerdo,Flautas de bacón y queso,2.0,,,Bandeja,1 x 280 g
Carne,Cerdo,Secreto de cerdo,2.56,,,Bandeja,1 x 400 g
Carne,Cerdo,Media careta de cerdo sin oreja,2.34,,,Bandeja,1 x 420 g
Carne,Cerdo,Manteca de cerdo Mont-Palau para cocinar,2.3,,,Tarrina,1 x 400 g
Carne,Cerdo,Fiambre de magro de cerdo adobado,2.68,,,Paquete,1 x 370 g
Carne,Cerdo,Codillo de cerdo,2.5,,,Bandeja,1 x 480 g
Carne,Cerdo,Filetes hígado de cerdo,2.41,,,Bandeja,1 x 450 g
Carne,Cerdo,Filetes lomo al ajillo,3.88,,,Bandeja,1 x 500 g
Carne,Cerdo,Lomo de cerdo grueso,2.19,,,Bandeja,1 x 300 g
Carne,Cerdo,Presa de cerdo ibérico,6.82,,,Bandeja,1 x 240 g
Carne,Cerdo,Lomo de cerdo ibérico adobado,4.82,,,Paquete,1 x 220 g
Carne,Cerdo,Secreto de cerdo ibérico,5.93,,,Bandeja,1 x 250 g
Carne,Cerdo,Sesos de cerdo,2.95,,,Bandeja,1 x 130 g
Carne,Cerdo,Medallones preparado de solomillo cerdo provenzal,4.14,,,Bandeja,1 x 400 g
Carne,Cerdo,Pinchos de cerdo sin varilla,4.18,,,Bandeja,1 x 510 g
Carne,Cerdo,Chuletas lomo de cerdo,3.1,,,Bandeja,1 x 480 g
Carne,Cerdo,Chuletas aguja de cerdo,3.97,,,Bandeja,1 x 650 g
Carne,Cerdo,Lomo de cerdo ibérico,6.26,,,Bandeja,1 x 285 g
Carne,Cerdo,Solomillo de cerdo,4.1,,,Paquete,1 x 500 g
Carne,Cerdo,Fiambre lomo de cerdo adobado,3.5,,,Bandeja,1 x 370 g
Carne,Cerdo,Oreja de cerdo,3.63,,,Bandeja,1 x 520 g
Carne,Cerdo,Riñones de cerdo,3.39,,,Bandeja,1 x 600 g
Carne,Cerdo,Carrillada de cerdo con hueso,6.37,,,Bandeja,1 x 700 g
Carne,Cerdo,Filetes lomo de cerdo extra tiernos,3.49,,,Bandeja,1 x 460 g
Carne,Cerdo,Libritos de cerdo rellenos de pimiento verde y jamón curado empanados sin gluten,3.84,,,Bandeja,1 x 380 g
Carne,Cerdo,Lomo de cerdo trozo,4.23,,,Pieza,1 x 800 g
Carne,Cerdo,Paleta de cerdo entera para asar,24.0,,,Pieza,1 x 6 kg
Carne,Cerdo,Pieza magro cabeza de cerdo,6.47,,,Pieza,"1 x 1,2 kg"
Carne,Cerdo,Solomillo de cerdo ibérico,8.32,,,Paquete,1 x 440 g
Carne,Cerdo,Costilleja de cerdo,4.24,,,Pieza,1 x 770 g
Carne,Cerdo,Lomo de cerdo marinado empanado,3.3,,,Bandeja,1 x 400 g
Carne,Conejo y cordero,Medio conejo troceado,5.31,,,Bandeja,1 x 600 g
Carne,Conejo y cordero,Conejo entero,10.21,,,Pieza,"1 x 1,3 kg"
Carne,Conejo y cordero,Paletillas de conejo,6.78,,,Bandeja,1 x 400 g
Carne,Conejo y cordero,Muslos de conejo,4.78,,,Bandeja,1 x 400 g
Carne,Conejo y cordero,Lomos de conejo,5.3,,,Bandeja,1 x 400 g
Carne,Conejo y cordero,Costillas de conejo partidas,3.38,,,Bandeja,1 x 400 g
Carne,Conejo y cordero,Chuletas de cordero palo y riñonada,19.38,,,Bandeja,1 x 760 g
Carne,Conejo y cordero,Chuletas de cordero mixtas,17.0,,,Bandeja,1 x 850 g
Carne,Conejo y cordero,Chuletas de cordero pierna,15.2,,,Bandeja,1 x 800 g
Carne,Conejo y cordero,Chuletas de cordero paletilla,11.07,,,Bandeja,1 x 540 g
Carne,Conejo y cordero,Garretas brazuelo de cordero,5.98,,,Bandeja,1 x 460 g
Carne,Conejo y cordero,Cuello de cordero,5.33,,,Bandeja,1 x 410 g
Carne,Conejo y cordero,Churrasco de cordero,6.5,,,Bandeja,1 x 500 g
Carne,Conejo y cordero,Escalopín picaña de cordero,8.12,,,Paquete,1 x 290 g
Carne,Embutido,Longaniza magro fresca,3.37,,,Bandeja,1 x 535 g
Carne,Embutido,Longaniza fresca sin tripa,3.3,,,Bandeja,1 x 560 g
Carne,Embutido,Longaniza fresca de pollo,4.13,,,Bandeja,1 x 550 g
Carne,Embutido,Morcilla de cebolla oreada,1.9,,,Bandeja,1 x 280 g
Carne,Embutido,Morcilla de cebolla,3.6,,,Bandeja,1 x 600 g
Carne,Embutido,Chorizo oreado,2.57,,,Bandeja,1 x 360 g
Carne,Embutido,Chistorra,1.55,,,Paquete,1 x 220 g
Carne,Embutido,Longaniza roja fresca rosca,3.0,,,Bandeja,1 x 400 g
Carne,Embutido,Longaniza fresca estilo criollo,2.96,,,Bandeja,1 x 380 g
Carne,Embutido,Butifarra fresca,3.68,,,Bandeja,1 x 640 g
Carne,Embutido,Butifarra fresca de pagés con pimienta,4.29,,,Bandeja,1 x 650 g
Carne,Embutido,Embutido surtido barbacoa,3.7,,,Bandeja,1 x 500 g
Carne,Embutido,Morcilla de arroz y cebolla,1.63,,,Paquete,1 x 300 g
Carne,Embutido,Chorizo aperitivo,2.59,,,Bandeja,1 x 300 g
Carne,Embutido,Chorizo picante aperitivo,3.24,,,Bandeja,1 x 375 g
Carne,Hamburguesas y picadas,Burger de cerdo,3.0,,,Bandeja 6 ud ,1 x 540 g
Carne,Hamburguesas y picadas,Burger de vacuno y cerdo,3.78,,,Bandeja 6 ud ,1 x 540 g
Carne,Hamburguesas y picadas,Burger de vacuno,4.4,,,Bandeja 6 ud ,1 x 540 g
Carne,Hamburguesas y picadas,Burger de pollo,3.99,,,Bandeja 6 ud ,1 x 540 g
Carne,Hamburguesas y picadas,Burger de vacuno gruesas,3.78,,,Bandeja 2 ud ,1 x 360 g
Carne,Hamburguesas y picadas,Burger de vacuno y cerdo con jamón y cebolla caramelizada,2.5,,,Bandeja 2 ud ,1 x 240 g
Carne,Hamburguesas y picadas,Burger de pavo y espinacas,2.37,,,Bandeja 2 ud ,1 x 240 g
Carne,Hamburguesas y picadas,Burger de pavo y pollo,4.11,,,Bandeja 6 ud ,1 x 540 g
Carne,Hamburguesas y picadas,Mini burgers de pollo,2.7,,,Bandeja 8 ud ,1 x 280 g
Carne,Hamburguesas y picadas,Mini burgers de vacuno y cerdo,2.59,,,Bandeja 8 ud ,1 x 280 g
Carne,Hamburguesas y picadas,Burger de vacuno y cerdo gruesas,3.15,,,Bandeja 2 ud ,1 x 360 g
Carne,Hamburguesas y picadas,Burger de pollo certificado gruesas alimentado con un 50% de maíz,3.52,,,Bandeja 2 ud ,1 x 360 g
Carne,Hamburguesas y picadas,Burger de cerdo ibérico gruesas,3.14,,,Bandeja 2 ud ,1 x 360 g
Carne,Hamburguesas y picadas,Burger de vacuno y cerdo con ajo y perejil,2.34,,,Bandeja 2 ud ,1 x 240 g
Carne,Hamburguesas y picadas,Burger de pollo y zanahoria,2.31,,,Bandeja 2 ud ,1 x 240 g
Carne,Hamburguesas y picadas,Burger de vacuno angus gruesa,4.81,,,Bandeja 2 ud ,1 x 360 g
Carne,Hamburguesas y picadas,Burger Crunchy Chicken,2.15,,,Bandeja 2 ud ,1 x 240 g
Carne,Hamburguesas y picadas,Hamburguesa de lomo de vacuno,3.7,,,Paquete 2 ud ,1 x 240 g
Carne,Hamburguesas y picadas,Preparado de carne picada vacuno y cerdo,3.6,,,Bandeja,1 x 500 g
Carne,Hamburguesas y picadas,Preparado de carne picada vacuno y cerdo,6.5,,,Bandeja,1 x 1 kg
Carne,Hamburguesas y picadas,Preparado de carne picada cerdo,2.95,,,Bandeja,1 x 500 g
Carne,Hamburguesas y picadas,Preparado de carne picada cerdo,5.6,,,Bandeja,1 x 1 kg
Carne,Hamburguesas y picadas,Preparado de carne picada vacuno,3.95,,,Bandeja,1 x 500 g
Carne,Hamburguesas y picadas,Preparado de carne picada vacuno,7.3,,,Bandeja,1 x 1 kg
Carne,Hamburguesas y picadas,Preparado de carne picada pollo y pavo,3.7,,,Bandeja,1 x 500 g
Carne,Hamburguesas y picadas,Preparado de carne picada pollo y pavo,7.0,,,Bandeja,1 x 1 kg
Carne,Hamburguesas y picadas,Albóndigas de cerdo,4.55,,,Bandeja 24 ud ,1 x 840 g
Carne,Hamburguesas y picadas,Albóndigas de pollo,6.2,,,Bandeja,1 x 840 g
Carne,Vacuno,Filetes de vacuno 1º B añojo para plancha o guisar,6.65,,,Bandeja,1 x 500 g
Carne,Vacuno,Tacos de vacuno añojo para guisar,7.38,,,Bandeja,1 x 600 g
Carne,Vacuno,Lomo de vacuno añojo para plancha,9.1,,,Bandeja,1 x 500 g
Carne,Vacuno,Filetes de vacuno al ajillo,7.11,,,Bandeja,1 x 450 g
Carne,Vacuno,Solomillo de vacuno añojo para plancha,11.07,,,Bandeja,1 x 300 g
Carne,Vacuno,Carpaccio de vacuno,3.75,,,Bandeja,1 x 110 g
Carne,Vacuno,Filetes de vacuno añojo para plancha,7.5,,,Bandeja,1 x 500 g
Carne,Vacuno,Entrecot de vacuno añojo fino para barbacoa o plancha,10.95,,,Bandeja,1 x 500 g
Carne,Vacuno,Entrecot de vacuno añojo grueso para barbacoa o plancha,8.32,,,Bandeja,1 x 380 g
Carne,Vacuno,Churrasco de vacuno añojo para barbacoa o plancha,5.95,,,Bandeja,1 x 500 g
Carne,Vacuno,Filetes hígado de vacuno añojo,5.52,,,Bandeja,1 x 600 g
Carne,Vacuno,Filetes de vacuno añojo para empanar,7.4,,,Bandeja,1 x 500 g
Carne,Vacuno,Chuletón de vacuno añojo para barbacoa o plancha,10.45,,,Bandeja,1 x 550 g
Carne,Vacuno,Callos de vacuno,5.45,,,Bandeja,1 x 550 g
Carne,Vacuno,Filetes de vacuno añojo fricandó para plancha o guisar,6.5,,,Bandeja,1 x 500 g
Carne,Empanados y elaborados,Nuggets de pollo Hacendado ultracongelados,2.7,,Hacendado,Paquete,1 x 500 g
Carne,Empanados y elaborados,Delicias de pollo Hacendado ultracongeladas,3.75,,Hacendado,Paquete,1 x 500 g
Carne,Empanados y elaborados,Croquetas de cocido Hacendado ultracongeladas,1.9,,Hacendado,Paquete,1 x 350 g
Carne,Empanados y elaborados,Nuggets de pavo Hacendado ultracongelados,3.2,,Hacendado,Paquete,1 x 400 g
Carne,Empanados y elaborados,Pollo marinado rebozado Crispy American Style Hacendado ultracongeladas,4.9,,Hacendado,Paquete,1 x 500 g
Carne,Empanados y elaborados,Brochetas de pollo,3.2,,,Bandeja,1 x 370 g
Carne,Empanados y elaborados,Flautas de pollo y queso,2.0,,,Bandeja,1 x 280 g
Carne,Empanados y elaborados,Flautas de bacón y queso,2.0,,,Bandeja,1 x 280 g
Carne,Empanados y elaborados,Lomo de cerdo adobado,3.38,,,Bandeja,1 x 470 g
Carne,Empanados y elaborados,Lomo de cerdo adobado familiar,6.08,,,Bandeja,1 x 900 g
Carne,Empanados y elaborados,San Jacobos de cerdo sin gluten,2.52,,,Bandeja,1 x 400 g
Carne,Empanados y elaborados,Pechugas de pollo finas hierbas marinadas,4.81,,,Bandeja,1 x 650 g
Carne,Empanados y elaborados,Medallones pechuga de pollo marinado,4.52,,,Bandeja,1 x 650 g
Carne,Empanados y elaborados,Pechugas de pollo marinadas empanadas sin gluten,2.83,,,Bandeja,1 x 360 g
Carne,Empanados y elaborados,Pinchos de cerdo sin varilla,4.18,,,Bandeja,1 x 510 g
Carne,Empanados y elaborados,Medallones preparado de solomillo cerdo provenzal,4.14,,,Bandeja,1 x 400 g
Carne,Empanados y elaborados,Filetes de vacuno al ajillo,7.11,,,Bandeja,1 x 450 g
Carne,Empanados y elaborados,Alas de pollo adobadas,3.2,,,Bandeja,1 x 680 g
Carne,Empanados y elaborados,Fiambre de magro de cerdo adobado,2.68,,,Paquete,1 x 370 g
Carne,Empanados y elaborados,Chuletas de pavo al ajillo,4.14,,,Bandeja,1 x 600 g
Carne,Empanados y elaborados,Costilla de cerdo ibérico adobada,4.11,,,Bandeja,1 x 600 g
Carne,Empanados y elaborados,Brochetas de pavo,4.35,,,Bandeja,1 x 500 g
Carne,Empanados y elaborados,Filetes lomo al ajillo,3.88,,,Bandeja,1 x 500 g
Carne,Empanados y elaborados,Pechugas de pavo pimentón,4.92,,,Bandeja,1 x 580 g
Carne,Empanados y elaborados,Fiambre de pechuga de pavo adobada,3.51,,,Bandeja,1 x 370 g
Carne,Empanados y elaborados,Contramuslos de pollo marinados con piel,4.35,,,Bandeja,1 x 600 g
Carne,Empanados y elaborados,Tacos de pavo al ajillo,3.81,,,Bandeja,1 x 600 g
Carne,Empanados y elaborados,Chuletas de cerdo sajonia,2.77,,,Bandeja,1 x 290 g
Carne,Empanados y elaborados,Lomo de cerdo ibérico adobado,4.82,,,Paquete,1 x 220 g
Carne,Empanados y elaborados,Callos preparados de ternera Rogusa,3.75,,,Paquete,1 x 500 g
Carne,Empanados y elaborados,Oreja de cerdo cocida adobada Rogusa,4.25,,,Paquete,1 x 500 g
Carne,Empanados y elaborados,Pincho amarillo de cerdo con perejil,4.1,,,Bandeja,1 x 500 g
Carne,Empanados y elaborados,Pinchos de pollo adobados,3.98,,,Bandeja,1 x 500 g
Carne,Empanados y elaborados,Lagrimitas de pollo al limón empanadas sin gluten,2.92,,,Bandeja,1 x 340 g
Carne,Empanados y elaborados,Fiambre lomo de cerdo adobado,3.5,,,Bandeja,1 x 370 g
Carne,Empanados y elaborados,Pechugas de pollo rellenas de jamón y queso empanadas sin gluten,4.55,,,Bandeja,1 x 450 g
Carne,Empanados y elaborados,Solomillos de pollo marinados empanados sin gluten,4.16,,,Bandeja,1 x 465 g
Carne,Empanados y elaborados,Libritos de cerdo rellenos de pimiento verde y jamón curado empanados sin gluten,3.84,,,Bandeja,1 x 380 g
Carne,Empanados y elaborados,Lomo de cerdo marinado empanado,3.3,,,Bandeja,1 x 400 g
Cereales y galletas,Cereales,Cereales rellenos de leche Hacendado,2.6,2.5,Hacendado,Caja,1 x 500 g
Cereales y galletas,Cereales,Mini cereales rellenos de leche Hacendado,1.95,1.9,Hacendado,Caja 5 bolsitas ,1 x 175 g
Cereales y galletas,Cereales,Cereales rellenos de chocolate y avellana Hacendado,2.15,2.1,Hacendado,Paquete,1 x 500 g
Cereales y galletas,Cereales,Cereales estrellas de maíz Stars Hacendado con miel,2.1,,Hacendado,Caja,1 x 400 g
Cereales y galletas,Cereales,Cereales copos de maíz Corn Flakes Hacendado 0% azúcares añadidos,1.5,,Hacendado,Caja,1 x 500 g
Cereales y galletas,Cereales,Cereales de arroz inflado Choco Rice Hacendado con chocolate,2.1,,Hacendado,Caja,1 x 500 g
Cereales y galletas,Cereales,Cereales copos de maíz Corn Flakes Kellogg's,3.0,,,Caja,1 x 500 g
Cereales y galletas,Cereales,Cereales de arroz inflado Choco Krispies Kellogg's con chocolate,3.55,,,Caja,1 x 420 g
Cereales y galletas,Cereales,Cereales copos de trigo Chocodays Hacendado con chocolate,1.8,,Hacendado,Caja,1 x 500 g
Cereales y galletas,Cereales,Cereales copos de maíz Corn Flakes Harvest Home sin gluten,2.59,,,Caja,1 x 375 g
Cereales y galletas,Cereales,Cereales rellenos de crema de cacao y avellana Hacendado sin gluten,2.25,,Hacendado,Paquete,1 x 400 g
Cereales y galletas,Cereales,Copos de avena Brüggen,0.95,,,Caja,1 x 500 g
Cereales y galletas,Cereales,Cereales copos de trigo integral y arroz Special K Classic,3.25,,,Caja,1 x 450 g
Cereales y galletas,Cereales,Muesli Crunchy Hacendado con chocolate,2.1,,Hacendado,Paquete,1 x 500 g
Cereales y galletas,Cereales,Cereales copos de trigo integral y arroz Hacendado 0% azúcares añadidos,2.05,2.0,Hacendado,Caja,1 x 500 g
Cereales y galletas,Cereales,Cereales copos de trigo espelta integral Hacendado 0% azúcares añadidos,1.75,1.7,Hacendado,Paquete,1 x 400 g
Cereales y galletas,Cereales,Cereales integrales copos de trigo Chocapic Nestlé con chocolate,3.95,3.35,,Caja,1 x 625 g
Cereales y galletas,Cereales,Muesli Crunchy Hacendado con frutos secos,2.1,,Hacendado,Paquete,1 x 500 g
Cereales y galletas,Cereales,Muesli Crunchy Hacendado 0% azúcares añadidos 0% edulcorantes,2.0,,Hacendado,Paquete,1 x 500 g
Cereales y galletas,Cereales,Cereales copos de trigo integral y arroz Hacendado bañados en chocolate con leche,2.35,,Hacendado,Caja,1 x 375 g
Cereales y galletas,Cereales,Cereales copos tostados de trigo integral y arroz Hacendado con chocolate,2.0,,Hacendado,Caja,1 x 425 g
Cereales y galletas,Cereales,Muesli Crunchy Hacendado con fruta,2.1,,Hacendado,Paquete,1 x 500 g
Cereales y galletas,Cereales,Avena molida Hacendado,1.11,,Hacendado,Paquete,1 x 500 g
Cereales y galletas,Cereales,Cereales All-Bran Kellogg's con chocolate,3.5,,,Caja,1 x 375 g
Cereales y galletas,Cereales,Salvado de avena Hacendado,1.65,,Hacendado,Paquete,1 x 500 g
Cereales y galletas,Cereales,Cereales y semillas granola Hacendado con frutos secos,2.4,,Hacendado,Paquete,1 x 400 g
Cereales y galletas,Cereales,Cereales con salvado de trigo Fibra Sticks Hacendado,1.8,,Hacendado,Caja,1 x 500 g
Cereales y galletas,Cereales,Muesli Hacendado con frutas,2.3,,Hacendado,Paquete,1 x 1 kg
Cereales y galletas,Cereales,Muesli Hacendado 50% frutas y frutos secos,1.95,,Hacendado,Paquete,1 x 500 g
Cereales y galletas,Cereales,Salvado de trigo integral Hacendado,1.35,,Hacendado,Paquete,1 x 250 g
Cereales y galletas,Cereales,"Muesli Hacendado con quinoa, chía y chocolate negro",2.25,,Hacendado,Paquete,1 x 400 g
Cereales y galletas,Cereales,Cereales Cereal Mix Hacendado 0% azúcares añadidos,2.4,,Hacendado,Paquete,1 x 375 g
Cereales y galletas,Cereales,Cereales avena Crunchy Hacendado,2.0,1.9,Hacendado,Caja,1 x 400 g
Cereales y galletas,Cereales,Copos crujientes de cereales Granola Hacendado con trozos de fresas,2.4,,Hacendado,Paquete,1 x 400 g
Cereales y galletas,Cereales,Barritas de cereales Hacendado chocolate con leche,1.4,,Hacendado,Caja 6 barritas ,1 x 120 g
Cereales y galletas,Cereales,Barritas de cereales Hacendado con chocolate blanco,1.3,,Hacendado,Caja 6 barritas ,1 x 127 g
Cereales y galletas,Cereales,Barritas de cereales muesli Hacendado con chocolate,1.4,,Hacendado,Caja 6 barritas ,1 x 138 g
Cereales y galletas,Cereales,Barritas de cereales con frutos secos Hacendado,1.65,,Hacendado,Caja 6 barritas ,1 x 150 g
Cereales y galletas,Cereales,Barritas Sustitutivo de comida Belladieta sabor avena y chocolate con leche,3.1,,,Caja 4 barritas ,1 x 120 g
Cereales y galletas,Cereales,Barritas con proteínas Enervit Sport sabor coco y chocolate,3.15,2.75,,Caja 3 barritas ,1 x 120 g
Cereales y galletas,Cereales,Barrita con proteínas Enervit Sport sabor chocolate negro,4.9,,,Caja 3 barritas ,1 x 180 g
Cereales y galletas,Cereales,Barritas de espelta Hacendado sabor manzana,1.5,,Hacendado,Caja 6 barritas ,1 x 120 g
Cereales y galletas,Cereales,Barritas de avena Hacendado con chocolate negro,2.35,,Hacendado,Caja 6 paquetes ,1 x 252 g
Cereales y galletas,Cereales,Barritas de galleta rellenas de arándanos Hacendado,1.5,,Hacendado,Caja 5 barritas ,1 x 125 g
Cereales y galletas,Cereales,Barritas 100% fruta de manzana y plátano Hacendado,1.75,,Hacendado,Caja 3 barritas ,1 x 90 g
Cereales y galletas,Cereales,Barritas de cereales Hacendado con cacahuetes sabor caramelo,1.7,,Hacendado,Caja 4 barritas ,1 x 138 g
Cereales y galletas,Galletas,Galletas María dorada Hacendado,1.6,1.55,Hacendado,Paquete 4 ud ,1 x 800 g
Cereales y galletas,Galletas,Galletas Divertidas con cereales Hacendado,2.15,2.05,Hacendado,Caja 10 paquetes ,1 x 411 g
Cereales y galletas,Galletas,Galletas tostadas Tosta Rica,3.0,,,Caja 3 paquetes ,1 x 570 g
Cereales y galletas,Galletas,Galletas tostadas Animadas Hacendado,1.7,1.6,Hacendado,Paquete 3 ud ,1 x 600 g
Cereales y galletas,Galletas,Galletas tostadas Hacendado,1.55,,Hacendado,Paquete 4 ud ,1 x 800 g
Cereales y galletas,Galletas,Galletas Relieve Hacendado,1.5,,Hacendado,Paquete 3 ud ,1 x 645 g
Cereales y galletas,Galletas,Galletas María dorada Hacendado 0% azúcares añadidos,1.55,,Hacendado,Caja 2 paquetes ,1 x 400 g
Cereales y galletas,Galletas,Galletas María Fontaneda,3.3,,,Caja 4 paquetes ,1 x 800 g
Cereales y galletas,Galletas,Galletas María sin gluten y sin lactosa Hacendado,1.55,,Hacendado,Paquete,1 x 205 g
Cereales y galletas,Galletas,Galletas tradicionales Hacendado,2.2,2.15,Hacendado,Caja 2 paquetes ,1 x 600 g
Cereales y galletas,Galletas,Galletas María Hacendado,1.6,1.55,Hacendado,Paquete 4 ud ,1 x 800 g
Cereales y galletas,Galletas,Galletas canela Hacendado,1.7,1.6,Hacendado,Caja 2 paquetes ,1 x 500 g
Cereales y galletas,Galletas,Galletas Digestive Hacendado,1.8,1.75,Hacendado,Paquete 2 ud ,1 x 800 g
Cereales y galletas,Galletas,Galletas Digestive avena Hacendado,1.15,,Hacendado,Paquete,1 x 425 g
Cereales y galletas,Galletas,Galletas Digestive 0% azúcares añadidos Hacendado,1.45,,Hacendado,Paquete,1 x 400 g
Cereales y galletas,Galletas,Galletas Cereales & fibra Hacendado,1.25,,Hacendado,Paquete,1 x 285 g
Cereales y galletas,Galletas,Galletas de espelta Hacendado 0% azúcares añadidos,1.25,,Hacendado,Paquete,1 x 200 g
Cereales y galletas,Galletas,Galletas Digestive fibra 23% Hacendado,1.7,,Hacendado,Paquete,1 x 400 g
Cereales y galletas,Galletas,Galletas María Integral Hacendado,1.65,1.6,Hacendado,Paquete 4 ud ,1 x 800 g
Cereales y galletas,Galletas,Galletas Digestive avena Hacendado,1.85,,Hacendado,Caja 8 paquetes ,1 x 384 g
Cereales y galletas,Galletas,Galletas Cookies Hacendado,1.2,1.15,Hacendado,Paquete,1 x 225 g
Cereales y galletas,Galletas,Galletas rebuenas Hacendado rellenas de chocolate,1.2,,Hacendado,Paquete,1 x 500 g
Cereales y galletas,Galletas,Galletas mini Oreo,1.95,1.65,,Caja 4 paquetes ,1 x 160 g
Cereales y galletas,Galletas,Galletas Chocominis sabor chocolate Hacendado,2.05,1.95,Hacendado,Caja,1 x 500 g
