categoria,subcategoria,descripcion,unidades,precio,marca
Despensa,"Conservas, aceites y condimentos",Champiñones Laminados Lata 185 Gr,"5,41 € / 1 Kg","1,00 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Salsa Bechamel Pack de 2 2 x 250 ml,"7,98 € / 1 L","3,99 €",PRESIDENT
Despensa,"Conservas, aceites y condimentos",Carne de Alcachofas Lata 240 Gr,"9,79 € / 1 Kg","2,35 €",PELLI
Despensa,"Conservas, aceites y condimentos",Sardinas en Tomate Lata 78 Gr,"14,74 € / 1 Kg","1,15 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Sardina en Aceite Girasol Lata 84 Gr,"13,69 € / 1 Kg","1,15 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Sardinas en Aceite Oliva Lata 84 Gr,"17,26 € / 1 Kg","1,45 €",CONSUM
Despensa,"Conservas, aceites y condimentos","Atún Claro Aceite Oliva Lata 72,5 Gr","21,38 € / 1 Kg","1,55 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Mejillones en Escabeche 8/12 Piezas 69 Gr,"34,78 € / 1 Kg","2,40 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Mejillones en Escabeche 13/18 Piezas 69 Gr,"26,09 € / 1 Kg","1,80 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Espinacas Frasco 425 Gr,"3,27 € / 1 Kg","1,39 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Patatas Pequeñas Entera Frasco 400 Gr,"4,88 € / 1 Kg","1,95 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Pimientos Piquillo Entero 8/12 Piezas Frasco 225 Gr,"5,73 € / 1 Kg","1,29 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Salsa Picante Louisiana 110 Gr,"11,73 € / 1 Kg","1,29 €",CHOVI
Despensa,"Conservas, aceites y condimentos",Sardinilla al Limón 6/8 Piezas Lata 60 Gr,"14,83 € / 1 Kg","0,89 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Sardinillas Picantes Lata 60 Gr,"14,17 € / 1 Kg","0,85 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Trozos de Calamar en Salsa Americana Pack 3 x 59 Gr,"10,45 € / 1 Kg","1,85 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Atún en Tomate Pack de 3 3 x 52 Gr,"12,82 € / 1 Kg","2,00 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Atún Claro Natural Pack de 3 3 x 56 Gr,"14,23 € / 1 Kg","2,39 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Atún Claro Aceite Girasol Pack de 3 3 x 52 Gr,"16,99 € / 1 Kg","2,65 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Atún Claro Bajo en Sal en Aceite de Oliva Pack 3 3 x 52 Gr,"18,27 € / 1 Kg","2,85 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Atún Claro Aceite Oliva Pack de 3 3 x 52 Gr,"18,91 € / 1 Kg","2,95 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Judías Verdes Anchas Frasco 360 Gr,"3,61 € / 1 Kg","1,30 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Bonito en Aceite de Oliva Lata 72 Gr,"24,86 € / 1 Kg","1,79 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Vinagre de Vino Blanco 1 L,"0,75 € / 1 L","0,75 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Vinagre de Manzana 1 L,"0,90 € / 1 L","0,90 €",CONSUM
Despensa,"Conservas, aceites y condimentos","Vinagre de Jerez Botella Cristal 0,25 L","8,00 € / 1 L","2,00 €",CONSUM
Despensa,"Conservas, aceites y condimentos","Vinagre Balsámico de Módena 0,25 L","5,40 € / 1 L","1,35 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Macedonia de Verduras Frasco 325 Gr,"2,77 € / 1 Kg","0,90 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Piña en su Jugo Pack de 3 3 x 136 Gr,"5,36 € / 1 Kg","2,25 €",PELLI
Despensa,"Conservas, aceites y condimentos",Piña en su Jugo 340 Gr,"4,85 € / 1 Kg","1,65 €",PELLI
Despensa,"Conservas, aceites y condimentos",Ajo Molido Tarro 58 Gr,"12,93 € / 1 Kg","0,75 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Canela Molida Tarro 39 Gr,"2,05 € / 100 Gr","0,80 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Colorante Alimenticio Tarro 60 Gr,"11,67 € / 1 Kg","0,70 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Orégano Tarro 12 Gr,"6,67 € / 100 Gr","0,80 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Perejil Tarro 8 Gr,"8,75 € / 100 Gr","0,70 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Piñones Caja 40 Gr,"7,38 € / 100 Gr","2,95 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Salsa Bechamel Brik 500 ml,"5,38 € / 1 L","2,69 €",RENY PICOT
Despensa,"Conservas, aceites y condimentos",Espárragos Extra 6/9 Piezas Frasco 325 Gr,"9,38 € / 1 Kg","3,05 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Ajoaceite Artesano 115 Gr,"14,70 € / 1 Kg","1,69 €",CAMPILLO
Despensa,"Conservas, aceites y condimentos",Melocotón en Almíbar Lata 480 Gr,"4,27 € / 1 Kg","2,05 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Melocotón en Almíbar Lata 240 Gr,"5,79 € / 1 Kg","1,39 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Navajas al Natural Lata 60 Gr,"53,17 € / 1 Kg","3,19 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Sal Yodada Bolsa 1 Kg,"0,35 € / 1 Kg","0,35 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Sal Fina Bolsa 1 Kg,"0,35 € / 1 Kg","0,35 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Sal Gruesa Bolsa 1 Kg,"0,35 € / 1 Kg","0,35 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Sal para Horneados Bolsa 2 Kg,"0,48 € / 1 Kg","0,95 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Atún Claro Aceite Oliva Pack de 6 6 x 52 Gr,"16,83 € / 1 Kg","5,25 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Alcachofas 16/20 Piezas Frasco 165 Gr,"17,27 € / 1 Kg","2,85 €",PELLI
Despensa,"Conservas, aceites y condimentos",Atún Claro Natural 0% M.G Pack de 3 3 x 56 Gr,"24,70 € / 1 Kg","4,15 €",CALVO
Despensa,"Conservas, aceites y condimentos",Melocotón en Almíbar Pack de 3 3 x 115 Gr,"6,81 € / 1 Kg","2,35 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Zamburiñas Salsa Vieira Lata 65 Gr,"30,00 € / 1 Kg","1,95 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Filetes de Caballa en Aceite Girasol Lata 80 Gr,"13,63 € / 1 Kg","1,09 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Filetes de Caballa Sur en Escabeche Lata 78 Gr,"12,69 € / 1 Kg","0,99 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Zumo de Limón Exprimido 280 ml,"4,11 € / 1 L","1,15 €",SOLIMON
Despensa,"Conservas, aceites y condimentos",Tomate Tamizado Lata 400 Gr,"2,25 € / 1 Kg","0,90 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Filete Atún Claro Aceite de Oliva Frasco 163 Gr,"33,68 € / 1 Kg","5,49 €",CALVO
Despensa,"Conservas, aceites y condimentos",Jugoso al Horno Hierbas Provenzales 34 Gr,"3,50 € / 100 Gr","1,19 €",MAGGI
Despensa,"Conservas, aceites y condimentos",Tomate Frito Brik Pack de 3 3 x 210 Gr,"3,10 € / 1 Kg","1,95 €",ORLANDO
Despensa,"Conservas, aceites y condimentos",Tomate Frito Aceite Oliva Brik Pack de 3 3 x 200 Gr,"2,33 € / 1 Kg","1,40 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Pimentón de la Vera Dulce Lata 70 Gr,"48,43 € / 1 Kg","3,39 €",MC CORMICK
Despensa,"Conservas, aceites y condimentos",Tomate Triturado Natural Lata 400 Gr,"3,98 € / 1 Kg","1,59 €",ORLANDO
Despensa,"Conservas, aceites y condimentos",Salsa con Soja 150 ml,"19,93 € / 1 L","2,99 €",HEINZ
Despensa,"Conservas, aceites y condimentos",Escamas de Sal Marina Caja 125 Gr,"24,72 € / 1 Kg","3,09 €",MALDON
Despensa,"Conservas, aceites y condimentos",Cebolla Crujiente Bote 100 Gr,"15,90 € / 1 Kg","1,59 €",ARGENTE
Despensa,"Conservas, aceites y condimentos",Filete de Caballa Sur Aceite de Oliva 80 Gr,"32,38 € / 1 Kg","2,59 €",PESASUR
Despensa,"Conservas, aceites y condimentos",Tomate con Pimiento Verde Lata 400 Gr,"3,38 € / 1 Kg","1,35 €",HIDA
Despensa,"Conservas, aceites y condimentos",Filetes de Melva Aceite de Oliva 80 Gr,"49,88 € / 1 Kg","3,99 €",PESASUR
Despensa,"Conservas, aceites y condimentos",Tomate Frito Brik 350 Gr,"2,54 € / 1 Kg","0,89 €",SOLIS
Despensa,"Conservas, aceites y condimentos",Aceite de Oliva Intenso 1 L,"13,99 € / 1 L","13,99 €",CARBONELL
Despensa,"Conservas, aceites y condimentos",Mayonesa Ajonesa Bote 400 ml,"7,98 € / 1 L","3,19 €",CHOVI
Despensa,"Conservas, aceites y condimentos",Tomate Frito Artesanal Frasco 300 Gr,"6,17 € / 1 Kg","1,85 €",LAS CORONAS
Despensa,"Conservas, aceites y condimentos",Tomate Frito Receta Tradicional Frasco 300 Gr,"5,50 € / 1 Kg","1,65 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Atún en Aceite Girasol Pack de 2 2 x 52 Gr,"18,17 € / 1 Kg","1,89 €",CABO PEÑAS
Despensa,"Conservas, aceites y condimentos",Salsa Romesco Tarro 290 Gr,"9,14 € / 1 Kg","2,65 €",D'ATENEA
Despensa,"Conservas, aceites y condimentos",Champiñones Enteros Lata 185 Gr,"7,84 € / 1 Kg","1,45 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Aceite de Semillas Botella 1 L,"3,15 € / 1 L","3,15 €",LA PISTA
Despensa,"Conservas, aceites y condimentos",Yemas de Espárragos Extra Frasco 110 Gr,"16,27 € / 1 Kg","1,79 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Acelgas Frasco 425 Gr,"4,12 € / 1 Kg","1,75 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Cebolla Frita Pack de 2 latas 2 x 155 Gr,"8,03 € / 1 Kg","2,49 €",HIDA
Despensa,"Conservas, aceites y condimentos",Tomate para Untar con Aceite y Ajo Tarrina 4 x 22 Gr,"14,66 € / 1 Kg","1,29 €",IBERITOS
Despensa,"Conservas, aceites y condimentos",Sardinas en Escabeche Lata 84 Gr,"13,33 € / 1 Kg","1,12 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Filetes de Caballa con Tomate Lata 78 Gr,"12,69 € / 1 Kg","0,99 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Ajonesa Bote 250 ml,"9,16 € / 1 L","2,29 €",CHOVI
Despensa,"Conservas, aceites y condimentos",Pimentón Dulce Lata 75 Gr,"28,67 € / 1 Kg","2,15 €",SABATER
Despensa,"Conservas, aceites y condimentos",Pimentón Dulce Lata 75 Gr,"37,20 € / 1 Kg","2,79 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Sazonador Ajo Perejil Tarro 43 Gr,"5,23 € / 100 Gr","2,25 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Bacalao a la Vizcaína Lata 70 Gr,"39,29 € / 1 Kg","2,75 €",CABO PEÑAS
Despensa,"Conservas, aceites y condimentos",Salsa Ligera Bocabajo 430 ml,"6,16 € / 1 L","2,65 €",LIGERESA
Despensa,"Conservas, aceites y condimentos",Menestra Verduras Frasco 400 Gr,"6,50 € / 1 Kg","2,60 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Sardinillas en Escabeche Lata 60 Gr,"13,33 € / 1 Kg","0,80 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Mejillones en Escabeche Pack de 3 3 x 43 Gr,"22,40 € / 1 Kg","2,89 €",CONSUM
Despensa,"Conservas, aceites y condimentos","Aderezo de Limón 0,5 L","1,58 € / 1 L","0,79 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Hierbas Provenzales Tarro 20 Gr,"4,00 € / 100 Gr","0,80 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Pimienta Negra Molida Tarro 44 Gr,"2,84 € / 100 Gr","1,25 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Tomillo Tarro 18 Gr,"3,89 € / 100 Gr","0,70 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Chipirones Rellenos en Aceite Girasol Lata 70 Gr,"32,71 € / 1 Kg","2,29 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Tomate Doble Concentrado Lata 170 Gr,"8,53 € / 1 Kg","1,45 €",HIDA
Despensa,"Conservas, aceites y condimentos",Sardinas en Aceite Oliva Lata 84 Gr,"19,64 € / 1 Kg","1,65 €",CALVO
Despensa,"Conservas, aceites y condimentos",Salsa Burger Bote 260 Gr,"8,81 € / 1 Kg","2,29 €",HELLMANN'S
Despensa,"Conservas, aceites y condimentos",Salsa Bolognese 400 Gr,"10,73 € / 1 Kg","4,29 €",BARILLA
Despensa,"Conservas, aceites y condimentos",Bonito del Norte en Aceite Oliva 82 Gr,"43,78 € / 1 Kg","3,59 €",ALBO
Despensa,"Conservas, aceites y condimentos",Tomate Frito con Aceite Oliva Virgen Extra Frasco 560 Gr,"4,73 € / 1 Kg","2,65 €",HELIOS
Despensa,"Conservas, aceites y condimentos","Vinagre de Vino Tinto 0,5 L","1,10 € / 1 L","0,55 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Judías Verdes Extra Finas Frasco 280 Gr,"16,75 € / 1 Kg","4,69 €",BONDUELLE
Despensa,"Conservas, aceites y condimentos",Colorante Alimentario Tarro 60 Gr,"35,83 € / 1 Kg","2,15 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Orégano Tarro 10 Gr,"22,50 € / 100 Gr","2,25 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Pimentón Dulce Tarro 45 Gr,"1,89 € / 100 Gr","0,85 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Ensalada California de Atún 150 Gr,"9,67 € / 1 Kg","1,45 €",CALVO
Despensa,"Conservas, aceites y condimentos",Melocotón Almibar Ligero Lata 480 Gr,"4,90 € / 1 Kg","2,35 €",SOL ARCHENA
Despensa,"Conservas, aceites y condimentos",Salsa Casera Tarro 430 ml,"6,16 € / 1 L","2,65 €",CALVÉ
Despensa,"Conservas, aceites y condimentos",Aceite de Oliva Virgen Extra 1 L,"15,95 € / 1 L","15,95 €",CARBONELL
Despensa,"Conservas, aceites y condimentos",Comino Molido Tarro 45 Gr,"1,78 € / 100 Gr","0,80 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Salsa Allioli Pet 250 ml,"9,16 € / 1 L","2,29 €",CHOVI
Despensa,"Conservas, aceites y condimentos",Bonito en Aceite de Oliva Tarro 160 Gr,"30,94 € / 1 Kg","4,95 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Salsa Miel y Mostaza 400 ml,"9,38 € / 1 L","3,75 €",HEINZ
Despensa,"Conservas, aceites y condimentos",Mayonesa Bocabajo 500 ml,"4,50 € / 1 L","2,25 €",YBARRA
Despensa,"Conservas, aceites y condimentos",Mejillones en Escabeche 4/6 Piezas 72 Gr,"48,47 € / 1 Kg","3,49 €",NAVAL
Despensa,"Conservas, aceites y condimentos",Mayonesa Bocabajo 430 ml,"7,56 € / 1 L","3,25 €",HELLMANN'S
Despensa,"Conservas, aceites y condimentos",Bonito del Norte en Aceite de Oliva 260 Gr,"36,12 € / 1 Kg","9,39 €",CONSORCIO
Despensa,"Conservas, aceites y condimentos",Piñones Pelados Tarro 45 Gr,"11,09 € / 100 Gr","4,99 €",SABATER
Despensa,"Conservas, aceites y condimentos",Salsa Cocktail Tarro Cristal 225 ml,"7,51 € / 1 L","1,69 €",YBARRA
Despensa,"Conservas, aceites y condimentos",Canela en Rama Tarro 10 Gr,"7,50 € / 100 Gr","0,75 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Romero Tarro 24 Gr,"3,54 € / 100 Gr","0,85 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Jugoso al Horno Ajillo al Toque de Perejil 34 Gr,"3,31 € / 100 Gr","1,19 €",MAGGI
Despensa,"Conservas, aceites y condimentos",Jugoso al Horno a la Barbacoa 30 Gr,"3,97 € / 100 Gr","1,19 €",MAGGI
Despensa,"Conservas, aceites y condimentos",Salsa Soja con Menos Sal 250 ml,"19,56 € / 1 L","4,89 €",KIKKOMAN
Despensa,"Conservas, aceites y condimentos","Aceite de Oliva Virgen Extra Gran Selección 0,75 L","13,27 € / 1 L","9,95 €",CARBONELL
Despensa,"Conservas, aceites y condimentos",Molinillo Sal Rosa del Himalaya 105 Gr,"21,43 € / 1 Kg","2,25 €",TOQUE
Despensa,"Conservas, aceites y condimentos",Atún Claro en Escabeche Pack de 3 3 x 52 Gr,"15,96 € / 1 Kg","2,49 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Sazonador Guacamole 20 Gr,"6,95 € / 100 Gr","1,39 €",OLD EL PASO
Despensa,"Conservas, aceites y condimentos",Aceite de Oliva Intenso Summun 1 L,"10,49 € / 1 L","10,49 €",LA MASIA
Despensa,"Conservas, aceites y condimentos",Sardinas Bajas en Sal en Aceite de Oliva 84 Gr,"23,69 € / 1 Kg","1,99 €",CABO PEÑAS
Despensa,"Conservas, aceites y condimentos",Sazonador Burritos Sobre 40 Gr,"3,48 € / 100 Gr","1,39 €",OLD EL PASO
Despensa,"Conservas, aceites y condimentos",Colorante Alimentario en Sobres 45 Gr,"3,67 € / 100 Gr","1,65 €",SABATER
Despensa,"Conservas, aceites y condimentos",Ajo Tarro 58 Gr,"43,97 € / 1 Kg","2,55 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Pimienta Cayena Molida Tarro 38 Gr,"6,18 € / 100 Gr","2,35 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Nuez Moscada Entera Tarro 25 Gr,"13,80 € / 100 Gr","3,45 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Nuez Moscada Molida Tarro 32 Gr,"9,03 € / 100 Gr","2,89 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Pimienta Negra Molida Tarro 40 Gr,"6,98 € / 100 Gr","2,79 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Salsa Worcestershire Botella 150 ml,"21,67 € / 1 L","3,25 €",LEA&PERRINS
Despensa,"Conservas, aceites y condimentos",Salsa Picante 60 ml,"64,17 € / 1 L","3,85 €",TABASCO
Despensa,"Conservas, aceites y condimentos",Mostaza a L'Ancienne Frasco 210 Gr,"17,10 € / 1 Kg","3,59 €",MAILLE
Despensa,"Conservas, aceites y condimentos",Clavos Enteros Tarro 23 Gr,"14,13 € / 100 Gr","3,25 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Hierbabuena Tarro 13 Gr,"18,08 € / 100 Gr","2,35 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Pebrella Tarro 15 Gr,"17,93 € / 100 Gr","2,69 €",SABATER
Despensa,"Conservas, aceites y condimentos",Preparado Gazpacho Caja 6 Gr,"24,83 € / 100 Gr","1,49 €",SABATER
Despensa,"Conservas, aceites y condimentos",Cardo Frasco 400 Gr,"4,38 € / 1 Kg","1,75 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Trozos de Calamar en Tinta Pack de 3 3 x 59 Gr,"11,30 € / 1 Kg","2,00 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Trufa Natural Tarro 10 Gr,"34,50 € / 100 Gr","3,45 €",LEYENDA
Despensa,"Conservas, aceites y condimentos",Mejillones Salsa Vieira 13/18 Piezas 69 Gr,"27,54 € / 1 Kg","1,90 €",CONSUM
Despensa,"Conservas, aceites y condimentos","Azafrán Molido Sobres 0,3 Gr","1.183,33 € / 100 Gr","3,55 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Ñoras Caja 20 Gr,"14,95 € / 100 Gr","2,99 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Albahaca Tarro 15 Gr,"5,00 € / 100 Gr","0,75 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Guindilla Entera Tarro 11 Gr,"8,18 € / 100 Gr","0,90 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Eneldo Tarro 15 Gr,"6,60 € / 100 Gr","0,99 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Pimentón Picante Tarro 38 Gr,"2,37 € / 100 Gr","0,90 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Pimienta Blanca Molida Tarro 43 Gr,"2,91 € / 100 Gr","1,25 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Pimienta Negra en Grano Tarro 48 Gr,"2,29 € / 100 Gr","1,10 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Ensalada Pasta con Atún Bol 240 Gr,"9,96 € / 1 Kg","2,39 €",CARRETILLA
Despensa,"Conservas, aceites y condimentos",Jengibre Tarro 26 Gr,"9,58 € / 100 Gr","2,49 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Salsa Curry con Mango 225 Gr,"10,89 € / 1 Kg","2,45 €",HEINZ
Despensa,"Conservas, aceites y condimentos","Azafrán en Hebras Caja 0,36 Gr","791,67 € / 100 Gr","2,85 €",SABATER
Despensa,"Conservas, aceites y condimentos","Azafrán Molido Caja 0,5 Gr","570,00 € / 100 Gr","2,85 €",SABATER
Despensa,"Conservas, aceites y condimentos",Habitas Fritas Baby. Frasco 140 Gr,"23,21 € / 1 Kg","3,25 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Allioli Artesano con Aceite de Oliva 150 Gr,"12,33 € / 1 Kg","1,85 €",CHOVI
Despensa,"Conservas, aceites y condimentos",Ajonjolí Semillas de Sésamo 50 Gr,"5,76 € / 100 Gr","2,59 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Salsa Cesar para Ensaladas 250 ml,"10,76 € / 1 L","2,69 €",CHOVI
Despensa,"Conservas, aceites y condimentos",Salsa Yogurt para Ensaladas 250 ml,"10,76 € / 1 L","2,69 €",CHOVI
Despensa,"Conservas, aceites y condimentos",Ensaladilla Rusa Bol 240 Gr,"9,96 € / 1 Kg","2,39 €",CARRETILLA
Despensa,"Conservas, aceites y condimentos",Sazonador Oriental Tarro 32 Gr,"8,91 € / 100 Gr","2,85 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Ensalada Rusa con Atún 150 Gr,"9,67 € / 1 Kg","1,45 €",CALVO
Despensa,"Conservas, aceites y condimentos",Sazonador Carnes Tarro 17 Gr,"16,76 € / 100 Gr","2,85 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Sazonador Espaguetis Tarro 32 Gr,"8,91 € / 100 Gr","2,85 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Cilantro Hojas Tarro 7 Gr,"34,14 € / 100 Gr","2,39 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Sazonador Italia Tarro 30 Gr,"9,50 € / 100 Gr","2,85 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Sazonador México Tarro 40 Gr,"7,13 € / 100 Gr","2,85 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Sazonador Marruecos Tarro 32 Gr,"8,91 € / 100 Gr","2,85 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Salsa de Miel y Mostaza 255 Gr,"10,55 € / 1 Kg","2,69 €",CHOVI
Despensa,"Conservas, aceites y condimentos",Filete de Caballa del Sur Aceite de Girasol 342 Gr,"20,44 € / 1 Kg","6,99 €",PESASUR
Despensa,"Conservas, aceites y condimentos",Espárrago 6/8 D.O. Navarra. Frasco 205 Gr,"27,76 € / 1 Kg","5,69 €",DANTZA
Despensa,"Conservas, aceites y condimentos",Molinillo Pimienta Negra Tarro 35 Gr,"3,71 € / 100 Gr","1,30 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Molinillo Pimienta 4 Bayas Tarro 34 Gr,"3,38 € / 100 Gr","1,15 €",CONSUM
Despensa,"Conservas, aceites y condimentos",Salsa Kebab White Bote 250 ml,"9,16 € / 1 L","2,29 €",CHOVI
Despensa,"Conservas, aceites y condimentos",Eneldo Frasco 10 Gr,"23,50 € / 100 Gr","2,35 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Hierbas Provenzales Frasco 18 Gr,"13,06 € / 100 Gr","2,35 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Comino Molido Frasco 28 Gr,"8,39 € / 100 Gr","2,35 €",DUCROS
Despensa,"Conservas, aceites y condimentos","Cebollino Frasco 2,5 Gr","94,00 € / 100 Gr","2,35 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Cebolla Frasco 30 Gr,"7,83 € / 100 Gr","2,35 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Canela 5 Ramas Paquete 22 Gr,"25,23 € / 100 Gr","5,55 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Albahaca Frasco 12 Gr,"19,58 € / 100 Gr","2,35 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Romero Frasco 23 Gr,"10,22 € / 100 Gr","2,35 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Pimienta Negra Entera Frasco 48 Gr,"6,44 € / 100 Gr","3,09 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Pimienta Cayena Entera Frasco 11 Gr,"21,36 € / 100 Gr","2,35 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Pimienta Blanca Molida Frasco 40 Gr,"7,73 € / 100 Gr","3,09 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Pimentón Picante Frasco 37 Gr,"6,35 € / 100 Gr","2,35 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Paella Marinera Sobre 9 Gr,"27,67 € / 100 Gr","2,49 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Pimentón Dulce Frasco 40 Gr,"5,88 € / 100 Gr","2,35 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Calamares en Salsa Americana 72 Gr,"36,81 € / 1 Kg","2,65 €",ALBO
Despensa,"Conservas, aceites y condimentos",Gran Salsa Mostaza Bote 257 Gr,"8,91 € / 1 Kg","2,29 €",HELLMANN'S
Despensa,"Conservas, aceites y condimentos",Guisantes Extra Finos Frasco 465 Gr,"8,37 € / 1 Kg","3,89 €",BONDUELLE
Despensa,"Conservas, aceites y condimentos",Ensalada Mediterránea Frasco 300 Gr,"12,30 € / 1 Kg","3,69 €",BONDUELLE
Despensa,"Conservas, aceites y condimentos",Salsa Barbacoa Classic Pet 400 ml,"7,27 € / 1 Kg","3,49 €",HEINZ
Despensa,"Conservas, aceites y condimentos",Mostaza a la Miel Frasco 230 Gr,"15,61 € / 1 Kg","3,59 €",MAILLE
Despensa,"Conservas, aceites y condimentos",Canela Molida Saigón Frasco 40 Gr,"9,48 € / 100 Gr","3,79 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Curry Tradición Frasco 53 Gr,"71,51 € / 1 Kg","3,79 €",DUCROS
Despensa,"Conservas, aceites y condimentos",Preparado para Paella Frasco 53 Gr,"52,64 € / 1 Kg","2,79 €",SABATER
