categoria,subcategoria,descripcion,unidades,precio,marca
Frescos,Carnicería,Embutido Mixto,"8,69 € / 1 Kg","4,35 €",CONSUM
Frescos,Carnicería,Mini Brocheta Curry 240 Gr,"12,46 € / 1 Kg","2,99 €",CONSUM
Frescos,Carnicería,Escalopín de Lomo Tierno 600 Gr,"9,32 € / 1 Kg","5,59 €",ELPOZO
Frescos,Carnicería,Chorizo Tipo Pueblo,"7,99 € / 1 Kg","3,60 €",CONSUM
Frescos,Carnicería,Barbacoa Mini,"8,49 € / 1 Kg","2,55 €",CONSUM
Frescos,Carnicería,Botifarrón de Carne,"8,29 € / 1 Kg","2,49 €",CONSUM
Frescos,Carnicería,Morcilla de Cebolla Oreada,"7,29 € / 1 Kg","2,56 €",CONSUM
Frescos,Carnicería,Blanquet,"7,49 € / 1 Kg","1,87 €",CONSUM
Frescos,Carnicería,Hígado de Cordero - Servicio todos los días excepto lunes y martes,"11,50 € / 1 Kg","4,60 €",CARNES FRESC
Frescos,Carnicería,Forro de Cerdo,"6,39 € / 1 Kg","3,20 €",CONSUM
Frescos,Carnicería,Lomo Añojo,"21,95 € / 1 Kg","6,59 €",CONSUM
Frescos,Carnicería,Blanco y Rojo,"9,49 € / 1 Kg","4,27 €",CONSUM
Frescos,Carnicería,Tocino de Cerdo,"4,75 € / 1 Kg","0,95 €",CONSUM
Frescos,Carnicería,Patas de Ternera,"8,25 € / 1 Kg","2,06 €",CONSUM
Frescos,Carnicería,Ossobuco de Cerdo,"6,99 € / 1 Kg","2,80 €",CONSUM
Frescos,Carnicería,Chuletas de Paletilla,"20,50 € / 1 Kg","8,20 €",CONSUM
Frescos,Carnicería,Chuletas de Cuello - Servicio todos los días excepto lunes y martes,"13,00 € / 1 Kg","4,56 €",CONSUM
Frescos,Carnicería,Garreta / Brazuelo - Servicio todos los días excepto lunes y martes,"13,00 € / 1 Kg","7,18 €",CONSUM
Frescos,Carnicería,Chuletas de Pierna - Servicio todos los días excepto lunes y martes,"19,00 € / 1 Kg","9,50 €",CONSUM
Frescos,Carnicería,Paletillas de Conejo,"17,35 € / 1 Kg","6,09 €",CONSUM
Frescos,Carnicería,Entrecot de Novillo Argentino,"38,50 € / 1 Kg","11,56 €",CARNES FELIX
Frescos,Carnicería,Secreto de Cerdo,"7,10 € / 1 Kg","4,28 €",CONSUM
Frescos,Carnicería,Carrillada de Vacuno,"16,50 € / 1 Kg","5,79 €",CONSUM
Frescos,Carnicería,Lomos de Conejo,"13,40 € / 1 Kg","4,70 €",CONSUM
Frescos,Carnicería,Estofado de Pavo,"7,90 € / 1 Kg","4,76 €",ALDELIS
Frescos,Carnicería,Pechuga de Pavo Adobada Pimentón,"9,75 € / 1 Kg","4,39 €",ALDELIS
Frescos,Carnicería,Lomo Extra Ajillo,"8,45 € / 1 Kg","2,96 €",LORIENTE
Frescos,Carnicería,Taco Añojo para Guisar,"13,95 € / 1 Kg","2,79 €",CONSUM
Frescos,Carnicería,Solomillo al Romero,"11,50 € / 1 Kg","6,93 €",EL POZO
Frescos,Carnicería,Churrasquitos de Cordero - Servicio todos los días excepto lunes y martes,"14,25 € / 1 Kg","5,70 €",CONSUM
Frescos,Carnicería,Muslo de Pollo Deshuesado,"5,90 € / 1 Kg","2,95 €",CONSUM
Frescos,Carnicería,Cuarto Trasero de Pollo Certificado,"4,95 € / 1 Kg","2,73 €",CONSUM
Frescos,Carnicería,Pechuga Fileteada de Pollo Certificado,"9,50 € / 1 Kg","5,72 €",CONSUM
Frescos,Carnicería,Lomo Adobado Horno Artesano 500 Gr,"9,30 € / 1 Kg","4,65 €",EL POZO
Frescos,Carnicería,Rabo de Cerdo Cocido 500 Gr,"8,38 € / 1 Kg","4,19 €",FERGONVI
Frescos,Carnicería,Alas Partidas de Pollo Certificado,"7,45 € / 1 Kg","3,73 €",CONSUM
Frescos,Carnicería,Burger de Pollo Certificado 2 Unidades 240 Gr,"11,88 € / 1 Kg","2,85 €",CONSUM
Frescos,Carnicería,Cuartos Traseros Pollo Familiar,"3,20 € / 1 Kg","6,40 €",CONSUM
Frescos,Carnicería,Torreznos de Soria,"17,50 € / 1 Kg","3,94 €",LA HOGUERA
Frescos,Carnicería,Bolitas de Carne Cerdo y Ternera 225 Gr,"12,67 € / 1 Kg","2,85 €",CONSUM
Frescos,Carnicería,Pinchos de Pollo al Pimentón 320 Gr,"10,47 € / 1 Kg","3,35 €",CONSUM
Frescos,Carnicería,Costilla de Cerdo Al Ajillo,"10,99 € / 1 Kg","7,74 €",
Frescos,Carnicería,Costilla de Cerdo Adobada,"10,99 € / 1 Kg","7,74 €",
Frescos,Carnicería,Lomo Cerdo Ibérico,"25,99 € / 1 Kg","8,66 €",FINURA
Frescos,Carnicería,Presa Cerdo Ibérico,"35,99 € / 1 Kg","10,81 €",FINURA
Frescos,Carnicería,Filetes Redondo Añojo,"15,95 € / 1 Kg","5,60 €",CONSUM
Frescos,Carnicería,Filete 1ª de Añojo Planchar-Freír,"14,95 € / 1 Kg","5,25 €",CONSUM
Frescos,Carnicería,Filete Extra Fino Pechuga de Pollo,"9,29 € / 1 Kg","3,26 €",CONSUM
Frescos,Carnicería,Oreja Cerdo Cocida y Troceada 375 Gr,"8,51 € / 1 Kg","3,19 €",FERGONVI
Frescos,Carnicería,Burger Entrecot de Vaca 240 Gr,"16,46 € / 1 Kg","3,95 €",ROLER
Frescos,Carnicería,Mini Burgers Mixta 280 Gr,"9,64 € / 1 Kg","2,70 €",ROLER
Frescos,Carnicería,Longaniza de Pollo,"7,50 € / 1 Kg","2,78 €",CONSUM
Frescos,Carnicería,Lomo Ibérico Adobado,"25,99 € / 1 Kg","9,12 €",FINURA
Frescos,Carnicería,Pechuga Extrafina Pavo,"10,55 € / 1 Kg","3,77 €",CONSUM
Frescos,Carnicería,Lomo Empanado,"8,99 € / 1 Kg","3,60 €",CONSUM
Frescos,Carnicería,Hamburguesa de Ternera Ecológica 240 Gr,"16,63 € / 1 Kg","3,99 €",COREN
Frescos,Carnicería,Longaniza Pascuera,"11,59 € / 1 Kg","4,07 €",CONSUM
Frescos,Carnicería,Huesos de Ternera,"6,25 € / 1 Kg","1,56 €",CONSUM
Frescos,Carnicería,Muslitos de Pollo Certificado,"6,30 € / 1 Kg","5,21 €",CONSUM
Frescos,Carnicería,Patas de Pollo Limpias,"4,05 € / 1 Kg","1,62 €",CONSUM
Frescos,Carnicería,Codorniz 2 Unidades 300 Gr,"14,50 € / 1 Kg","4,35 €",CONSUM
Frescos,Carnicería,Taquitos Adobados,"8,75 € / 1 Kg","3,07 €",CONSUM
Frescos,Carnicería,Escalopin Lomo Adob. Extra Tierno 600 Gr,"9,32 € / 1 Kg","5,59 €",EL POZO
Frescos,Carnicería,Burger Ibérica 240 Gr,"10,83 € / 1 Kg","2,60 €",EL POZO
Frescos,Carnicería,Chuleta Sajonia,"10,60 € / 1 Kg","4,24 €",EL POZO
Frescos,Carnicería,Higaditos de Pollo 300 Gr,"5,17 € / 1 Kg","1,55 €",CONSUM
Frescos,Carnicería,Mollejas de Pollo 300 Gr,"5,33 € / 1 Kg","1,60 €",CONSUM
Frescos,Carnicería,Chuleta Vaca Madurada,"28,75 € / 1 Kg","8,05 €",DALICIA
Frescos,Carnicería,Solomillo Vaca Madurada,"37,50 € / 1 Kg","11,26 €",DALICIA
Frescos,Carnicería,Albondigas de Pollo 350 Gr,"9,00 € / 1 Kg","3,15 €",CONSUM
Frescos,Carnicería,Burger con Secreto de Cerdo 240 Gr,"12,04 € / 1 Kg","2,89 €",ROLER
Frescos,Carnicería,Preparado Caldo Suave,"5,89 € / 1 Kg","5,31 €",CONSUM
Frescos,Carnicería,Costillitas de Conejo,"8,45 € / 1 Kg","3,38 €",CONSUM
Frescos,Carnicería,Pincho Andaluz de Cerdo,"11,50 € / 1 Kg","3,45 €",ROLER
Frescos,Carnicería,Chuleta de Pavo,"8,05 € / 1 Kg","4,85 €",CONSUM
Frescos,Carnicería,Pechuga Pollo Marinada al Ajillo,"8,29 € / 1 Kg","3,73 €",ALDELIS
Frescos,Carnicería,Burger Meat de Pavo 240 Gr,"11,21 € / 1 Kg","2,69 €",ALDELIS
Frescos,Carnicería,Nuggets de Pollo 255 Gr,"9,76 € / 1 Kg","2,49 €",CONSUM
Frescos,Carnicería,Alitas Brooklyn Barbacoa,"5,49 € / 1 Kg","3,31 €",PUJANTE
Frescos,Carnicería,Kebab de Pollo con dos salsas 334 Gr,"10,33 € / 1 Kg","3,45 €",ALDELIS
Frescos,Carnicería,Extratierno de Pechuga Pollo,"10,45 € / 1 Kg","3,67 €",CONSUM
Frescos,Carnicería,Choricitos Picantes,"9,39 € / 1 Kg","2,35 €",CONSUM
Frescos,Carnicería,Estofado de Añojo,"13,95 € / 1 Kg","5,58 €",CONSUM
Frescos,Carnicería,Filete Cadera Babilla Ternera Gallega,"19,95 € / 1 Kg","7,00 €",COREN
Frescos,Carnicería,Filete Pechuga de Pollo Empanado,"8,29 € / 1 Kg","4,15 €",NATURAVIA
Frescos,Carnicería,Solomillo Pollo Empanado,"9,55 € / 1 Kg","4,78 €",NATURAVIA
Frescos,Carnicería,Alas Crunchy Chicken,"6,99 € / 1 Kg","3,50 €",NATURAVIA
Frescos,Carnicería,Burger Pollo y Verduras 240 Gr,"11,04 € / 1 Kg","2,65 €",CONSUM
Frescos,Carnicería,Burger de Pollo y Queso 360 Gr,"11,08 € / 1 Kg","3,99 €",CONSUM
Frescos,Carnicería,Huesos Blancos Salados,"4,69 € / 1 Kg","1,41 €",ARTESAL
Frescos,Carnicería,Panceta Iberica Salada,"7,39 € / 1 Kg","2,22 €",ARTESAL
Frescos,Carnicería,Tortitas Pollo Asado con Queso Fundido 270 Gr,"10,33 € / 1 Kg","2,79 €",ALDELIS
Frescos,Carnicería,Solomillo de Añojo,"39,95 € / 1 Kg","12,00 €",COREN
Frescos,Carnicería,Tira de Costilla de Cerdo .,"10,75 € / 1 Kg","9,68 €",MAFRICA
Frescos,Carnicería,Burger Angus M.Vergara 2 Unidades 320 Gr,"16,84 € / 1 Kg","5,39 €",M. VERGARA
Frescos,Carnicería,Medallón Solomillo Pavo Fino,"12,03 € / 1 Kg","3,61 €",CONSUM
Frescos,Carnicería,Dipper de Pollo y Queso 250 Gr,"11,00 € / 1 Kg","2,75 €",SEÑOR POLLO
Frescos,Carnicería corte,Añojo para Guisar,"12,95 € / 1 Kg","13,95 €
12,95 €",
Frescos,Carnicería corte,Croquetas de Cocido 62 Gr,"8,80 € / 1 Kg","0,65 €
0,55 €",
Frescos,Carnicería corte,Burger Meat Vacuno y Cebolla Caramelizada 150 Gr,"11,94 € / 1 Kg","1,99 €
1,79 €",
Frescos,Carnicería corte,Pechuga de Pollo,"7,25 € / 1 Kg","1,89 €",
Frescos,Carnicería corte,Cuarto Trasero de Pollo,"3,70 € / 1 Kg","1,48 €",
Frescos,Carnicería corte,"Pollo Limpio Entero o Mitades - Entero 2,2 kg aprox","3,25 € / 1 Kg","7,22 €",
Frescos,Carnicería corte,Choricitos,"9,39 € / 1 Kg","0,14 €",
Frescos,Carnicería corte,Solomillo de Cerdo,"8,80 € / 1 Kg","3,52 €",
Frescos,Carnicería corte,Alas de Pollo,"4,70 € / 1 Kg","0,52 €",
Frescos,Carnicería corte,Longaniza Tipo Requena,"11,49 € / 1 Kg","0,57 €",
Frescos,Carnicería corte,Chorizo Tipo de Pueblo,"7,99 € / 1 Kg","0,40 €",
Frescos,Carnicería corte,Morcilla de Cebolla Oreada,"7,29 € / 1 Kg","0,49 €",
Frescos,Carnicería corte,"Conejo Entero o Mitades - Entero 1,2 kg aprox","8,15 € / 1 Kg","9,06 €",
Frescos,Carnicería corte,"Pollo Entero o Mitades Certificado - Entero 2,2 kg aprox","4,60 € / 1 Kg","10,22 €",CONSUM
Frescos,Carnicería corte,Burger Meat Entrecot de Aguja Unidad 120 Gr,"15,75 € / 1 Kg","1,89 €",
Frescos,Carnicería corte,Costilla de Añojo,"11,95 € / 1 Kg","2,99 €",
Frescos,Carnicería corte,Longaniza Extra,"6,89 € / 1 Kg","0,34 €",
Frescos,Carnicería corte,Costilla de Cerdo,"7,84 € / 1 Kg","1,18 €",
Frescos,Carnicería corte,Blanquet Granel,"7,49 € / 1 Kg","0,44 €",
Frescos,Carnicería corte,Huesos de Añojo,"5,85 € / 1 Kg","1,29 €",
Frescos,Carnicería corte,Pelota Cocido,"8,29 € / 1 Kg","2,07 €",
Frescos,Carnicería corte,Cuarto Trasero de Pollo Certificado,"4,95 € / 1 Kg","1,65 €",CONSUM
Frescos,Carnicería corte,Higaditos de Conejo,"10,75 € / 1 Kg","1,51 €",
Frescos,Carnicería corte,Entrecot de Novillo Argentino,"38,50 € / 1 Kg","5,75 €",
Frescos,Carnicería corte,Filete Solomillo de Añojo,"39,95 € / 1 Kg","5,96 €",
Frescos,Carnicería corte,Cabeza de Lomo sin Hueso,"6,84 € / 1 Kg","0,62 €",
Frescos,Carnicería corte,Chuleta Aguja de Cerdo,"6,39 € / 1 Kg","0,83 €",
Frescos,Carnicería corte,Chuleta de Lomo Cerdo,"6,59 € / 1 Kg","0,82 €",
Frescos,Carnicería corte,Panceta de Cerdo,"7,11 € / 1 Kg","0,55 €",
Frescos,Carnicería corte,Filete Lomo de Cerdo,"7,19 € / 1 Kg","0,47 €",
Frescos,Carnicería corte,Lomo Entrecot de Ternera Gallega,"31,50 € / 1 Kg","9,46 €",
Frescos,Carnicería corte,Babilla Añojo,"16,50 € / 1 Kg","2,46 €",
Frescos,Carnicería corte,Filete Solomillo de Ternera Gallega,"49,50 € / 1 Kg","7,39 €",
Frescos,Carnicería corte,Caretas de Cerdo,"5,69 € / 1 Kg","9,48 €",
Frescos,Carnicería corte,Rabos de Cerdo,"5,39 € / 1 Kg","2,70 €",
Frescos,Carnicería corte,Papada de Cerdo,"6,59 € / 1 Kg","0,59 €",
Frescos,Carnicería corte,Patas de cerdo,"6,20 € / 1 Kg","2,48 €",
Frescos,Carnicería corte,Tocino Blanco de Cerdo,"4,75 € / 1 Kg","4,75 €",
Frescos,Carnicería corte,Carrillada de Cerdo con Hueso,"11,99 € / 1 Kg","3,60 €",
Frescos,Carnicería corte,Espinazo de Cerdo,"4,49 € / 1 Kg","0,67 €",
Frescos,Carnicería corte,Magro de Jamón,"6,35 € / 1 Kg","0,57 €",
Frescos,Carnicería corte,Estofado de Cerdo,"6,25 € / 1 Kg","6,25 €",
Frescos,Carnicería corte,Rabo de Añojo,"15,95 € / 1 Kg","15,95 €",
Frescos,Carnicería corte,Ternera Gallega para Guisar,"15,95 € / 1 Kg","15,95 €",
Frescos,Carnicería corte,Longaniza Pascuera,"11,59 € / 1 Kg","0,72 €",
Frescos,Carnicería corte,Burger Meat Vacuno 120 Gr,"10,42 € / 1 Kg","1,25 €",
Frescos,Carnicería corte,Burger Meat Pollo 120 Gr,"9,92 € / 1 Kg","1,19 €",
Frescos,Carnicería corte,Burger Meat Angus 130 Gr,"19,15 € / 1 Kg","2,49 €",
Frescos,Carnicería corte,Triángulo Pavo y Queso Empanado 36 Gr,"1,81 € / 100 Gr","0,65 €",
Frescos,Carnicería corte,Solomillos Empanados,"9,89 € / 1 Kg","0,79 €",
Frescos,Carnicería corte,Burger Meat de Pollo con Calabacin y Queso 125 Gr,"10,80 € / 1 Kg","1,35 €",
Frescos,Carnicería corte,Croqueta Carrillera 50 Gr,"13,00 € / 1 Kg","0,65 €",
Frescos,Carnicería corte,Croqueta de la Abuela Pollo y Jamón 62 Gr,"10,40 € / 1 Kg","0,65 €",
Frescos,Carnicería corte,"Chuletón de Cerdo Ibérico - Disponible jueves, viernes y sábado","15,99 € / 1 Kg","2,00 €",EL POZO
Frescos,Carnicería corte,Pierna Entera Cordero,"18,90 € / 1 Kg","32,59 €",
Frescos,Carnicería corte,Paletilla de Cordero,"19,90 € / 1 Kg","19,90 €",
Frescos,Carnicería corte,Chuletillas de Cordero,"25,50 € / 1 Kg","1,53 €",
Frescos,Carnicería corte,Chuletas de Pierna,"19,00 € / 1 Kg","2,00 €",
Frescos,Carnicería corte,Chuletas de Paletilla,"20,50 € / 1 Kg","1,23 €",
Frescos,Carnicería corte,Filete Extra Añojo,"19,80 € / 1 Kg","3,96 €",
Frescos,Carnicería corte,Cordero al Tajo Cuartos,"17,95 € / 1 Kg","17,95 €",
Frescos,Carnicería corte,Cuellos de Cordero,"13,00 € / 1 Kg","6,50 €",
Frescos,Carnicería corte,Falda y Pecho de Cordero,"13,00 € / 1 Kg","6,50 €",
Frescos,Carnicería corte,Ossobuco de Añojo,"11,95 € / 1 Kg","4,78 €",
Frescos,Carnicería corte,Filete muy Tierno de Ternera Gallega,"23,90 € / 1 Kg","3,57 €",
Frescos,Carnicería corte,Filete Tierno de Ternera Gallega,"20,95 € / 1 Kg","3,13 €",
Frescos,Carnicería corte,Burger Meat Pollo y Zanahoria 125 Gr,"11,12 € / 1 Kg","1,39 €",
Frescos,Carnicería corte,Librito de Pollo Relleno de York y Queso 98 Gr,"13,16 € / 1 Kg","1,29 €",
Frescos,Carnicería corte,Burger de Pollo 2 Quesos 120 Gr,"12,08 € / 1 Kg","1,45 €",
Frescos,Charcutería,Salchichas Wieners 200 Gr,"6,00 € / 1 Kg","1,35 €
1,20 €",OSCAR MAYER
Frescos,Charcutería,Jamón Cocido Bonnatur 140 Gr,"13,93 € / 1 Kg","2,19 €
1,95 €",ARGAL
Frescos,Charcutería,Salchichas con Queso Jumbo 350 Gr,"6,55 € / 1 Kg","2,55 €
2,29 €",OSCAR MAYER
Frescos,Charcutería,Pechuga de Pavo Finas Lonchas 200 Gr,"10,00 € / 1 Kg","2,07 €
2,00 €",CONSUM
Frescos,Charcutería,Chorizo Pamplona Lonchas 4x60 (240gr),"8,67 € / 1 Kg","2,19 €
2,08 €",CONSUM
Frescos,Charcutería,Fiambre de Jamón de Pavo 380 Gr,"9,34 € / 1 Kg","3,95 €
3,55 €",CAMPOFRÍO
Frescos,Charcutería,Pechuga de Pavo Bonnatur 130 Gr,"16,92 € / 1 Kg","2,49 €
2,20 €",ARGAL
Frescos,Charcutería,Chorizo Extra Duroc 280 Gr,"14,64 € / 1 Kg","4,59 €
4,10 €",LA HOGUERA
Frescos,Charcutería,Taco de Bacón 300 Gr,"9,10 € / 1 Kg","2,82 €
2,73 €",MONELLS
Frescos,Charcutería,Pate de Pollo Lata Pack de 2 2 x 75 Gr,"26,60 € / 1 Kg","3,99 €",LA PIARA
Frescos,Charcutería,Chorizo Picante Duroc 280 Gr,"14,64 € / 1 Kg","4,59 €
4,10 €",LA HOGUERA
Frescos,Charcutería,Tabla de Surtido Ibérico de Cebo 120 Gr,"38,75 € / 1 Kg","5,19 €
4,65 €",MONTARAZ
Frescos,Charcutería,Jamón Serrano Duroc Lonchas 100 Gr,"30,00 € / 1 Kg","3,55 €
3,00 €",LA HOGUERA
Frescos,Charcutería,Jamón Cebo 50% Raza Ibérica 60 Gr,"59,17 € / 1 Kg","3,99 €
3,55 €",ELPOZO
Frescos,Charcutería,Lonchas Vegetarianas Hierbas Mediterráneas 100 Gr,"17,90 € / 1 Kg","1,99 €
1,79 €",CAMPOFRÍO
Frescos,Charcutería,Jamón Cocido Extra Finas Lonchas 160 Gr,"10,25 € / 1 Kg","1,74 €
1,64 €",CONSUM
Frescos,Charcutería,Mortadela Ibérica Finas Lonchas 150 Gr,"14,33 € / 1 Kg","2,39 €
2,15 €",LEGADO POZO
Frescos,Charcutería,Chopped Pork Mini 300 Gr,"5,16 € / 1 Kg","1,75 €
1,55 €",ELPOZO
Frescos,Charcutería,Paleta de Cebo Ibérica Lonchas 100 Gr,"46,50 € / 1 Kg","5,19 €
4,65 €",LEGADO
Frescos,Charcutería,"Longaniza de Pavo 2 x 62,5 Gr","21,52 € / 1 Kg","2,99 €
2,69 €",BOADAS
Frescos,Charcutería,Pepperoni 2 x 45 Gr,"20,00 € / 1 Kg","2,05 €
1,80 €",GOIKOA
Frescos,Charcutería,Bacon Lonchas 110 Gr,"13,64 € / 1 Kg","1,50 €",EL POZO
Frescos,Charcutería,Jamón Bellota 100% Ibérico Cortado a Cuchillo 80 Gr,"143,63 € / 1 Kg","12,80 €
11,49 €",MONTARAZ
Frescos,Charcutería,Sobrasada Tradicional Natural Sin Aditivos 200 Gr,"9,25 € / 1 Kg","1,85 €",EL POZO 1954
Frescos,Charcutería,Pechuga de Pollo +Proteína - 95% Carne 130 Gr,"15,38 € / 1 Kg","2,00 €",ELPOZO
Frescos,Charcutería,Jamón Cocido 80 Gr,"12,50 € / 1 Kg","1,00 €",ELPOZO
Frescos,Charcutería,Fuet Espetec 180 Gr,"14,17 € / 1 Kg","2,55 €",TARRADELLAS
Frescos,Charcutería,Salchichas Jumbo 350 Gr,"7,00 € / 1 Kg","2,45 €",OSCAR MAYER
Frescos,Charcutería,Jamón Cocido Finas Lonchas 125 Gr,"15,92 € / 1 Kg","1,99 €",TARRADELLAS
Frescos,Charcutería,Bacón en Lonchas 150 Gr,"15,27 € / 1 Kg","2,29 €",OSCAR MAYER
Frescos,Charcutería,Cintas de Bacon 150 Gr,"13,27 € / 1 Kg","1,99 €",TARRADELLAS
Frescos,Charcutería,Longaniza Imperial 230 Gr,"11,80 € / 1 Kg","2,95 €",ELPOZO
Frescos,Charcutería,Salchichas Wieners Queso 200 Gr,"6,75 € / 1 Kg","1,35 €",OSCAR MAYER
Frescos,Charcutería,Sobrasada Tradicional 200 Gr,"13,25 € / 1 Kg","2,65 €",ZAGAL
Frescos,Charcutería,Pechuga de Pavo Finíssimas 115 Gr,"16,52 € / 1 Kg","1,90 €",CAMPOFRÍO
Frescos,Charcutería,Jamón Cocido Finíssimas 115 Gr,"16,52 € / 1 Kg","1,90 €",CAMPOFRÍO
Frescos,Charcutería,Cintas de Bacón Pack de 2 Unidades 2 x 100 Gr,"9,25 € / 1 Kg","1,85 €",MONELLS
Frescos,Charcutería,Pamplonés y Salchichón Extra 2 x 45 Gr,"17,17 € / 1 Kg","3,09 €",GOIKOA
Frescos,Charcutería,Jamón Curado 138 Gr,"27,46 € / 1 Kg","3,79 €",NAVIDUL
Frescos,Charcutería,Membrillo 2 x 200 Gr,"3,13 € / 1 Kg","1,25 €",CONSUM
Frescos,Charcutería,Pate Hígado de Cerdo Lata 200 Gr,"5,95 € / 1 Kg","1,19 €",CONSUM
Frescos,Charcutería,Chopped Lonchas Lata 150 Gr,"11,40 € / 1 Kg","1,71 €",SERRANO
Frescos,Charcutería,Jamón Cocido Extra. 200 Gr,"10,20 € / 1 Kg","2,04 €",CONSUM
Frescos,Charcutería,Jamón Gran Reserva curación 15 meses 150 Gr,"19,93 € / 1 Kg","2,99 €",CONSUM
Frescos,Charcutería,Jamón Gran Reserva curación 15 meses 250 Gr,"17,08 € / 1 Kg","4,27 €",CONSUM
Frescos,Charcutería,Salchichón Extra Lonchas 4x60 (240gr),"8,79 € / 1 Kg","2,11 €",CONSUM
Frescos,Charcutería,Chorizo Extra Lonchas 4x60 (240gr),"9,13 € / 1 Kg","2,19 €",CONSUM
Frescos,Charcutería,Sobrasada Ibérica 200 Gr,"11,25 € / 1 Kg","2,25 €",ELPOZO
Frescos,Charcutería,Jamón Cocido Grand Bouquet 140 Gr,"14,21 € / 1 Kg","1,99 €",NOEL
Frescos,Charcutería,Fiambre York Sándwich 250 Gr,"9,40 € / 1 Kg","2,35 €",ELPOZO
Frescos,Charcutería,Mortadela Bologna 100 Gr,"25,50 € / 1 Kg","2,55 €",FERRARINI
Frescos,Charcutería,Chorizo Tradicional 65 Gr,"15,38 € / 1 Kg","1,00 €",REVILLA
Frescos,Charcutería,Tarrina Sobrasada 250 Gr,"8,60 € / 1 Kg","2,15 €",ELPOZO
Frescos,Charcutería,Jamón Cocido 75 Gr,"13,33 € / 1 Kg","1,00 €",CAMPOFRÍO
Frescos,Charcutería,Bacón en Lonchas 200 Gr,"9,60 € / 1 Kg","1,92 €",CONSUM
Frescos,Charcutería,Paté de Pato Pack de 2 Unidades 2 x 50 Gr,"18,90 € / 1 Kg","1,89 €",LA CUINA
Frescos,Charcutería,Paté Pimienta Pack de 2 Unidades 2 x 50 Gr,"14,50 € / 1 Kg","1,45 €",LA CUINA
Frescos,Charcutería,Jamón Curado 1/2 Lonchas 50 Gr,"22,00 € / 1 Kg","1,10 €",NAVIDUL
Frescos,Charcutería,Caña Lomo en Lonchas 40 Gr,"2,75 € / 100 Gr","1,10 €",NAVIDUL
Frescos,Charcutería,Jamón Gran Reserva Medias y finas Lonchas 2 x 110 Gr,"18,14 € / 1 Kg","3,99 €",CONSUM
Frescos,Charcutería,Jamón Gran Reserva Finas Lonchas 120 Gr,"21,58 € / 1 Kg","2,59 €",CONSUM
Frescos,Charcutería,Chorizo Extra 280 Gr,"8,89 € / 1 Kg","2,49 €",CONSUM
Frescos,Charcutería,Chorizo Picante Extra 280 Gr,"8,89 € / 1 Kg","2,49 €",CONSUM
Frescos,Charcutería,Chorizo Pamplona 65 Gr,"15,38 € / 1 Kg","1,00 €",REVILLA
Frescos,Charcutería,Salchichón Extra 65 Gr,"15,38 € / 1 Kg","1,00 €",REVILLA
Frescos,Charcutería,Pechuga de Pavo B/G 75 Gr,"13,33 € / 1 Kg","1,00 €",CAMPOFRÍO
Frescos,Charcutería,Taquitos de Chorizo 100 Gr,"12,50 € / 1 Kg","1,25 €",EDIGAPA
Frescos,Charcutería,Chorizo Ibérico Lonchas 45 Gr,"2,22 € / 100 Gr","1,00 €",NAVIDUL
Frescos,Charcutería,Salchichón Ibérico Lonchas 45 Gr,"2,22 € / 100 Gr","1,00 €",NAVIDUL
Frescos,Charcutería,Salami Extra Lonchas 65 Gr,"15,38 € / 1 Kg","1,00 €",REVILLA
Frescos,Charcutería,Stick Mini Fuet 50 Gr,"26,00 € / 1 Kg","1,30 €",CAMPOFRÍO
Frescos,Charcutería,Sobrasada Mallorca Loncheada 65 Gr,"17,69 € / 1 Kg","1,15 €",EL ZAGAL
Frescos,Charcutería,Pechuga de Pollo B/G Lonchas 80 Gr,"12,50 € / 1 Kg","1,00 €",CAMPOFRÍO
Frescos,Charcutería,Jamón Cocido Delizias 110 Gr,"21,36 € / 1 Kg","2,35 €",NOEL
Frescos,Charcutería,Olivada Frasco 135 Gr,"12,96 € / 1 Kg","1,75 €",D'ATENEA
Frescos,Charcutería,Paté de Salmón Tarro 160 Gr,"10,31 € / 1 Kg","1,65 €",APIS
Frescos,Charcutería,Salchichas Wieners Bocadillo 275 Gr,"6,36 € / 1 Kg","1,75 €",OSCAR MAYER
Frescos,Charcutería,Chorizo y Salchichón Extra 2 x 90 Gr,"17,17 € / 1 Kg","3,09 €",GOIKOA
Frescos,Charcutería,Salchichón a la Pimienta Finas Lonchas 150 Gr,"17,27 € / 1 Kg","2,59 €",SOLÀ
Frescos,Charcutería,Salchichón de Pavo 2 Unidades 2 x 75 Gr,"19,67 € / 1 Kg","2,95 €",GOIKOA
Frescos,Charcutería,Mortadela Clásica 95 Gr,"10,53 € / 1 Kg","1,00 €",CAMPOFRÍO
Frescos,Charcutería,Sobrasada Etiqueta Negra 200 Gr,"14,25 € / 1 Kg","2,85 €",ZAGAL
Frescos,Charcutería,Salami Extra Lonchas 4x60 (240gr),"8,21 € / 1 Kg","1,97 €",CONSUM
Frescos,Charcutería,Jamón Cocido Extra Finas Lonchas 100 Gr,"29,90 € / 1 Kg","2,99 €",FERRARINI
Frescos,Charcutería,Chopped Pork 95 Gr,"10,53 € / 1 Kg","1,00 €",CAMPOFRÍO
Frescos,Charcutería,Chorizo y Salchichón de Pavo 2 x 75 Gr,"19,67 € / 1 Kg","2,95 €",GOIKOA
